"TIP_SUBJECT_OFFERED_KEY","TIP_MATERIAL_KEY","TIP_MATERIAL_STATUS_KEY","TERM_CODE","SUBJECT_ID","ISBN","RECORD_COUNT","WAREHOUSE_LOAD_DATE"
"","9781423203100PHYSICS072021SU","RC","2021SU","CANC.BAR","9781423203100",1,28-OCT-24
"","9781423203100PHYSICS072022FA","RC","2022FA","CANC.BAR","9781423203100",1,28-OCT-24
"","9781423203100PHYSICS072022SP","RC","2022SP","CANC.BAR","9781423203100",1,28-OCT-24
"","9781423203100PHYSICS072023FA","RC","2023FA","CANC.QUICKSTUD","9781423203100",1,28-OCT-24
"","9781423219538BIOLOGY122021FA","RQ","2021FA","CANC.BAR","9781423219538",1,28-OCT-24
"","9781423219538BIOLOGY122021JA","RC","2021JA","CANC.BAR","9781423219538",1,28-OCT-24
"","9781423219538BIOLOGY122021SP","RC","2021SP","CANC.BARCHARTS","9781423219538",1,28-OCT-24
"","9781423219538BIOLOGY122021SU","RC","2021SU","CANC.BAR","9781423219538",1,28-OCT-24
"","9781423219538BIOLOGY122022FA","RC","2022FA","CANC.BAR","9781423219538",1,28-OCT-24
"","9781423219538BIOLOGY122022SP","RC","2022SP","CANC.BAR","9781423219538",1,28-OCT-24
"","9781423219538BIOLOGY122023FA","RC","2023FA","CANC.QUICKSTUD","9781423219538",1,28-OCT-24
"","9781423219538BIOLOGY122023JA","RC","2023JA","CANC.BARCHARTS","9781423219538",1,28-OCT-24
"","9781423222781ANATOMY142021FA","RQ","2021FA","CANC.BAR","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142021JA","RC","2021JA","CANC.BAR","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142021SP","RC","2021SP","CANC.BARCHARTS","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142021SU","RC","2021SU","CANC.BAR","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142022FA","RC","2022FA","CANC.BAR","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142022SP","RC","2022SP","CANC.BAR","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142023FA","RC","2023FA","CANC.QUICKSTUD","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142023JA","RC","2023JA","CANC.BARCHARTS","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142023SP","RC","2023SP","CANC.BARCHART","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142023SU","RC","2023SU","CANC.CARRY","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142024FA","RC","2024FA","CANC.BARCHARTS","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142024SP","RC","2024SP","CANC.BARCHARTS","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142024SP","RQ","2024SP","CANC.CANC","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142024SU","RQ","2024SU","CANC.BARCHARTS","9781423222781",1,28-OCT-24
"","9781423222781ANATOMY142025FA","RC","2025FA","CANC.BARCHARTS","9781423222781",1,28-OCT-24
"","9781423233138FINANCE162021FA","RQ","2021FA","CANC.BAR","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162021JA","RC","2021JA","CANC.BAR","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162021SP","RC","2021SP","CANC.BARCHARTS","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162021SU","RC","2021SU","CANC.BAR","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162022FA","RC","2022FA","CANC.BAR","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162022SP","RC","2022SP","CANC.BAR","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162023FA","RC","2023FA","CANC.QUICKSTUD","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162023JA","RC","2023JA","CANC.BARCHARTS","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162023SP","RC","2023SP","CANC.BARCHART","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162023SU","RC","2023SU","CANC.CARRY","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162024FA","RC","2024FA","CANC.BARCHARTS","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162024SP","RC","2024SP","CANC.BARCHARTS","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162024SP","RQ","2024SP","CANC.CANC","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162024SU","RQ","2024SU","CANC.BARCHARTS","9781423233138",1,28-OCT-24
"","9781423233138FINANCE162025FA","RC","2025FA","CANC.BARCHARTS","9781423233138",1,28-OCT-24
"","9781451169157EBK PHARMCARDS4","EO","","CANC.BOUNCES","9781451169157",1,28-OCT-24
"","9781555976903CITIZEN142021FA","RC","2021FA","21L.325","9781555976903",1,28-OCT-24
"","9781592407323MARBLES122024FA","RQ","2024FA","21W.744","9781592407323",1,28-OCT-24
"","9781603969369FE EN DISFRAZ09","RQ","","21G.739","9781603969369",1,28-OCT-24
"","9781603969369FE EN DISFRAZ09","RQ","","21L.639","9781603969369",1,28-OCT-24
"","9781612420134LONG TOMORROW11","RQ","","21L.310","9781612420134",1,28-OCT-24
"","9781621574095FUELING FREEDOM","RQ","","CANC.TRADESPO","9781621574095",1,28-OCT-24
"","9781903436356WINTER'S TALE10","RQ","","21L.010","9781903436356",1,28-OCT-24
"","9782360860067SITT MARIE ROSE","RQ","","21G.346","9782360860067",1,28-OCT-24
"","8220100494079EBK FAULT LINES0","EO","","14.781","8220100494079",1,28-OCT-24
"","8220100494079EBK FAULT LINES0","EO","","15.678","8220100494079",1,28-OCT-24
"","8220100494079EBK FAULT LINES0","EO","","17.100","8220100494079",1,28-OCT-24
"","9780061139376CORALINE022018FA","CL","2018FA","CANC.21L.015","9780061139376",1,28-OCT-24
"","9780140178210BLOODY CHAMBER79","RQ","","21L.430","9780140178210",1,28-OCT-24
"","9780140275360ILIAD (FAGLES)90","RQ","","21L.001","9780140275360",1,28-OCT-24
"","9780140434279DANIEL DERONDA67","RQ","","21L.702","9780140434279",1,28-OCT-24
"","9780140434279DANIEL DERONDA67","RQ","","21L.705","9780140434279",1,28-OCT-24
"","9780140434279DANIEL DERONDA67","RQ","","CANC.21L.705","9780140434279",1,28-OCT-24
"","9780140449440THERESE RAQUIN05","RQ","","21L.019","9780140449440",1,28-OCT-24
"","9780226086569TRAGIC SPIRITS13","RQ","","21A.01","9780226086569",1,28-OCT-24
"","9780226470498ILIAD OF HOMER11","RQ","","21L.001","9780226470498",1,28-OCT-24
"","9780321714114C++ PRIMER5TH 13","RQ","","6.SPO","9780321714114",1,28-OCT-24
"","9780385031141GOETHE'S FAUST61","RQ","","21M.013","9780385031141",1,28-OCT-24
"","9780451529220VILLETTE042014FA","RQ","2014FA","CANC.21L.707","9780451529220",1,28-OCT-24
"","9780486113302EBK LYRIC POEMS0","EO","","21L.325","9780486113302",1,28-OCT-24
"","9780486114262EBK SUMMER2014FA","EO","2014FA","CANC.21L.707","9780486114262",1,28-OCT-24
"","9780486266824CHERRY ORCHARD91","RQ","","21L.487","9780486266824",1,28-OCT-24
"","9780486277844SELECTED POEMS93","RQ","","21L.325","9780486277844",1,28-OCT-24
"","9780500291887MAYA9TH 152017FA","RQ","2017FA","CANC.3.983","9780500291887",1,28-OCT-24
"","9780500291887MAYA9TH 152022FA","RC","2022FA","CANC.SPO","9780500291887",1,28-OCT-24
"","9780679721819MAMA DAY882014FA","RQ","2014FA","CANC.21L.707","9780679721819",1,28-OCT-24
"","9780679722649MALTESE FALCON89","RQ","","21L.310","9780679722649",1,28-OCT-24
"","9780679732259AS I LAY DYING90","RQ","","21L.006","9780679732259",1,28-OCT-24
"","9780679732259AS I LAY DYING90","RQ","","21L.345","9780679732259",1,28-OCT-24
"","9780679744726FIRE NEXT TIME63","RQ","","21L.006","9780679744726",1,28-OCT-24
"","9780684824994MOVEABLE FEAST64","RQ","","CANC.HELLO","9780684824994",1,28-OCT-24
"","9780691128023MILITARY POWER04","RQ","","17.468","9780691128023",1,28-OCT-24
"","9780691145921ANIMAL SPIRITS09","RQ","","14.781","9780691145921",1,28-OCT-24
"","9780691145921ANIMAL SPIRITS09","RQ","","15.678","9780691145921",1,28-OCT-24
"","9780691145921ANIMAL SPIRITS09","RQ","","17.100","9780691145921",1,28-OCT-24
"","9780691227085OVERLOAD212024FA","RC","2024FA","CANC.EXECED","9780691227085",1,28-OCT-24
"","9780781787413PHARMCARDS4TH 10","CL","","CANC.BOUNCES","9780781787413",1,28-OCT-24
"","9780804169882PARADISE142021JA","RC","2021JA","CANC.SPO","9780804169882",1,28-OCT-24
"","9780804813792FIRES ON PLAIN57","RQ","","21G.065","9780804813792",1,28-OCT-24
"","9780822339205DOLLY MIXTURES07","RQ","","21A.411","9780822339205",1,28-OCT-24
"","9780822339205DOLLY MIXTURES07","RQ","","21A.419","9780822339205",1,28-OCT-24
"","9780822339205DOLLY MIXTURES07","RQ","","21H.380","9780822339205",1,28-OCT-24
"","9780822339205DOLLY MIXTURES07","RQ","","21H.980","9780822339205",1,28-OCT-24
"","9780824816513CHAOS+ALL THAT94","RQ","","21G.022","9780824816513",1,28-OCT-24
"","9780824816513CHAOS+ALL THAT94","RQ","","21L.048","9780824816513",1,28-OCT-24
"","9780824816513CHAOS+ALL THAT94","RQ","","WGS.141","9780824816513",1,28-OCT-24
"","9780871402103CANE2ND 112014FA","RQ","2014FA","CANC.21L.709","9780871402103",1,28-OCT-24
"","9780940322165LOLLY WILLOWES99","RQ","","21L.471","9780940322165",1,28-OCT-24
"","9780989910897ANALYTICS EDGE16","RQ","","EMBA.EMBA","9780989910897",1,28-OCT-24
"","9781400839803EBK FAULT LINES0","EO","","14.781","9781400839803",1,28-OCT-24
"","9781400839803EBK FAULT LINES0","EO","","15.678","9781400839803",1,28-OCT-24
"","9781400839803EBK FAULT LINES0","EO","","17.100","9781400839803",1,28-OCT-24
"","9781408106037TOP GIRLS(REV)08","RQ","","21L.486","9781408106037",1,28-OCT-24
"","9781420931273CHERRY ORCHARD08","RQ","","21L.021","9781420931273",1,28-OCT-24
"","9781429914536EBK LOWBOY2022SP","EO","2022SP","CANC.STORE","9781429914536",1,28-OCT-24
"","9781565841635PARADISE942017SP","RQ","2017SP","CANC.21L.007","9781565841635",1,28-OCT-24
"","9781565843431GOOD WAR842013FA","RQ","2013FA","CANC.CHANGE","9781565843431",1,28-OCT-24
"","9781573225311NATIVE SPEAKER95","RQ","","21L.003","9781573225311",1,28-OCT-24
"","9781594039058MOORE VS KRUGMAN","RQ","","CANC.TRADESPO","9781594039058",1,28-OCT-24
"","9781594632785GOOD LORD BIRD14","RQ","","21L.021","9781594632785",1,28-OCT-24
"","9781609949815HUMBLE INQUIRY13","RC","","15.321","9781609949815",1,28-OCT-24
"","8220019951274EBK BENITO CERENO","EO","","21L.000","8220019951274",1,28-OCT-24
"","8220019969286EBK INVESTMENTS10","EO","","15.415","8220019969286",1,28-OCT-24
"","8220019969286EBK INVESTMENTS10","EO","","EMBA.15.415","8220019969286",1,28-OCT-24
"","8220102744615EBK STYLE122021SP","EO","2021SP","CANC.SPO","8220102744615",1,28-OCT-24
"","8220103436977EBK OPTICS52022FA","EO","2022FA","CANC.VA","8220103436977",1,28-OCT-24
"","8220106638088EBK INVESTMENTS11","EO","","15.415","8220106638088",1,28-OCT-24
"","8220106638088EBK INVESTMENTS11","NL","","15.415","8220106638088",1,28-OCT-24
"","8220106740439EBK OPTICS52019SP","EO","2019SP","CANC.8.03","8220106740439",1,28-OCT-24
"","8220107591948EBK INVESTMENTS11","EO","","15.415","8220107591948",1,28-OCT-24
"","9780060850524BRAVE NEW WORLD46","RQ","","21L.451","9780060850524",1,28-OCT-24
"","9780077641986EBK INVESTMENTS10","EO","","15.415","9780077641986",1,28-OCT-24
"","9780077641986EBK INVESTMENTS10","EO","","EMBA.15.415","9780077641986",1,28-OCT-24
"","9780133979114EBK OPTICS52019SP","EO","2019SP","CANC.8.03","9780133979114",1,28-OCT-24
"","9780133979121EBK OPTICS52022FA","EO","2022FA","CANC.VA","9780133979121",1,28-OCT-24
"","9780134313856EBK STYLE122021SP","EO","2021SP","CANC.SPO","9780134313856",1,28-OCT-24
"","9780140455571STUNG WITH LOVE09","RQ","","21L.001","9780140455571",1,28-OCT-24
"","9780141441146JANE EYRE062016SP","RQ","2016SP","CANC.21L.003.2","9780141441146",1,28-OCT-24
"","9780143039174PETALS OF BLOOD02","RQ","","21L.435","9780143039174",1,28-OCT-24
"","9780143123705A YEAR UP132021SU","RC","2021SU","CANC.STORE","9780143123705",1,28-OCT-24
"","9780143123705A YEAR UP132023FA","RC","2023FA","CANC.EXECED","9780143123705",1,28-OCT-24
"","9780262025768CONTRACT THEORY05","RQ","","14.124","9780262025768",1,28-OCT-24
"","9780271028972RULING PASSIONS06","RC","","STS.425","9780271028972",1,28-OCT-24
"","9780307270443EBK A MERCY2012FA","EO","2012FA","21L.504","9780307270443",1,28-OCT-24
"","9780307270443EBK A MERCY2013FA","RQ","2013FA","CANC.CHANGE","9780307270443",1,28-OCT-24
"","9780345806567GIOVANNI'S ROOM13","RQ","","21L.435","9780345806567",1,28-OCT-24
"","9780446603782ADULTHOOD RITES88","RQ","","21L.504","9780446603782",1,28-OCT-24
"","9780446698207NO ASSHOLE RULE07","RQ","","15.700","9780446698207",1,28-OCT-24
"","9780486111582EBK DAISY MILLER0","EO","","21L.018","9780486111582",1,28-OCT-24
"","9780486111582EBK DAISY MILLER0","EO","","21L.021","9780486111582",1,28-OCT-24
"","9780486111582EBK DAISY MILLER0","EO","","21L.345","9780486111582",1,28-OCT-24
"","9780486113036EBK MACBETH2014FA","EO","2014FA","CANC.TEXTNET","9780486113036",1,28-OCT-24
"","9780486275598TREASURE ISLAND93","RQ","","21L.015","9780486275598",1,28-OCT-24
"","9780486284736PRIDE+PREJUDICE95","RQ","","21L.018","9780486284736",1,28-OCT-24
"","9780486284736PRIDE+PREJUDICE95","RQ","","21L.021","9780486284736",1,28-OCT-24
"","9780486424491JANE EYRE022015SP","RQ","2015SP","CANC.WRONG","9780486424491",1,28-OCT-24
"","9780486784755EBK FRANKENSTEIN0","EO","","15.268","9780486784755",1,28-OCT-24
"","9780486784755EBK FRANKENSTEIN0","EO","","21L.004","9780486784755",1,28-OCT-24
"","9780486784755EBK FRANKENSTEIN0","EO","","21L.345","9780486784755",1,28-OCT-24
"","9780486784755EBK FRANKENSTEIN0","NL","","15.268","9780486784755",1,28-OCT-24
"","9780486784755EBK FRANKENSTEIN0","NL","","21L.345","9780486784755",1,28-OCT-24
"","9780525509585SUM OF US212024FA","RC","2024FA","WGS.310","9780525509585",1,28-OCT-24
"","9780571288977EBK TRANSLATIONS0","EO","","21L.486","9780571288977",1,28-OCT-24
"","9780674284289ETHICAL PROJECT11","RQ","","11.S942","9780674284289",1,28-OCT-24
"","9780691043913ACCENTED CINEMA01","RQ","","CANC.SPO","9780691043913",1,28-OCT-24
"","9780691070186ENDLESS NOVELTY97","CL","","STS.026","9780691070186",1,28-OCT-24
"","9780691070186ENDLESS NOVELTY97","CL","","STS.425","9780691070186",1,28-OCT-24
"","9780735212176EXIT WEST172019FA","CL","2019FA","CANC.21L.355","9780735212176",1,28-OCT-24
"","9780735212206EXIT WEST182022SP","RC","2022SP","CANC.STORE","9780735212206",1,28-OCT-24
"","9780735212206EXIT WEST182024FA","RQ","2024FA","21L.020","9780735212206",1,28-OCT-24
"","9780735212206EXIT WEST182024FA","RQ","2024FA","WGS.145","9780735212206",1,28-OCT-24
"","9780743484954KING LEAR932015SP","RQ","2015SP","CANC.21L.009","9780743484954",1,28-OCT-24
"","9780756410780BOOK OF PHOENIX15","RQ","","21L.434","9780756410780",1,28-OCT-24
"","9780801476907JUST CITY102015FA","RQ","2015FA","CANC.SPO","9780801476907",1,28-OCT-24
"","9780802716743GHOSTS OF SPAIN07","RQ","","21G.740","9780802716743",1,28-OCT-24
"","9780802716743GHOSTS OF SPAIN07","RQ","","21L.640","9780802716743",1,28-OCT-24
"","9780812972979PETER PAN042016FA","CL","2016FA","CANC.WRONGTEXT","9780812972979",1,28-OCT-24
"","9780812993011CREATIVITY,INC.14","RQ","","15.716","9780812993011",1,28-OCT-24
"","9780812993011CREATIVITY,INC.14","RQ","","15.S53","9780812993011",1,28-OCT-24
"","9780812993011CREATIVITY,INC.14","RQ","","CANC.EMBA","9780812993011",1,28-OCT-24
"","9780812993011CREATIVITY,INC.14","RQ","","EMBA.15.716","9780812993011",1,28-OCT-24
"","9780824826536SIGNIFICANT OTHER","RQ","","CANC.SPECIALOR","9780824826536",1,28-OCT-24
"","9781250062345GODS OF OLYMPUS15","RQ","","21L.001","9781250062345",1,28-OCT-24
"","9781259357480EBK INVESTMENTS11","EO","","15.415","9781259357480",1,28-OCT-24
"","9781304327529EBK EVELINA2014FA","NL","2014FA","CANC.21L.707","9781304327529",1,28-OCT-24
"","9781316223833EBK READING OVID1","EO","","21L.613","9781316223833",1,28-OCT-24
"","9781316223833EBK READING OVID1","NL","","21L.613","9781316223833",1,28-OCT-24
"","9781400076215JAZZ(REV)042015SP","RQ","2015SP","CANC.ISSUEO","9781400076215",1,28-OCT-24
"","9781400076215JAZZ(REV)042021JA","RC","2021JA","CANC.SPO","9781400076215",1,28-OCT-24
"","9781416578796ANIMAL'S PEOPLE09","RQ","","21L.007","9781416578796",1,28-OCT-24
"","9781422134818INNOVATOR'S DNA11","RQ","","CANC.EXECED","9781422134818",1,28-OCT-24
"","9781422148068EBK X-TEAMS2022SP","EO","2022SP","CANC.EXEC","9781422148068",1,28-OCT-24
"","9781422148068EBK X-TEAMS2023FA","EO","2023FA","CANC.EXECED","9781422148068",1,28-OCT-24
"","9781423218593CHEMISTRY122021FA","RQ","2021FA","CANC.BAR","9781423218593",1,28-OCT-24
"","9781423218593CHEMISTRY122023FA","RC","2023FA","CANC.QUICKSTUD","9781423218593",1,28-OCT-24
"","9781423218593CHEMISTRY122023JA","RC","2023JA","CANC.BARCHARTS","9781423218593",1,28-OCT-24
"","9781423218593CHEMISTRY122023SP","RC","2023SP","CANC.BARCHART","9781423218593",1,28-OCT-24
"","9781423218593CHEMISTRY122023SU","RC","2023SU","CANC.CARRY","9781423218593",1,28-OCT-24
"","9781423218593CHEMISTRY122024FA","RC","2024FA","CANC.BARCHARTS","9781423218593",1,28-OCT-24
"","9781423218593CHEMISTRY122024SP","RC","2024SP","CANC.BARCHARTS","9781423218593",1,28-OCT-24
"","9781423218593CHEMISTRY122024SP","RQ","2024SP","CANC.CANC","9781423218593",1,28-OCT-24
"","9781423218593CHEMISTRY122024SU","RQ","2024SU","CANC.BARCHARTS","9781423218593",1,28-OCT-24
"","9781423218593CHEMISTRY122025FA","RC","2025FA","CANC.BARCHARTS","9781423218593",1,28-OCT-24
"","9781423233770EBK FINANCE2022SP","EO","2022SP","CANC.BAR","9781423233770",1,28-OCT-24
"","9781423233770EBK FINANCE2023FA","EO","2023FA","CANC.QUICKSTUD","9781423233770",1,28-OCT-24
"","9781423233770EBK FINANCE2023JA","EO","2023JA","CANC.BARCHARTS","9781423233770",1,28-OCT-24
"","9781423233770EBK FINANCE2023SP","EO","2023SP","CANC.BARCHART","9781423233770",1,28-OCT-24
"","9781423233770EBK FINANCE2023SU","EO","2023SU","CANC.CARRY","9781423233770",1,28-OCT-24
"","9781423233770EBK FINANCE2024FA","EO","2024FA","CANC.BARCHARTS","9781423233770",1,28-OCT-24
"","9781474273886EBK HAMLET12017FA","EO","2017FA","CANC.SUBSTITUT","9781474273886",1,28-OCT-24
"","9781496317001EBK NEUROSCIENCE4","EO","","4.606","9781496317001",1,28-OCT-24
"","9781501700293DICTATOR'S ARMY15","RQ","","17.584","9781501700293",1,28-OCT-24
"","9781538751480WILD SEED802024FA","RQ","2024FA","21L.032J","9781538751480",1,28-OCT-24
"","9781555973483EBK CITIZEN2021FA","EO","2021FA","21L.325","9781555973483",1,28-OCT-24
"","9781559364164HALLWAY TRILOGY13","RQ","","21M.715","9781559364164",1,28-OCT-24
"","9781572228269BIOLOGY 2042021FA","RQ","2021FA","CANC.BAR","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042021JA","RC","2021JA","CANC.BAR","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042021SP","RC","2021SP","CANC.BARCHARTS","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042021SU","RC","2021SU","CANC.BAR","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042022FA","RC","2022FA","CANC.BAR","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042022SP","RC","2022SP","CANC.BAR","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042023FA","RC","2023FA","CANC.QUICKSTUD","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042023JA","RC","2023JA","CANC.BARCHARTS","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042023SU","RC","2023SU","CANC.CARRY","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042024FA","RC","2024FA","CANC.BARCHARTS","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042024SP","RC","2024SP","CANC.BARCHARTS","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042024SP","RQ","2024SP","CANC.CANC","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042024SU","RQ","2024SU","CANC.BARCHARTS","9781572228269",1,28-OCT-24
"","9781572228269BIOLOGY 2042025FA","RC","2025FA","CANC.BARCHARTS","9781572228269",1,28-OCT-24
"","9781617751974GAMEWORLD142018FA","CL","2018FA","CANC.21L.015","9781617751974",1,28-OCT-24
"","9783655021705EBK MACBETH2014FA","EO","2014FA","CANC.CHANGE","9783655021705",1,28-OCT-24
"","8220100802416EBK ALGEBRA22023FA","EO","2023FA","CANC.CUST","8220100802416",1,28-OCT-24
"","9780060913076CRYING OF LOT 4966","RQ","","21L.017","9780060913076",1,28-OCT-24
"","9780060913076CRYING OF LOT 4966","RQ","","21L.703","9780060913076",1,28-OCT-24
"","9780061244186ODYSSEY OF HOMER67","RQ","","21L.001","9780061244186",1,28-OCT-24
"","9780063293137CONFLICT20232024FA","RC","2024FA","CANC.EVENTS","9780063293137",1,28-OCT-24
"","9780063293137CONFLICT20232024JA","RC","2024JA","CANC.EVENTS","9780063293137",1,28-OCT-24
"","9780071741415HIGH VELOCITY EDGE","CL","","CANC.SPO","9780071741415",1,28-OCT-24
"","9780133977226OPTICS5TH 172019SP","RC","2019SP","CANC.8.03","9780133977226",1,28-OCT-24
"","9780133977226OPTICS5TH 172022FA","RC","2022FA","CANC.VA","9780133977226",1,28-OCT-24
"","9780140390186LOOKING BACKWARD82","RQ","","21L.434","9780140390186",1,28-OCT-24
"","9780156711425PASSAGE TO INDIA24","RQ","","21L.485","9780156711425",1,28-OCT-24
"","9780195177565NAT TURNER032015SP","RQ","2015SP","CANC.WRONG","9780195177565",1,28-OCT-24
"","9780198280149ART+AGENCY982012FA","RQ","2012FA","CANC.CHANGE","9780198280149",1,28-OCT-24
"","9780199536108TITUS ANDRONICUS08","RQ","","21L.703","9780199536108",1,28-OCT-24
"","9780199536740ROXANA (9536740)96","RQ","","21L.003","9780199536740",1,28-OCT-24
"","9780226311470AESCHYLUS II3RD 13","RQ","","21L.001","9780226311470",1,28-OCT-24
"","9780226450636LORDS OF THE FLY94","RC","","CANC.FURTHERRE","9780226450636",1,28-OCT-24
"","9780231135115BOMB SCARE072016FA","CL","2016FA","CANC.WRONGTEXT","9780231135115",1,28-OCT-24
"","9780253200365GOLDEN ASS602013SP","RQ","2013SP","CANC.CHANGE","9780253200365",1,28-OCT-24
"","9780262018029MACHINE LEARNING12","RC","","1.074","9780262018029",1,28-OCT-24
"","9780262018067RECORDING GENDER12","RQ","","WGS.S10","9780262018067",1,28-OCT-24
"","9780307455925AMERICANAH132017FA","CL","2017FA","CANC.CHANGED","9780307455925",1,28-OCT-24
"","9780307455925AMERICANAH132019FA","CL","2019FA","CANC.21L.355","9780307455925",1,28-OCT-24
"","978030747660913 BANKERS112013FA","RQ","2013FA","CANC.BPWEB","9780307476609",1,28-OCT-24
"","978030747660913 BANKERS112025FA","RC","2025FA","CANC.CATCHALL","9780307476609",1,28-OCT-24
"","9780312426439ECHO MAKER062022SP","RC","2022SP","CANC.STORE","9780312426439",1,28-OCT-24
"","9780316533539KILL CHAIN202022SP","RC","2022SP","CANC.CUSTOMER","9780316533539",1,28-OCT-24
"","9780321998033EBK ALGEBRA22023FA","EO","2023FA","CANC.CUST","9780321998033",1,28-OCT-24
"","9780374530075BURIAL AT THEBES04","RQ","","15.268","9780374530075",1,28-OCT-24
"","9780374530075BURIAL AT THEBES04","RQ","","15.317","9780374530075",1,28-OCT-24
"","9780387952895RARE EARTH002014SP","RC","2014SP","CANC.12.443","9780387952895",1,28-OCT-24
"","9780393099362VIBRATIONS+WAVES71","RQ","","CANC.SPO","9780393099362",1,28-OCT-24
"","9780393321784MAKING OF A POEM00","RQ","","21L.004","9780393321784",1,28-OCT-24
"","9780393326475OUT OF GAS042013FA","RQ","2013FA","CANC.CHANGE","9780393326475",1,28-OCT-24
"","9780393974997WASTE LAND012015SP","RQ","2015SP","CANC.21L.002","9780393974997",1,28-OCT-24
"","9780471246572PUZZLES OF FINANCE","RQ","","CANC.INVENTORY","9780471246572",1,28-OCT-24
"","9780486110523EBK THE AWAKENING0","EO","","21L.003","9780486110523",1,28-OCT-24
"","9780486113241EBK PARADISE LOST0","EO","","21L.004","9780486113241",1,28-OCT-24
"","9780486113241EBK PARADISE LOST0","NL","","21L.004","9780486113241",1,28-OCT-24
"","9780486247793OZMA OF OZ852017SP","RQ","2017SP","CANC.21L.003","9780486247793",1,28-OCT-24
"","9780486415871CRIME+PUNISHMENT01","RQ","","21L.471","9780486415871",1,28-OCT-24
"","97804864472163 BY SHAKESPEARE06","RQ","","21L.018","9780486447216",1,28-OCT-24
"","9780520270831GOD'S LABORATORY12","RQ","","21A.319","9780520270831",1,28-OCT-24
"","9780520270831GOD'S LABORATORY12","RQ","","STS.330","9780520270831",1,28-OCT-24
"","9780547347004EBK FUN HOME2015SP","EO","2015SP","21L.000","9780547347004",1,28-OCT-24
"","9780547347004EBK FUN HOME2015SP","EO","2015SP","21W.041","9780547347004",1,28-OCT-24
"","9780547347004EBK FUN HOME2015SP","EO","2015SP","CANC.21L.000","9780547347004",1,28-OCT-24
"","9780553210415AENEID OF VIRGIL81","RQ","","21L.001","9780553210415",1,28-OCT-24
"","9780571225835RATTLE BAG822011FA","RQ","2011FA","CANC.WRONGBK","9780571225835",1,28-OCT-24
"","9780674576254MIND HAS NO SEX?89","RC","","WGS.S10","9780674576254",1,28-OCT-24
"","9780679732181ABSALOM,ABSALOM!86","RQ","","21L.435","9780679732181",1,28-OCT-24
"","9780691136684SHAPING STRATEGY08","RQ","","17.584","9780691136684",1,28-OCT-24
"","9780691200033EBK OVERLOAD2021SU","EO","2021SU","CANC.EXECED","9780691200033",1,28-OCT-24
"","9780691200033EBK OVERLOAD2022FA","NS","2022FA","CANC.SPO","9780691200033",1,28-OCT-24
"","9780743234917PERELANDRA032021JA","RC","2021JA","CANC.SPO","9780743234917",1,28-OCT-24
"","9780743234917PERELANDRA032024FA","RQ","2024FA","CANC.CARRY","9780743234917",1,28-OCT-24
"","9780765389312WASTE TIDE192020SP","RC","2020SP","21A.21A.312","9780765389312",1,28-OCT-24
"","9780801873300IDEAS INTO WORDS03","RQ","","21W.035","9780801873300",1,28-OCT-24
"","9780802130761HAPPY DAYS612016SP","RQ","2016SP","CANC.WRONGTEXT","9780802130761",1,28-OCT-24
"","9780809015481DARK CHILD542011FA","RQ","2011FA","CANC.MISSADOPT","9780809015481",1,28-OCT-24
