"ACADEMIC_YEAR","SUBJECT_ID","SUBJECT_CODE","SUBJECT_NUMBER","SOURCE_SUBJECT_ID","PRINT_SUBJECT_ID","IS_PRINTED_IN_BULLETIN","DEPARTMENT_CODE","DEPARTMENT_NAME","EFFECTIVE_TERM_CODE","SUBJECT_SHORT_TITLE","SUBJECT_TITLE","IS_VARIABLE_UNITS","LECTURE_UNITS","LAB_UNITS","PREPARATION_UNITS","TOTAL_UNITS","DESIGN_UNITS","GRADE_TYPE","GRADE_TYPE_DESC","GRADE_RULE","GRADE_RULE_DESC","HGN_CODE","HGN_DESC","HGN_EXCEPT","GIR_ATTRIBUTE","GIR_ATTRIBUTE_DESC","COMM_REQ_ATTRIBUTE","COMM_REQ_ATTRIBUTE_DESC","TUITION_ATTRIBUTE","TUITION_ATTRIBUTE_DESC","WRITE_REQ_ATTRIBUTE","WRITE_REQ_ATTRIBUTE_DESC","SUPERVISOR_ATTRIBUTE","SUPERVISOR_ATTRIBUTE_DESC","PREREQUISITES","SUBJECT_DESCRIPTION","JOINT_SUBJECTS","SCHOOL_WIDE_ELECTIVES","MEETS_WITH_SUBJECTS","EQUIVALENT_SUBJECTS","IS_OFFERED_THIS_YEAR","IS_OFFERED_FALL_TERM","IS_OFFERED_IAP","IS_OFFERED_SPRING_TERM","IS_OFFERED_SUMMER_TERM","FALL_INSTRUCTORS","SPRING_INSTRUCTORS","STATUS_CHANGE","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE","MASTER_SUBJECT_ID","HASS_ATTRIBUTE","HASS_ATTRIBUTE_DESC","TERM_DURATION","GLOBAL_REGIONS","GLOBAL_COUNTRIES","ON_LINE_PAGE_NUMBER"
"2002","21.ET","21","ET","21.ET","21.ET","N","21","Humanities","1989FA","Pre-General Exam Tut","Pre-General Exam Tut","N",1,0,5,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",21-JUN-89,28-OCT-24,"","","","","","",""
"2002","21.EX","21","EX","21.EX","21.EX","N","21","Humanities","1989FA","Humanities General Exam","Humanities General Exam","Y",0,0,0,0,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",21-JUN-89,28-OCT-24,"","","","","","",""
"2004","5.NIV","5","NIV","5.NIV","5.NIV","N","5","Chemistry","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.NIV","6","NIV","6.NIV","6.NIV","N","6","Electrical Eng & Computer Sci","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","10.NIV","10","NIV","10.NIV","10.NIV","N","10","Chemical Engineering","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","5.81","5","81","5.81","5.81","Y","5","Chemistry","2001FA","Special Topics I","Special Topics I","N",3,0,9,12,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","Staff","Staff","",12-JAN-06,28-OCT-24,"","","","","","",""
"2004","16.NIV","16","NIV","16.NIV","16.NIV","N","16","Aeronautics and Astronautics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","14.NIV","14","NIV","14.NIV","14.NIV","N","14","Economics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","17.905","17","905","17.905","17.905","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","17.901","17","901","17.901","17.901","Y","17","Political Science","2003FA","Pol Sci Internship & Research","Political Science Internship and Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","C. Stewart","C. Stewart","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","21H.932","21H","932","21H.932","21H.932","Y","21H","History","1994FA","Spec Topics in History","Special Topics in History","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","N","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","13.704","13","704","13.704","13.704","N","13","Ocean Engineering","1989FA","Spec Probs: Ocean Engineering","Spec Probs: Ocean Engineering","Y",0,0,0,0,0,"L","Letter graded","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","","","",25-JAN-05,28-OCT-24,"","","","","","",""
"2004","13.705","13","705","13.705","13.705","N","13","Ocean Engineering","1989FA","Spec Probs: Ocean Engineering","Spec Probs: Ocean Engineering","Y",0,0,0,0,0,"L","Letter graded","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","","","",25-JAN-05,28-OCT-24,"","","","","","",""
"2004","13.706","13","706","13.706","13.706","N","13","Ocean Engineering","1989FA","Spec Probs: Ocean Engineering","Spec Probs: Ocean Engineering","Y",0,0,0,0,0,"L","Letter graded","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","","","",25-JAN-05,28-OCT-24,"","","","","","",""
"2004","13.707","13","707","13.707","13.707","N","13","Ocean Engineering","1989FA","Spec Probs: Ocean Engineering","Spec Probs: Ocean Engineering","Y",0,0,0,0,0,"L","Letter graded","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",25-JAN-05,28-OCT-24,"","","","","","",""
"2003","SP.351","SP","351","SP.351","SP.351","Y","ISP","Terrascope","1989FA","Integrated Studies Prog","Integrated Studies Program","Y",0,0,0,0,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",01-APR-04,28-OCT-24,"","","","","","",""
"2002","SP.311","SP","311","SP.311","SP.311","Y","CON","Concourse","1997FA","Concourse Program","Concourse Program","Y",0,0,0,0,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",29-MAR-96,28-OCT-24,"","","","","","",""
"2004","1.991","1","991","1.991","1.991","N","1","Civil and Environmental Eng","1989FA","Spec Stud: Civil & Environ Eng","Spec Stud: Civil & Environ Eng","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",24-APR-03,28-OCT-24,"","","","","","",""
"2004","3.NIV","3","NIV","3.NIV","3.NIV","N","3","Materials Science and Eng","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","7.391","7","391","7.391","7.391","Y","7","Biology","2004FA","Special Topics/Undergraduates","Special Topics in Biology for Undergraduates","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","Staff","Staff","",03-JAN-05,28-OCT-24,"","","","","","",""
"2004","8.NIV","8","NIV","8.NIV","8.NIV","N","8","Physics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.915","6","915","6.915","6.915","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.916","6","916","6.916","6.916","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.917","6","917","6.917","6.917","N","6","Electrical Eng & Computer Sci","1997FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.918","6","918","6.918","6.918","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.911","6","911","6.911","6.911","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.912","6","912","6.912","6.912","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.913","6","913","6.913","6.913","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.914","6","914","6.914","6.9106.914","Y","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","L. A. Gould","L. A. Gould","",20-APR-06,28-OCT-24,"","","","","","",""
"2004","6.096","6","096","6.096","6.096","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.097","6","097","6.097","6.097","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.098","6","098","6.098","6.098","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.090","6","090","6.090","6.090","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.091","6","091","6.091","6.091","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.092","6","092","6.092","6.092","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.093","6","093","6.093","6.093","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","6.095","6","095","6.095","6.095","N","6","Electrical Eng & Computer Sci","1995FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","12.NIV","12","NIV","12.NIV","12.NIV","N","12","Earth, Atmos & Planetary Sci","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2004","11.198","11","198","11.198","11.198","N","11","Urban Studies and Planning","2004FA","IAP Special Studies","IAP Special Studies","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","N","Y","N","N","A. Spirn","A. Spirn","",28-MAR-03,28-OCT-24,"","","","","","",""
"2004","11.194","11","194","11.194","11.194","N","11","Urban Studies and Planning","2004FA","Spec Topics: Urban Studies &Pl","Special Topics in Urban Studies and Planning","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","A. Spirn","A. Spirn","",28-MAR-03,28-OCT-24,"","","","","","",""
"2004","21.EX","21","EX","21.EX","21.EX","N","21","Humanities","1989FA","Humanities General Exam","Humanities General Exam","Y",0,0,0,0,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2003","24.NIV","24","NIV","24.NIV","24.NIV","N","24","Linguistics and Philosophy","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","21M.NIV","21M","NIV","21M.NIV","21M.NIV","N","21M","Music","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","21M.THT","21M","THT","21M.THT","21M.ThT","Y","21M","Music","1996FA","Mus Pre-Thesis Tutorial","Mus Pre-Thesis Tutorial","N",1,0,5,6,0,"L","Letter graded","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",07-MAY-03,28-OCT-24,"","","","","","",""
"2003","21F.910","21F","910","21F.910","21F.910","Y","21F","Global Studies & Languages","2002FA","Spec Top: Foreign Lang & Lit","Special Topics in Foreign Languages and Literatures","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","17.919","17","919","17.919","17.912, 17.914, 17.916919","Y","17","Political Science","1994FA","Spec Topics: Political Science","Special Topics in Political Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","R. J. Samuels","R. J. Samuels","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","SP.761","SP","761","SP.761","SP.761","N","EDG","Edgerton Center","2002FA","Solar Cars","Solar Cars","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","J. Bales","J. Bales","",02-SEP-01,28-OCT-24,"","","","","","",""
"2002","1.NIV","1","NIV","1.NIV","1.NIV","N","1","Civil and Environmental Eng","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-FEB-99,28-OCT-24,"","","","","","",""
"2002","1.991","1","991","1.991","1.991","N","1","Civil and Environmental Eng","1989FA","Spec Stud: Civil & Environ Eng","Spec Stud: Civil & Environ Eng","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",24-APR-03,28-OCT-24,"","","","","","",""
"2002","6.NIV","6","NIV","6.NIV","6.NIV","N","6","Electrical Eng & Computer Sci","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-FEB-99,28-OCT-24,"","","","","","",""
"2002","6.185","6","185","6.185","6.185","N","6","Electrical Eng & Computer Sci","2000FA","Spec Lab Subj: EE & CS","Special Laboratory Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",10-FEB-99,28-OCT-24,"","","","","","",""
"2002","11.194","11","194","11.194","11.194","N","11","Urban Studies and Planning","2002FA","Spec Topics: Urban Studies &Pl","Special Topics in Urban Studies and Planning","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","F. Levy","F. Levy","",21-MAY-01,28-OCT-24,"","","","","","",""
"2002","13.NIV","13","NIV","13.NIV","13.NIV","N","13","Ocean Engineering","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-FEB-99,28-OCT-24,"","","","","","",""
"2002","21F.THT","21F","THT","21F.THT","21F.ThT","N","21F","Global Studies & Languages","1996FA","FL&L Pre-Thesis Tutorial","FL&L Pre-Thesis Tutorial","N",1,0,5,6,0,"L","Letter graded","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",24-JUL-02,28-OCT-24,"","","","","","",""
"2002","22.NIV","22","NIV","22.NIV","22.NIV","N","22","Nuclear Engineering","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-FEB-99,28-OCT-24,"","","","","","",""
"2002","21H.932","21H","932","21H.932","21H.932","Y","21H","History","1994FA","Spec Topics in History","Special Topics in History","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-MAR-93,28-OCT-24,"","","","","","",""
"2002","24.NIV","24","NIV","24.NIV","24.NIV","N","24","Linguistics and Philosophy","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-FEB-99,28-OCT-24,"","","","","","",""
"2002","15.958","15","958","15.958","15.958","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-JUN-95,28-OCT-24,"","","","","","",""
"2002","15.950","15","950","15.950","15.950","Y","15","Management","2000FA","Spec Studies in Management","Special Studies in Management","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",23-APR-99,28-OCT-24,"","","","","","",""
"2002","17.919","17","919","17.919","17.912, 17.914, 17.916919","Y","17","Political Science","1994FA","Spec Topics: Political Science","Special Topics in Political Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-JUN-95,28-OCT-24,"","","","","","",""
"2002","17.908","17","908","17.908","17.908","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-JUN-95,28-OCT-24,"","","","","","",""
"2002","17.909","17","909","17.909","17.909","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-JUN-95,28-OCT-24,"","","","","","",""
"2002","17.910","17","910","17.910","17.910","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-JUN-95,28-OCT-24,"","","","","","",""
"2002","17.905","17","905","17.905","17.905","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-JUN-95,28-OCT-24,"","","","","","",""
"2002","17.906","17","906","17.906","17.906","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-JUN-95,28-OCT-24,"","","","","","",""
"2002","17.907","17","907","17.907","17.907","Y","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",12-OCT-05,28-OCT-24,"","","","","","",""
"2002","17.NIV","17","NIV","17.NIV","17.NIV","N","17","Political Science","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-FEB-99,28-OCT-24,"","","","","","",""
"2002","HST.NIV","HST","NIV","HST.NIV","HST.NIV","N","HST","Health Sciences & Technology","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-FEB-99,28-OCT-24,"","","","","","",""
"2002","SP.794","SP","794","SP.794","SP.794","N","EDG","Edgerton Center","1996FA","Intro to Instrument Acoustics","Intro to Instrument Acoustics","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",31-JUL-03,28-OCT-24,"","","","","","",""
"2002","SP.795","SP","795","SP.795","SP.795","N","EDG","Edgerton Center","1996FA","Toys,Games, Precision Machines","Toys,Games, Precision Machines","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",31-JUL-03,28-OCT-24,"","","","","","",""
"2003","2.971","2","971","2.971","2.971","N","2","Mechanical Engineering","1993FA","Independent Activities","Independent Activities","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","N","Y","N","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","2.NIV","2","NIV","2.NIV","2.NIV","N","2","Mechanical Engineering","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","7.391","7","391","7.391","7.391","Y","7","Biology","1997FA","Spec Prob: Undergraduates","Special Problems for Undergraduates","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","Consult Biology Education Office","Consult Biology Education Office","",03-JAN-05,28-OCT-24,"","","","","","",""
"2003","9.97","9","97","9.97","9.97","N","9","Brain and Cognitive Sciences","1993FA","Independent Activities","Independent Activities","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","N","Y","N","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","9.98","9","98","9.98","9.98","N","9","Brain and Cognitive Sciences","1993FA","Independent Activities","Independent Activities","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","N","Y","N","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","9.NIV","9","NIV","9.NIV","9.NIV","N","9","Brain and Cognitive Sciences","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","12.NIV","12","NIV","12.NIV","12.NIV","N","12","Earth, Atmos & Planetary Sci","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","",""
