"USERNAME","DLC_KEY"
"LHINDS","D_OSATT"
"LHINDS","D_OSATT_AREA"
"LHINDS","D_OSP"
"LHINDS","D_PSFC"
"LHINDS","D_RAS"
"LHINDS","D_RLE"
"LHINDS","D_STRATEG_TRANS"
"LHINDS","D_TDP"
"LHINDS","D_TLO"
"LHINDS","D_VPRES"
"LHINDS","D_VPRESOFF"
"LHINDS","D_VPRES_DEPTHD"
"LHINDS","D_VPRLL"
"LHINDS","D_WHIT"
"LILIZHU","D_CEE"
"LINDAG","D_MECHE"
"LMCGON","D_GLP"
"LMCGON","D_GRADEL"
"LMCGON","D_UPOP"
"LORISPIN","D_OSP"
"LORISPIN","D_RAS"
"LOUISAMG","D_KI"
"LSCHWALL","D_CAES"
"LSCHWALL","D_DL"
"LSCHWALL","D_OEIT"
"LSTCROIX","D_CAMPLAN"
"LSTCROIX","D_FACILITIES"
"LSTCROIX","D_PARKING"
"LUTHERL","D_ACAD"
"LUTHERL","D_ADM"
"LUTHERL","D_CONCOURSE"
"LUTHERL","D_CSPA"
"LUTHERL","D_D-LAB"
"LUTHERL","D_DEANGRAD"
"LUTHERL","D_DUE"
"LUTHERL","D_DUE:HQ"
"LUTHERL","D_ESG"
"LUTHERL","D_GEO"
"LUTHERL","D_OEL"
"LUTHERL","D_OFS"
"LUTHERL","D_OME"
"LUTHERL","D_OSA"
"LUTHERL","D_PPSC"
"LUTHERL","D_REG"
"LUTHERL","D_REVENUES"
"LUTHERL","D_ROTC"
"LUTHERL","D_ROTC_AERO"
"LUTHERL","D_ROTC_MIL"
"LUTHERL","D_ROTC_NAVAL"
"LUTHERL","D_SFS"
"LUTHERL","D_SSIT"
"LUTHERL","D_SSS"
"LUTHERL","D_STU_SPECIAL"
"LUTHERL","D_TERRASCOPE"
"LUTHERL","D_TLL"
"LUTHERL","D_UAAP"
"MARIATSA","D_LFEE"
"MARIATSA","D_MITEI"
"MARINE","D_ICAMPUS"
"MARINEB","D_ARCHAE"
"MARINEB","D_DMSE"
"MARINEB","D_PPST"
"MARIONOC","D_MITMAD"
"MARYELLE","D_BA"
"MARYELLE","D_HR"
"MARYH","D_EMMGMT"
"MARYH","D_POLICE"
"MARYWHEE","D_SLOAN"
"MATHIASJ","D_MECHE"
"MAUSTIN","D_IDSS"
"MAUSTIN","D_TPP"
"MBUNKER","D_IMES"
"MCURTIN","D_BATES"
"MCURTIN","D_LNS"
"MDIMAURO","D_POLSCI"
"MDIV","D_OGC"
"MDOBSON","D_B&CS"
"MEACONE","D_KI"
"MELISSAL","D_MTL"
"MELISSAL","D_RLE"
"MFGYDUS","D_LIT"
"MJCOLL","D_ACT"
"MJCOLL","D_ARCH"
"MJCOLL","D_ARCH_DEPTHEAD"
"MJCOLL","D_CAU"
"MJCOLL","D_CRE"
"MJCOLL","D_DEANARCH"
"MJCOLL","D_DESIGNACAD"
"MJCOLL","D_DUSP"
"MJCOLL","D_LCAU"
"MJCOLL","D_MAS"
"MJCOLL","D_MEDIA"
"MJCOLL","D_MITMAD"
"MJCOLL","D_SCHOOL_ARCH"
"MJK","D_AUDIT"
"MJMOODY","D_AUDIT"
"MJR","D_EAPS"
"MJROBERT","D_SLOAN"
"MLBRYAN","D_DUSP"
"MLEVY16","D_PILM"
"MMANGO","D_STUDORG"
"MMCCARTH","D_PROPERTY"
"MMEWKILL","D_MITIMCO"
"MMEWKILL","D_TREASURER"
"MMJONES","D_IS&T"
"MOD","D_AEROASTRO"
"MOD","D_ARCHAE"
"MOD","D_ASO"
"MOD","D_ASO:HQ"
"MOD","D_ASP"
"MOD","D_BIOENG"
"MOD","D_BPEC"
"MOD","D_BPMIT"
"MOD","D_CBE"
"MOD","D_CDO"
"MOD","D_CEE"
"MOD","D_CHEME"
"MOD","D_CIPD"
"MOD","D_CLAB"
"MOD","D_CONCOURSE"
"MOD","D_CTL"
"MOD","D_DCTI"
"MOD","D_DMSE"
"MOD","D_DOE"
"MOD","D_ECSEL"
"MOD","D_EECS"
"MOD","D_EIP"
"MOD","D_ENGSYS"
"MOD","D_GLP"
"MOD","D_GRADEL"
"MOD","D_HPMIT"
"MOD","D_ICAMPUS"
"MOD","D_III"
"MOD","D_IMES"
"MOD","D_IPC"
"MOD","D_ISP"
"MOD","D_LEES"
"MOD","D_LEMELSON"
"MOD","D_LGO"
"MOD","D_MCSC"
"MOD","D_MECHE"
"MOD","D_MITES"
"MOD","D_MITOI"
"MOD","D_MITTAKEDA"
"MOD","D_NUCENG"
"MOD","D_OCEAN"
"MOD","D_OEOP"
"MOD","D_OIS"
"MOD","D_PEP"
