"FCLT_ROOM_KEY","BUILDING_ROOM","FCLT_BUILDING_KEY","FLOOR","FCLT_FLOOR_KEY","ROOM","SPACE_ID","FCLT_MAJOR_USE_KEY","MAJOR_USE_DESC","FCLT_USE_KEY","USE_DESC","FCLT_MINOR_USE_KEY","MINOR_USE_DESC","FCLT_ORGANIZATION_KEY","ORGANIZATION_NAME","FCLT_MINOR_ORGANIZATION_KEY","MINOR_ORGANIZATION","AREA","ROOM_FULL_NAME","DEPT_CODE","ACCESS_LEVEL","LATITUDE_WGS","LONGITUDE_WGS","NORTHING_SPCS","EASTING_SPCS","WAREHOUSE_LOAD_DATE"
"E23-148E","E23-148E","E23","1","E23-1","148E","E23-1-148E","107","MECHANIC","153","ELEC","","","149","DOF","","",1,"","","0",,,,,28-OCT-24
"E23-171T","E23-171T","E23","1","E23-1","171T","E23-1-171T","107","MECHANIC","155","TELE","","","149","DOF","","",7.33,"","","0",,,,,28-OCT-24
"E23-185E","E23-185E","E23","1","E23-1","185E","E23-1-185E","107","MECHANIC","153","ELEC","","","149","DOF","","",3.22,"","","0",,,,,28-OCT-24
"E53-191E","E53-191E","E53","1","E53-1","191E","E53-1-191E","107","MECHANIC","153","ELEC","","","149","DOF","","",19.85,"","","0",,,,,28-OCT-24
"E53-192","E53-192","E53","1","E53-1","192","E53-1-192","101","BLDG SRV","106","M LAV","","","149","DOF","","",151.33,"","","3",,,,,28-OCT-24
"E53-195J","E53-195J","E53","1","E53-1","195J","E53-1-195J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",19.84,"","","1",,,,,28-OCT-24
"E62-100CA","E62-100CA","E62","1","E62-1","100CA","E62-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",8244.62,"","","3",,,,,28-OCT-24
"E62-100CB","E62-100CB","E62","1","E62-1","100CB","E62-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",2850.11,"","","3",,,,,28-OCT-24
"E62-100E1","E62-100E1","E62","1","E62-1","100E1","E62-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",104.55,"","","3",,,,,28-OCT-24
"E62-100E2","E62-100E2","E62","1","E62-1","100E2","E62-1-100E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",95.06,"","","3",,,,,28-OCT-24
"E62-100E3","E62-100E3","E62","1","E62-1","100E3","E62-1-100E3","102","CIRCULAT","110","ELEV","","","149","DOF","","",70.83,"","","3",,,,,28-OCT-24
"E62-100E4","E62-100E4","E62","1","E62-1","100E4","E62-1-100E4","102","CIRCULAT","110","ELEV","","","149","DOF","","",70.83,"","","3",,,,,28-OCT-24
"E62-100E5","E62-100E5","E62","1","E62-1","100E5","E62-1-100E5","102","CIRCULAT","110","ELEV","","","149","DOF","","",81.67,"","","3",,,,,28-OCT-24
"E62-100E6","E62-100E6","E62","1","E62-1","100E6","E62-1-100E6","102","CIRCULAT","110","ELEV","","","149","DOF","","",52.08,"","","3",,,,,28-OCT-24
"E62-100LA","E62-100LA","E62","1","E62-1","100LA","E62-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",2184.18,"","","3",,,,,28-OCT-24
"E62-100LB","E62-100LB","E62","1","E62-1","100LB","E62-1-100LB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",189.99,"","","3",,,,,28-OCT-24
"E62-100SA","E62-100SA","E62","1","E62-1","100SA","E62-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",336.2,"","","3",,,,,28-OCT-24
"E62-100SB","E62-100SB","E62","1","E62-1","100SB","E62-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",256.2,"","","3",,,,,28-OCT-24
"E62-100SC","E62-100SC","E62","1","E62-1","100SC","E62-1-100SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",159.1,"","","3",,,,,28-OCT-24
"E62-100SD","E62-100SD","E62","1","E62-1","100SD","E62-1-100SD","102","CIRCULAT","112","STAIR","","","149","DOF","","",129.5,"","","3",,,,,28-OCT-24
"E62-100SH","E62-100SH","E62","1","E62-1","100SH","E62-1-100SH","102","CIRCULAT","112","STAIR","","","149","DOF","","",173.28,"","","3",,,,,28-OCT-24
"E62-100SL","E62-100SL","E62","1","E62-1","100SL","E62-1-100SL","102","CIRCULAT","112","STAIR","","","149","DOF","","",133.9,"","","3",,,,,28-OCT-24
"E62-100SM","E62-100SM","E62","1","E62-1","100SM","E62-1-100SM","102","CIRCULAT","112","STAIR","","","149","DOF","","",232.56,"","","3",,,,,28-OCT-24
"E62-100Z","E62-100Z","E62","1","E62-1","100Z","E62-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",565.45,"","","0",,,,,28-OCT-24
"E62-111","E62-111","E62","1","E62-1","111","E62-1-111","101","BLDG SRV","102","F LAV","","","149","DOF","","",290.69,"","","3",,,,,28-OCT-24
"E62-111J","E62-111J","E62","1","E62-1","111J","E62-1-111J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",24.35,"","","1",,,,,28-OCT-24
"E62-113","E62-113","E62","1","E62-1","113","E62-1-113","101","BLDG SRV","106","M LAV","","","149","DOF","","",283.35,"","","3",,,,,28-OCT-24
"E62-113E","E62-113E","E62","1","E62-1","113E","E62-1-113E","107","MECHANIC","153","ELEC","","","149","DOF","","",89.85,"","","0",,,,,28-OCT-24
"E62-113T","E62-113T","E62","1","E62-1","113T","E62-1-113T","107","MECHANIC","155","TELE","","","149","DOF","","",98.01,"","","0",,,,,28-OCT-24
"E62-136J","E62-136J","E62","1","E62-1","136J","E62-1-136J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",26.73,"","","1",,,,,28-OCT-24
"E62-147","E62-147","E62","1","E62-1","147","E62-1-147","107","MECHANIC","154","SHAFT","","","149","DOF","","",49.6,"","","0",,,,,28-OCT-24
"E62-150J","E62-150J","E62","1","E62-1","150J","E62-1-150J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",16.05,"","","1",,,,,28-OCT-24
"E62-154E","E62-154E","E62","1","E62-1","154E","E62-1-154E","107","MECHANIC","153","ELEC","","","149","DOF","","",23.94,"","","0",,,,,28-OCT-24
"E62-158","E62-158","E62","1","E62-1","158","E62-1-158","101","BLDG SRV","106","M LAV","","","149","DOF","","",295.2,"","","3",,,,,28-OCT-24
"E62-160","E62-160","E62","1","E62-1","160","E62-1-160","101","BLDG SRV","102","F LAV","","","149","DOF","","",310.29,"","","3",,,,,28-OCT-24
"E62-160J","E62-160J","E62","1","E62-1","160J","E62-1-160J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",50.8,"","","1",,,,,28-OCT-24
"E62-170E","E62-170E","E62","1","E62-1","170E","E62-1-170E","107","MECHANIC","153","ELEC","","","149","DOF","","",28.46,"","","0",,,,,28-OCT-24
"N9-101E","N9-101E","N9","1","N9-1","101E","N9-1-101E","107","MECHANIC","153","ELEC","","","149","DOF","","",78.67,"","","0",,,,,28-OCT-24
"N9-101EM","N9-101EM","N9","1","N9-1","101EM","N9-1-101EM","107","MECHANIC","153","ELEC","","","149","DOF","","",75.08,"","","0",,,,,28-OCT-24
"N9-103EM","N9-103EM","N9","1","N9-1","103EM","N9-1-103EM","107","MECHANIC","153","ELEC","","","149","DOF","","",7.11,"","","0",,,,,28-OCT-24
"N10-100SA","N10-100SA","N10","1","N10-1","100SA","N10-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",40.64,"","","3",,,,,28-OCT-24
"N10-100SB","N10-100SB","N10","1","N10-1","100SB","N10-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",57,"","","3",,,,,28-OCT-24
"N10-100Z","N10-100Z","N10","1","N10-1","100Z","N10-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",137.13,"","","0",,,,,28-OCT-24
"N10-125","N10-125","N10","1","N10-1","125","N10-1-125","101","BLDG SRV","107","PB LAV","","","149","DOF","","",13,"","","3",,,,,28-OCT-24
"1-134E","1-134E","1","1","1-1","134E","1-1-134E","107","MECHANIC","153","ELEC","","","149","DOF","","",7.11,"","","0",,,,,28-OCT-24
"1-137E","1-137E","1","1","1-1","137E","1-1-137E","107","MECHANIC","153","ELEC","","","149","DOF","","",10,"","","0",,,,,28-OCT-24
"1-142T","1-142T","1","1","1-1","142T","1-1-142T","107","MECHANIC","155","TELE","","","149","DOF","","",45.42,"","","0",,,,,28-OCT-24
"1-150AA","1-150AA","1","1","1-1","150AA","1-1-150AA","107","MECHANIC","156","U/M","","","149","DOF","","",7.03,"","","0",,,,,28-OCT-24
"1-150AB","1-150AB","1","1","1-1","150AB","1-1-150AB","101","BLDG SRV","202","CUS ST","","","149","DOF","","",4,"","","1",,,,,28-OCT-24
"1-166E","1-166E","1","1","1-1","166E","1-1-166E","107","MECHANIC","153","ELEC","","","149","DOF","","",11.89,"","","0",,,,,28-OCT-24
"1-167","1-167","1","1","1-1","167","1-1-167","101","BLDG SRV","102","F LAV","","","149","DOF","","",285.24,"","","3",,,,,28-OCT-24
"1-167J","1-167J","1","1","1-1","167J","1-1-167J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",30.88,"","","1",,,,,28-OCT-24
"1-167Z","1-167Z","1","1","1-1","167Z","1-1-167Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",26,"","","0",,,,,28-OCT-24
"1-171E","1-171E","1","1","1-1","171E","1-1-171E","107","MECHANIC","153","ELEC","","","149","DOF","","",6.51,"","","0",,,,,28-OCT-24
"1-182","1-182","1","1","1-1","182","1-1-182","107","MECHANIC","156","U/M","","","149","DOF","","",41.1,"","","1",,,,,28-OCT-24
"1-190A","1-190A","1","1","1-1","190A","1-1-190A","107","MECHANIC","156","U/M","","","149","DOF","","",18.54,"","","1",,,,,28-OCT-24
"1-190B","1-190B","1","1","1-1","190B","1-1-190B","107","MECHANIC","156","U/M","","","149","DOF","","",23.97,"","","1",,,,,28-OCT-24
"1-190C","1-190C","1","1","1-1","190C","1-1-190C","107","MECHANIC","156","U/M","","","149","DOF","","",27.69,"","","1",,,,,28-OCT-24
"1-190D","1-190D","1","1","1-1","190D","1-1-190D","107","MECHANIC","156","U/M","","","149","DOF","","",25.5,"","","1",,,,,28-OCT-24
"1-190E","1-190E","1","1","1-1","190E","1-1-190E","107","MECHANIC","153","ELEC","","","149","DOF","","",12.82,"","","1",,,,,28-OCT-24
"2-100SC","2-100SC","2","1","2-1","100SC","2-1-100SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",274.21,"","","3",,,,,28-OCT-24
"2-100Z","2-100Z","2","1","2-1","100Z","2-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",478.52,"","","0",,,,,28-OCT-24
"2-103A","2-103A","2","1","2-1","103A","2-1-103A","107","MECHANIC","156","U/M","","","149","DOF","","",21.46,"","","0",,,,,28-OCT-24
"2-103B","2-103B","2","1","2-1","103B","2-1-103B","107","MECHANIC","156","U/M","","","149","DOF","","",21,"","","0",,,,,28-OCT-24
"2-105C","2-105C","2","1","2-1","105C","2-1-105C","107","MECHANIC","156","U/M","","","149","DOF","","",13.77,"","","0",,,,,28-OCT-24
"2-105E","2-105E","2","1","2-1","105E","2-1-105E","107","MECHANIC","153","ELEC","","","149","DOF","","",12.47,"","","0",,,,,28-OCT-24
"2-105F","2-105F","2","1","2-1","105F","2-1-105F","107","MECHANIC","156","U/M","","","149","DOF","","",13.77,"","","0",,,,,28-OCT-24
"2-109E","2-109E","2","1","2-1","109E","2-1-109E","107","MECHANIC","153","ELEC","","","149","DOF","","",20.21,"","","0",,,,,28-OCT-24
"2-111A","2-111A","2","1","2-1","111A","2-1-111A","107","MECHANIC","156","U/M","","","149","DOF","","",17.39,"","","0",,,,,28-OCT-24
"2-111E","2-111E","2","1","2-1","111E","2-1-111E","107","MECHANIC","153","ELEC","","","149","DOF","","",12.38,"","","0",,,,,28-OCT-24
"2-123E","2-123E","2","1","2-1","123E","2-1-123E","107","MECHANIC","153","ELEC","","","149","DOF","","",5.62,"","","0",,,,,28-OCT-24
"2-135E","2-135E","2","1","2-1","135E","2-1-135E","107","MECHANIC","153","ELEC","","","149","DOF","","",3.94,"","","0",,,,,28-OCT-24
"2-143E","2-143E","2","1","2-1","143E","2-1-143E","107","MECHANIC","153","ELEC","","","149","DOF","","",5.03,"","","1",,,,,28-OCT-24
"2-146E","2-146E","2","1","2-1","146E","2-1-146E","107","MECHANIC","153","ELEC","","","149","DOF","","",4.69,"","","0",,,,,28-OCT-24
"2-150","2-150","2","1","2-1","150","2-1-150","101","BLDG SRV","102","F LAV","","","149","DOF","","",383.34,"","","3",,,,,28-OCT-24
"2-152","2-152","2","1","2-1","152","2-1-152","101","BLDG SRV","106","M LAV","","","149","DOF","","",323.62,"","","3",,,,,28-OCT-24
"2-164","2-164","2","1","2-1","164","2-1-164","107","MECHANIC","156","U/M","","","149","DOF","","",15.28,"","","0",,,,,28-OCT-24
"2-168J","2-168J","2","1","2-1","168J","2-1-168J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",35.2,"","","1",,,,,28-OCT-24
"2-178E","2-178E","2","1","2-1","178E","2-1-178E","107","MECHANIC","153","ELEC","","","149","DOF","","",9.51,"","","0",,,,,28-OCT-24
"2-190A","2-190A","2","1","2-1","190A","2-1-190A","107","MECHANIC","156","U/M","","","149","DOF","","",77.5,"","","0",,,,,28-OCT-24
"2-190B","2-190B","2","1","2-1","190B","2-1-190B","107","MECHANIC","156","U/M","","","149","DOF","","",19.54,"","","0",,,,,28-OCT-24
"2-190C","2-190C","2","1","2-1","190C","2-1-190C","107","MECHANIC","156","U/M","","","149","DOF","","",19.62,"","","0",,,,,28-OCT-24
"2-190D","2-190D","2","1","2-1","190D","2-1-190D","107","MECHANIC","156","U/M","","","149","DOF","","",6.4,"","","0",,,,,28-OCT-24
"2-190E","2-190E","2","1","2-1","190E","2-1-190E","107","MECHANIC","153","ELEC","","","149","DOF","","",7.49,"","","0",,,,,28-OCT-24
"2-190F","2-190F","2","1","2-1","190F","2-1-190F","107","MECHANIC","156","U/M","","","149","DOF","","",19.17,"","","0",,,,,28-OCT-24
"2-190G","2-190G","2","1","2-1","190G","2-1-190G","107","MECHANIC","156","U/M","","","149","DOF","","",19.13,"","","0",,,,,28-OCT-24
"3-113E","3-113E","3","1","3-1","113E","3-1-113E","107","MECHANIC","153","ELEC","","","149","DOF","","",14.94,"","","0",,,,,28-OCT-24
"6-100SA","6-100SA","6","1","6-1","100SA","6-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",306,"","","3",,,,,28-OCT-24
"14N-100SA","14N-100SA","14N","1","14N-1","100SA","14N-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",247.25,"","","3",,,,,28-OCT-24
"16-100SA","16-100SA","16","1","16-1","100SA","16-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",216.53,"","","3",,,,,28-OCT-24
"16-100SB","16-100SB","16","1","16-1","100SB","16-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",492.66,"","","3",,,,,28-OCT-24
"16-100Z","16-100Z","16","1","16-1","100Z","16-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",355.82,"","","0",,,,,28-OCT-24
"16-104T","16-104T","16","1","16-1","104T","16-1-104T","107","MECHANIC","155","TELE","","","149","DOF","","",28.9,"","","0",,,,,28-OCT-24
"16-136E","16-136E","16","1","16-1","136E","16-1-136E","107","MECHANIC","153","ELEC","","","149","DOF","","",87.5,"","","1",,,,,28-OCT-24
"16-186","16-186","16","1","16-1","186","16-1-186","101","BLDG SRV","106","M LAV","","","149","DOF","","",206.96,"","","3",,,,,28-OCT-24
"16-188","16-188","16","1","16-1","188","16-1-188","101","BLDG SRV","102","F LAV","","","149","DOF","","",206.85,"","","3",,,,,28-OCT-24
"31-100CA","31-100CA","31","1","31-1","100CA","31-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",222.93,"","","3",,,,,28-OCT-24
"31-100CB","31-100CB","31","1","31-1","100CB","31-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",287.59,"","","3",,,,,28-OCT-24
"31-100E1","31-100E1","31","1","31-1","100E1","31-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",53.83,"","","3",,,,,28-OCT-24
"31-100E2","31-100E2","31","1","31-1","100E2","31-1-100E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",53.83,"","","3",,,,,28-OCT-24
"31-100LA","31-100LA","31","1","31-1","100LA","31-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",736.06,"","","3",,,,,28-OCT-24
"31-100LB","31-100LB","31","1","31-1","100LB","31-1-100LB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",343.49,"","","3",,,,,28-OCT-24
"31-100LC","31-100LC","31","1","31-1","100LC","31-1-100LC","102","CIRCULAT","111","LOBBY","","","149","DOF","","",954.56,"","","3",,,,,28-OCT-24
"31-100SA","31-100SA","31","1","31-1","100SA","31-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",189.11,"","","3",,,,,28-OCT-24
"31-100SB","31-100SB","31","1","31-1","100SB","31-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",107.08,"","","3",,,,,28-OCT-24
"31-104E","31-104E","31","1","31-1","104E","31-1-104E","107","MECHANIC","153","ELEC","","","149","DOF","","",15.69,"","","0",,,,,28-OCT-24
"31-106","31-106","31","1","31-1","106","31-1-106","107","MECHANIC","156","U/M","","","149","DOF","","",65.33,"","","0",,,,,28-OCT-24
"31-121A","31-121A","31","1","31-1","121A","31-1-121A","107","MECHANIC","156","U/M","","","149","DOF","","",27.54,"","","0",,,,,28-OCT-24
"31-121T","31-121T","31","1","31-1","121T","31-1-121T","107","MECHANIC","155","TELE","","","149","DOF","","",153,"","","0",,,,,28-OCT-24
"35-100CA","35-100CA","35","1","35-1","100CA","35-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",469.3,"","","3",,,,,28-OCT-24
"35-100CB","35-100CB","35","1","35-1","100CB","35-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",378.09,"","","3",,,,,28-OCT-24
"35-100CC","35-100CC","35","1","35-1","100CC","35-1-100CC","102","CIRCULAT","109","CORR","","","149","DOF","","",249.39,"","","3",,,,,28-OCT-24
"35-100CD","35-100CD","35","1","35-1","100CD","35-1-100CD","102","CIRCULAT","109","CORR","","","149","DOF","","",66.84,"","","3",,,,,28-OCT-24
"35-100CE","35-100CE","35","1","35-1","100CE","35-1-100CE","102","CIRCULAT","109","CORR","","","149","DOF","","",71.78,"","","3",,,,,28-OCT-24
"35-100E1","35-100E1","35","1","35-1","100E1","35-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",51.46,"","","3",,,,,28-OCT-24
"35-100E2","35-100E2","35","1","35-1","100E2","35-1-100E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",163.4,"","","3",,,,,28-OCT-24
"35-100SA","35-100SA","35","1","35-1","100SA","35-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",258.41,"","","3",,,,,28-OCT-24
"35-100SB","35-100SB","35","1","35-1","100SB","35-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",237.53,"","","3",,,,,28-OCT-24
"35-100Z","35-100Z","35","1","35-1","100Z","35-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",106.11,"","","0",,,,,28-OCT-24
"35-118A","35-118A","35","1","35-1","118A","35-1-118A","107","MECHANIC","156","U/M","","","149","DOF","","",85.2,"","","0",,,,,28-OCT-24
"35-122T","35-122T","35","1","35-1","122T","35-1-122T","107","MECHANIC","155","TELE","","","149","DOF","","",55.36,"","","0",,,,,28-OCT-24
"35-123T","35-123T","35","1","35-1","123T","35-1-123T","107","MECHANIC","155","TELE","","","149","DOF","","",17.33,"","","0",,,,,28-OCT-24
"35-126","35-126","35","1","35-1","126","35-1-126","101","BLDG SRV","106","M LAV","","","149","DOF","","",158.3,"","","3",,,,,28-OCT-24
"35-126J","35-126J","35","1","35-1","126J","35-1-126J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",10.39,"","","1",,,,,28-OCT-24
"35-128","35-128","35","1","35-1","128","35-1-128","101","BLDG SRV","102","F LAV","","","149","DOF","","",150.85,"","","3",,,,,28-OCT-24
"37-100CA","37-100CA","37","1","37-1","100CA","37-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",697.56,"","","3",,,,,28-OCT-24
"37-100E1","37-100E1","37","1","37-1","100E1","37-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",55.26,"","","3",,,,,28-OCT-24
"37-100E2","37-100E2","37","1","37-1","100E2","37-1-100E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",54.75,"","","3",,,,,28-OCT-24
"37-100LA","37-100LA","37","1","37-1","100LA","37-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",1761.88,"","","3",,,,,28-OCT-24
"37-100SA","37-100SA","37","1","37-1","100SA","37-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",88.81,"","","3",,,,,28-OCT-24
"37-100SB","37-100SB","37","1","37-1","100SB","37-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",86.25,"","","3",,,,,28-OCT-24
"37-100SC","37-100SC","37","1","37-1","100SC","37-1-100SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",121.64,"","","3",,,,,28-OCT-24
"37-100Z","37-100Z","37","1","37-1","100Z","37-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",575.6,"","","0",,,,,28-OCT-24
"37-116E","37-116E","37","1","37-1","116E","37-1-116E","107","MECHANIC","153","ELEC","","","149","DOF","","",1428.98,"","","0",,,,,28-OCT-24
"37-116Z","37-116Z","37","1","37-1","116Z","37-1-116Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",61.5,"","","0",,,,,28-OCT-24
"37-118E","37-118E","37","1","37-1","118E","37-1-118E","107","MECHANIC","153","ELEC","","","149","DOF","","",162.31,"","","0",,,,,28-OCT-24
"37-118Z","37-118Z","37","1","37-1","118Z","37-1-118Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",58.52,"","","0",,,,,28-OCT-24
"38-100CA","38-100CA","38","1","38-1","100CA","38-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",1151.98,"","","3",,,,,28-OCT-24
"38-100SA","38-100SA","38","1","38-1","100SA","38-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",168.47,"","","3",,,,,28-OCT-24
"38-100SB","38-100SB","38","1","38-1","100SB","38-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",112.98,"","","3",,,,,28-OCT-24
"38-100Z","38-100Z","38","1","38-1","100Z","38-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",537.94,"","","0",,,,,28-OCT-24
"38-121E","38-121E","38","1","38-1","121E","38-1-121E","107","MECHANIC","153","ELEC","","","149","DOF","","",18.44,"","","0",,,,,28-OCT-24
"38-121Z","38-121Z","38","1","38-1","121Z","38-1-121Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",12.5,"","","0",,,,,28-OCT-24
"38-128J","38-128J","38","1","38-1","128J","38-1-128J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",10.55,"","","1",,,,,28-OCT-24
"38-129E","38-129E","38","1","38-1","129E","38-1-129E","107","MECHANIC","153","ELEC","","","149","DOF","","",11.25,"","","0",,,,,28-OCT-24
"39-100CA","39-100CA","39","1","39-1","100CA","39-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",546.18,"","","3",,,,,28-OCT-24
"39-100CB","39-100CB","39","1","39-1","100CB","39-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",38,"","","3",,,,,28-OCT-24
"39-100E1","39-100E1","39","1","39-1","100E1","39-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",76.24,"","","3",,,,,28-OCT-24
"39-100E2","39-100E2","39","1","39-1","100E2","39-1-100E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",93.7,"","","3",,,,,28-OCT-24
"39-100LA","39-100LA","39","1","39-1","100LA","39-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",319.17,"","","3",,,,,28-OCT-24
"39-100LB","39-100LB","39","1","39-1","100LB","39-1-100LB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",327.06,"","","3",,,,,28-OCT-24
"39-100SA","39-100SA","39","1","39-1","100SA","39-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",87.6,"","","3",,,,,28-OCT-24
"39-100SB","39-100SB","39","1","39-1","100SB","39-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",63.25,"","","3",,,,,28-OCT-24
"39-100Z","39-100Z","39","1","39-1","100Z","39-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",133.26,"","","0",,,,,28-OCT-24
"39-138","39-138","39","1","39-1","138","39-1-138","107","MECHANIC","156","U/M","","","149","DOF","","",50.88,"","","0",,,,,28-OCT-24
"39-138E","39-138E","39","1","39-1","138E","39-1-138E","107","MECHANIC","153","ELEC","","","149","DOF","","",38.5,"","","0",,,,,28-OCT-24
"39-144","39-144","39","1","39-1","144","39-1-144","107","MECHANIC","156","U/M","","","149","DOF","","",123.23,"","","0",,,,,28-OCT-24
"39-184J","39-184J","39","1","39-1","184J","39-1-184J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",32.46,"","","1",,,,,28-OCT-24
"42C-100CB","42C-100CB","42C","1","42C-1","100CB","42C-1-100CB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",65,"","","1",,,,,28-OCT-24
"42C-100E1","42C-100E1","42C","1","42C-1","100E1","42C-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",99.9,"","","1",,,,,28-OCT-24
"42C-100LA","42C-100LA","42C","1","42C-1","100LA","42C-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",128.1,"","","1",,,,,28-OCT-24
"42C-100SA","42C-100SA","42C","1","42C-1","100SA","42C-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",166.64,"","","1",,,,,28-OCT-24
"42C-100SB","42C-100SB","42C","1","42C-1","100SB","42C-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",223.08,"","","1",,,,,28-OCT-24
"42C-103","42C-103","42C","1","42C-1","103","42C-1-103","107","MECHANIC","156","U/M","","","149","DOF","","",2970.63,"","","1",,,,,28-OCT-24
"42C-104","42C-104","42C","1","42C-1","104","42C-1-104","107","MECHANIC","156","U/M","","","149","DOF","","",150.02,"","","1",,,,,28-OCT-24
"42C-105","42C-105","42C","1","42C-1","105","42C-1-105","102","CIRCULAT","111","LOBBY","","","149","DOF","","",549.53,"","","1",,,,,28-OCT-24
"42C-106","42C-106","42C","1","42C-1","106","42C-1-106","107","MECHANIC","156","U/M","","","149","DOF","","",1972.51,"","","1",,,,,28-OCT-24
"42C-106A","42C-106A","42C","1","42C-1","106A","42C-1-106A","107","MECHANIC","156","U/M","","","149","DOF","","",242.87,"","","1",,,,,28-OCT-24
"42C-107","42C-107","42C","1","42C-1","107","42C-1-107","102","CIRCULAT","109","CORR","","","149","DOF","","",112.44,"","","1",,,,,28-OCT-24
"42C-108","42C-108","42C","1","42C-1","108","42C-1-108","102","CIRCULAT","111","LOBBY","","","149","DOF","","",308.09,"","","1",,,,,28-OCT-24
"42C-109","42C-109","42C","1","42C-1","109","42C-1-109","107","MECHANIC","153","ELEC","","","149","DOF","","",66.83,"","","1",,,,,28-OCT-24
"42C-112","42C-112","42C","1","42C-1","112","42C-1-112","102","CIRCULAT","109","CORR","","","149","DOF","","",259.51,"","","1",,,,,28-OCT-24
