"LIBRARY_COURSE_INSTRUCTOR_KEY","COURSE_NAME","INSTRUCTOR_NAME","DEPARTMENT","DATE_FROM","DATE_TO","UNIT_CODE","UNIT","WAREHOUSE_LOAD_DATE"
"4.601-SMENTEK2010SU:4.601","Introduction to Art History","Smentek, Kristel","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",02-AUG-10
"4.680-WESCOAT2010SU:4.680","Adv Stud: HTC Art & Arch","Wescoat, James","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",02-AUG-10
"5.04-NOCERA2010SU:5.04","Principles of Inorganic Chemistry II","Nocera & Dinca","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"5.062-LIPPARD2010SU:5.062","Principles of Bioinorganic Chemistry","Lippard & Nolan","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"5.067-MUELLER2010SU:5.067","Crystal Structure Refinement","Mueller, P.","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"5.07-ESSIGMANN2010SU:5.07","Biological Chemistry","Essigmann & Stubbe","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"5.111-NELSON2010SU:5.111","Principles of Chemical Science","Nelson & Klibanov","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"5.112-BAWENDI2010SU:5.112","Principles of Chemical Science","Bawendi & Schrock","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"5.12-SWAGER2010SU:5.12","Organic Chemistry I","Swager","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.035-MARSHALL2010SU:21F.035","Topics Culture & Globalization","Marshall, Wayne","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.036-WANG2010SU:21F.036","Advertising and Popular Culture: East Asian Perspective","Wang, J.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.037-MARSHALL2010SU:21F.037","Topics Culture & Globalization","Marshall, Wayne","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"18.100C-HEZARI2011SU:18.100C","Real Analysis","Hezari, Hamid","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.101-GUILLEMIN2011SU:18.101","Analysis and Manifolds","Guillemin, Victor","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.103-JERISON2011SU:18.103","Fourier Anal -Theory & Applic","Jerison, David","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.112-HELGASON2011SU:18.112","Functions of Complex Variable","Helgason, Sigurdur","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.152-STAFFILANI2011SU:18.152","Intro: Partial Diff Equations","Staffilani, Gigliola","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.303-JOHNSON2011SU:18.303","Linear PDE: Analysis Numerics","Johnson, Steven","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.305-CHENG2011SU:18.305","Adv Analytic Methods:Sci & Eng","Cheng, Hung","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.314-STANLEY2011SU:18.314","Combinatorial Analysis","Stanley, Richard","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.335-JOHNSON2011SU:18.335","Intro: Numerical Methods","Johnson, Steven","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.396-FREEDMAN2011SU:18.396","Supersymmetric Quant Field Th","Freedman, Daniel","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.404-SIPSER2011SU:18.404","Theory of Computation","Sipser, Michael","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.440-BOWER2011SU:18.440","Probability & Random Variables","Bower, Deborah J.","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.443-WANG2011SU:18.443","Statistics For Applications","Wang, L.","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.700-SCHEDLER2011SU:18.700","Linear Algebra","Schedler, Travis","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.701-ARTIN2011SU:18.701","Algebra I","Artin, Michael","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.703-KAC2011SU:18.703","Modern Algebra","Kac, Victor","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.704-KAC2011SU:18.704","Seminar in Algebra","Kac, Victor","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.705-KLEIMAN2011SU:18.705","Commutative Algebra","Kleiman, Steven","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.725-POONEN2011SU:18.725","Algebraic Geometry I","Poonen, Bjorn","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.755-HELGASON2011SU:18.755","Introduction to Lie Groups","Helgason, Sigurdur","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.758-VOGAN2011SU:18.758","Representations of Lie Groups","Vogan, David","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.901-MUNKRES2011SU:18.901","Introduction to Topology","Munkres, James","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"18.937-MROWKA2011SU:18.937","Topics in Geometric Topology","Mrowka, Tomasz","18 - Mathematics",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"2.001-HOSOI2011SU:2.001","Mechanics and Materials I","Hosoi, Anette","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.002-PARKS2011SU:2.002","Mechanics and Materials II","Parks, David","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.003-PATRIKALAKIS2011SU:2.003","Dynamics and Control I","Patrikalakis, Nicholas","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.005-MITSOS2011SU:2.005","Thermal-Fluids Engineering I","Mitsos, A.; Varanasi, K.; Das, S.","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.006-HOSOI2011SU:2.006","Thermal-Fluids Engineering II","Hosoi, Anette","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.008-KIM2011SU:2.008","Design and Manufacturing II","Kim, Sang-Gook","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.009-WALLACE2011SU:2.009","Product Engineering Process","Wallace, David","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.050-CHUMAKOVA2011SU:2.050","Nonlinear Dynamics I: Chaos","Chumakova, Lyubov","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"2.092-BATHE2011SU:2.092","Finite Element Analysis I","Bathe, Klaus","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.093-BATHE2011SU:2.093","Finite Element Analysis I","Bathe, Klaus","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.152-SLOTINE2011SU:2.152","Nonlinear Control System Desgn","Slotine, Jean-Jacques","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.171-TRUMPER2011SU:2.171","Digital Control Systems","Trumper, David","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.20-YUE2011SU:2.20","Marine Hydrodynamics","Yue, Dick","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.29-LERMUSIAUX2011SU:2.29","Numerical Fluid Mechanics","Lermusiaux, Pierre","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.51-WANG2011SU:2.51","Intermed Heat & Mass Transfer","Wang, Evelyn","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.701-SMALL/THOMAS2011SU:2.701","Principles of Naval Architecture","Small, Peter; Thomas, Mark","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.703-SMALL2011SU:2.703","Principles: Naval Ship Design","Small, Peter","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"2.79-YANNAS2011SU:2.79","Biomaterials: Tissue Interact","Yannas, Ioannis","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"2.875-WHITNEY2011SU:2.875","Mech Assemblies & Product Dev","Whitney, Daniel","2 - Mechanical Engineering",06-SEP-11,22-DEC-11,"ENG","Barker",02-AUG-11
"20.110-BATHE2011SU:20.110","Thermodyncs of Biomolec Sys","Bathe, Mark","20 - Biological Engineering",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"SP.713-CAVICCHI2010JA:SP.713","Recreate Historical Experiments:  Inform the Future from the Past","Cavicchi, Elizabeth","SP - Special Programs",04-JAN-10,29-JAN-10,"ENG","Barker",01-FEB-10
"21H.933-CAPOZZOLA2010JA:21H.933","The New South Africa Twenty Years after Apartheid","Capozzola, C","21H - History",04-JAN-10,31-JAN-10,"Hayden","Hayden",01-FEB-10
"11.947-CARMIN/WILSON2008SP:11.947","Environmental Justice and Water Rights in South Africa","Carmin and Wilson","Urban Studies and Planning",14-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.949-LAYZER/BRIGGS2008SP:11.949","Special Studies in Urban Studies and Planning","Layzer & Briggs","Urban Studies",11-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.953-BOOKMAN2008SP:11.953","Community Design and the Aging Population","Bookman, Anne","Urban Studies and Planning",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.956-TAHBILDAR2008SP:11.956","Spec Studies: Urb Studies +Pl","Tahbildar Bradley McDowell","Urban Studies and Planning",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.THG-DAVIS2008SP:11.THG","Thesis Prep","Davis, Diane","Urban Planning",06-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"12.001-ELKINS-TANTON2008SP:12.001","Introduction to Geology","Elkins-Tanton, Linda","Earth, Atmospheric and Planetary Sciences",07-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"12.007-BOSAK2008SP:12.007","Geobiology","Bosak, Tanja","Earth, Atmospheric and Planetary Sciences",05-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"12.085-ROTHMAN2008SP:12.085","Seminar in Environmental Science","Rothman, Dan","Earth, Atmospheric and Planetary Sciences",05-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"12.103-EMANUEL2008SP:12.103","Strange Bedfellows: Science and Environmental Policy","Emanuel, Kerry","Earth, Atmospheric and Planetary Sciences",05-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"12.108-SHIM2008SP:12.108","Structure of Earth Materials","Shim, Dan","Earth, Atmospheric and Planetary Sciences",05-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"12.119-FREY2008SP:12.119","Analytical Techniques for Studying Environmental and Geologic Samples","Frey, Frederick","Earth, Atmospheric, and Planetary Sciences",07-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"12.400-BINZEL2008SP:12.400","The Solar System","Binzel, Richard","Earth, Atmospheric, and Planetary Sciences",05-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"12.409-ELLIOT2008SP:12.409","Hands-On Astronomy: Observing Stars and Planets","Elliot, James","Earth, Atmospheric and Planetary Sciences",22-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"12.510-VANDERHILST2008SP:12.510","Introduction to Seismology","Van Der Hilst, Robert","Earth, Atmospheric and Planetary Sciences",14-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"14.03-JIA2008SP:14.03","Micro Theory and Public Policy","Jia, P.","Economics",08-AUG-06,30-MAY-08,"N/A","N/A",09-MAY-08
"14.05-TEMIN2008SP:14.05","Intermed Economics","Temin, Peter","Economics",05-SEP-00,30-MAY-08,"N/A","N/A",09-MAY-08
"14.124-HOLMSTROM2008SP:14.124","Microeconomic Theory IV","Holmstrom, B","Economics",06-FEB-01,31-MAY-08,"N/A","N/A",09-MAY-08
"14.16-LEAO2008SP:14.16","Strategy and Information","Leao, Joao","Economics",07-MAR-08,30-MAY-08,"N/A","N/A",09-MAY-08
"14.272-ROSE2008SP:14.272","Industrial Organization II","Rose, Nancy","Economics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"14.32-NEWEY2008SP:14.32","Econometrics","Newey, W.","Economics",06-FEB-01,30-MAY-08,"N/A","N/A",09-MAY-08
"14.475-GREENSTONE2008SP:14.475","Environmental Economics/Govt Reponses  Market Failure","Michael Greenstone","Economics",04-MAR-08,30-MAY-08,"N/A","N/A",09-MAY-08
"14.54-KURLAT2008SP:14.54","International Trade","Kurlat, Pablo","Economics",05-MAR-08,30-MAY-08,"N/A","N/A",09-MAY-08
"14.64-ANGRIST2008SP:14.64","Labor Econ + Public Policy","Angrist, Josh","Economics",06-FEB-06,30-MAY-08,"N/A","N/A",09-MAY-08
"14.662-PIORE2008SP:14.662","Labor Economics II","Piore/Bischke","Economics",06-FEB-06,30-MAY-08,"N/A","N/A",09-MAY-08
"14.663-AUTOR2008SP:14.663","Labor Economics III","Autor, David","Economics",07-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"15.012-SURI2008SP:15.012","Applied Macro- International Economics","Suri, Rigibon","Management",16-MAR-07,31-MAY-08,"N/A","N/A",09-MAY-08
"15.025-MCADAMS2008SP:15.025","Games Theory for Statetic Advantage","McAdams, David","Management",13-JAN-07,30-MAY-08,"N/A","N/A",09-MAY-08
"15.062-WELSCH2008SP:15.062","Data Mining: Finding the Data & Models that create value","Welsch, Roy","Management",06-FEB-06,31-MAY-08,"N/A","N/A",09-MAY-08
"15.077-WELSCH2008SP:15.077","Statistical learning & data mining","Welsch, Roy","Management",06-FEB-01,31-MAY-08,"N/A","N/A",09-MAY-08
"15.318-KLEIN2008SP:15.318","Leadership + Change in Organiz","Klein, J.","Management",16-JAN-08,30-MAY-08,"N/A","N/A",09-MAY-08
"15.401-KOGAN2008SP:15.401","Finance Theory I","Kogan, Leonid","Management",08-FEB-03,30-MAY-08,"N/A","N/A",09-MAY-08
"15.427-GELTNER2008SP:15.427","Real Estate Capital Markets","Geltner, D","Management",15-JAN-08,30-MAY-08,"N/A","N/A",09-MAY-08
"15.431-SCHOAR2008SP:15.431","Entrepreneurial Finance","Schoar, Antoinette","Management",03-FEB-04,31-MAY-08,"N/A","N/A",09-MAY-08
"15.437-COX2008SP:15.437","Options and Futures","Cox, John","Management",05-SEP-00,31-MAY-08,"N/A","N/A",09-MAY-08
"15.501/516-YU,KEATIN2008SP:15.501","Corporate Financial Accounting","Yu, J./ Keating, S.","Management",07-FEB-08,30-MAY-08,"N/A","N/A",09-MAY-08
"15.545-DINC2008SP:15.545","Mergers and Acquisitions","Dinc, Serdar","Management",16-JAN-08,30-MAY-08,"N/A","N/A",09-MAY-08
"15.991-GELTNER2008SP:15.991","Special Seminars in Management","Geltner, D.","Management",14-JAN-08,30-MAY-08,"N/A","N/A",09-MAY-08
"16.003-HARRIS2008SP:16.003","Unified Engineering III","Harris, Wesley","Aeronautics and Astronautics",05-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"16.004-HARRIS2008SP:16.004","Unified Engineering IV","Harris, Wesley","Aeronautics and Astronautics",05-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"16.110-DRELA2008SP:16.110","Flight Vehicle Aerodynamics","Drela, Mark","Aeronautics and Astronautics",05-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"16.223-WARDLE2008SP:16.223","Mechanics of Heterogeneous Materials","Wardle, Brian","Aeronautics and Astronautics",04-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"16.322-SCHMIDT2008SP:16.322","Stochastic Estimation Control","Schmidt, George","Aeronautics and Astronautics",04-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"16.35-ROY2008SP:16.35","Real-Time Systems and Software","Roy, Nicholas","Aeronautics and Astronautics",04-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"16.399-CEFOLA2008SP:16.399","Advanced Special Subject in Information and Control","","Aeronautics and Astronautics",05-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"5.74-TOKMAKOFF2011SP:5.74","Intro Quantum Mechanics II","Tokmakoff, Andrei","5 - Chemistry",31-JAN-11,05-JUN-11,"Hayden","Hayden",06-MAY-11
"6.002-AGARWAL2011SP:6.002","Circuits and Electronics","Agarwal, Anant","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.003-HU2011SP:6.003","Signals and Systems","Hu, Qing","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.006-DEMAINE2011SP:6.006","Intro to Algorithms","Demaine, Erik","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.007-SHIH2011SP:6.007","Electro Energy Motors to Laser","Shih, Ta-Ming","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.013-STAELIN2011SP:6.013","Electromagnetics & Applctions","Staelin, David","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.022-STULTZ2011SP:6.022","Quant  Systems Physiology","Stultz, Collin","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.033-KAASHOEK2011SP:6.033","Computer System Engineering","Kaashoek, Frans","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.034-BARZILAY2011SP:6.034","Artificial Intelligence","Barzilay, Regina","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.041-MEDARD2011SP:6.041","Probabilistic Systems Analysis","Medard, Muriel","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.049-BARTEL2011SP:6.049","Evolutionary Biology","Bartel, David","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.061-KIRTLEY2011SP:6.061","Intro to Electric Power Sys","Kirtley, James","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.115-LEEB2011SP:6.115","Microcomputer Project Lab","Leeb, Steven","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.252-PERAKIS2011SP:6.252","Nonlinear Programming","Perakis, G","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.262-GALLAGER2011SP:6.262","Discrete Stochastic Processes","Gallager, Robert","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.334-PERREAULT2011SP:6.334","Power Electronics","Perreault, D.","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.344-LIM2011SP:6.344","Digital Image Processing","Lim, Jae","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.437-GOLLAND2011SP:6.437","Inference and Info","Golland, Polina","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.522-MARK2011SP:6.522","Quant Phys:Organ Transport Sys","Mark, Roger","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.555-GREENBERG2011SP:6.555","Biomed Signal &Image Processng","Greenberg, Julie","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.556-ADALSTEINSSON2011SP:6.556","Data Acquisition and Image Reconstruction in MRI","Adalsteinsson, Elfar","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.632-WATTS2011SP:6.632","Electromagnetic Wave Theory","Watts, Michael","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.634-FUJIMOTO2011SP:6.634","Nonlinear Optics","Fujimoto, James","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.730-ORLANDO2011SP:6.730","Physics:Solid-State Applicatns","Orlando, Terry","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.780-HARDT2011SP:6.780","Control of Manufacturing Proc","Hardt","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.856-KARGER2011SP:6.856","Randomized Algorithms","Karger, David","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.857-RIVEST2011SP:6.857","Network and Computer Security","Rivest, Ron","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.863-BERWICK2011SP:6.863","Natural Language","Berwick, Robert","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.885-LYNCH2011SP:6.885","Distributed Algorithms for Mobile Wireless Ad Hoc","Lynch, Nancy","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"6.986-TSITSIKLIS2011SP:6.986","Network Science and Models","Tsitsiklis, John","6 - Electrical Eng & Computer Sci",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"7.013-SINHA2011SP:7.013","Introductory Biology","Sinha, Diviya","7 - Biology",31-JAN-11,05-JUN-11,"Hayden","Hayden",06-MAY-11
"7.05-BROWN2011SP:7.05","General Biochemistry","Brown, Gene","7 - Biology",31-JAN-11,05-JUN-11,"Hayden","Hayden",06-MAY-11
"7.06-AMON2011SP:7.06","Cell Biology","Amon, Angelika","7 - Biology",31-JAN-11,05-JUN-11,"Hayden","Hayden",06-MAY-11
"7.10-BATHE2011SP:7.10","Phys Chem Biomolecular Systems","Bathe, Mark","7 - Biology",31-JAN-11,05-JUN-11,"Hayden","Hayden",06-MAY-11
"7.23-STEINER2011SP:7.23","General Immunology","Steiner, Lisa","7 - Biology",31-JAN-11,05-JUN-11,"Hayden","Hayden",06-MAY-11
"7.29-LITTLETON2011SP:7.29","Cellular Neurobiology","Littleton, Troy","7 - Biology",31-JAN-11,05-JUN-11,"Hayden","Hayden",06-MAY-11
"7.33-BARTEL2011SP:7.33","Evolutionary Biology","Bartel, David","7 - Biology",31-JAN-11,05-JUN-11,"ENG","Barker",06-MAY-11
"STS.064-WALLEY2011SP:STS.064","DV Lab: Documenting Science","Walley, Christine","STS - Science, Technology & Society",31-JAN-11,05-JUN-11,"Hayden","Hayden",06-MAY-11
"STS.095-KAISER2011SP:STS.095","Special Topics in STS:Better Living through Chemistry? History of Chemistry and the Modern World","Kaiser, David","STS - Science, Technology & Society",31-JAN-11,05-JUN-11,"Hayden","Hayden",06-MAY-11
"STS.096-MAVHUNGA2011SP:STS.096","Special Topics in STS","Mavhunga, Clapperton","STS - Science, Technology & Society",31-JAN-11,05-JUN-11,"DEW","Dewey",06-MAY-11
"STS.310-KAISER2011SP:STS.310","History of Science","Kaiser","STS - Science, Technology & Society",31-JAN-11,05-JUN-11,"DEW","Dewey",06-MAY-11
"STS.330-JONES2011SP:STS.330","Histry & Anthr Medicine & Biol","Jones, David","STS - Science, Technology & Society",31-JAN-11,05-JUN-11,"Hayden","Hayden",06-MAY-11
"21F.043-TENG2010SU:21F.043","Introduction to Asian American Studies: Historical and Contemporary Issues","Teng, E.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.065-CULLEN2010SU:21F.065","Japanese Literature and Cinema","Cullen, J.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.101-ZHANG2010SU:21F.101","Chinese I (Regular)","Zhang, Jin","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.151-ZHANG2010SU:21F.151","Chinese I (Regular)","Zhang, Jin","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.171-ZHANG2010SU:21F.171","Chinese I (Regular)","Zhang, Jin","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.190-WANG2010SU:21F.190","Advrtsng & Pop Culture: E Asia","Wang, Jing","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.222-KEMP2010SU:21F.222","Expository Writing for Bilingual Students","Kemp, A. C.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.223-BRENNECKE2010SU:21F.223","Listening, Speaking and Pronunciation (ELS)","Brennecke, P.; Kemp, A.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.224-BRENNECKE2010SU:21F.224","Listening, Speaking and Pronunciation (ELS)","Brennecke, P.; Kemp, A.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.225-DUNPHY2010SU:21F.225","Advanced Workshop in Writing for Science and Engineering: ESL","Dunphy, J.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.226-DUNPHY2010SU:21F.226","Advanced Workshop in Writing for Science and Engineering: ESL","Dunphy, J.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.232-DUNPHY2010SU:21F.232","Advanced Speaking and Critical Listening Skills (ELS)","Dunphy, J.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.233-DUNPHY2010SU:21F.233","Advance Speaking and Critical Listening Skills (ELS)","Dunphy, J.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.301-REZVANI2010SU:21F.301","French I","Rezvani & Ravillon","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.302-CULOT2010SU:21F.302","French II","Culot, A.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
