"BUILDING_KEY","FLOOR_KEY","SPACE_UNIT_KEY","SPACE_USAGE_KEY","BUILDING_ROOM","BUILDING_ROOM_NAME","ROOM_NUMBER","ROOM_SQUARE_FOOTAGE","ROOM_COUNTER","BUILDING_COMPONENT","WAREHOUSE_LOAD_DATE"
"1","3","063000",69,"1-334","1 -  334","34",371.3,1,"1",28-OCT-24
"1","3","063000",69,"1-334A","1 -  334A","34A",254.54,1,"1",28-OCT-24
"1","3","063000",69,"1-334AB","1 -  334AB","34AB",204.98,1,"1",28-OCT-24
"1","3","063000",69,"1-335","1 -  335","35",415.35,1,"1",28-OCT-24
"1","3","063000",69,"1-335A","1 -  335A","35A",240,1,"1",28-OCT-24
"1","3","063000",69,"1-336A","1 -  336A","36A",190.52,1,"1",28-OCT-24
"1","3","063000",69,"1-337","1 -  337","37",470.38,1,"1",28-OCT-24
"1","3","063000",69,"1-337B","1 -  337B","37B",119.38,1,"1",28-OCT-24
"1","3","063000",69,"1-337C","1 -  337C","37C",258.56,1,"1",28-OCT-24
"1","3","063000",69,"1-340","1 -  340","40",363.37,1,"1",28-OCT-24
"1","3","063000",69,"1-340B","1 -  340B","40B",246.4,1,"1",28-OCT-24
"1","3","063000",69,"1-347B","1 -  347B","47B",546.6,1,"1",28-OCT-24
"1","3","063000",69,"1-351","1 -  351","51",298.83,1,"1",28-OCT-24
"1","3","063000",70,"1-347A","1 -  347A","47A",233.29,1,"1",28-OCT-24
"1","3","065000",35,"1-303A","1 -  303A","03A",309.31,1,"1",28-OCT-24
"1","3","065000",35,"1-313","1 -  313","13",584.9,1,"1",28-OCT-24
"1","3","065000",36,"1-314A","1 -  314A","14A",100.5,1,"1",28-OCT-24
"1","3","065000",54,"1-304A","1 -  304A","04A",326.18,1,"1",28-OCT-24
"1","3","065000",54,"1-304C","1 -  304C","04C",138.13,1,"1",28-OCT-24
"1","3","065000",54,"1-304D","1 -  304D","04D",326.18,1,"1",28-OCT-24
"1","3","065000",54,"1-308","1 -  308","08",321.88,1,"1",28-OCT-24
"1","3","065000",54,"1-310A","1 -  310A","10A",184.44,1,"1",28-OCT-24
"1","3","065000",54,"1-310B","1 -  310B","10B",178.68,1,"1",28-OCT-24
"1","3","065000",54,"1-310C","1 -  310C","10C",334.65,1,"1",28-OCT-24
"1","3","065000",54,"1-321A","1 -  321A","21A",28.15,1,"1",28-OCT-24
"1","3","065000",54,"1-321B","1 -  321B","21B",29.51,1,"1",28-OCT-24
"1","3","065000",54,"1-321C","1 -  321C","21C",30.15,1,"1",28-OCT-24
"1","3","065000",54,"1-321D","1 -  321D","21D",35.08,1,"1",28-OCT-24
"1","3","065000",54,"1-321F","1 -  321F","21F",33.84,1,"1",28-OCT-24
"1","3","065000",54,"1-321G","1 -  321G","21G",32.28,1,"1",28-OCT-24
"1","3","065000",54,"1-321H","1 -  321H","21H",28.67,1,"1",28-OCT-24
"1","3","065000",54,"1-321K","1 -  321K","21K",30.06,1,"1",28-OCT-24
"1","3","065000",54,"1-321L","1 -  321L","21L",31.45,1,"1",28-OCT-24
"1","3","065000",54,"1-321N","1 -  321N","21N",27.74,1,"1",28-OCT-24
"1","3","065000",54,"1-321P","1 -  321P","21P",27.01,1,"1",28-OCT-24
"1","3","065000",54,"1-321Q","1 -  321Q","21Q",25.76,1,"1",28-OCT-24
"1","3","065000",54,"1-321R","1 -  321R","21R",28.6,1,"1",28-OCT-24
"1","3","065000",54,"1-321S","1 -  321S","21S",28.6,1,"1",28-OCT-24
"1","3","065000",54,"1-321U","1 -  321U","21U",30.02,1,"1",28-OCT-24
"1","3","065000",54,"1-321W","1 -  321W","21W",58.29,1,"1",28-OCT-24
"1","3","065000",54,"1-321X","1 -  321X","21X",62.03,1,"1",28-OCT-24
"1","3","065000",54,"1-321Y","1 -  321Y","21Y",39.96,1,"1",28-OCT-24
"1","3","065000",55,"1-321","1 -  321","21",428.22,1,"1",28-OCT-24
"1","3","065000",55,"1-321V","1 -  321V","21V",125.37,1,"1",28-OCT-24
"1","3","065000",67,"1-304","1 -  304","04",181.69,1,"1",28-OCT-24
"1","3","065000",67,"1-310","1 -  310","10",296.63,1,"1",28-OCT-24
"1","3","065000",70,"1-313A","1 -  313A","13A",80,1,"1",28-OCT-24
"1","3","065000",70,"1-314","1 -  314","14",233.1,1,"1",28-OCT-24
"1","3","065000",81,"1-307","1 -  307","07",1324.18,1,"1",28-OCT-24
"1","3","446700",12,"1-371","1 -  371","71",492.38,1,"1",28-OCT-24
"1","3","446700",12,"1-375","1 -  375","75",474.24,1,"1",28-OCT-24
"1","3","446700",12,"1-379","1 -  379","79",466.04,1,"1",28-OCT-24
"1","3","446700",13,"1-300SD","1 -  300SD","00SD",68.86,1,"1",28-OCT-24
"1","3","446700",13,"1-386","1 -  386","86",15.5,1,"1",28-OCT-24
"1","3","446700",13,"1-389","1 -  389","89",84.33,1,"1",28-OCT-24
"1","3","446700",13,"1-390A","1 -  390A","90A",29.77,1,"1",28-OCT-24
"1","3","446700",39,"1-390","1 -  390","90",1352.46,1,"1",28-OCT-24
"1","3","591000",17,"1-300CA","1 -  300CA","00CA",1112.19,1,"1",28-OCT-24
"1","3","591000",17,"1-300CB","1 -  300CB","00CB",1795.73,1,"1",28-OCT-24
"1","3","591000",17,"1-300CC","1 -  300CC","00CC",1043.99,1,"1",28-OCT-24
"1","3","591000",18,"1-301J","1 -  301J","01J",40.73,1,"1",28-OCT-24
"1","3","591000",18,"1-367J","1 -  367J","67J",30.22,1,"1",28-OCT-24
"1","3","591000",20,"1-387","1 -  387","87",18.33,1,"1",28-OCT-24
"1","3","591000",24,"1-308E","1 -  308E","08E",16.36,1,"1",28-OCT-24
"1","3","591000",24,"1-313E","1 -  313E","13E",16.77,1,"1",28-OCT-24
"1","3","591000",24,"1-337E","1 -  337E","37E",8.97,1,"1",28-OCT-24
"1","3","591000",24,"1-371E","1 -  371E","71E",5.64,1,"1",28-OCT-24
"1","3","591000",24,"1-377E","1 -  377E","77E",9.11,1,"1",28-OCT-24
"1","3","591000",28,"1-301","1 -  301","01",241.22,1,"1",28-OCT-24
"1","3","591000",47,"1-367","1 -  367","67",219.96,1,"1",28-OCT-24
"1","3","591000",71,"1-300Z","1 -  300Z","00Z",121.89,1,"1",28-OCT-24
"1","3","591000",71,"1-301Z","1 -  301Z","01Z",53.4,1,"1",28-OCT-24
"1","3","591000",71,"1-367Z","1 -  367Z","67Z",32.26,1,"1",28-OCT-24
"1","3","591000",77,"1-300SA","1 -  300SA","00SA",686.08,1,"1",28-OCT-24
"1","3","591000",77,"1-300SB","1 -  300SB","00SB",214.5,1,"1",28-OCT-24
"1","3","591000",77,"1-300SC","1 -  300SC","00SC",132.98,1,"1",28-OCT-24
"1","3","591000",82,"1-350T","1 -  350T","50T",77.78,1,"1",28-OCT-24
"1","3","591000",85,"1-350AA","1 -  350AA","50AA",7.03,1,"1",28-OCT-24
"1","3","591000",85,"1-385","1 -  385","85",22.52,1,"1",28-OCT-24
"1","3","591040",43,"1-384","1 -  384","84",147.58,1,"1",28-OCT-24
"1","4","591000",85,"1-490","1 -  490","90",1946.61,1,"1",28-OCT-24
"10","0","065000",55,"10-003","10 -  003","03",82.82,1,"10",28-OCT-24
"10","0","065000",86,"10-003A","10 -  003A","03A",228.23,1,"10",28-OCT-24
"10","0","267000",1,"10-047","10 -  047","47",26.03,1,"10",28-OCT-24
"10","0","267000",1,"10-047B","10 -  047B","47B",25.95,1,"10",28-OCT-24
"10","0","267000",36,"10-022","10 -  022","22",546.2,1,"10",28-OCT-24
"10","0","267000",36,"10-090A","10 -  090A","90A",12.18,1,"10",28-OCT-24
"10","0","267000",36,"10-094A","10 -  094A","94A",10.43,1,"10",28-OCT-24
"10","0","267000",36,"10-094B","10 -  094B","94B",10.43,1,"10",28-OCT-24
"10","0","267000",54,"10-024","10 -  024","24",224.21,1,"10",28-OCT-24
"10","0","267000",54,"10-026","10 -  026","26",231.24,1,"10",28-OCT-24
"10","0","267000",54,"10-028","10 -  028","28",228.01,1,"10",28-OCT-24
"10","0","267000",54,"10-030","10 -  030","30",231.28,1,"10",28-OCT-24
"10","0","267000",54,"10-032","10 -  032","32",227.93,1,"10",28-OCT-24
"10","0","267000",54,"10-034","10 -  034","34",229.76,1,"10",28-OCT-24
"10","0","267000",54,"10-038","10 -  038","38",104.81,1,"10",28-OCT-24
"10","0","267000",54,"10-039","10 -  039","39",169.93,1,"10",28-OCT-24
"10","0","267000",54,"10-059","10 -  059","59",241.34,1,"10",28-OCT-24
"10","0","267000",54,"10-061A","10 -  061A","61A",15.04,1,"10",28-OCT-24
"10","0","267000",54,"10-061AA","10 -  061AA","61AA",14.67,1,"10",28-OCT-24
"10","0","267000",54,"10-061AB","10 -  061AB","61AB",14.67,1,"10",28-OCT-24
"10","0","267000",54,"10-061AD","10 -  061AD","61AD",15.34,1,"10",28-OCT-24
"10","0","267000",54,"10-061AF","10 -  061AF","61AF",14.39,1,"10",28-OCT-24
"10","0","267000",54,"10-061AG","10 -  061AG","61AG",14.62,1,"10",28-OCT-24
"10","0","267000",54,"10-061AH","10 -  061AH","61AH",14.62,1,"10",28-OCT-24
"10","0","267000",54,"10-061B","10 -  061B","61B",15.04,1,"10",28-OCT-24
"10","0","267000",54,"10-061BA","10 -  061BA","61BA",15.04,1,"10",28-OCT-24
"10","0","267000",54,"10-061BB","10 -  061BB","61BB",14.78,1,"10",28-OCT-24
"10","0","267000",54,"10-061BC","10 -  061BC","61BC",15.04,1,"10",28-OCT-24
"10","0","267000",54,"10-061BD","10 -  061BD","61BD",15.79,1,"10",28-OCT-24
"10","0","267000",54,"10-061BF","10 -  061BF","61BF",15.79,1,"10",28-OCT-24
"10","0","267000",54,"10-061BH","10 -  061BH","61BH",14,1,"10",28-OCT-24
"10","0","267000",54,"10-061BK","10 -  061BK","61BK",14.25,1,"10",28-OCT-24
"10","0","267000",54,"10-061C","10 -  061C","61C",20.92,1,"10",28-OCT-24
"10","0","267000",54,"10-061D","10 -  061D","61D",20.55,1,"10",28-OCT-24
"10","0","267000",54,"10-061F","10 -  061F","61F",20.55,1,"10",28-OCT-24
"10","0","267000",54,"10-061G","10 -  061G","61G",21.61,1,"10",28-OCT-24
"10","0","267000",54,"10-061H","10 -  061H","61H",18.11,1,"10",28-OCT-24
"10","0","267000",54,"10-061K","10 -  061K","61K",15.44,1,"10",28-OCT-24
"10","0","267000",54,"10-061L","10 -  061L","61L",14.91,1,"10",28-OCT-24
"10","0","267000",54,"10-061N","10 -  061N","61N",18.46,1,"10",28-OCT-24
"10","0","267000",54,"10-061P","10 -  061P","61P",16.9,1,"10",28-OCT-24
"10","0","267000",54,"10-069","10 -  069","69",295,1,"10",28-OCT-24
"10","0","267000",54,"10-097","10 -  097","97",222.96,1,"10",28-OCT-24
"10","0","267000",54,"10-098","10 -  098","98",229.88,1,"10",28-OCT-24
"10","0","267000",55,"10-025","10 -  025","25",123.11,1,"10",28-OCT-24
"10","0","267000",55,"10-061","10 -  061","61",1010.86,1,"10",28-OCT-24
"10","0","267000",55,"10-061AC","10 -  061AC","61AC",15.37,1,"10",28-OCT-24
"10","0","267000",55,"10-061BG","10 -  061BG","61BG",9,1,"10",28-OCT-24
"10","0","267000",69,"10-046","10 -  046","46",199.54,1,"10",28-OCT-24
"10","0","267000",69,"10-050","10 -  050","50",4062.91,1,"10",28-OCT-24
"10","0","267000",69,"10-067A","10 -  067A","67A",602.85,1,"10",28-OCT-24
"10","0","267000",69,"10-090","10 -  090","90",122.76,1,"10",28-OCT-24
"10","0","267000",69,"10-094","10 -  094","94",699.37,1,"10",28-OCT-24
"10","0","267000",72,"10-067","10 -  067","67",647.63,1,"10",28-OCT-24
"10","0","320000",55,"10-063","10 -  063","63",862.1,1,"10",28-OCT-24
"10","0","320000",55,"10-063A","10 -  063A","63A",38.99,1,"10",28-OCT-24
"10","0","320000",55,"10-063B","10 -  063B","63B",32.41,1,"10",28-OCT-24
"10","0","320000",55,"10-063C","10 -  063C","63C",69.2,1,"10",28-OCT-24
"10","0","320000",55,"10-063DA","10 -  063DA","63DA",18.28,1,"10",28-OCT-24
"10","0","320000",80,"10-063D","10 -  063D","63D",78.2,1,"10",28-OCT-24
"10","0","320000",80,"10-063F","10 -  063F","63F",77.59,1,"10",28-OCT-24
"10","0","320000",80,"10-063G","10 -  063G","63G",67.07,1,"10",28-OCT-24
"10","0","407000",86,"10-086","10 -  086","86",229.54,1,"10",28-OCT-24
"10","0","591000",17,"10-000CA","10 -  000CA","00CA",1612.73,1,"10",28-OCT-24
"10","0","591000",17,"10-000CB","10 -  000CB","00CB",1500.07,1,"10",28-OCT-24
"10","0","591000",18,"10-085J","10 -  085J","85J",250.97,1,"10",28-OCT-24
"10","0","591000",20,"10-023","10 -  023","23",311.33,1,"10",28-OCT-24
"10","0","591000",20,"10-023A","10 -  023A","23A",32.5,1,"10",28-OCT-24
"10","0","591000",20,"10-023B","10 -  023B","23B",140.39,1,"10",28-OCT-24
"10","0","591000",24,"10-006E","10 -  006E","06E",20.89,1,"10",28-OCT-24
"10","0","591000",24,"10-044AE","10 -  044AE","44AE",462.14,1,"10",28-OCT-24
"10","0","591000",24,"10-044E","10 -  044E","44E",952.03,1,"10",28-OCT-24
"10","0","591000",24,"10-050E","10 -  050E","50E",67.87,1,"10",28-OCT-24
"10","0","591000",24,"10-061E","10 -  061E","61E",34.83,1,"10",28-OCT-24
"10","0","591000",25,"10-000E1","10 -  000E1","00E1",48.13,1,"10",28-OCT-24
"10","0","591000",25,"10-000E2","10 -  000E2","00E2",46.75,1,"10",28-OCT-24
"10","0","591000",42,"10-000LA","10 -  000LA","00LA",255.61,1,"10",28-OCT-24
"10","0","591000",71,"10-000Z","10 -  000Z","00Z",537.62,1,"10",28-OCT-24
"10","0","591000",77,"10-000SA","10 -  000SA","00SA",91.99,1,"10",28-OCT-24
"10","0","591000",77,"10-000SB","10 -  000SB","00SB",63.47,1,"10",28-OCT-24
"10","0","591000",77,"10-000SE","10 -  000SE","00SE",188.32,1,"10",28-OCT-24
"10","0","591000",82,"10-086T","10 -  086T","86T",106.17,1,"10",28-OCT-24
"10","0","591000",82,"10-089T","10 -  089T","89T",62.06,1,"10",28-OCT-24
"10","0","591000",85,"10-002","10 -  002","02",311.78,1,"10",28-OCT-24
"10","0","591000",85,"10-006","10 -  006","06",1337.77,1,"10",28-OCT-24
"10","0","591000",85,"10-047A","10 -  047A","47A",20.35,1,"10",28-OCT-24
"10","0","591000",85,"10-061AY","10 -  061AY","61AY",1238.06,1,"10",28-OCT-24
"10","0","591040",78,"10-085A","10 -  085A","85A",252.08,1,"10",28-OCT-24
"10","1","267000",16,"10-140C","10 -  140C","40C",156.88,1,"10",28-OCT-24
"10","1","267000",16,"10-178","10 -  178","78",282.95,1,"10",28-OCT-24
"10","1","267000",54,"10-140G","10 -  140G","40G",214.43,1,"10",28-OCT-24
"10","1","267000",54,"10-140H","10 -  140H","40H",206.6,1,"10",28-OCT-24
"10","1","267000",54,"10-140K","10 -  140K","40K",307.69,1,"10",28-OCT-24
"10","1","267000",54,"10-172","10 -  172","72",302.58,1,"10",28-OCT-24
"10","1","267000",54,"10-173","10 -  173","73",168.72,1,"10",28-OCT-24
"10","1","267000",54,"10-174","10 -  174","74",151.93,1,"10",28-OCT-24
"10","1","267000",54,"10-176","10 -  176","76",246.93,1,"10",28-OCT-24
"10","1","267000",55,"10-140A","10 -  140A","40A",32.18,1,"10",28-OCT-24
"10","1","267000",55,"10-140B","10 -  140B","40B",74.6,1,"10",28-OCT-24
"10","1","267000",55,"10-140D","10 -  140D","40D",68.69,1,"10",28-OCT-24
"10","1","267000",55,"10-140F","10 -  140F","40F",9.75,1,"10",28-OCT-24
"10","1","267000",55,"10-171","10 -  171","71",364.15,1,"10",28-OCT-24
"10","1","267000",55,"10-171A","10 -  171A","71A",29.25,1,"10",28-OCT-24
"10","1","267000",55,"10-171B","10 -  171B","71B",8.33,1,"10",28-OCT-24
"10","1","267000",55,"10-171D","10 -  171D","71D",14.33,1,"10",28-OCT-24
"10","1","267000",55,"10-174A","10 -  174A","74A",11.82,1,"10",28-OCT-24
"10","1","267000",55,"10-175","10 -  175","75",26.25,1,"10",28-OCT-24
"10","1","267000",55,"10-175A","10 -  175A","75A",36.62,1,"10",28-OCT-24
"10","1","267000",55,"10-175B","10 -  175B","75B",31.53,1,"10",28-OCT-24
"10","1","267000",55,"10-177","10 -  177","77",122.41,1,"10",28-OCT-24
"10","1","267000",64,"10-140","10 -  140","40",451.5,1,"10",28-OCT-24
"10","1","267000",67,"10-171C","10 -  171C","71C",51.46,1,"10",28-OCT-24
"10","1","267000",67,"10-171F","10 -  171F","71F",83.26,1,"10",28-OCT-24
"10","1","267000",69,"10-140L","10 -  140L","40L",322.44,1,"10",28-OCT-24
"10","1","267000",69,"10-140P","10 -  140P","40P",168.65,1,"10",28-OCT-24
"10","1","271000",40,"10-101","10 -  101","01",11.39,1,"10",28-OCT-24
"10","1","401800",16,"10-115CM","10 -  115CM","15CM",122.93,1,"10",28-OCT-24
"10","1","401800",54,"10-112","10 -  112","12",206.14,1,"10",28-OCT-24
"10","1","401800",54,"10-114","10 -  114","14",127.93,1,"10",28-OCT-24
"10","1","401800",54,"10-115AM","10 -  115AM","15AM",111,1,"10",28-OCT-24
"10","1","401800",54,"10-115BM","10 -  115BM","15BM",101.58,1,"10",28-OCT-24
"10","1","401800",54,"10-115DM","10 -  115DM","15DM",117.02,1,"10",28-OCT-24
"10","1","401800",55,"10-110","10 -  110","10",547.19,1,"10",28-OCT-24
"10","1","401800",55,"10-110A","10 -  110A","10A",28.86,1,"10",28-OCT-24
"10","1","401800",55,"10-110B","10 -  110B","10B",9.72,1,"10",28-OCT-24
"10","1","401800",55,"10-110F","10 -  110F","10F",30.14,1,"10",28-OCT-24
"10","1","401800",55,"10-115M","10 -  115M","15M",182.09,1,"10",28-OCT-24
"10","1","401800",64,"10-115SM","10 -  115SM","15SM",32.5,1,"10",28-OCT-24
"10","1","401800",67,"10-110C","10 -  110C","10C",21.25,1,"10",28-OCT-24
"10","1","401800",67,"10-110D","10 -  110D","10D",21.72,1,"10",28-OCT-24
"10","1","401811",26,"10-150","10 -  150","50",1444.45,1,"10",28-OCT-24
"10","1","401813",54,"10-183","10 -  183","83",120.97,1,"10",28-OCT-24
"10","1","401813",54,"10-183A","10 -  183A","83A",114.87,1,"10",28-OCT-24
"10","1","405500",43,"10-180","10 -  180","80",606.26,1,"10",28-OCT-24
"10","1","407000",50,"10-182","10 -  182","82",179.62,1,"10",28-OCT-24
"10","1","407000",50,"10-182A","10 -  182A","82A",22.25,1,"10",28-OCT-24
"10","1","407000",50,"10-182B","10 -  182B","82B",64.9,1,"10",28-OCT-24
"10","1","407000",50,"10-182C","10 -  182C","82C",61.19,1,"10",28-OCT-24
"10","1","440100",16,"10-119","10 -  119","19",297.63,1,"10",28-OCT-24
"10","1","440100",54,"10-116","10 -  116","16",129.23,1,"10",28-OCT-24
"10","1","440100",54,"10-118","10 -  118","18",100.47,1,"10",28-OCT-24
"10","1","440100",54,"10-120","10 -  120","20",116.56,1,"10",28-OCT-24
"10","1","440100",54,"10-121","10 -  121","21",101.58,1,"10",28-OCT-24
"10","1","440100",54,"10-122","10 -  122","22",116.84,1,"10",28-OCT-24
"10","1","440100",54,"10-123","10 -  123","23",117.27,1,"10",28-OCT-24
"10","1","440100",55,"10-115","10 -  115","15",264.29,1,"10",28-OCT-24
"10","1","440100",55,"10-115A","10 -  115A","15A",4.51,1,"10",28-OCT-24
"10","1","440100",55,"10-115B","10 -  115B","15B",13.89,1,"10",28-OCT-24
"10","1","440100",55,"10-115C","10 -  115C","15C",2.5,1,"10",28-OCT-24
"10","1","440100",64,"10-115S","10 -  115S","15S",14.44,1,"10",28-OCT-24
"10","1","591000",17,"10-100CA","10 -  100CA","00CA",524.15,1,"10",28-OCT-24
"10","1","591000",17,"10-100CB","10 -  100CB","00CB",534.09,1,"10",28-OCT-24
"10","1","591000",17,"10-100CC","10 -  100CC","00CC",684.67,1,"10",28-OCT-24
"10","1","591000",17,"10-100CD","10 -  100CD","00CD",343.24,1,"10",28-OCT-24
"10","1","591000",17,"10-100CE","10 -  100CE","00CE",416.77,1,"10",28-OCT-24
"10","1","591000",24,"10-101E","10 -  101E","01E",11.94,1,"10",28-OCT-24
"10","1","591000",24,"10-105E","10 -  105E","05E",15.65,1,"10",28-OCT-24
"10","1","591000",24,"10-151E","10 -  151E","51E",5.73,1,"10",28-OCT-24
"10","1","591000",25,"10-100E1","10 -  100E1","00E1",44.38,1,"10",28-OCT-24
"10","1","591000",25,"10-100E2","10 -  100E2","00E2",44.38,1,"10",28-OCT-24
"10","1","591000",42,"10-100LA","10 -  100LA","00LA",2086.1,1,"10",28-OCT-24
"10","1","591000",42,"10-100LB","10 -  100LB","00LB",600.48,1,"10",28-OCT-24
"10","1","591000",71,"10-100Z","10 -  100Z","00Z",828.55,1,"10",28-OCT-24
"10","1","591000",71,"10-101Z","10 -  101Z","01Z",8.03,1,"10",28-OCT-24
"10","1","591000",77,"10-100SA","10 -  100SA","00SA",288.24,1,"10",28-OCT-24
"10","1","591000",77,"10-100SB","10 -  100SB","00SB",297.34,1,"10",28-OCT-24
"10","1","591000",77,"10-100SE","10 -  100SE","00SE",81.54,1,"10",28-OCT-24
"10","1","591000",82,"10-150T","10 -  150T","50T",5.78,1,"10",28-OCT-24
"10","1","591000",82,"10-151T","10 -  151T","51T",5.1,1,"10",28-OCT-24
"10","1","591000",82,"10-152T","10 -  152T","52T",7.5,1,"10",28-OCT-24
"10","1","591000",85,"10-146","10 -  146","46",94.37,1,"10",28-OCT-24
"10","1","591000",85,"10-179","10 -  179","79",155.72,1,"10",28-OCT-24
"10","1","591024",16,"10-100","10 -  100","00",294.74,1,"10",28-OCT-24
"10","1","591024",26,"10-145","10 -  145","45",34.69,1,"10",28-OCT-24
"10","1","591024",54,"10-100D","10 -  100D","00D",310.15,1,"10",28-OCT-24
"10","1","591024",55,"10-100A","10 -  100A","00A",62.29,1,"10",28-OCT-24
"10","1","591024",55,"10-100C","10 -  100C","00C",7.08,1,"10",28-OCT-24
"10","1","591024",55,"10-156","10 -  156","56",94.05,1,"10",28-OCT-24
"10","1","591024",55,"10-156A","10 -  156A","56A",84.95,1,"10",28-OCT-24
"10","1","591024",55,"10-157","10 -  157","57",25.53,1,"10",28-OCT-24
"10","1","591024",55,"10-180B","10 -  180B","80B",61.3,1,"10",28-OCT-24
"10","1","591024",86,"10-100B","10 -  100B","00B",49.19,1,"10",28-OCT-24
"10","1","591024",86,"10-180C","10 -  180C","80C",62.67,1,"10",28-OCT-24
"10","1","871000",16,"10-105","10 -  105","05",1678.79,1,"10",28-OCT-24
"10","1","871000",55,"10-105A","10 -  105A","05A",10,1,"10",28-OCT-24
"10","1","871000",55,"10-105B","10 -  105B","05B",9.58,1,"10",28-OCT-24
"10","1","871000",55,"10-105C","10 -  105C","05C",10,1,"10",28-OCT-24
"10","1","871000",55,"10-105D","10 -  105D","05D",138.6,1,"10",28-OCT-24
"10","1","871000",55,"10-105F","10 -  105F","05F",205.53,1,"10",28-OCT-24
"10","1","871000",64,"10-105G","10 -  105G","05G",82.89,1,"10",28-OCT-24
"10","2","093700",16,"10-279","10 -  279","79",158.59,1,"10",28-OCT-24
"10","2","093700",54,"10-263","10 -  263","63",154.31,1,"10",28-OCT-24
"10","2","093700",54,"10-264","10 -  264","64",116.08,1,"10",28-OCT-24
"10","2","093700",54,"10-265","10 -  265","65",107.15,1,"10",28-OCT-24
"10","2","093700",54,"10-266","10 -  266","66",121.54,1,"10",28-OCT-24
"10","2","093700",54,"10-267","10 -  267","67",120,1,"10",28-OCT-24
"10","2","093700",54,"10-268","10 -  268","68",126.37,1,"10",28-OCT-24
"10","2","093700",54,"10-269","10 -  269","69",105.63,1,"10",28-OCT-24
"10","2","093700",54,"10-270","10 -  270","70",135.03,1,"10",28-OCT-24
"10","2","093700",54,"10-271","10 -  271","71",117.83,1,"10",28-OCT-24
"10","2","093700",54,"10-272","10 -  272","72",136.32,1,"10",28-OCT-24
"10","2","093700",54,"10-273","10 -  273","73",153.47,1,"10",28-OCT-24
"10","2","093700",54,"10-274","10 -  274","74",139.43,1,"10",28-OCT-24
"10","2","093700",54,"10-275","10 -  275","75",144,1,"10",28-OCT-24
"10","2","093700",54,"10-276","10 -  276","76",130.36,1,"10",28-OCT-24
"10","2","093700",54,"10-277","10 -  277","77",144,1,"10",28-OCT-24
"10","2","093700",54,"10-278","10 -  278","78",134.33,1,"10",28-OCT-24
"10","2","093700",54,"10-283","10 -  283","83",152.82,1,"10",28-OCT-24
"10","2","093700",54,"10-294","10 -  294","94",143.94,1,"10",28-OCT-24
"10","2","093700",54,"10-296","10 -  296","96",142.17,1,"10",28-OCT-24
"10","2","093700",54,"10-297","10 -  297","97",143.88,1,"10",28-OCT-24
"10","2","093700",54,"10-298","10 -  298","98",109,1,"10",28-OCT-24
"10","2","093700",54,"10-298A","10 -  298A","98A",175.61,1,"10",28-OCT-24
"10","2","093700",55,"10-295","10 -  295","95",66.58,1,"10",28-OCT-24
"10","2","093700",64,"10-262","10 -  262","62",628.04,1,"10",28-OCT-24
"10","2","401000",54,"10-212","10 -  212","12",192.07,1,"10",28-OCT-24
"10","2","401000",54,"10-215","10 -  215","15",191.27,1,"10",28-OCT-24
"10","2","401000",55,"10-213A","10 -  213A","13A",16.04,1,"10",28-OCT-24
"10","2","401000",55,"10-213B","10 -  213B","13B",5.15,1,"10",28-OCT-24
"10","2","401000",55,"10-229","10 -  229","29",751.22,1,"10",28-OCT-24
"10","2","401000",67,"10-213","10 -  213","13",180.82,1,"10",28-OCT-24
"10","2","401800",54,"10-200A","10 -  200A","00A",334.32,1,"10",28-OCT-24
"10","2","401800",54,"10-211","10 -  211","11",192.29,1,"10",28-OCT-24
"10","2","401800",55,"10-200B","10 -  200B","00B",8.13,1,"10",28-OCT-24
"10","2","401800",55,"10-200D","10 -  200D","00D",6.71,1,"10",28-OCT-24
"10","2","401800",67,"10-200","10 -  200","00",270.85,1,"10",28-OCT-24
"10","2","401813",54,"10-280A","10 -  280A","80A",347.44,1,"10",28-OCT-24
"10","2","401813",67,"10-280","10 -  280","80",292.83,1,"10",28-OCT-24
"10","2","401860",16,"10-219B","10 -  219B","19B",180.96,1,"10",28-OCT-24
"10","2","401860",54,"10-219A","10 -  219A","19A",242.01,1,"10",28-OCT-24
"10","2","401860",54,"10-219C","10 -  219C","19C",89.38,1,"10",28-OCT-24
"10","2","401860",54,"10-219D","10 -  219D","19D",87.5,1,"10",28-OCT-24
"10","2","401860",54,"10-237","10 -  237","37",102.69,1,"10",28-OCT-24
"10","2","401860",67,"10-219","10 -  219","19",156,1,"10",28-OCT-24
"10","2","404500",54,"10-256B","10 -  256B","56B",125.97,1,"10",28-OCT-24
"10","2","404500",54,"10-256C","10 -  256C","56C",108.67,1,"10",28-OCT-24
"10","2","404500",55,"10-256D","10 -  256D","56D",12.54,1,"10",28-OCT-24
"10","2","404500",55,"10-280B","10 -  280B","80B",103.97,1,"10",28-OCT-24
"10","2","404500",64,"10-256","10 -  256","56",46.27,1,"10",28-OCT-24
"10","2","404500",67,"10-256A","10 -  256A","56A",105.48,1,"10",28-OCT-24
"10","2","446700",39,"10-250","10 -  250","50",2141.88,1,"10",28-OCT-24
"10","2","591000",17,"10-200CA","10 -  200CA","00CA",2611.25,1,"10",28-OCT-24
"10","2","591000",17,"10-200CB","10 -  200CB","00CB",662.03,1,"10",28-OCT-24
"10","2","591000",17,"10-200CC","10 -  200CC","00CC",714.52,1,"10",28-OCT-24
"10","2","591000",18,"10-250J","10 -  250J","50J",19.33,1,"10",28-OCT-24
