"TIP_MATERIAL_KEY","ISBN","TITLE","AUTHOR","EDITION","PUBLISHER","YEAR","NEW_SHELF_PRICE","USED_SHELF_PRICE","RENTAL_NEW_PRICE","RENTAL_USED_PRICE","MATERIAL_INFO_SOURCE"
"9781940696201OLIO162021SP","9781940696201","Olio","Jess, Tyehimba","","Wave Books","2016",25,18.75,17,11.75,"ISBN"
"9781940696201OLIO162022FA","9781940696201","Olio","Jess, Tyehimba","","Wave Books","2016",25,18.75,22.15,11.05,"ISBN"
"9781940696201OLIO162022SP","9781940696201","Olio","Jess, Tyehimba","","Wave Books","2016",25,18.75,22.15,11.05,"ISBN"
"9781940696201OLIO162023FA","9781940696201","Olio","Jess, Tyehimba","","Wave Books","2016",25,18.75,0,0,"ISBN"
"9781982115197WAKE212024FA","9781982115197","Wake: The Hidden History of Women-Led Slave Revolts","Hall, Rebecca; Martínez, Hugo (Illustrator)","","Simon & Schuster","2022",19.99,14.99,14.6,10,"ISBN"
"9782714449993CYR@NO2013SP","9782714449993","Cyr@No                                 ","Bessora       ","       ","Mep/Schoen","",37.95,28.45,0,0,"COOP"
"9788492865406PAPI112016SP","9788492865406","Papi","Indiana, Rita","","Editorial Periferica","2012",22.95,17.2,0,0,"ISBN"
"9788492865406PAPI112018SP","9788492865406","Papi","Indiana, Rita","","Editorial Periferica","2012",25.5,19.15,0,0,"ISBN"
"0J. Coltrane / 820002010FA","0","J. Coltrane / 8","","","","2000",,,0,0,"OTI"
"0O. Coleman / 1420002010FA","0","O. Coleman / 14","","","","2000",,,0,0,"OTI"
"8220100478086EBK HORIZONS6","8220100478086","Ebk Horizons                           ","Manley        ","","Yuzu      ","",53,0,0,0,"COOP"
"9780060892890HUMAN082013SP","9780060892890","Human: The Science Behind What Makes Your Brain Unique","Gazzaniga, Michael S.","","HarperCollins Publishers","2009",17,12.75,0,0,"ISBN"
"9780060892890HUMAN082014SP","9780060892890","Human: The Science Behind What Makes Your Brain Unique","Gazzaniga, Michael S.","","HarperCollins Publishers","2009",17,12.75,0,0,"ISBN"
"9780060892890HUMAN082016SP","9780060892890","Human: The Science Behind What Makes Your Brain Unique","Gazzaniga, Michael S.","","HarperCollins Publishers","2009",17,12.75,0,0,"ISBN"
"9780060931728ARIEL652011FA","9780060931728","Ariel: Poems","Plath, Sylvia","","HarperCollins Publishers","2018",12,9,0,0,"ISBN"
"9780060931728ARIEL652011SP","9780060931728","Ariel: Poems","Plath, Sylvia","","HarperCollins Publishers","2018",12,9,0,0,"ISBN"
"9780060931728ARIEL652012FA","9780060931728","Ariel: Poems","Plath, Sylvia","","HarperCollins Publishers","2018",13,9.75,0,0,"ISBN"
"9780060931728ARIEL652014SP","9780060931728","Ariel: Poems","Plath, Sylvia","","HarperCollins Publishers","2018",12.99,9.75,0,0,"ISBN"
"9780060931728ARIEL652015FA","9780060931728","Ariel: Poems","Plath, Sylvia","","HarperCollins Publishers","2018",12.99,9.75,0,0,"ISBN"
"9780060931728ARIEL652015SP","9780060931728","Ariel: Poems","Plath, Sylvia","","HarperCollins Publishers","2018",13,9.75,0,0,"ISBN"
"9780060931728ARIEL652021FA","9780060931728","Ariel: Poems","Plath, Sylvia","","HarperCollins Publishers","2018",14,10.5,9.5,6.6,"ISBN"
"9780060931728ARIEL652024FA","9780060931728","Ariel: Poems","Plath, Sylvia","","HarperCollins Publishers","2018",13.99,10.49,9.5,6.9,"ISBN"
"9780060931728ARIEL652024SP","9780060931728","Ariel: Poems","Plath, Sylvia","","HarperCollins Publishers","2018",13.99,10.49,0,0,"ISBN"
"9780060931728ARIEL652025FA","9780060931728","Ariel: Poems","Plath, Sylvia","","HarperCollins Publishers","2018",15.99,11.99,13.9,7.2,"ISBN"
"9780060934347DON QUIXOTE05","9780060934347","Don Quixote","de Cervantes, Miguel; Bloom, Harold (Introduction by); Grossman, Edith","","HarperCollins Publishers","2005",17,12.75,0,0,"ISBN"
"9780061159176KNOWN WORLD03","9780061159176","The Known World","Jones, Edward P.","","HarperCollins Publishers","2006",17,12.75,0,0,"ISBN"
"9780061159176KNOWN WORLD03","9780061159176","The Known World","Jones, Edward P.","","HarperCollins Publishers","2006",16.99,12.75,0,0,"ISBN"
"9780061994951TUBES132014SP","9780061994951","Tubes: A Journey to the Center of the Internet","Blum, Andrew","","HarperCollins Publishers","2013",15.99,12,0,0,"ISBN"
"9780062046284ILIAD152017FA","9780062046284","The Iliad: A New Translation by Caroline Alexander","Homer; Alexander, Caroline","","HarperCollins Publishers","2016",20,15,0,0,"ISBN"
"9780062046284ILIAD152017SP","9780062046284","The Iliad: A New Translation by Caroline Alexander","Homer; Alexander, Caroline","","HarperCollins Publishers","2016",20,15,0,0,"ISBN"
"9780062046284ILIAD152019FA","9780062046284","The Iliad: A New Translation by Caroline Alexander","Homer; Alexander, Caroline","","HarperCollins Publishers","2016",20,15,0,0,"ISBN"
"9780062046284ILIAD152020FA","9780062046284","The Iliad: A New Translation by Caroline Alexander","Homer; Alexander, Caroline","","HarperCollins Publishers","2016",20,15,0,0,"ISBN"
"9780062046284ILIAD152021SP","9780062046284","The Iliad: A New Translation by Caroline Alexander","Homer; Alexander, Caroline","","HarperCollins Publishers","2016",20,15,13.6,9.4,"ISBN"
"9780062046284ILIAD152022FA","9780062046284","The Iliad: A New Translation by Caroline Alexander","Homer; Alexander, Caroline","","HarperCollins Publishers","2016",19.99,14.99,13.6,9.9,"ISBN"
"9780062046284ILIAD152022SP","9780062046284","The Iliad: A New Translation by Caroline Alexander","Homer; Alexander, Caroline","","HarperCollins Publishers","2016",19.99,14.99,13.6,9.9,"ISBN"
"9780062046284ILIAD152023FA","9780062046284","The Iliad: A New Translation by Caroline Alexander","Homer; Alexander, Caroline","","HarperCollins Publishers","2016",19.99,14.99,0,0,"ISBN"
"9780062046284ILIAD152023SP","9780062046284","The Iliad: A New Translation by Caroline Alexander","Homer; Alexander, Caroline","","HarperCollins Publishers","2016",19.99,14.99,0,0,"ISBN"
"9780062046284ILIAD152025FA","9780062046284","The Iliad: A New Translation by Caroline Alexander","Homer; Alexander, Caroline","","HarperCollins Publishers","2016",19.99,14.99,14.6,10,"ISBN"
"9780062065254ROUND HOUSE12","9780062065254","The Round House","Erdrich, Louise","","HarperCollins Publishers","2013",16,12,0,0,"ISBN"
"9780062391209SPEAK152023FA","9780062391209","Speak: A Novel","Hall, Louisa","","HarperCollins Publishers","2016",16.99,12.74,0,0,"ISBN"
"9780062391209SPEAK152023SP","9780062391209","Speak: A Novel","Hall, Louisa","","HarperCollins Publishers","2016",16.99,12.74,0,0,"ISBN"
"9780133235746BIOLOGY2019FA","9780133235746","Miller and Levine Biology 2014 Student Edition Grade 10","Prentice-Hall Staff","","Pearson School","2012",140.2,105.15,0,0,"ISBN"
"9780141439549MIDDLEMARCH94","9780141439549","Middlemarch","Eliot, George; Ashton, Rosemary (Editor, Introduction by, Notes by)","","Penguin Publishing Group","2003",12,9,0,0,"ISBN"
"9780141441115TONO-BUNGAY06","9780141441115","Tono-Bungay","Wells, H. G.; Parrinder, Patrick (Text by, Editor); Mendelson, Edward (Foreword by, Introduction by, Notes by)","","Penguin Publishing Group","2005",15,11.25,0,0,"ISBN"
"9780143039648GUIDE062012JA","9780143039648","The Guide","Gorra, Michael (Introduction by); Narayan, R. K.","06     ","Penguin Group (USA) Incorporated","2006",15,11.25,0,0,"ISBN"
"9780143039648GUIDE062012SP","9780143039648","The Guide","Gorra, Michael (Introduction by); Narayan, R. K.","06     ","Penguin Group (USA) Incorporated","2006",15,11.25,0,0,"ISBN"
"9780143039648GUIDE062013JA","9780143039648","The Guide","Gorra, Michael (Introduction by); Narayan, R. K.","06     ","Penguin Group (USA) Incorporated","2006",15,11.25,0,0,"ISBN"
"9780143115267NUDGE082011FA","9780143115267","Nudge: Improving Decisions about Health, Wealth, and Happiness","Thaler, Richard H.; Sunstein, Cass R.","","Penguin Group (USA) Incorporated","2009",16,12,0,0,"ISBN"
"9780143115267NUDGE082012FA","9780143115267","Nudge: Improving Decisions about Health, Wealth, and Happiness","Thaler, Richard H.; Sunstein, Cass R.","","Penguin Group (USA) Incorporated","2009",16,12,0,0,"ISBN"
"9780143115267NUDGE082013FA","9780143115267","Nudge: Improving Decisions about Health, Wealth, and Happiness","Thaler, Richard H.; Sunstein, Cass R.","","Penguin Group (USA) Incorporated","2009",16,12,0,0,"ISBN"
"9780143115267NUDGE082014FA","9780143115267","Nudge: Improving Decisions about Health, Wealth, and Happiness","Thaler, Richard H.; Sunstein, Cass R.","","Penguin Group (USA) Incorporated","2009",16,12,0,0,"ISBN"
"9780195373196CHINA072011SP","9780195373196","China: Fragile Superpower","Shirk, Susan L.","07     ","Oxford University Press, Incorporated","2008",16.95,12.7,0,0,"ISBN"
"9780199536863MAJOR WORKS84","9780199536863","William Wordsworth - The Major Works: Including the Prelude","Wordsworth, William; Gill, Stephen Charles (Editor)","","Oxford University Press, Incorporated","2008",18.95,14.2,0,0,"ISBN"
"9780199537334MAJOR WORKS86","9780199537334","Lord Byron: The Major Works","Byron, Lord; McGann, Jerome J. (Editor)","","Oxford University Press, Incorporated","2008",18.95,14.2,0,0,"ISBN"
"9780262061414GAME THEORY91","9780262061414","Game Theory","Fudenberg, Drew; Tirole, Jean","","MIT Press","1991",116.65,87.5,0,0,"ISBN"
"9780300144703NUDGE082021SP","9780300144703","Nudge: Improving Decisions about Health, Wealth and Happiness","Thaler, Richard H.","","Yale University Press","2008",50,37.5,45,21,"ISBN"
"9780300180848DEATH122018SP","9780300180848","Death","Kagan, Shelly","","Yale University Press","2012",18,13.5,0,0,"ISBN"
"9780300180848DEATH122019SP","9780300180848","Death","Kagan, Shelly","","Yale University Press","2012",18,13.5,0,0,"ISBN"
"9780307264237MERCY082013FA","9780307264237","A Mercy","Morrison, Toni","","Knopf Doubleday Publishing Group","2008",23.95,17.95,0,0,"ISBN"
"9780312243029HOURS982011FA","9780312243029","The Hours","Cunningham, Michael","98     ","Picador","2000",14,10.5,0,0,"ISBN"
"9780312243029HOURS982011SP","9780312243029","The Hours","Cunningham, Michael","98     ","Picador","2000",14,10.5,0,0,"ISBN"
"9780312243029HOURS982012FA","9780312243029","The Hours","Cunningham, Michael","98     ","Picador","2000",14,10.5,0,0,"ISBN"
"9780312243029HOURS982012SP","9780312243029","The Hours","Cunningham, Michael","98     ","Picador","2000",14,10.5,0,0,"ISBN"
"9780312243029HOURS982013FA","9780312243029","The Hours","Cunningham, Michael","98     ","Picador","2000",14,10.5,0,0,"ISBN"
"9780316113519SPARK082024SP","9780316113519","Spark: The Revolutionary New Science of Exercise and the Brain","Hagerman, Eric (As told to); Ratey, John J.","","Little Brown & Company","2013",19.99,14.99,0,0,"ISBN"
"9780316556323CIRCE202024SP","9780316556323","Circe","Miller, Madeline","","Little Brown & Company","2020",18.99,14.24,0,0,"ISBN"
"9780316570602POWER232025FA","9780316570602","The Power","Alderman, Naomi","","Little Brown & Company","2023",18.99,14.24,13.3,9.5,"ISBN"
"9780321507433ECOLOGY6TH 09","9780321507433","Ecology: The Experimental Analysis of Distribution and Abundance","Krebs, Charles J.","6","Benjamin-Cummings Publishing Company","2008",202.1,151.6,0,0,"ISBN"
"9780321507433ECOLOGY6TH 09","9780321507433","Ecology: The Experimental Analysis of Distribution and Abundance","Krebs, Charles J.","6","Benjamin-Cummings Publishing Company","2008",208.35,156.25,0,0,"ISBN"
"9780374500016NIGHT062017FA","9780374500016","Night","Wiesel, Elie (Author, Preface by); Wiesel, Marion (Translator)","2","Farrar, Straus & Giroux","2006",9.95,7.45,0,0,"ISBN"
"9780374500016NIGHT062018FA","9780374500016","Night","Wiesel, Elie (Author, Preface by); Wiesel, Marion (Translator)","2","Farrar, Straus & Giroux","2006",9.95,7.45,0,0,"ISBN"
"9780374500016NIGHT062022FA","9780374500016","Night","Wiesel, Elie (Author, Preface by); Wiesel, Marion (Translator)","2","Farrar, Straus & Giroux","2006",12,9,8.15,5.95,"ISBN"
"9780374500016NIGHT062022SP","9780374500016","Night","Wiesel, Elie (Author, Preface by); Wiesel, Marion (Translator)","2","Farrar, Straus & Giroux","2006",12,9,8.15,5.95,"ISBN"
"9780374500016NIGHT062023FA","9780374500016","Night","Wiesel, Elie (Author, Preface by); Wiesel, Marion (Translator)","2","Farrar, Straus & Giroux","2006",12,9,0,0,"ISBN"
"9780374500016NIGHT062024FA","9780374500016","Night","Wiesel, Elie (Author, Preface by); Wiesel, Marion (Translator)","2","Farrar, Straus & Giroux","2006",12,9,8.75,6,"ISBN"
"9780374500016NIGHT062025FA","9780374500016","Night","Wiesel, Elie (Author, Preface by); Wiesel, Marion (Translator)","2","Farrar, Straus & Giroux","2006",13,9.75,9.5,6.5,"ISBN"
"9780374529055ILIAD042012SP","9780374529055","Iliad: The Fitzgerald Translation","Fitzgerald, Robert (Translator); Homer, Robert F.","04     ","Farrar, Straus & Giroux","2004",14,10.5,0,0,"ISBN"
"9780375507250CLOUD ATLAS04","9780375507250","Cloud Atlas","Mitchell, David","","Random House Publishing Group","2004",16,12,0,0,"ISBN"
"9780375702242IDIOT012018SP","9780375702242","The Idiot","Carlisle, Henry; Pevear, Richard (Translator); Volokhonsky, Larissa (Translator); Dostoevsky, Fyodor","","Knopf Doubleday Publishing Group","2003",16.95,12.7,0,0,"ISBN"
"9780375702242IDIOT012019SP","9780375702242","The Idiot","Carlisle, Henry; Pevear, Richard (Translator); Volokhonsky, Larissa (Translator); Dostoevsky, Fyodor","","Knopf Doubleday Publishing Group","2003",16.95,12.7,0,0,"ISBN"
"9780375702242IDIOT012020SP","9780375702242","The Idiot","Carlisle, Henry; Pevear, Richard (Translator); Volokhonsky, Larissa (Translator); Dostoevsky, Fyodor","","Knopf Doubleday Publishing Group","2003",16.95,12.7,11.55,7.95,"ISBN"
"9780375702242IDIOT012021SP","9780375702242","The Idiot","Carlisle, Henry; Pevear, Richard (Translator); Volokhonsky, Larissa (Translator); Dostoevsky, Fyodor","","Knopf Doubleday Publishing Group","2003",16.95,12.7,11.55,7.95,"ISBN"
"9780375702242IDIOT012021SU","9780375702242","The Idiot","Carlisle, Henry; Pevear, Richard (Translator); Volokhonsky, Larissa (Translator); Dostoevsky, Fyodor","","Knopf Doubleday Publishing Group","2003",16.95,12.7,11.55,8.35,"ISBN"
"9780375724749NAOMI852012SP","9780375724749","Naomi: A Novel","Tanizaki, Junichiro","85     ","Knopf Doubleday Publishing Group","2001",15,11.25,0,0,"ISBN"
"9780375724749NAOMI852021FA","9780375724749","Naomi","Tanizaki, Jun'ichiro","","Knopf Doubleday Publishing Group","2001",16.95,12.7,11.55,7.95,"ISBN"
"9780385352543ON THE MOVE15","9780385352543","On the Move: A Life","Sacks, Oliver","","Random House Children's Books","2015",27.95,20.95,0,0,"ISBN"
"9780393339109EBK AUDITION0","9780393339109","Ebk Audition                           ","Murakami      ","","Yuzu      ","",12.2,0,0,0,"COOP"
"9780393339109EBK AUDITION0","9780393339109","Ebk Audition                           ","Murakami      ","","Yuzu      ","",13.85,0,0,0,"COOP"
"9780393345438CRAZY BRAVE12","9780393345438","Crazy Brave","Harjo, Joy","","W. W. Norton & Company, Incorporated","2013",16.6,12.45,0,0,"ISBN"
"9780394823379LORAX712013SP","9780394823379","The Lorax","Seuss, Dr. (Author, Illustrator)","71     ","Random House Children's Books","1971",14.95,11.2,0,0,"ISBN"
"9780399591167GREEN182024FA","9780399591167","Green: A Novel","Graham-Felsen, Sam","","Random House Publishing Group","2018",17,12.75,15.05,7.5,"ISBN"
"9780486268712LYRIC POEMS91","9780486268712","Lyric Poems","Keats, John","","Dover Publications, Incorporated","1991",3,2.25,0,0,"ISBN"
"9780486275482MEDEA932018SP","9780486275482","Medea","Warner, Rex (Translator); Eurípides","","Dover Publications, Incorporated","1993",3,2.25,0,0,"ISBN"
"9780486432281UNDECIDABLE04","9780486432281","The Undecidable: Basic Papers on Undecidable Propositions, Unsolvable Problems and Computable Functions","Davis, Martin (Editor)","","Dover Publications, Incorporated","2004",24.95,18.7,0,0,"ISBN"
"9780520250628ALIEN OCEAN09","9780520250628","Alien Ocean: Anthropological Voyages in Microbial Seas","Helmreich, Stefan","","University of California Press","2009",31.95,23.95,0,0,"ISBN"
"9780520250628ALIEN OCEAN09","9780520250628","Alien Ocean: Anthropological Voyages in Microbial Seas","Helmreich, Stefan","","University of California Press","2009",38.85,29.15,0,0,"ISBN"
"9780553272536NIGHT602011FA","9780553272536","Night","Wiesel, Elie; Rodway, Stella (Translator); Mauriac, Francois (Foreword by); Brown, Robert McAfee (Preface by)","60     ","Random House Publishing Group","1982",6,4.5,0,0,"ISBN"
"9780671792251CLASS832011SP","9780671792251","Class: A Guide Through the American Status System","Fussell Jr., Paul; De Avillez, Martim (Illustrator); Fussell, Paul","83     ","Simon & Schuster","1992",15,11.25,0,0,"ISBN"
"9780674009967CAIRO012014SP","9780674009967","Cairo","Raymond, André; Wood, Willard (Translator)","","Harvard University Press","2002",29.5,22.15,0,0,"ISBN"
"9780679729525AENEID(REV)83","9780679729525","The Aeneid","Virgil; Fitzgerald, Robert (Translator)","","Knopf Doubleday Publishing Group","1990",14,10.5,0,0,"ISBN"
"9780691152639FAULT LINES10","9780691152639","Fault Lines: How Hidden Fractures Still Threaten the World Economy","Rajan, Raghuram G.","","Princeton University Press","2011",17.95,13.45,0,0,"ISBN"
"9780738201535CLOCK SPEED98","9780738201535","Clockspeed: Winning Industry Control in the Age of Temporary Advantage","Fine, Charles H.","","Basic Books","1999",18,13.5,0,0,"ISBN"
"9780765385253BINTI152018FA","9780765385253","Binti","Okorafor, Nnedi","","Tom Doherty Associates, LLC","2015",9.99,7.5,0,0,"ISBN"
"9780765385253BINTI152019FA","9780765385253","Binti","Okorafor, Nnedi","","Tom Doherty Associates, LLC","2015",9.99,7.5,0,0,"ISBN"
"9780802132895FRISK912011SP","9780802132895","Frisk: A Novel","Cooper, Dennis","","Grove/Atlantic, Incorporated","1993",12,9,0,0,"ISBN"
"9780802132895FRISK912014FA","9780802132895","Frisk: A Novel","Cooper, Dennis","","Grove/Atlantic, Incorporated","1993",12,9,0,0,"ISBN"
"9780802141293TROLL032012FA","9780802141293","Troll: A Love Story","Sinisalo, Johanna; Lomas, Herbert (Translator)","","Grove/Atlantic, Incorporated","2004",12,9,0,0,"ISBN"
"9780802141293TROLL032014FA","9780802141293","Troll: A Love Story","Sinisalo, Johanna; Lomas, Herbert (Translator)","","Grove/Atlantic, Incorporated","2004",12,9,0,0,"ISBN"
"9780804170932ON THE MOVE15","9780804170932","On the Move: A Life","Sacks, Oliver","","Knopf Doubleday Publishing Group","2016",16.95,12.7,0,0,"ISBN"
"9780804727815MUSES962012SP","9780804727815","The Muses","Nancy, Jean-Luc; Kamuf, Peggy (Translator)","96     ","Stanford University Press","1997",27.7,20.8,0,0,"ISBN"
"9780805093353HAITI122012SP","9780805093353","Haiti: The Aftershocks of History","Dubois, Laurent","12     ","Henry Holt & Company","2012",32,24,0,0,"ISBN"
"9780816612871NOISE852011FA","9780816612871","Noise: The Political Economy of Music","Attali, Jacques; Massumi, Brian (Translator); Jameson, Fredric (Foreword by); McClary, Susan (Afterword by)","","University of Minnesota Press","1985",21.65,16.25,0,0,"ISBN"
"9780816612871NOISE852019SP","9780816612871","Noise: The Political Economy of Music","Attali, Jacques; Massumi, Brian (Translator); Jameson, Fredric (Foreword by); McClary, Susan (Afterword by)","","University of Minnesota Press","1985",21.65,16.25,0,0,"ISBN"
"9780816653522OTAKU092012FA","9780816653522","Otaku: Japan's Database Animals","Azuma, Hiroki; Abel, Jonathan E. (Translator); Kono, Shion (Translator)","09     ","University of Minnesota Press","2009",17.95,13.45,0,0,"ISBN"
"9780819571694ZONG!082019SP","9780819571694","Zong!","Philip, M. Nourbese; Boateng, Setaey Adamu (Other)","","Wesleyan University Press","2011",19.95,14.95,0,0,"ISBN"
"9780822204152FOOL F/LOVE84","9780822204152","Fool for Love","Shepard, Sam","","Dramatists Play Service, Incorporated","1984",9,6.75,0,0,"ISBN"
"9780822230885AWAKE172022FA","9780822230885","The Awake","Urban, Ken","","Dramatists Play Service, Incorporated","2014",11,8.25,9.75,4.85,"ISBN"
"9780871407184PEARL162017SP","9780871407184","Pearl: A New Verse Translation","Armitage, Simon","","Liveright Publishing Corporation","2016",24.95,18.7,0,0,"ISBN"
"9780967967103RADIO122011SP","9780967967103","Radio: An Illustrated Guide","Abel, Jessica; Glass, Ira","","W B E Z Alliance, Incorporated","1999",5,3.75,0,0,"ISBN"
"9780967967103RADIO122013SP","9780967967103","Radio: An Illustrated Guide","Abel, Jessica; Glass, Ira","","W B E Z Alliance, Incorporated","1999",3.95,2.95,0,0,"ISBN"
"9780967967103RADIO122016SP","9780967967103","Radio: An Illustrated Guide","Abel, Jessica; Glass, Ira","","W B E Z Alliance, Incorporated","1999",3.95,2.95,0,0,"ISBN"
"9780967967103RADIO122017SP","9780967967103","Radio: An Illustrated Guide","Abel, Jessica; Glass, Ira","","W B E Z Alliance, Incorporated","1999",0,0,0,0,"ISBN"
"9780967967103RADIO122018SP","9780967967103","Radio: An Illustrated Guide","Abel, Jessica; Glass, Ira","","W B E Z Alliance, Incorporated","1999",3.95,2.95,0,0,"ISBN"
"9780967967103RADIO122019SP","9780967967103","Radio: An Illustrated Guide","Abel, Jessica; Glass, Ira","","W B E Z Alliance, Incorporated","1999",3.45,2.6,0,0,"ISBN"
"9780967967103RADIO122020SP","9780967967103","Radio: An Illustrated Guide","Abel, Jessica; Glass, Ira","","W B E Z Alliance, Incorporated","1999",3.45,2.6,3.05,1.45,"ISBN"
"9781250002365HAITI132014SP","9781250002365","Haiti: The Aftershocks of History","Dubois, Laurent","","Picador","2013",20,15,0,0,"ISBN"
"9781250002365HAITI132017SP","9781250002365","Haiti: The Aftershocks of History","Dubois, Laurent","","Picador","2013",21,15.75,0,0,"ISBN"
"978125008133910:04152018SP","9781250081339","10:04: a Novel","Lerner, Ben","","Picador","2015",16,12,0,0,"ISBN"
"978125008133910:04152019FA","9781250081339","10:04: a Novel","Lerner, Ben","","Picador","2015",16,12,0,0,"ISBN"
"9781285965970EBK HORIZONS6","9781285965970","Ebk Horizons                           ","Manley        ","","Yuzu      ","",74,0,0,0,"COOP"
"9781408133477TEMPESTREV 11","9781408133477","The Tempest","Shakespeare, William; Vaughan, Alden T. (Editor); Vaughan, Virginia Mason","4","Bloomsbury Publishing USA","2011",15.95,11.95,0,0,"ISBN"
"9781408133477TEMPESTREV 11","9781408133477","The Tempest","Shakespeare, William; Vaughan, Alden T. (Editor); Vaughan, Virginia Mason","4","Bloomsbury Publishing USA","2011",17.7,13.3,0,0,"ISBN"
"9781411400764TEMPEST2012FA","9781411400764","The Tempest","Shakespeare, William; Shakespeare, William; Kastan, David Scott; McMullan, Gordon","       ","Barnes & Noble, Incorporated","2007",7.95,5.95,0,0,"ISBN"
"9781421414935GENERIC1ST 14","9781421414935","Generic: The Unbranding of Modern Medicine","Greene, Jeremy A.","","Johns Hopkins University Press","2014",29.95,22.45,0,0,"ISBN"
"9781451684933BAILOUT2013FA","9781451684933","Bailout: An Inside Account of How Washington Abandoned Main Street While Rescuing Wall Street","Barofsky, Neil","       ","Free Press","2012",26,19.5,0,0,"ISBN"
"9781457602702LISTEN72012FA","9781457602702","Listen                                 ","Kerman        ","7      ","Mps       ","",104.15,78.1,0,0,"COOP"
"9781511689304ARCHIVO2016SP","9781511689304","Archivo","Lage, Jorge Enrique; Ediciones, Hypermedia (Editor)","","CreateSpace Independent Publishing Platform","2015",16,12,0,0,"ISBN"
"9781559361354VENUS972015SP","9781559361354","Venus","Parks, Suzan-Lori","","Theatre Communications Group, Incorporated","1997",14.95,11.2,0,0,"ISBN"
"9781559361354VENUS972016SP","9781559361354","Venus","Parks, Suzan-Lori","","Theatre Communications Group, Incorporated","1997",14.95,11.2,0,0,"ISBN"
"9781559364263EBK CHINGLISH","9781559364263","Ebk Chinglish                          ","Hwang         ","","Dgtl Bncom","",14.95,11.2,0,0,"COOP"
"9781559365321SWEAT172018FA","9781559365321","Sweat","Nottage, Lynn","","Theatre Communications Group, Incorporated","2017",14.95,11.2,0,0,"ISBN"
"9781559365321SWEAT172019SP","9781559365321","Sweat","Nottage, Lynn","","Theatre Communications Group, Incorporated","2017",14.95,11.2,0,0,"ISBN"
"9781561634644WAR FIX2013SP","9781561634644","War Fix","Axe, David; Olexa, Steve","       ","NBM Publishing Company","2006",9.95,7.45,0,0,"ISBN"
"9781573226066DROWN962012SP","9781573226066","Drown","Díaz, Junot","","Penguin Publishing Group","1997",15,11.25,0,0,"ISBN"
"9781573226066DROWN962014FA","9781573226066","Drown","Díaz, Junot","","Penguin Publishing Group","1997",15,11.25,0,0,"ISBN"
"9781573226066DROWN962015FA","9781573226066","Drown","Díaz, Junot","","Penguin Publishing Group","1997",16,12,0,0,"ISBN"
"9781573226066DROWN962015SP","9781573226066","Drown","Díaz, Junot","","Penguin Publishing Group","1997",16,12,0,0,"ISBN"
"9781573226066DROWN962017SP","9781573226066","Drown","Díaz, Junot","","Penguin Publishing Group","1997",16,12,0,0,"ISBN"
"9781619028258TRACE152018SP","9781619028258","Trace: Memory, History, Race, and the American Landscape","Savoy, Lauret","","Counterpoint Press","2016",16.95,12.7,0,0,"ISBN"
"9781619028258TRACE152021SP","9781619028258","Trace: Memory, History, Race, and the American Landscape","Savoy, Lauret","","Counterpoint Press","2016",16.95,12.7,11.55,7.95,"ISBN"
"9781619028258TRACE152023SP","9781619028258","Trace: Memory, History, Race, and the American Landscape","Savoy, Lauret","","Counterpoint Press","2016",16.95,12.71,0,0,"ISBN"
"9781619028258TRACE152024SP","9781619028258","Trace: Memory, History, Race, and the American Landscape","Savoy, Lauret","","Counterpoint Press","2016",16.95,12.71,0,0,"ISBN"
"9781631492549PEARL172017SP","9781631492549","Pearl: A New Verse Translation","Armitage, Simon (Translator)","","Liveright Publishing Corporation","2017",14.95,11.2,0,0,"ISBN"
"9781904271338HAMLET(REV)06","9781904271338","Hamlet","Shakespeare, William; Taylor, Neil (Editor); Thompson, Ann (Editor)","3","Bloomsbury Publishing Plc","2006",17,12.75,0,0,"ISBN"
"9781904271338HAMLET(REV)06","9781904271338","Hamlet","Shakespeare, William; Taylor, Neil (Editor); Thompson, Ann (Editor)","3","Bloomsbury Publishing Plc","2006",18.9,14.2,0,0,"ISBN"
"9788433973559AMULETO2013SP","9788433973559","Amuleto                                ","Bolano        ","       ","Anagrama  ","",14.95,11.2,0,0,"COOP"
"N/ACourse has no materials","N/A","Course has no materials","Course has no materials","","","N/A",0,0,0,0,"ISBN"
"N/ACourse has no materials","N/A","Course has no materials","Course has no materials","","","N/A",66.6,49.95,0,0,"ISBN"
"0Heckman, D. / 2420002010FA","0","Heckman, D. / 24","","","","2000",,,0,0,"OTI"
"8220108120888EBK EMMA2024FA","8220108120888","Ebk Emma","Austen","","Vst","",3.25,0,0,0,"COOP"
"8220117192814EBK FLOW2024FA","8220117192814","Ebk Flow","Csikszentmihal","","Vst","",14.99,0,0,0,"COOP"
"9780023150203WAR+POLITICS73","9780023150203","War and Politics","Brodie, Bernard","","Longman Publishing Group","1974",269.15,201.85,0,0,"ISBN"
"9780060972455TRACKS882016SP","9780060972455","Tracks","Erdrich, Louise","","HarperCollins Publishers","2004",15,11.25,0,0,"ISBN"
"9780061977961REAMDE112012SP","9780061977961","Reamde","Stephenson, Neal","11     ","HarperCollins Publishers","2011",35,26.25,0,0,"ISBN"
"9780062420718HUNGER172024FA","9780062420718","Hunger: A Memoir of (My) Body","Gay, Roxane","","HarperCollins Publishers","2018",16.99,12.74,12.4,8.5,"ISBN"
