"FCLT_ROOM_HIST_KEY","FISCAL_PERIOD","FCLT_ROOM_KEY","BUILDING_ROOM","FCLT_BUILDING_KEY","FLOOR","FCLT_FLOOR_KEY","ROOM","SPACE_ID","FCLT_MAJOR_USE_KEY","MAJOR_USE_DESC","FCLT_USE_KEY","USE_DESC","FCLT_MINOR_USE_KEY","MINOR_USE_DESC","FCLT_ORGANIZATION_KEY","ORGANIZATION_NAME","FCLT_MINOR_ORGANIZATION_KEY","MINOR_ORGANIZATION","AREA","ROOM_FULL_NAME","DEPT_CODE","ACCESS_LEVEL","LATITUDE_WGS","LONGITUDE_WGS","NORTHING_SPCS","EASTING_SPCS","WAREHOUSE_LOAD_DATE"
"1-246E-201505","201505","1-246E","1-246E","1","2","1-2","246E","1-2-246E","107","MECHANIC","153","ELEC","","","149","DOF","","",12.64,"","","0",,,,,01-DEC-14
"1-249-201505","201505","1-249","1-249","1","2","1-2","249","1-2-249","108","OFFICES","158","OFF","","","132","CIVIL","","",711.25,"","","2",,,,,01-DEC-14
"1-250-201505","201505","1-250","1-250","1","2","1-2","250","1-2-250","108","OFFICES","158","OFF","","","132","CIVIL","","",323.39,"","","2",,,,,01-DEC-14
"1-250AA-201505","201505","1-250AA","1-250AA","1","2","1-2","250AA","1-2-250AA","107","MECHANIC","156","U/M","","","149","DOF","","",7.03,"","","0",,,,,01-DEC-14
"1-251-201505","201505","1-251","1-251","1","2","1-2","251","1-2-251","108","OFFICES","159","OFF SV","","","132","CIVIL","","",98.35,"","","2",,,,,01-DEC-14
"1-252-201505","201505","1-252","1-252","1","2","1-2","252","1-2-252","108","OFFICES","159","OFF SV","","","132","CIVIL","","",251.57,"","","2",,,,,01-DEC-14
"1-252T-201505","201505","1-252T","1-252T","1","2","1-2","252T","1-2-252T","107","MECHANIC","155","TELE","","","149","DOF","","",93.23,"","","0",,,,,01-DEC-14
"1-253-201505","201505","1-253","1-253","1","2","1-2","253","1-2-253","108","OFFICES","162","SECY/R","","","132","CIVIL","","",241.47,"","","2",,,,,01-DEC-14
"1-253B-201505","201505","1-253B","1-253B","1","2","1-2","253B","1-2-253B","108","OFFICES","158","OFF","","","132","CIVIL","","",153.28,"","","2",,,,,01-DEC-14
"1-253C-201505","201505","1-253C","1-253C","1","2","1-2","253C","1-2-253C","108","OFFICES","158","OFF","","","132","CIVIL","","",306.19,"","","2",,,,,01-DEC-14
"1-253D-201505","201505","1-253D","1-253D","1","2","1-2","253D","1-2-253D","108","OFFICES","159","OFF SV","","","132","CIVIL","","",7.25,"","","2",,,,,01-DEC-14
"1-253F-201505","201505","1-253F","1-253F","1","2","1-2","253F","1-2-253F","108","OFFICES","159","OFF SV","","","132","CIVIL","","",12.15,"","","2",,,,,01-DEC-14
"1-263-201505","201505","1-263","1-263","1","2","1-2","263","1-2-263","108","OFFICES","158","OFF","","","132","CIVIL","","",211.42,"","","2",,,,,01-DEC-14
"1-265-201505","201505","1-265","1-265","1","2","1-2","265","1-2-265","101","BLDG SRV","102","F LAV","","","149","DOF","","",253.96,"","","3",,,,,01-DEC-14
"1-267-201505","201505","1-267","1-267","1","2","1-2","267","1-2-267","101","BLDG SRV","106","M LAV","","","149","DOF","","",219.96,"","","3",,,,,01-DEC-14
"1-267J-201505","201505","1-267J","1-267J","1","2","1-2","267J","1-2-267J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",30.22,"","","1",,,,,01-DEC-14
"1-267Z-201505","201505","1-267Z","1-267Z","1","2","1-2","267Z","1-2-267Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",25.56,"","","0",,,,,01-DEC-14
"1-270-201505","201505","1-270","1-270","1","2","1-2","270","1-2-270","108","OFFICES","158","OFF","","","132","CIVIL","","",182.08,"","","2",,,,,01-DEC-14
"1-271-201505","201505","1-271","1-271","1","2","1-2","271","1-2-271","108","OFFICES","158","OFF","","","132","CIVIL","","",251.63,"","","2",,,,,01-DEC-14
"1-271E-201505","201505","1-271E","1-271E","1","2","1-2","271E","1-2-271E","107","MECHANIC","153","ELEC","","","149","DOF","","",5.64,"","","0",,,,,01-DEC-14
"1-272-201505","201505","1-272","1-272","1","2","1-2","272","1-2-272","108","OFFICES","158","OFF","","","132","CIVIL","","",161.96,"","","2",,,,,01-DEC-14
"1-273-201505","201505","1-273","1-273","1","2","1-2","273","1-2-273","103","CLASSRMS","114","CLASS","","","233","REGIST","","",472.5,"","","2",,,,,01-DEC-14
"1-274-201505","201505","1-274","1-274","1","2","1-2","274","1-2-274","108","OFFICES","158","OFF","","","132","CIVIL","","",147.58,"","","2",,,,,01-DEC-14
"1-276-201505","201505","1-276","1-276","1","2","1-2","276","1-2-276","108","OFFICES","158","OFF","","","132","CIVIL","","",157.17,"","","2",,,,,01-DEC-14
"1-277-201505","201505","1-277","1-277","1","2","1-2","277","1-2-277","103","CLASSRMS","114","CLASS","","","233","REGIST","","",415.63,"","","2",,,,,01-DEC-14
"1-278-201505","201505","1-278","1-278","1","2","1-2","278","1-2-278","108","OFFICES","158","OFF","","","132","CIVIL","","",148.54,"","","2",,,,,01-DEC-14
"1-280-201505","201505","1-280","1-280","1","2","1-2","280","1-2-280","108","OFFICES","158","OFF","","","132","CIVIL","","",147.03,"","","2",,,,,01-DEC-14
"1-281-201505","201505","1-281","1-281","1","2","1-2","281","1-2-281","108","OFFICES","158","OFF","","","132","CIVIL","","",282.64,"","","2",,,,,01-DEC-14
"1-282-201505","201505","1-282","1-282","1","2","1-2","282","1-2-282","108","OFFICES","158","OFF","","","132","CIVIL","","",149.63,"","","2",,,,,01-DEC-14
"1-283-201505","201505","1-283","1-283","1","2","1-2","283","1-2-283","108","OFFICES","158","OFF","","","132","CIVIL","","",224.15,"","","2",,,,,01-DEC-14
"1-284-201505","201505","1-284","1-284","1","2","1-2","284","1-2-284","108","OFFICES","158","OFF","","","132","CIVIL","","",198.38,"","","2",,,,,01-DEC-14
"1-290-201505","201505","1-290","1-290","1","2","1-2","290","1-2-290","108","OFFICES","159","OFF SV","","","132","CIVIL","","",336.49,"","","2",,,,,01-DEC-14
"1-290A-201505","201505","1-290A","1-290A","1","2","1-2","290A","1-2-290A","108","OFFICES","159","OFF SV","","","132","CIVIL","","",57.78,"","","2",,,,,01-DEC-14
"1-290B-201505","201505","1-290B","1-290B","1","2","1-2","290B","1-2-290B","108","OFFICES","158","OFF","","","132","CIVIL","","",311.19,"","","2",,,,,01-DEC-14
"1-290C-201505","201505","1-290C","1-290C","1","2","1-2","290C","1-2-290C","108","OFFICES","159","OFF SV","","","132","CIVIL","","",124.03,"","","2",,,,,01-DEC-14
"1-290D-201505","201505","1-290D","1-290D","1","2","1-2","290D","1-2-290D","108","OFFICES","158","OFF","","","132","CIVIL","","",169.6,"","","2",,,,,01-DEC-14
"1-290F-201505","201505","1-290F","1-290F","1","2","1-2","290F","1-2-290F","108","OFFICES","158","OFF","","","132","CIVIL","","",121.88,"","","2",,,,,01-DEC-14
"1-290G-201505","201505","1-290G","1-290G","1","2","1-2","290G","1-2-290G","108","OFFICES","159","OFF SV","","","132","CIVIL","","",188.64,"","","2",,,,,01-DEC-14
"1-290H-201505","201505","1-290H","1-290H","1","2","1-2","290H","1-2-290H","108","OFFICES","162","SECY/R","","","132","CIVIL","","",113.76,"","","2",,,,,01-DEC-14
"1-290K-201505","201505","1-290K","1-290K","1","2","1-2","290K","1-2-290K","108","OFFICES","162","SECY/R","","","132","CIVIL","","",105.42,"","","2",,,,,01-DEC-14
"1-290L-201505","201505","1-290L","1-290L","1","2","1-2","290L","1-2-290L","108","OFFICES","159","OFF SV","","","132","CIVIL","","",62.61,"","","2",,,,,01-DEC-14
"1-300CA-201505","201505","1-300CA","1-300CA","1","3","1-3","300CA","1-3-300CA","102","CIRCULAT","109","CORR","","","149","DOF","","",1112.19,"","","3",,,,,01-DEC-14
"1-300CB-201505","201505","1-300CB","1-300CB","1","3","1-3","300CB","1-3-300CB","102","CIRCULAT","109","CORR","","","149","DOF","","",1795.73,"","","3",,,,,01-DEC-14
"1-300CC-201505","201505","1-300CC","1-300CC","1","3","1-3","300CC","1-3-300CC","102","CIRCULAT","109","CORR","","","149","DOF","","",1043.99,"","","3",,,,,01-DEC-14
"1-300SA-201505","201505","1-300SA","1-300SA","1","3","1-3","300SA","1-3-300SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",686.08,"","","3",,,,,01-DEC-14
"1-300SB-201505","201505","1-300SB","1-300SB","1","3","1-3","300SB","1-3-300SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",214.5,"","","3",,,,,01-DEC-14
"1-300SC-201505","201505","1-300SC","1-300SC","1","3","1-3","300SC","1-3-300SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",132.98,"","","3",,,,,01-DEC-14
"1-300SD-201505","201505","1-300SD","1-300SD","1","3","1-3","300SD","1-3-300SD","103","CLASSRMS","113","CLA SV","","","233","REGIST","","",68.86,"","","2",,,,,01-DEC-14
"1-300Z-201505","201505","1-300Z","1-300Z","1","3","1-3","300Z","1-3-300Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",121.89,"","","0",,,,,01-DEC-14
"1-301-201505","201505","1-301","1-301","1","3","1-3","301","1-3-301","101","BLDG SRV","102","F LAV","","","149","DOF","","",241.22,"","","3",,,,,01-DEC-14
"1-301J-201505","201505","1-301J","1-301J","1","3","1-3","301J","1-3-301J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",40.73,"","","1",,,,,01-DEC-14
"1-301Z-201505","201505","1-301Z","1-301Z","1","3","1-3","301Z","1-3-301Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",53.4,"","","0",,,,,01-DEC-14
"1-303A-201505","201505","1-303A","1-303A","1","3","1-3","303A","1-3-303A","106","LABS","148","RS LAB","","","199","MECH","","",309.31,"","","2",,,,,01-DEC-14
"1-304-201505","201505","1-304","1-304","1","3","1-3","304","1-3-304","108","OFFICES","162","SECY/R","","","199","MECH","","",181.69,"","","2",,,,,01-DEC-14
"1-304A-201505","201505","1-304A","1-304A","1","3","1-3","304A","1-3-304A","108","OFFICES","158","OFF","","","199","MECH","","",326.18,"","","2",,,,,01-DEC-14
"1-304C-201505","201505","1-304C","1-304C","1","3","1-3","304C","1-3-304C","108","OFFICES","158","OFF","","","199","MECH","","",138.13,"","","2",,,,,01-DEC-14
"1-304D-201505","201505","1-304D","1-304D","1","3","1-3","304D","1-3-304D","108","OFFICES","158","OFF","","","199","MECH","","",326.18,"","","2",,,,,01-DEC-14
"1-307-201505","201505","1-307","1-307","1","3","1-3","307","1-3-307","106","LABS","151","TC LAB","","","199","MECH","","",1324.18,"","","2",,,,,01-DEC-14
"1-308-201505","201505","1-308","1-308","1","3","1-3","308","1-3-308","108","OFFICES","158","OFF","","","199","MECH","","",321.88,"","","2",,,,,01-DEC-14
"1-308E-201505","201505","1-308E","1-308E","1","3","1-3","308E","1-3-308E","107","MECHANIC","153","ELEC","","","149","DOF","","",16.36,"","","0",,,,,01-DEC-14
"1-310-201505","201505","1-310","1-310","1","3","1-3","310","1-3-310","108","OFFICES","162","SECY/R","","","199","MECH","","",211.88,"","","2",,,,,01-DEC-14
"1-310A-201505","201505","1-310A","1-310A","1","3","1-3","310A","1-3-310A","108","OFFICES","158","OFF","","","199","MECH","","",184.44,"","","2",,,,,01-DEC-14
"1-310AA-201505","201505","1-310AA","1-310AA","1","3","1-3","310AA","1-3-310AA","108","OFFICES","159","OFF SV","","","199","MECH","","",84.76,"","","2",,,,,01-DEC-14
"1-310B-201505","201505","1-310B","1-310B","1","3","1-3","310B","1-3-310B","108","OFFICES","158","OFF","","","199","MECH","","",178.68,"","","2",,,,,01-DEC-14
"1-310C-201505","201505","1-310C","1-310C","1","3","1-3","310C","1-3-310C","108","OFFICES","158","OFF","","","199","MECH","","",334.65,"","","2",,,,,01-DEC-14
"1-313-201505","201505","1-313","1-313","1","3","1-3","313","1-3-313","106","LABS","144","LAB SP","","","199","MECH","","",584.9,"","","2",,,,,01-DEC-14
"1-313A-201505","201505","1-313A","1-313A","1","3","1-3","313A","1-3-313A","106","LABS","147","RES LO","","","199","MECH","","",80,"","","2",,,,,01-DEC-14
"1-313E-201505","201505","1-313E","1-313E","1","3","1-3","313E","1-3-313E","107","MECHANIC","153","ELEC","","","149","DOF","","",16.77,"","","0",,,,,01-DEC-14
"1-314-201505","201505","1-314","1-314","1","3","1-3","314","1-3-314","106","LABS","148","RS LAB","","","199","MECH","","",233.1,"","","2",,,,,01-DEC-14
"1-314A-201505","201505","1-314A","1-314A","1","3","1-3","314A","1-3-314A","106","LABS","145","LAB SV","","","199","MECH","","",100.5,"","","2",,,,,01-DEC-14
"1-321-201505","201505","1-321","1-321","1","3","1-3","321","1-3-321","108","OFFICES","159","OFF SV","","","199","MECH","","",428.22,"","","2",,,,,01-DEC-14
"1-321A-201505","201505","1-321A","1-321A","1","3","1-3","321A","1-3-321A","108","OFFICES","158","OFF","","","199","MECH","","",28.15,"","","2",,,,,01-DEC-14
"1-321B-201505","201505","1-321B","1-321B","1","3","1-3","321B","1-3-321B","108","OFFICES","158","OFF","","","199","MECH","","",29.51,"","","2",,,,,01-DEC-14
"1-321C-201505","201505","1-321C","1-321C","1","3","1-3","321C","1-3-321C","108","OFFICES","158","OFF","","","199","MECH","","",30.15,"","","2",,,,,01-DEC-14
"1-321D-201505","201505","1-321D","1-321D","1","3","1-3","321D","1-3-321D","108","OFFICES","158","OFF","","","199","MECH","","",35.08,"","","2",,,,,01-DEC-14
"1-321F-201505","201505","1-321F","1-321F","1","3","1-3","321F","1-3-321F","108","OFFICES","158","OFF","","","199","MECH","","",33.84,"","","2",,,,,01-DEC-14
"1-321G-201505","201505","1-321G","1-321G","1","3","1-3","321G","1-3-321G","108","OFFICES","158","OFF","","","199","MECH","","",32.28,"","","2",,,,,01-DEC-14
"1-321H-201505","201505","1-321H","1-321H","1","3","1-3","321H","1-3-321H","108","OFFICES","158","OFF","","","199","MECH","","",28.67,"","","2",,,,,01-DEC-14
"1-321K-201505","201505","1-321K","1-321K","1","3","1-3","321K","1-3-321K","108","OFFICES","158","OFF","","","199","MECH","","",30.06,"","","2",,,,,01-DEC-14
"1-321L-201505","201505","1-321L","1-321L","1","3","1-3","321L","1-3-321L","108","OFFICES","158","OFF","","","199","MECH","","",31.45,"","","2",,,,,01-DEC-14
"1-321N-201505","201505","1-321N","1-321N","1","3","1-3","321N","1-3-321N","108","OFFICES","158","OFF","","","199","MECH","","",27.74,"","","2",,,,,01-DEC-14
"1-321P-201505","201505","1-321P","1-321P","1","3","1-3","321P","1-3-321P","108","OFFICES","158","OFF","","","199","MECH","","",27.01,"","","2",,,,,01-DEC-14
"1-321Q-201505","201505","1-321Q","1-321Q","1","3","1-3","321Q","1-3-321Q","108","OFFICES","158","OFF","","","199","MECH","","",25.76,"","","2",,,,,01-DEC-14
"1-321R-201505","201505","1-321R","1-321R","1","3","1-3","321R","1-3-321R","108","OFFICES","158","OFF","","","199","MECH","","",28.6,"","","2",,,,,01-DEC-14
"1-321S-201505","201505","1-321S","1-321S","1","3","1-3","321S","1-3-321S","108","OFFICES","158","OFF","","","199","MECH","","",28.6,"","","2",,,,,01-DEC-14
"1-321U-201505","201505","1-321U","1-321U","1","3","1-3","321U","1-3-321U","108","OFFICES","158","OFF","","","199","MECH","","",30.02,"","","2",,,,,01-DEC-14
"1-321V-201505","201505","1-321V","1-321V","1","3","1-3","321V","1-3-321V","108","OFFICES","159","OFF SV","","","199","MECH","","",125.37,"","","2",,,,,01-DEC-14
"1-321W-201505","201505","1-321W","1-321W","1","3","1-3","321W","1-3-321W","108","OFFICES","158","OFF","","","199","MECH","","",58.29,"","","2",,,,,01-DEC-14
"1-321X-201505","201505","1-321X","1-321X","1","3","1-3","321X","1-3-321X","108","OFFICES","158","OFF","","","199","MECH","","",62.03,"","","2",,,,,01-DEC-14
"1-321Y-201505","201505","1-321Y","1-321Y","1","3","1-3","321Y","1-3-321Y","108","OFFICES","158","OFF","","","199","MECH","","",39.96,"","","2",,,,,01-DEC-14
"1-330-201505","201505","1-330","1-330","1","3","1-3","330","1-3-330","108","OFFICES","158","OFF","","","132","CIVIL","","",194.54,"","","2",,,,,01-DEC-14
"1-331-201505","201505","1-331","1-331","1","3","1-3","331","1-3-331","108","OFFICES","158","OFF","","","132","CIVIL","","",70.39,"","","2",,,,,01-DEC-14
"1-331A-201505","201505","1-331A","1-331A","1","3","1-3","331A","1-3-331A","108","OFFICES","158","OFF","","","132","CIVIL","","",189.67,"","","2",,,,,01-DEC-14
"1-333-201505","201505","1-333","1-333","1","3","1-3","333","1-3-333","106","LABS","145","LAB SV","","","132","CIVIL","","",90.06,"","","2",,,,,01-DEC-14
"1-333A-201505","201505","1-333A","1-333A","1","3","1-3","333A","1-3-333A","106","LABS","148","RS LAB","","","132","CIVIL","","",107.67,"","","2",,,,,01-DEC-14
"1-334-201505","201505","1-334","1-334","1","3","1-3","334","1-3-334","106","LABS","148","RS LAB","","","132","CIVIL","","",371.3,"","","2",,,,,01-DEC-14
"1-334A-201505","201505","1-334A","1-334A","1","3","1-3","334A","1-3-334A","106","LABS","148","RS LAB","","","132","CIVIL","","",148.63,"","","2",,,,,01-DEC-14
"1-334AA-201505","201505","1-334AA","1-334AA","1","3","1-3","334AA","1-3-334AA","106","LABS","145","LAB SV","","","132","CIVIL","","",105.92,"","","2",,,,,01-DEC-14
"1-334AB-201505","201505","1-334AB","1-334AB","1","3","1-3","334AB","1-3-334AB","106","LABS","148","RS LAB","","","132","CIVIL","","",204.98,"","","2",,,,,01-DEC-14
"1-335-201505","201505","1-335","1-335","1","3","1-3","335","1-3-335","106","LABS","148","RS LAB","","","132","CIVIL","","",415.35,"","","2",,,,,01-DEC-14
"1-335A-201505","201505","1-335A","1-335A","1","3","1-3","335A","1-3-335A","106","LABS","148","RS LAB","","","132","CIVIL","","",240,"","","2",,,,,01-DEC-14
"1-336-201505","201505","1-336","1-336","1","3","1-3","336","1-3-336","106","LABS","145","LAB SV","","","132","CIVIL","","",76.42,"","","2",,,,,01-DEC-14
"1-336A-201505","201505","1-336A","1-336A","1","3","1-3","336A","1-3-336A","106","LABS","148","RS LAB","","","132","CIVIL","","",190.52,"","","2",,,,,01-DEC-14
"1-336B-201505","201505","1-336B","1-336B","1","3","1-3","336B","1-3-336B","106","LABS","145","LAB SV","","","132","CIVIL","","",54.9,"","","2",,,,,01-DEC-14
"1-337-201505","201505","1-337","1-337","1","3","1-3","337","1-3-337","108","OFFICES","158","OFF","","","132","CIVIL","","",296,"","","2",,,,,01-DEC-14
"1-337B-201505","201505","1-337B","1-337B","1","3","1-3","337B","1-3-337B","108","OFFICES","158","OFF","","","132","CIVIL","","",266.36,"","","2",,,,,01-DEC-14
"1-337C-201505","201505","1-337C","1-337C","1","3","1-3","337C","1-3-337C","108","OFFICES","159","OFF SV","","","132","CIVIL","","",69.28,"","","2",,,,,01-DEC-14
"1-337E-201505","201505","1-337E","1-337E","1","3","1-3","337E","1-3-337E","107","MECHANIC","153","ELEC","","","149","DOF","","",10.25,"","","0",,,,,01-DEC-14
"1-340-201505","201505","1-340","1-340","1","3","1-3","340","1-3-340","106","LABS","148","RS LAB","","","132","CIVIL","","",187.15,"","","2",,,,,01-DEC-14
"1-340A-201505","201505","1-340A","1-340A","1","3","1-3","340A","1-3-340A","106","LABS","145","LAB SV","","","132","CIVIL","","",75.23,"","","2",,,,,01-DEC-14
"1-340B-201505","201505","1-340B","1-340B","1","3","1-3","340B","1-3-340B","106","LABS","148","RS LAB","","","132","CIVIL","","",246.4,"","","2",,,,,01-DEC-14
"1-340C-201505","201505","1-340C","1-340C","1","3","1-3","340C","1-3-340C","106","LABS","148","RS LAB","","","132","CIVIL","","",171.35,"","","2",,,,,01-DEC-14
"1-341-201505","201505","1-341","1-341","1","3","1-3","341","1-3-341","108","OFFICES","158","OFF","","","132","CIVIL","","",330.94,"","","2",,,,,01-DEC-14
"1-342-201505","201505","1-342","1-342","1","3","1-3","342","1-3-342","108","OFFICES","162","SECY/R","","","132","CIVIL","","",133.6,"","","2",,,,,01-DEC-14
"1-342A-201505","201505","1-342A","1-342A","1","3","1-3","342A","1-3-342A","108","OFFICES","159","OFF SV","","","132","CIVIL","","",192.13,"","","2",,,,,01-DEC-14
"1-342B-201505","201505","1-342B","1-342B","1","3","1-3","342B","1-3-342B","108","OFFICES","158","OFF","","","132","CIVIL","","",263.25,"","","2",,,,,01-DEC-14
"1-342C-201505","201505","1-342C","1-342C","1","3","1-3","342C","1-3-342C","108","OFFICES","159","OFF SV","","","132","CIVIL","","",68.63,"","","2",,,,,01-DEC-14
"1-343-201505","201505","1-343","1-343","1","3","1-3","343","1-3-343","108","OFFICES","160","P CIRC","","","132","CIVIL","","",57.98,"","","2",,,,,01-DEC-14
"1-343A-201505","201505","1-343A","1-343A","1","3","1-3","343A","1-3-343A","108","OFFICES","158","OFF","","","132","CIVIL","","",244.83,"","","2",,,,,01-DEC-14
"1-343B-201505","201505","1-343B","1-343B","1","3","1-3","343B","1-3-343B","108","OFFICES","158","OFF","","","132","CIVIL","","",194.75,"","","2",,,,,01-DEC-14
"1-343C-201505","201505","1-343C","1-343C","1","3","1-3","343C","1-3-343C","108","OFFICES","159","OFF SV","","","132","CIVIL","","",76.47,"","","2",,,,,01-DEC-14
"1-345-201505","201505","1-345","1-345","1","3","1-3","345","1-3-345","112","SUPPORT","188","PR/DUP","","","132","CIVIL","","",71.5,"","","2",,,,,01-DEC-14
"1-346-201505","201505","1-346","1-346","1","3","1-3","346","1-3-346","108","OFFICES","162","SECY/R","","","132","CIVIL","","",135,"","","2",,,,,01-DEC-14
"1-346A-201505","201505","1-346A","1-346A","1","3","1-3","346A","1-3-346A","108","OFFICES","158","OFF","","","132","CIVIL","","",196.88,"","","2",,,,,01-DEC-14
"1-347-201505","201505","1-347","1-347","1","3","1-3","347","1-3-347","106","LABS","148","RS LAB","","","132","CIVIL","","",596.11,"","","2",,,,,01-DEC-14
"1-347A-201505","201505","1-347A","1-347A","1","3","1-3","347A","1-3-347A","106","LABS","148","RS LAB","","","132","CIVIL","","",388.83,"","","2",,,,,01-DEC-14
"1-347B-201505","201505","1-347B","1-347B","1","3","1-3","347B","1-3-347B","106","LABS","145","LAB SV","","","132","CIVIL","","",47.46,"","","2",,,,,01-DEC-14
"1-347C-201505","201505","1-347C","1-347C","1","3","1-3","347C","1-3-347C","106","LABS","148","RS LAB","","","132","CIVIL","","",123.35,"","","2",,,,,01-DEC-14
"1-348-201505","201505","1-348","1-348","1","3","1-3","348","1-3-348","108","OFFICES","162","SECY/R","","","132","CIVIL","","",121.67,"","","2",,,,,01-DEC-14
"1-348A-201505","201505","1-348A","1-348A","1","3","1-3","348A","1-3-348A","108","OFFICES","158","OFF","","","132","CIVIL","","",177.43,"","","2",,,,,01-DEC-14
"1-350-201505","201505","1-350","1-350","1","3","1-3","350","1-3-350","108","OFFICES","158","OFF","","","132","CIVIL","","",625.46,"","","2",,,,,01-DEC-14
"1-350AA-201505","201505","1-350AA","1-350AA","1","3","1-3","350AA","1-3-350AA","107","MECHANIC","156","U/M","","","149","DOF","","",7.03,"","","0",,,,,01-DEC-14
"1-350T-201505","201505","1-350T","1-350T","1","3","1-3","350T","1-3-350T","107","MECHANIC","155","TELE","","","149","DOF","","",77.78,"","","0",,,,,01-DEC-14
"1-353-201505","201505","1-353","1-353","1","3","1-3","353","1-3-353","108","OFFICES","162","SECY/R","","","132","CIVIL","","",349.94,"","","2",,,,,01-DEC-14
"1-353A-201505","201505","1-353A","1-353A","1","3","1-3","353A","1-3-353A","108","OFFICES","158","OFF","","","132","CIVIL","","",319.94,"","","2",,,,,01-DEC-14
"1-353B-201505","201505","1-353B","1-353B","1","3","1-3","353B","1-3-353B","108","OFFICES","158","OFF","","","132","CIVIL","","",203.13,"","","2",,,,,01-DEC-14
"1-353C-201505","201505","1-353C","1-353C","1","3","1-3","353C","1-3-353C","108","OFFICES","157","CONF","","","132","CIVIL","","",162.74,"","","2",,,,,01-DEC-14
"1-353D-201505","201505","1-353D","1-353D","1","3","1-3","353D","1-3-353D","108","OFFICES","158","OFF","","","132","CIVIL","","",132.47,"","","2",,,,,01-DEC-14
"1-353F-201505","201505","1-353F","1-353F","1","3","1-3","353F","1-3-353F","108","OFFICES","159","OFF SV","","","132","CIVIL","","",5.42,"","","2",,,,,01-DEC-14
"1-367-201505","201505","1-367","1-367","1","3","1-3","367","1-3-367","101","BLDG SRV","106","M LAV","","","149","DOF","","",219.96,"","","3",,,,,01-DEC-14
"1-367J-201505","201505","1-367J","1-367J","1","3","1-3","367J","1-3-367J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",30.22,"","","1",,,,,01-DEC-14
"1-367Z-201505","201505","1-367Z","1-367Z","1","3","1-3","367Z","1-3-367Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",32.26,"","","0",,,,,01-DEC-14
"1-370-201505","201505","1-370","1-370","1","3","1-3","370","1-3-370","108","OFFICES","158","OFF","","","132","CIVIL","","",161,"","","2",,,,,01-DEC-14
"1-370A-201505","201505","1-370A","1-370A","1","3","1-3","370A","1-3-370A","108","OFFICES","159","OFF SV","","","132","CIVIL","","",15.44,"","","2",,,,,01-DEC-14
"1-371-201505","201505","1-371","1-371","1","3","1-3","371","1-3-371","103","CLASSRMS","114","CLASS","","","233","REGIST","","",492.38,"","","2",,,,,01-DEC-14
"1-371E-201505","201505","1-371E","1-371E","1","3","1-3","371E","1-3-371E","107","MECHANIC","153","ELEC","","","149","DOF","","",5.64,"","","0",,,,,01-DEC-14
"1-372-201505","201505","1-372","1-372","1","3","1-3","372","1-3-372","108","OFFICES","158","OFF","","","132","CIVIL","","",146.63,"","","2",,,,,01-DEC-14
"1-374-201505","201505","1-374","1-374","1","3","1-3","374","1-3-374","108","OFFICES","158","OFF","","","132","CIVIL","","",147.58,"","","2",,,,,01-DEC-14
"1-375-201505","201505","1-375","1-375","1","3","1-3","375","1-3-375","103","CLASSRMS","114","CLASS","","","233","REGIST","","",474.24,"","","2",,,,,01-DEC-14
"1-376-201505","201505","1-376","1-376","1","3","1-3","376","1-3-376","108","OFFICES","158","OFF","","","132","CIVIL","","",157.17,"","","2",,,,,01-DEC-14
"1-377E-201505","201505","1-377E","1-377E","1","3","1-3","377E","1-3-377E","107","MECHANIC","153","ELEC","","","149","DOF","","",9.11,"","","0",,,,,01-DEC-14
"1-378-201505","201505","1-378","1-378","1","3","1-3","378","1-3-378","108","OFFICES","158","OFF","","","132","CIVIL","","",148.54,"","","2",,,,,01-DEC-14
"1-379-201505","201505","1-379","1-379","1","3","1-3","379","1-3-379","103","CLASSRMS","114","CLASS","","","233","REGIST","","",466.04,"","","2",,,,,01-DEC-14
"1-380-201505","201505","1-380","1-380","1","3","1-3","380","1-3-380","108","OFFICES","159","OFF SV","","","132","CIVIL","","",149.5,"","","2",,,,,01-DEC-14
"1-382-201505","201505","1-382","1-382","1","3","1-3","382","1-3-382","108","OFFICES","158","OFF","","","132","CIVIL","","",181.13,"","","2",,,,,01-DEC-14
"1-383-201505","201505","1-383","1-383","1","3","1-3","383","1-3-383","108","OFFICES","158","OFF","","","132","CIVIL","","",116.92,"","","2",,,,,01-DEC-14
"1-384-201505","201505","1-384","1-384","1","3","1-3","384","1-3-384","104","GENERAL","124","LOUNGE","","","150","DOFADM","","",147.58,"","","2",,,,,01-DEC-14
"1-385-201505","201505","1-385","1-385","1","3","1-3","385","1-3-385","107","MECHANIC","156","U/M","","","149","DOF","","",22.52,"","","0",,,,,01-DEC-14
"1-386-201505","201505","1-386","1-386","1","3","1-3","386","1-3-386","103","CLASSRMS","113","CLA SV","","","233","REGIST","","",15.5,"","","2",,,,,01-DEC-14
