"PROGRAM_CODE","PROGRAM_TITLE","CATEGORY_CODE","CATEGORY_TITLE","FOUR_DIGIT_CODE","FOUR_DIGIT_TITLE","NOTE","WAREHOUSE_LOAD_DATE","VERSION"
"080199","Apparel and Accessories Marketing Operations, Other","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0801","Apparel and Accessories Marketing Operations","",11-JUN-14,"1990"
"080200","Business and Personal Services Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0802","Business and Personal Services Marketing Operations","",11-JUN-14,"1990"
"080204","Business Services Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0802","Business and Personal Services Marketing Operations","",11-JUN-14,"1990"
"080205","Personal Services Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0802","Business and Personal Services Marketing Operations","",11-JUN-14,"1990"
"080299","Business and Personal Services Marketing Operations,General","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0802","Business and Personal Services Marketing Operations","",11-JUN-14,"1990"
"080300","Entrepreneurship","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0803","Entrepreneurship","",11-JUN-14,"1990"
"080301","Entrepreneurship","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0803","Entrepreneurship","",11-JUN-14,"1990"
"080400","Financial Services Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0804","Financial Services Marketing Operations","",11-JUN-14,"1990"
"080401","Financial Services Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0804","Financial Services Marketing Operations","",11-JUN-14,"1990"
"080500","Floristry Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0805","Floristry Marketing Operations","",11-JUN-14,"1990"
"080503","Floristry Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0805","Floristry Marketing Operations","",11-JUN-14,"1990"
"080600","Food Products Retailing and Wholesaling Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0806","Food Products Retailing and Wholesaling Operations","",11-JUN-14,"1990"
"080601","Food Products Retailing and Wholesaling Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0806","Food Products Retailing and Wholesaling Operations","",11-JUN-14,"1990"
"080700","General/Retailing and Wholesaling Operations and Skills","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0807","General/Retailing and Wholesaling Operations and Skills","",11-JUN-14,"1990"
"080701","Auctioneering","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0807","General/Retailing and Wholesaling Operations and Skills","",11-JUN-14,"1990"
"080704","General Buying Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0807","General/Retailing and Wholesaling Operations and Skills","",11-JUN-14,"1990"
"080705","General Retailing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0807","General/Retailing and Wholesaling Operations and Skills","",11-JUN-14,"1990"
"080706","General Selling Skills and Sales Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0807","General/Retailing and Wholesaling Operations and Skills","",11-JUN-14,"1990"
"080708","General Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0807","General/Retailing and Wholesaling Operations and Skills","",11-JUN-14,"1990"
"080709","General Distribution Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0807","General/Retailing and Wholesaling Operations and Skills","",11-JUN-14,"1990"
"080799","General Retailing and Wholesaling Operations and Skills, Other","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0807","General/Retailing and Wholesaling Operations and Skills","",11-JUN-14,"1990"
"080800","Home and Office Products Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0808","Home and Office Products Marketing Operations","",11-JUN-14,"1990"
"080809","Home Products Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0808","Home and Office Products Marketing Operations","",11-JUN-14,"1990"
"080810","Office Products Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0808","Home and Office Products Marketing Operations","",11-JUN-14,"1990"
"080899","Home and Office Products Marketing Operations, Other","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0808","Home and Office Products Marketing Operations","",11-JUN-14,"1990"
"080900","Hospitality and Recreation Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0809","Hospitality and Recreation Marketing Operations","",11-JUN-14,"1990"
"080901","Hospitality Marketing Operations, General","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0809","Hospitality and Recreation Marketing Operations","",11-JUN-14,"1990"
"080902","Hotel/Motel Services Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0809","Hospitality and Recreation Marketing Operations","",11-JUN-14,"1990"
"080903","Recreation Products/Services Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0809","Hospitality and Recreation Marketing Operations","",11-JUN-14,"1990"
"080906","Food Sales Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0809","Hospitality and Recreation Marketing Operations","",11-JUN-14,"1990"
"080999","Hospitality and Recreation Marketing Operations, Other","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0809","Hospitality and Recreation Marketing Operations","",11-JUN-14,"1990"
"081000","Insurance Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0810","Insurance Marketing Operations","",11-JUN-14,"1990"
"081001","Insurance Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0810","Insurance Marketing Operations","",11-JUN-14,"1990"
"081100","Tourism and Travel Services Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0811","Tourism and Travel Services Marketing Operations","",11-JUN-14,"1990"
"081104","Tourism Promotion Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0811","Tourism and Travel Services Marketing Operations","",11-JUN-14,"1990"
"081105","Travel Services Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0811","Tourism and Travel Services Marketing Operations","",11-JUN-14,"1990"
"081199","Tourism and Travel Services Marketing Operations, Other","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0811","Tourism and Travel Services Marketing Operations","",11-JUN-14,"1990"
"081200","Vehicles and Petroleum Products Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0812","Vehicles and Petroleum Products Marketing Operations","",11-JUN-14,"1990"
"081203","Vehicle Parts and Accessories Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0812","Vehicles and Petroleum Products Marketing Operations","",11-JUN-14,"1990"
"081209","Petroleum Products Retailing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0812","Vehicles and Petroleum Products Marketing Operations","",11-JUN-14,"1990"
"081299","Vehicles and Petroleum Products Marketing Operations,","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0812","Vehicles and Petroleum Products Marketing Operations","",11-JUN-14,"1990"
"081301","HEALTH PRODUCTS AND SERVICES MARKETING OPERATIONS","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0813","HEALTH PRODUCTS AND SERVICES MARKETING OPERATIONS","Add by MH 05282014",11-JUN-14,"1990"
"081400","Health Products and Services Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0814","Health Products and Services Marketing Operations","",11-JUN-14,"1990"
"081401","Health Products and Services Marketing Operations","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0814","Health Products and Services Marketing Operations","",11-JUN-14,"1990"
"089900","Marketing Operations/Marketing and Distribution, Other","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0899","Marketing Operations/Marketing and Distribution, Other","",11-JUN-14,"1990"
"089999","Marketing Operations/Marketing and Distribution, Other","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0899","Marketing Operations/Marketing and Distribution, Other","",11-JUN-14,"1990"
"090000","COMMUNICATIONS","09","COMMUNICATIONS","0900","COMMUNICATIONS","",11-JUN-14,"1990"
"090100","Communication, General","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0901","Communication and Media Studies","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"090101","Speech Communication and Rhetoric","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0901","Communication and Media Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"090102","Mass Communication/Media Studies","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0901","Communication and Media Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"090199","Communication and Media Studies, Other","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0901","Communication and Media Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"090200","Advertising","09","COMMUNICATIONS","0902","Advertising","",11-JUN-14,"1990"
"090201","Advertising","09","COMMUNICATIONS","0902","Advertising","",11-JUN-14,"1990"
"090400","Journalism and Mass Communications","09","COMMUNICATIONS","0904","Journalism and Mass Communications","",11-JUN-14,"1990"
"090401","Journalism","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0904","Journalism","(2020) No substantive changes ",17-MAY-23,"2020"
"090402","Broadcast Journalism","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0904","Journalism","(2020) No substantive changes ",17-MAY-23,"2020"
"090403","Mass Communications","09","COMMUNICATIONS","0904","Journalism and Mass Communications","",11-JUN-14,"1990"
"090404","Photojournalism","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0904","Journalism","(2020) No substantive changes ",17-MAY-23,"2020"
"090405","Business and Economic Journalism","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0904","Journalism","New in 2020",17-MAY-23,"2020"
"090406","Cultural Journalism","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0904","Journalism","New in 2020",17-MAY-23,"2020"
"090407","Science/Health/Environmental Journalism","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0904","Journalism","New in 2020",17-MAY-23,"2020"
"090499","Journalism, Other","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0904","Journalism","(2020) No substantive changes ",17-MAY-23,"2020"
"090500","Public Relations and Organizational Communications","09","COMMUNICATIONS","0905","Public Relations and Organizational Communications","",11-JUN-14,"1990"
"090501","Public Relations and Organizational Communications","09","COMMUNICATIONS","0905","Public Relations and Organizational Communications","",11-JUN-14,"1990"
"090700","Radio and Television Broadcasting","09","COMMUNICATIONS","0907","Radio and Television Broadcasting","",11-JUN-14,"1990"
"090701","Radio and Television","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0907","Radio, Television, and Digital Communication","(2020) No substantive changes ",17-MAY-23,"2020"
"090702","Digital Communication and Media/Multimedia","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0907","Radio, Television, and Digital Communication","(2020) No substantive changes ",17-MAY-23,"2020"
"090799","Radio, Television, and Digital Communication, Other","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0907","Radio, Television, and Digital Communication","(2020) No substantive changes ",17-MAY-23,"2020"
"090900","Public Relations, Advertising, and Applied Communication","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0909","Public Relations, Advertising, and Applied Communication","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"090901","Organizational Communication, General","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0909","Public Relations, Advertising, and Applied Communication","(2020) No substantive changes ",17-MAY-23,"2020"
"090902","Public Relations/Image Management","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0909","Public Relations, Advertising, and Applied Communication","(2020) No substantive changes ",17-MAY-23,"2020"
"090903","Advertising","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0909","Public Relations, Advertising, and Applied Communication","(2020) No substantive changes ",17-MAY-23,"2020"
"090904","Political Communication","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0909","Public Relations, Advertising, and Applied Communication","(2020) No substantive changes ",17-MAY-23,"2020"
"090905","Health Communication","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0909","Public Relations, Advertising, and Applied Communication","(2020) No substantive changes ",17-MAY-23,"2020"
"090906","Sports Communication","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0909","Public Relations, Advertising, and Applied Communication","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"090907","International and Intercultural Communication","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0909","Public Relations, Advertising, and Applied Communication","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"090908","Technical and Scientific Communication","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0909","Public Relations, Advertising, and Applied Communication","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"090909","Communication Management and Strategic Communications","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0909","Public Relations, Advertising, and Applied Communication","New in 2020",17-MAY-23,"2020"
"090999","Public Relations, Advertising, and Applied Communication, Other","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0909","Public Relations, Advertising, and Applied Communication","(2020) No substantive changes ",17-MAY-23,"2020"
"091001","Publishing","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0910","Publishing","(2020) No substantive changes ",17-MAY-23,"2020"
"099900","Communications, Other","09","COMMUNICATIONS","0999","Communications, Other","",11-JUN-14,"1990"
"099999","Communication, Journalism, and Related Programs, Other","09","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS","0999","Communication, Journalism, and Related Programs, Other","(2020) No substantive changes ",17-MAY-23,"2020"
"100000","COMMUNICATIONS TECHNOLOGIES","10","COMMUNICATIONS TECHNOLOGIES","1000","COMMUNICATIONS TECHNOLOGIES","",11-JUN-14,"1990"
"100100","Communications Technologies","10","COMMUNICATIONS TECHNOLOGIES","1001","Communications Technologies","",11-JUN-14,"1990"
"100101","Educational/Instructional Media Technology/Technician","10","COMMUNICATIONS TECHNOLOGIES","1001","Communications Technologies","",11-JUN-14,"1990"
"100103","Photographic Technology/Technician","10","COMMUNICATIONS TECHNOLOGIES","1001","Communications Technologies","",11-JUN-14,"1990"
"100104","Radio and Television Broadcasting Technology/Technician","10","COMMUNICATIONS TECHNOLOGIES","1001","Communications Technologies","",11-JUN-14,"1990"
"100105","Communications Technology/Technician","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1001","Communications Technology/Technician","(2020) No substantive changes ",17-MAY-23,"2020"
"100199","Communications Technologies/Technicians, Other","10","COMMUNICATIONS TECHNOLOGIES","1001","Communications Technologies","",11-JUN-14,"1990"
"100201","Photographic and Film/Video Technology/Technician","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1002","Audiovisual Communications Technologies/Technicians","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"100202","Radio and Television Broadcasting Technology/Technician","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1002","Audiovisual Communications Technologies/Technicians","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"100203","Recording Arts Technology/Technician","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1002","Audiovisual Communications Technologies/Technicians","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"100204","Voice Writing Technology/Technician","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1002","Audiovisual Communications Technologies/Technicians","New in 2020",17-MAY-23,"2020"
"100299","Audiovisual Communications Technologies/Technicians, Other","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1002","Audiovisual Communications Technologies/Technicians","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"100301","Graphic Communications, General","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1003","Graphic Communications","(2020) No substantive changes ",17-MAY-23,"2020"
"100302","Printing Management","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1003","Graphic Communications","(2020) No substantive changes ",17-MAY-23,"2020"
"100303","Prepress/Desktop Publishing and Digital Imaging Design","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1003","Graphic Communications","(2020) No substantive changes ",17-MAY-23,"2020"
"100304","Animation, Interactive Technology, Video Graphics and Special Effects","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1003","Graphic Communications","(2020) No substantive changes ",17-MAY-23,"2020"
"100305","Graphic and Printing Equipment Operator, General Production","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1003","Graphic Communications","(2020) No substantive changes ",17-MAY-23,"2020"
"100306","Platemaker/Imager","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1003","Graphic Communications","(2020) No substantive changes ",17-MAY-23,"2020"
"100307","Printing Press Operator","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1003","Graphic Communications","(2020) No substantive changes ",17-MAY-23,"2020"
"100308","Computer Typography and Composition Equipment Operator","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1003","Graphic Communications","(2020) No substantive changes ",17-MAY-23,"2020"
"100399","Graphic Communications, Other","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1003","Graphic Communications","(2020) No substantive changes ",17-MAY-23,"2020"
"109999","Communications Technologies/Technicians and Support Services, Other","10","COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES","1099","Communications Technologies/Technicians and Support Services, Other","(2020) No substantive changes ",17-MAY-23,"2020"
"110000","COMPUTER AND INFORMATION SCIENCES","11","COMPUTER AND INFORMATION SCIENCES","1100","COMPUTER AND INFORMATION SCIENCES","",11-JUN-14,"1990"
"110100","Computer and Information Sciences, General","11","COMPUTER AND INFORMATION SCIENCES","1101","Computer and Information Sciences, General","",11-JUN-14,"1990"
"110101","Computer and Information Sciences, General","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1101","Computer and Information Sciences, General","(2020) No substantive changes ",17-MAY-23,"2020"
"110102","Artificial Intelligence","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1101","Computer and Information Sciences, General","(2020) No substantive changes ",17-MAY-23,"2020"
"110103","Information Technology","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1101","Computer and Information Sciences, General","(2020) No substantive changes ",17-MAY-23,"2020"
"110104","Informatics","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1101","Computer and Information Sciences, General","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"110105","Human-Centered Technology Design","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1101","Computer and Information Sciences, General","New in 2020",17-MAY-23,"2020"
"110199","Computer and Information Sciences,  Other","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1101","Computer and Information Sciences, General","(2020) No substantive changes ",17-MAY-23,"2020"
"110200","Computer Programming","11","COMPUTER AND INFORMATION SCIENCES","1102","Computer Programming","",11-JUN-14,"1990"
"110201","Computer Programming/Programmer, General","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1102","Computer Programming","(2020) No substantive changes ",17-MAY-23,"2020"
"110202","Computer Programming, Specific Applications","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1102","Computer Programming","(2020) No substantive changes ",17-MAY-23,"2020"
"110203","Computer Programming, Vendor/Product Certification","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1102","Computer Programming","(2020) No substantive changes ",17-MAY-23,"2020"
"110204","Computer Game Programming","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1102","Computer Programming","New in 2020",17-MAY-23,"2020"
"110205","Computer Programming, Specific Platforms","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1102","Computer Programming","New in 2020",17-MAY-23,"2020"
"110299","Computer Programming, Other","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1102","Computer Programming","(2020) No substantive changes ",17-MAY-23,"2020"
"110300","Data Processing Technology/Technician","11","COMPUTER AND INFORMATION SCIENCES","1103","Data Processing Technology/Technician","",11-JUN-14,"1990"
"110301","Data Processing and Data Processing Technology/Technician","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1103","Data Processing","(2020) No substantive changes ",17-MAY-23,"2020"
"110400","Information Sciences and Systems","11","COMPUTER AND INFORMATION SCIENCES","1104","Information Sciences and Systems","",11-JUN-14,"1990"
"110401","Information Science/Studies","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1104","Information Science/Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"110500","Computer Systems Analysis","11","COMPUTER AND INFORMATION SCIENCES","1105","Computer Systems Analysis","",11-JUN-14,"1990"
"110501","Computer Systems Analysis/Analyst","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1105","Computer Systems Analysis","(2020) No substantive changes ",17-MAY-23,"2020"
"110601","Data Entry/Microcomputer Applications, General","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1106","Data Entry/Microcomputer Applications","(2020) No substantive changes ",17-MAY-23,"2020"
"110602","Word Processing","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1106","Data Entry/Microcomputer Applications","(2020) No substantive changes ",17-MAY-23,"2020"
"110699","Data Entry/Microcomputer Applications, Other","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1106","Data Entry/Microcomputer Applications","(2020) No substantive changes ",17-MAY-23,"2020"
"110700","Computer Science","11","COMPUTER AND INFORMATION SCIENCES","1107","Computer Science","",11-JUN-14,"1990"
"110701","Computer Science","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1107","Computer Science","(2020) No substantive changes ",17-MAY-23,"2020"
"110801","Web Page, Digital/Multimedia and Information Resources Design","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1108","Computer Software and Media Applications","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"110802","Data Modeling/Warehousing and Database Administration","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1108","Computer Software and Media Applications","(2020) No substantive changes ",17-MAY-23,"2020"
"110803","Computer Graphics","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1108","Computer Software and Media Applications","(2020) No substantive changes ",17-MAY-23,"2020"
"110804","Modeling, Virtual Environments and Simulation","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1108","Computer Software and Media Applications","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"110899","Computer Software and Media Applications, Other","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1108","Computer Software and Media Applications","(2020) No substantive changes ",17-MAY-23,"2020"
"110901","Computer Systems Networking and Telecommunications","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1109","Computer Systems Networking and Telecommunications","(2020) No substantive changes ",17-MAY-23,"2020"
"110902","Cloud Computing","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1109","Computer Systems Networking and Telecommunications","New in 2020",17-MAY-23,"2020"
"110999","Computer Systems Networking and Telecommunications, Other","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1109","Computer Systems Networking and Telecommunications","New in 2020",17-MAY-23,"2020"
"111001","Network and System Administration/Administrator","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1110","Computer/Information Technology Administration and Management","(2020) No substantive changes ",17-MAY-23,"2020"
"111002","System, Networking, and LAN/WAN Management/Manager","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1110","Computer/Information Technology Administration and Management","(2020) No substantive changes ",17-MAY-23,"2020"
"111003","Computer and Information Systems Security/Auditing/Information Assurance","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1110","Computer/Information Technology Administration and Management","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"111004","Web/Multimedia Management and Webmaster","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1110","Computer/Information Technology Administration and Management","(2020) No substantive changes ",17-MAY-23,"2020"
"111005","Information Technology Project Management","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1110","Computer/Information Technology Administration and Management","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"111006","Computer Support Specialist","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1110","Computer/Information Technology Administration and Management","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"111099","Computer/Information Technology Services Administration and Management, Other","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1110","Computer/Information Technology Administration and Management","(2020) No substantive changes ",17-MAY-23,"2020"
"119900","Computer and Information Sciences, Other","11","COMPUTER AND INFORMATION SCIENCES","1199","Computer and Information Sciences, Other","",11-JUN-14,"1990"
"119999","Computer and Information Sciences and Support Services, Other","11","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","1199","Computer and Information Sciences and Support Services, Other","(2020) No substantive changes ",17-MAY-23,"2020"
"120000","PERSONAL AND MISCELLANEOUS SERVICES","12","PERSONAL AND MISCELLANEOUS SERVICES","1200","PERSONAL AND MISCELLANEOUS SERVICES","",11-JUN-14,"1990"
"120200","Gaming and Sports Officiating","12","PERSONAL AND MISCELLANEOUS SERVICES","1202","Gaming and Sports Officiating","",11-JUN-14,"1990"
"120203","Card Dealer","12","PERSONAL AND MISCELLANEOUS SERVICES","1202","Gaming and Sports Officiating","",11-JUN-14,"1990"
"120204","Umpires and Other Sports Officials","12","PERSONAL AND MISCELLANEOUS SERVICES","1202","Gaming and Sports Officiating","",11-JUN-14,"1990"
"120299","Gaming and Sports Officiating Services, Other","12","PERSONAL AND MISCELLANEOUS SERVICES","1202","Gaming and Sports Officiating","",11-JUN-14,"1990"
"120300","Funeral Services and Mortuary Science","12","PERSONAL AND MISCELLANEOUS SERVICES","1203","Funeral Services and Mortuary Science","",11-JUN-14,"1990"
"120301","Funeral Service and Mortuary Science, General","12","CULINARY, ENTERTAINMENT, AND PERSONAL SERVICES","1203","Funeral Service and Mortuary Science","(2020) No substantive changes ",17-MAY-23,"2020"
"120302","Funeral Direction/Service","12","CULINARY, ENTERTAINMENT, AND PERSONAL SERVICES","1203","Funeral Service and Mortuary Science","(2020) No substantive changes ",17-MAY-23,"2020"
"120303","Mortuary Science and Embalming/Embalmer","12","CULINARY, ENTERTAINMENT, AND PERSONAL SERVICES","1203","Funeral Service and Mortuary Science","(2020) No substantive changes ",17-MAY-23,"2020"
"120399","Funeral Service and Mortuary Science, Other","12","CULINARY, ENTERTAINMENT, AND PERSONAL SERVICES","1203","Funeral Service and Mortuary Science","(2020) No substantive changes ",17-MAY-23,"2020"
"120400","Cosmetic Services","12","PERSONAL AND MISCELLANEOUS SERVICES","1204","Cosmetic Services","",11-JUN-14,"1990"
"120401","Cosmetology/Cosmetologist, General","12","CULINARY, ENTERTAINMENT, AND PERSONAL SERVICES","1204","Cosmetology and Related Personal Grooming Services","(2020) No substantive changes ",17-MAY-23,"2020"
