"ACADEMIC_YEAR","SUBJECT_ID","SUBJECT_CODE","SUBJECT_NUMBER","SOURCE_SUBJECT_ID","PRINT_SUBJECT_ID","IS_PRINTED_IN_BULLETIN","DEPARTMENT_CODE","DEPARTMENT_NAME","EFFECTIVE_TERM_CODE","SUBJECT_SHORT_TITLE","SUBJECT_TITLE","IS_VARIABLE_UNITS","LECTURE_UNITS","LAB_UNITS","PREPARATION_UNITS","TOTAL_UNITS","DESIGN_UNITS","GRADE_TYPE","GRADE_TYPE_DESC","GRADE_RULE","GRADE_RULE_DESC","HGN_CODE","HGN_DESC","HGN_EXCEPT","GIR_ATTRIBUTE","GIR_ATTRIBUTE_DESC","COMM_REQ_ATTRIBUTE","COMM_REQ_ATTRIBUTE_DESC","TUITION_ATTRIBUTE","TUITION_ATTRIBUTE_DESC","WRITE_REQ_ATTRIBUTE","WRITE_REQ_ATTRIBUTE_DESC","SUPERVISOR_ATTRIBUTE","SUPERVISOR_ATTRIBUTE_DESC","PREREQUISITES","SUBJECT_DESCRIPTION","JOINT_SUBJECTS","SCHOOL_WIDE_ELECTIVES","MEETS_WITH_SUBJECTS","EQUIVALENT_SUBJECTS","IS_OFFERED_THIS_YEAR","IS_OFFERED_FALL_TERM","IS_OFFERED_IAP","IS_OFFERED_SPRING_TERM","IS_OFFERED_SUMMER_TERM","FALL_INSTRUCTORS","SPRING_INSTRUCTORS","STATUS_CHANGE","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE","MASTER_SUBJECT_ID","HASS_ATTRIBUTE","HASS_ATTRIBUTE_DESC","TERM_DURATION","GLOBAL_REGIONS","GLOBAL_COUNTRIES","ON_LINE_PAGE_NUMBER","SO_SUBJECT_ID","SO_TERM_CODE","SO_TERM_DESCRIPTION","SO_CLUSTER_TYPE","SECTION_ID","IS_MASTER_SECTION","IS_LECTURE_SECTION","IS_LAB_SECTION","IS_RECITATION_SECTION","IS_DESIGN_SECTION","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","MEET_TIME","MEET_PLACE"
"2024","1.UR","1","UR","1.UR","1.UR","Y","1","Civil and Environmental Eng","2004FA","Undergraduate Research","Research in Civil and Environmental Engineering","Y",0,0,0,0,0,"P","P/D/F","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","UROP","UROP subject","","Individual research or laboratory study under faculty supervision. Also, opportunities in ongoing research program. Limited number of funded traineeships available.","","","","","Y","Y","Y","Y","Y","Information: Consult Department Academic Programs Office","Information: Consult Department Academic Programs Office","",27-OCT-22,28-OCT-24,"1.UR","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.UR","2024SP","Spring Term 2023-2024","","000","Y","N","N","N","N","Smith, Sarah","926005241","",""
"2024","1.UR","1","UR","1.UR","1.UR","Y","1","Civil and Environmental Eng","2004FA","Undergraduate Research","Research in Civil and Environmental Engineering","Y",0,0,0,0,0,"P","P/D/F","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","UROP","UROP subject","","Individual research or laboratory study under faculty supervision. Also, opportunities in ongoing research program. Limited number of funded traineeships available.","","","","","Y","Y","Y","Y","Y","Information: Consult Department Academic Programs Office","Information: Consult Department Academic Programs Office","",27-OCT-22,28-OCT-24,"1.UR","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.UR","2024SU","Summer Term 2024","","000","Y","N","N","N","N","Smith, Sarah","926005241","",""
"2025","1.UR","1","UR","1.UR","1.UR","Y","1","Civil and Environmental Eng","2004FA","Undergraduate Research","Research in Civil and Environmental Engineering","Y",0,0,0,0,0,"P","P/D/F","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","UROP","UROP subject","","Individual research or laboratory study under faculty supervision. Also, opportunities in ongoing research program. Limited number of funded traineeships available.","","","","","Y","Y","Y","Y","Y","Information: Consult Department Academic Programs Office","Information: Consult Department Academic Programs Office","",26-OCT-23,28-OCT-24,"1.UR","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.UR","2025FA","Fall Term 2024-2025","","000","Y","N","N","N","N","Smith, Sarah","926005241","",""
"2013","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2013FA","Introduction to Design","Introduction to Design","N",2,3,1,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams. Enrollment limited; preference to Course 2-A sophomores.","","","","","Y","Y","N","N","N","M. Yang","M. Yang","New subject",21-NOV-12,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2013FA","Fall Term 2012-2013","","L01,B01,B02,000","Y,N,N,N","Y,N,N,N","N,N,Y,Y","N,N,N,N","N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866","MW3.30-5 (BEGINS OCT 29),F2-5,R2-5","3-370,35-307,35-307"
"2014","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2014FA","Introduction to Design","Introduction to Design","N",2,3,1,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams. Enrollment limited; preference to Course 2-A sophomores.","","","","","Y","Y","N","N","N","M. Yang","M. Yang","",16-OCT-13,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2014FA","Fall Term 2013-2014","","000,B03,L01,B02,B01","N,N,N,N,Y","N,N,Y,N,N","Y,N,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866,987112866","F2-5,MW3.30-5 (BEGINS OCT 28),R9.30-12.30,R2-5","35-307,3-370,35-307,35-307"
"2015","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2014FA","Introduction to Design","Introduction to Design","N",2,3,1,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams. Enrollment limited; preference to Course 2-A sophomores.","","","","","Y","Y","N","N","N","M. Yang","M. Yang","",23-OCT-13,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2015FA","Fall Term 2014-2015","","000,L01,B01,B03,B02","N,N,N,N,Y","N,Y,N,N,N","N,Y,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866,987112866","MW3.30-5,R2-5,F2-5,F9.30-12.30","3-370,35-307,35-307,35-307"
"2016","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2016FA","Introduction to Design","Introduction to Design","N",2,2,2,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams. Enrollment limited; preference to Course 2-A sophomores.","","","","","Y","Y","N","N","N","M. Yang","M. Yang","",30-JUN-15,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2016FA","Fall Term 2015-2016","","000,B01,B03,B02,L01","N,N,N,N,Y","N,N,Y,N,N","Y,N,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866,987112866","R2-5,F2-5,MW3.30-5,F9.30-12.30","35-307,3-370,35-307,35-307"
"2017","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2016FA","Introduction to Design","Introduction to Design","N",2,2,2,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams. Enrollment limited; preference to Course 2-A sophomores.","","","","","Y","Y","N","N","N","M. Yang","M. Yang","",20-OCT-15,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2017FA","Fall Term 2016-2017","","000,B03,L01,B02,B01","N,N,N,N,Y","N,N,Y,N,N","Y,N,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866,987112866","F2-5,R2-5,MW3.30-5,F9.30-12.30","35-307,3-370,35-307,35-307"
"2018","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2016FA","Introduction to Design","Introduction to Design","N",2,2,2,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams. Enrollment limited; preference to Course 2-A sophomores.","","","","","Y","Y","N","N","N","M. Yang","M. Yang","",10-NOV-16,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2018FA","Fall Term 2017-2018","","000,B01,B02,L01,B03","N,N,N,N,Y","N,N,Y,N,N","Y,Y,Y,N,N","N,N,N,N,N","N,N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866,987112866","R2-5,F9.30-12.30,F2-5,MW3.30-5","35-307,35-307,35-307,3-370"
"2019","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2016FA","Introduction to Design","Introduction to Design","N",2,2,2,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams. Enrollment limited; preference to Course 2-A sophomores.","","","","","Y","Y","N","N","N","M. Yang","M. Yang","",27-OCT-17,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2019FA","Fall Term 2018-2019","","000,B02,B01,L01,B03","N,N,N,N,Y","N,N,N,N,Y","Y,Y,N,Y,N","N,N,N,N,N","N,N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866,987112866","F9.30-12.30,R2-5,F2-5,MW3.30-5","35-307,35-307,35-307,3-370"
"2020","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2016FA","Introduction to Design","Introduction to Design","N",2,2,2,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams. Enrollment limited; preference to Course 2-A sophomores.","","","","","Y","Y","N","N","N","M. Yang","M. Yang","",01-NOV-18,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2020FA","Fall Term 2019-2020","","000,B01,B03,B02,L01","N,N,N,N,Y","N,N,N,N,Y","Y,Y,N,Y,N","N,N,N,N,N","N,N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866,987112866","R2-5,F2-5,MW3.30-5,F9.30-12.30","35-307,35-307,3-370,35-307"
"2021","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2016FA","Introduction to Design","Introduction to Design","N",2,2,2,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams. Enrollment limited; preference to Course 2-A sophomores.","","","","","Y","Y","N","N","N","M. Yang","M. Yang","",31-OCT-19,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2021FA","Fall Term 2020-2021","","000,L01,B02,B01,B03","N,N,N,N,Y","N,Y,N,N,N","N,Y,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866,987112866","MW3.30-5,R2-5,R9.30-12.30,F2-5","VIRTUAL,VIRTUAL,VIRTUAL,VIRTUAL"
"2022","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2016FA","Introduction to Design","Introduction to Design","N",2,2,2,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams. Enrollment limited; preference to Course 2-A sophomores.","","","","","Y","Y","N","N","N","M. Yang","M. Yang","",29-OCT-20,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2022FA","Fall Term 2021-2022","","000,B01,B03,B02,L01","N,N,N,N,Y","N,N,Y,N,N","Y,N,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866,987112866","R9.30-12.30,F2-5,MW3.30-5,R2-5","3-004,3-370,3-004,3-004"
"2023","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2023FA","Introduction to Design","Introduction to Design","N",2,2,2,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams.","","","","","Y","Y","N","N","N","M. Yang","M. Yang","",06-MAY-22,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2023FA","Fall Term 2022-2023","","000,B03,B02,L01,B01","N,N,N,N,Y","N,N,N,Y,N","Y,Y,Y,N,N","N,N,N,N,N","N,N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866,987112866","F2-5,R2-5,R9.30-12.30,MW3.30-5","3-004,3-004,3-004,3-270"
"2024","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2023FA","Introduction to Design","Introduction to Design","N",2,2,2,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams.","","","","","Y","Y","N","Y","N","M. Yang","M. Yang","",25-JAN-24,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2024FA","Fall Term 2023-2024","","000,B01,L01,B03,B02","N,N,N,N,Y","N,N,N,Y,N","Y,Y,N,Y,N","N,N,N,N,N","N,N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866,987112866","R9.30-12.30,MW3.30-5,F2-5,R2-5","1-307,1-307,3-370,1-307"
"2024","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2023FA","Introduction to Design","Introduction to Design","N",2,2,2,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams.","","","","","Y","Y","N","Y","N","M. Yang","M. Yang","",25-JAN-24,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2024SP","Spring Term 2023-2024","","000,B02,B01,L01","N,N,N,Y","N,N,Y,N","Y,N,Y,N","N,N,N,N","N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866","tbd,*TO BE ARRANGED,MW3.30-5 (BEGINS APR 1)","3-004,32-082"
"2025","2.00","2","00","2.00","2.00","Y","2","Mechanical Engineering","2023FA","Introduction to Design","Introduction to Design","N",2,2,2,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams.","","","","","Y","Y","N","N","N","M. Yang","M. Yang","",24-OCT-24,28-OCT-24,"2.00","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.00","2025FA","Fall Term 2024-2025","","000,B01,L01,B02,B03","N,N,N,N,Y","N,N,N,Y,N","Y,Y,Y,N,N","N,N,N,N,N","N,N,N,N,N","Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria,Yang, Maria","987112866,987112866,987112866,987112866,987112866","R9.30-12.30 (BEGINS OCT 21),*TO BE ARRANGED,*TO BE ARRANGED,MW3.30-5 (BEGINS OCT 21)","1-307,3-370"
"2013","2.01","2","01","2.01","2.01","Y","2","Mechanical Engineering","2013FA","Elements of Structures","Elements of Structures","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","GIR:PHY1, [2.087]","Introduction to statics and mechanics of deformable structural elements. Emphasizes simple engineering structures, such as rods (axial loading), shafts (torsion), beams (bending), and columns (buckling). Presents basic principles of equilibrium, geometric compatibility, and linear material response. Covers fundamental concepts of continuum mechanics including internal forces, stress, strain, and displacement.","","","","","Y","Y","N","Y","N","A. Hosoi, G. Barbastathis, S. Socrate","A. Hosoi, G. Barbastathis, S. Socrate","New subject",21-NOV-12,28-OCT-24,"2.01","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.01","2013FA","Fall Term 2012-2013","","000,R02,L01,R01","N,N,N,Y","N,N,N,Y","N,N,N,N","N,Y,Y,N","N,N,N,N","Socrate, Simona,Socrate, Simona,Socrate, Simona,Socrate, Simona","900039325,900039325,900039325,900039325","M3.30-5,M2-3.30,TR11-12.30 (ENDS OCT 26)","5-134,3-370,5-134"
"2013","2.01","2","01","2.01","2.01","Y","2","Mechanical Engineering","2013FA","Elements of Structures","Elements of Structures","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","GIR:PHY1, [2.087]","Introduction to statics and mechanics of deformable structural elements. Emphasizes simple engineering structures, such as rods (axial loading), shafts (torsion), beams (bending), and columns (buckling). Presents basic principles of equilibrium, geometric compatibility, and linear material response. Covers fundamental concepts of continuum mechanics including internal forces, stress, strain, and displacement.","","","","","Y","Y","N","Y","N","A. Hosoi, G. Barbastathis, S. Socrate","A. Hosoi, G. Barbastathis, S. Socrate","New subject",21-NOV-12,28-OCT-24,"2.01","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.01","2013SP","Spring Term 2012-2013","","000,R01,L01","N,N,Y","N,N,Y","N,N,N","N,Y,N","N,N,N","Socrate, Simona,Socrate, Simona,Socrate, Simona","900039325,900039325,900039325","M2.30-4,TR11-12.30 (ENDS MARCH 22)","5-217,3-370"
"2014","2.01","2","01","2.01","2.01","Y","2","Mechanical Engineering","2014FA","Elements of Structures","Elements of Structures","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","GIR:PHY1, [2.087]","Introduction to statics and mechanics of deformable structural elements. Emphasizes simple engineering structures, such as rods (axial loading), shafts (torsion), beams (bending), and columns (buckling). Presents basic principles of equilibrium, geometric compatibility, and linear material response. Covers fundamental concepts of continuum mechanics including internal forces, stress, strain, and displacement.","","","","","Y","Y","N","Y","N","A. Hosoi, S. Socrate, A. Kolpak","A. Hosoi, S. Socrate, A. Kolpak","",16-OCT-13,28-OCT-24,"2.01","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.01","2014FA","Fall Term 2013-2014","","000,R01,L01,R02","N,N,N,Y","N,N,Y,N","N,N,N,N","N,Y,N,Y","N,N,N,N","Socrate, Simona,Socrate, Simona,Socrate, Simona,Socrate, Simona","900039325,900039325,900039325,900039325","M3.30-5,M EVE (7-8.30 PM),TR11-12.30 (ENDS OCT 25)","3-370,1-190,3-270"
"2014","2.01","2","01","2.01","2.01","Y","2","Mechanical Engineering","2014FA","Elements of Structures","Elements of Structures","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","GIR:PHY1, [2.087]","Introduction to statics and mechanics of deformable structural elements. Emphasizes simple engineering structures, such as rods (axial loading), shafts (torsion), beams (bending), and columns (buckling). Presents basic principles of equilibrium, geometric compatibility, and linear material response. Covers fundamental concepts of continuum mechanics including internal forces, stress, strain, and displacement.","","","","","Y","Y","N","Y","N","A. Hosoi, S. Socrate, A. Kolpak","A. Hosoi, S. Socrate, A. Kolpak","",16-OCT-13,28-OCT-24,"2.01","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.01","2014SP","Spring Term 2013-2014","","000,L01,R01","N,N,Y","N,Y,N","N,N,N","N,N,Y","N,N,N","Socrate, Simona,Socrate, Simona,Socrate, Simona","900039325,900039325,900039325","TR9.30-11 (BEGINS MARCH 31),M2.30-4","3-333,5-217"
"2015","2.01","2","01","2.01","2.01","Y","2","Mechanical Engineering","2015FA","Elements of Structures","Elements of Structures","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","GIR:PHY1, [2.087 or 18.03]","Introduction to statics and mechanics of deformable structural elements. Emphasizes simple engineering structures, such as rods (axial loading), shafts (torsion), beams (bending), and columns (buckling). Presents basic principles of equilibrium, geometric compatibility, and linear material response. Covers fundamental concepts of continuum mechanics including internal forces, stress, strain, and displacement.","","","","","Y","Y","N","Y","N","A. Hosoi, S. Socrate, A. Kolpak","A. Hosoi, S. Socrate, A. Kolpak","",26-NOV-14,28-OCT-24,"2.01","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.01","2015FA","Fall Term 2014-2015","","000,R03,R02,L01,R01","N,N,N,N,Y","N,N,Y,N,N","N,N,N,N,N","N,Y,N,Y,Y","N,N,N,N,N","Socrate, Simona,Socrate, Simona,Socrate, Simona,Socrate, Simona,Socrate, Simona","900039325,900039325,900039325,900039325,900039325","T2-3.30,TR11-12.30,M2-3.30,M3.30-5","1-134,3-270,1-132,1-132"
"2015","2.01","2","01","2.01","2.01","Y","2","Mechanical Engineering","2015FA","Elements of Structures","Elements of Structures","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","GIR:PHY1, [2.087 or 18.03]","Introduction to statics and mechanics of deformable structural elements. Emphasizes simple engineering structures, such as rods (axial loading), shafts (torsion), beams (bending), and columns (buckling). Presents basic principles of equilibrium, geometric compatibility, and linear material response. Covers fundamental concepts of continuum mechanics including internal forces, stress, strain, and displacement.","","","","","Y","Y","N","Y","N","A. Hosoi, S. Socrate, A. Kolpak","A. Hosoi, S. Socrate, A. Kolpak","",26-NOV-14,28-OCT-24,"2.01","","","Second Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.01","2015SP","Spring Term 2014-2015","","000,L01,R01","N,N,Y","N,Y,N","N,N,N","N,N,Y","N,N,N","Socrate, Simona,Socrate, Simona,Socrate, Simona","900039325,900039325,900039325","TR11-12.30,M2.30-4","3-370,5-217"
"2016","2.01","2","01","2.01","2.01","Y","2","Mechanical Engineering","2016FA","Elements of Structures","Elements of Structures","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","GIR:PHY1, [2.087 or 18.03]","Introduction to statics and mechanics of deformable structural elements. Emphasizes simple engineering structures, such as rods (axial loading), shafts (torsion), beams (bending), and columns (buckling). Presents basic principles of equilibrium, geometric compatibility, and linear material response. Covers fundamental concepts of continuum mechanics including internal forces, stress, strain, and displacement.","","","","","Y","Y","N","N","N","A. Hosoi, S. Socrate, A. Kolpak","A. Hosoi, S. Socrate, A. Kolpak","",08-OCT-15,28-OCT-24,"2.01","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.01","2016FA","Fall Term 2015-2016","","000,R02,R01,R03,L01","N,N,N,N,Y","N,N,N,N,Y","N,N,N,N,N","N,Y,Y,Y,N","N,N,N,N,N","Socrate, Simona,Socrate, Simona,Socrate, Simona,Socrate, Simona,Socrate, Simona","900039325,900039325,900039325,900039325,900039325","M3.30-5,T2-3.30,TR11-12.30,M2-3.30","1-150,5-217,1-150,3-270"
"2013","2.03","2","03","2.03","2.03","Y","2","Mechanical Engineering","2013FA","Dynamics I","Dynamics I","N",2,0,4,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.087","Introduction to the dynamics of one and two degree-of-freedom mechanical systems. Kinematics. Force-momentum formulation for particles and rigid bodies. Work-energy concepts. Rotation of rigid bodies, angular momentum, torques and moments of inertia. Newton, Euler equations (direct method in dynamics). Conservation laws in dynamics. Basics of equilibrium, linearization and stability analysis. Includes MATLAB modeling of dynamical systems with applications. Meets with 2.003 first half of term.","","","","","Y","Y","N","Y","N","K. Turitsyn, N. M. Patrikalakis","K. Turitsyn, N. M. Patrikalakis","New subject",11-MAY-12,28-OCT-24,"2.03","","","First Half Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.03","2013FA","Fall Term 2012-2013","","000,R02,R05,R01,L01,R06,R04,R03","N,N,N,N,N,N,N,Y","N,N,N,N,N,Y,N,N","N,N,N,N,N,N,N,N","N,Y,Y,Y,N,Y,Y,Y","N,N,N,N,N,N,N,N","Gossard, David,Gossard, David,Gossard, David,Gossard, David,Gossard, David,Gossard, David,Gossard, David,Gossard, David","900023806,900023806,900023806,900023806,900023806,900023806,900023806,900023806","R1,R2.30,F11,F2,TR9.30-11 (ENDS OCT 26),F12,R12","1-134,5-134,1-246,10-250,1-134,1-246,1-246"
