"IAP_SUBJECT_SESSION_KEY","SESSION_SEQUENCE","SESSION_TITLE","SESSION_DESCRIPTION","SESSION_LOCATION","SESSION_DATE","SESSION_START_TIME","SESSION_END_TIME","HAS_SESSION_INFO","WAREHOUSE_LOAD_DATE"
"9289afed754ffd47017667b77fa00711",,"Verification Techniques","<p>Discuss verification technique solutions that have been developed, highlighting how the design decisions where impacted by the variety of constraints that must be addressed.</p>","Virtual",28-JAN-21,"1100AM","1200PM","Y",28-OCT-24
"9289afec754ffaf2017648b803830504",,"","","Online",06-JAN-21,"0100PM","0300PM","Y",28-OCT-24
"9289afed754ffd470176aab8d0860a7f",,"","","Webinar",13-JAN-21,"0400PM","0500PM","Y",28-OCT-24
"9289afed754ffd4701764e0c786905ad",,"","","Zoom",15-JAN-21,"0200PM","0300PM","Y",28-OCT-24
"9289afed754ffd470176722b426b07f9",,"","","Virtual",11-JAN-21,"0200PM","0300PM","Y",28-OCT-24
"9289afed754ffd470176ca57d1190b44",,"","","Zoom",25-JAN-21,"0400PM","0700PM","Y",28-OCT-24
"9289afed754ffd470176724c11f00805",,"Virtual Crafting Corner","<p>Bring your own craft or projectand join us on a Zoom call to chill, take a break from the week and spend some time together with other MIT makers!</p> <p><a href=</p>","Zoom",07-JAN-21,"1200PM","0200PM","Y",28-OCT-24
"9289afed754ffd470176724c11f00805",,"Virtual Crafting Corner","<p>Bring your own craft or projectand join us on a Zoom call to chill, take a break from the week and spend some time together with other MIT makers!</p> <p><a href=</p>","Zoom",14-JAN-21,"1200PM","0200PM","Y",28-OCT-24
"9289afed754ffd470176724c11f00805",,"Virtual Crafting Corner","<p>Bring your own craft or projectand join us on a Zoom call to chill, take a break from the week and spend some time together with other MIT makers!</p> <p><a href=</p>","Zoom",21-JAN-21,"1200PM","0200PM","Y",28-OCT-24
"9289afed754ffd470176724c11f00805",,"Virtual Crafting Corner","<p>Bring your own craft or projectand join us on a Zoom call to chill, take a break from the week and spend some time together with other MIT makers!</p> <p><a href=</p>","Zoom",28-JAN-21,"1200PM","0200PM","Y",28-OCT-24
"9289afed754ffd4701768649f9c308ea",,"","","Zoom:See description",21-JAN-21,"0300PM","0430PM","Y",28-OCT-24
"9289afec754ffaf201768be524cb09ae",,"","","ZOOM  923 7338 0074",13-JAN-21,"0330PM","0430PM","Y",28-OCT-24
"9289afec754ffaf2017648bb08da0511",,"","","Online",08-JAN-21,"0100PM","0300PM","Y",28-OCT-24
"9289afec754ffaf20176d7f495a10cfe",,"","","virtual via Zoom",14-JAN-21,"0330PM","0430PM","Y",28-OCT-24
"9289afed754ffd470176db251ced0d02",,"Workshop 1: Intro to Chalk of the Day","<p>Review past Chalk of the Day works and hear the story behind the hidden group. Follow along with the instructors to create a simple piece of chalk art. Please use http://tiny.cc/ChalkIAP to sign up and receive the Zoom link.</p>","Zoom",16-JAN-21,"0400PM","0500PM","Y",28-OCT-24
"9289afed754ffd470176db251ced0d02",,"Workshop 2: Technique Day","<p>Hone your lettering and art technique and compose your own original piece. Instructors will choose topics based on interest in the sign-up form, which include basic principles of art and design, finding inspiration, planning out a composition, different lettering styles, etc. Please use http://tiny.cc/ChalkIAP to sign up and receive the Zoom link.</p>","Zoom",23-JAN-21,"0400PM","0500PM","Y",28-OCT-24
"9289afed754ffd470176db251ced0d02",,"Workshop 3: Hello, World!","<p>The Chalk of the Day spirit spreads through those who view and share our work. Pick one of your pieces from workshops 1 and 2 and digitize it in this session. We will upload your creations to an online platform where anyone can purchase your designs as vinyl stickers. Please use http://tiny.cc/ChalkIAP to sign up and receive the Zoom link.</p>","Zoom",30-JAN-21,"0400PM","0500PM","Y",28-OCT-24
"9289afec754ffaf20176dd6bf24b0d99",,"Among Us","<p>The game is an app that can be downloaded for free on your phone.</p> <p>A quick introduction video to how the game works is here:<a href=","Zoom",28-JAN-21,"1200PM","0100PM","Y",28-OCT-24
"9289afec754ffaf20176dd6bf24b0d99",,"Codenames","<p>Join in for a lively game of online Codenames!</p> <p>Try to guess the words on the board based on the clues given. It's easy to learn once you start playing.</p>","Zoom",14-JAN-21,"1200PM","0100PM","Y",28-OCT-24
"9289afec76e200210176f23d0595016d",,"","","Zoom",14-JAN-21,"1200PM","0100PM","Y",28-OCT-24
"9289afec76e2002101771baff7900254",,"","","Virtual",29-JAN-21,"0900AM","0500PM","Y",28-OCT-24
"9289afec754ffaf20176d83c5a3a0d14",,"","","virtual via Zoom",26-JAN-21,"0400PM","0515PM","Y",28-OCT-24
"9289afed754ffd470176d86fe32e0cda",,"Practice","","TClub Lounge/ZCenter",06-JAN-21,"0715PM","0900PM","Y",28-OCT-24
"9289afed754ffd470176d86fe32e0cda",,"Practice","","TClub Lounge/ZCenter",27-JAN-21,"0715PM","0900PM","Y",28-OCT-24
"9289afed754ffd470176d86fe32e0cda",,"Practice","","TClub Lounge/ZCenter",23-JAN-21,"0500PM","0700PM","Y",28-OCT-24
"9289afed754ffd470176d86fe32e0cda",,"Practice","","TClub Lounge/ZCenter",20-JAN-21,"0715PM","0900PM","Y",28-OCT-24
"9289afed754ffd470176d86fe32e0cda",,"Practice","","TClub Lounge/ZCenter",16-JAN-21,"0500PM","0700PM","Y",28-OCT-24
"9289afed754ffd470176d86fe32e0cda",,"Practice","","TClub Lounge/ZCenter",13-JAN-21,"0715PM","0900PM","Y",28-OCT-24
"9289afed754ffd470176d86fe32e0cda",,"Practice","","TClub Lounge/ZCenter",09-JAN-21,"0500PM","0700PM","Y",28-OCT-24
"9289afed754ffd470176d86fe32e0cda",,"Practice","","TClub Lounge/ZCenter",30-JAN-21,"0500PM","0700PM","Y",28-OCT-24
"9289afec754ffaf20176dd51fd180d74",,"","","Zoom",21-JAN-21,"1000AM","1100AM","Y",28-OCT-24
"9289afec754ffaf201762f91484a035b",,"Financial Planning 101 - Session 2","","Zoom",26-JAN-21,"1215PM","0130PM","Y",28-OCT-24
"9289afec754ffaf201762f91484a035b",,"Financial Planning 101 - Session 1","","Zoom",13-JAN-21,"0515PM","0630PM","Y",28-OCT-24
"9289afec76e200210177077e81960211",,"","","",,"","","N",28-OCT-24
"9289afed754ffd4701763e78312e0428",,"","","https://mit.zoom.us/",13-JAN-21,"1200PM","0200PM","Y",28-OCT-24
"9289afec754ffaf20176cfc57e750c11",,"Computational Risk Management","","Zoom",13-JAN-21,"0100PM","0300PM","Y",28-OCT-24
"9289afec754ffaf20176cfc57e750c11",,"Physical Sciences","","Zoom",18-JAN-21,"0100PM","0300PM","Y",28-OCT-24
"9289afec754ffaf20176cfc57e750c11",,"Computational Thinking","","Zoom",11-JAN-21,"0100PM","0300PM","Y",28-OCT-24
"9289afec754ffaf20176cfc57e750c11",,"Machine Learning and Startups","","Zoom",25-JAN-21,"0100AM","0300AM","Y",28-OCT-24
"9289afec754ffaf20176cfc57e750c11",,"Computational Biology","","Zoom",20-JAN-21,"0100PM","0300PM","Y",28-OCT-24
"9289afec754ffaf20176cfc57e750c11",,"Using WL, Python, and Julia Together","","Zoom",28-JAN-21,"0100PM","0300PM","Y",28-OCT-24
"9289afec754ffaf201763473f885036f",,"","","",,"","","N",28-OCT-24
"9289afec754ffaf201764841b51a03d8",,"","","Online",14-JAN-21,"0200PM","0400PM","Y",28-OCT-24
"9289afed754ffd4701764c4145290532",,"Class 2","<p>Quant Strategies #1</p>","Virtual Class",14-JAN-21,"0400PM","0530PM","Y",28-OCT-24
"9289afed754ffd4701764c4145290532",,"Class 1","<p>Introduction to Quant Investing</p>","Virtual class",07-JAN-21,"0400PM","0530PM","Y",28-OCT-24
"9289afed754ffd4701764c4145290532",,"Class 3","<p>Quant Strategies #2</p>","Virtual class",21-JAN-21,"0400PM","0530PM","Y",28-OCT-24
"9289afed754ffd4701764c4145290532",,"Class 4","<p>Quant Funds and Careers</p>","Virtual class",28-JAN-21,"0400PM","0530PM","Y",28-OCT-24
"9289afed754ffd4701763efe564c044b",,"","","On Zoom",22-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afec754ffaf2017648654844045a",,"","","Online",08-JAN-21,"0100PM","0400PM","Y",28-OCT-24
"9289afed754ffd4701766302d4ba06a5",,"Impacts of COVID-19 across Generations","","Online",13-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afed754ffd4701766302d4ba06a5",,"Living through the COVID Crisis at 85+","","Online",20-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afec754ffaf201768b11af300969",,"","","On Zoom",08-JAN-21,"0100PM","0200PM","Y",28-OCT-24
"9289afec754ffaf20176486945d30469",,"","","Online",15-JAN-21,"1100AM","1230PM","Y",28-OCT-24
"9289afec754ffaf2017648702d1f047e",,"","","Online",20-JAN-21,"0100PM","0200PM","Y",28-OCT-24
"9289afed754ffd4701766c6261d40770",,"","","Virtual",15-JAN-21,"0200PM","0300PM","Y",28-OCT-24
"9289afed754ffd470176ba16c9a20b02",,"Restorative Justice","","",28-JAN-21,"0600PM","0700PM","Y",28-OCT-24
"9289afed754ffd470176ba16c9a20b02",,"Mass Incarceration","","",07-JAN-21,"0600PM","0700PM","Y",28-OCT-24
"9289afed754ffd470176ba16c9a20b02",,"The Legal System","","",21-JAN-21,"0600PM","0700PM","Y",28-OCT-24
"9289afed754ffd470176ba16c9a20b02",,"Policing","","",14-JAN-21,"0600PM","0700PM","Y",28-OCT-24
"9289afed754ffd470176491768600506",,"Alt-Text Time","<p>Bojana Coklyat and Shannon Finnegan will lead a group work session to dig into our collective backlog of alt-text writing for websites or social media. We can share what were working on, ask questions, and learn from each other.</p> <p>If you are brand new to writing alt-text, we recommend reading Section 2 of Bojana and Shannons <a href=","zoom",20-JAN-21,"0300PM","0530PM","Y",28-OCT-24
"9289afed754ffd470176491768600506",,"Alt-Text Time","<p>Bojana Coklyat and Shannon Finnegan will lead a group work session to dig into our collective backlog of alt-text writing for websites or social media. We can share what were working on, ask questions, and learn from each other.</p> <p>If you are brand new to writing alt-text, we recommend reading Section 2 of Bojana and Shannons <a href=","zoom",13-JAN-21,"0300PM","0430PM","Y",28-OCT-24
"9289afed754ffd4701764930d1ff0515",,"","","Virtual",27-JAN-21,"1100AM","1200PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"HIIT, 5:30pm","<p>HIIT is a fast-paced workout that will help improve both your cardiovascular fitness as well as muscular power. This is a non-stop, cardio based workout that is guaranteed to get your heart pumping.</p>","Zoom",29-JAN-21,"0530PM","0600PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"HIIT, 5:30pm","<p>HIIT is a fast-paced workout that will help improve both your cardiovascular fitness as well as muscular power. This is a non-stop, cardio based workout that is guaranteed to get your heart pumping.</p>","Zoom",22-JAN-21,"0530PM","0600PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"HIIT, 5:30pm","<p>HIIT is a fast-paced workout that will help improve both your cardiovascular fitness as well as muscular power. This is a non-stop, cardio based workout that is guaranteed to get your heart pumping.</p>","Zoom",15-JAN-21,"0530PM","0600PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"HIIT, 5:30pm","<p>HIIT is a fast-paced workout that will help improve both your cardiovascular fitness as well as muscular power. This is a non-stop, cardio based workout that is guaranteed to get your heart pumping.</p>","Zoom",08-JAN-21,"0530PM","0600PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"Zumba, 6pm","<p>Ditch the workout, Join the Party. Zumba is a fusion of Latin and International music /dance themes that create a dynamic and exciting, yet easy to follow, class! It combines high energy and motivating music with unique moves and combinations making for a feel-happy workout that is great for both the body and the mind!</p>","Zoom",27-JAN-21,"0600PM","0700PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"Zumba, 6pm","<p>Ditch the workout, Join the Party. Zumba is a fusion of Latin and International music /dance themes that create a dynamic and exciting, yet easy to follow, class! It combines high energy and motivating music with unique moves and combinations making for a feel-happy workout that is great for both the body and the mind!</p>","Zoom",20-JAN-21,"0600PM","0700PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"Zumba, 6pm","<p>Ditch the workout, Join the Party. Zumba is a fusion of Latin and International music /dance themes that create a dynamic and exciting, yet easy to follow, class! It combines high energy and motivating music with unique moves and combinations making for a feel-happy workout that is great for both the body and the mind!</p>","Zoom",13-JAN-21,"0600PM","0700PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"Zumba, 6pm","<p>Ditch the workout, Join the Party. Zumba is a fusion of Latin and International music /dance themes that create a dynamic and exciting, yet easy to follow, class! It combines high energy and motivating music with unique moves and combinations making for a feel-happy workout that is great for both the body and the mind!</p>","Zoom",06-JAN-21,"0600PM","0700PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"Vinyasa Yoga, 5:30pm","<p>Teaches breathing techniques and movement through a series of poses designed to improve strength and flexibility. All fitness levels welcome.</p>","Zoom",05-JAN-21,"0530PM","0630PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"Vinyasa Yoga, 5:30pm","<p>Teaches breathing techniques and movement through a series of poses designed to improve strength and flexibility. All fitness levels welcome.</p>","Zoom",12-JAN-21,"0530PM","0630PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"Vinyasa Yoga, 5:30pm","<p>Teaches breathing techniques and movement through a series of poses designed to improve strength and flexibility. All fitness levels welcome.</p>","Zoom",19-JAN-21,"0530PM","0630PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"Vinyasa Yoga, 5:30pm","<p>Teaches breathing techniques and movement through a series of poses designed to improve strength and flexibility. All fitness levels welcome.</p>","Zoom",26-JAN-21,"0530PM","0630PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"Mat Pilates, 5:30pm","<p>Pilates is a core-focused workout that improves your alignment, balance, strength and flexibility. The mat-based exercises strengthen the muscles around the spine and pelvis to help prevent injuries.</p> <p></p>","Zoom",28-JAN-21,"0530PM","0630PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"Mat Pilates, 5:30pm","<p>Pilates is a core-focused workout that improves your alignment, balance, strength and flexibility. The mat-based exercises strengthen the muscles around the spine and pelvis to help prevent injuries.</p> <p></p>","Zoom",21-JAN-21,"0530PM","0630PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"Mat Pilates, 5:30pm","<p>Pilates is a core-focused workout that improves your alignment, balance, strength and flexibility. The mat-based exercises strengthen the muscles around the spine and pelvis to help prevent injuries.</p> <p></p>","Zoom",14-JAN-21,"0530PM","0630PM","Y",28-OCT-24
"9289afec754ffaf20175d7ec7e7a016e",,"Mat Pilates, 5:30pm","<p>Pilates is a core-focused workout that improves your alignment, balance, strength and flexibility. The mat-based exercises strengthen the muscles around the spine and pelvis to help prevent injuries.</p> <p></p>","Zoom",07-JAN-21,"0530PM","0630PM","Y",28-OCT-24
"9289afec754ffaf20176d2e6a6640c3d",,"","","",,"","","N",28-OCT-24
"9289afec754ffaf201766d201e7607e4",,"","","",,"","","N",28-OCT-24
"9289afec754ffaf2017676e5ed8008ac",,"Probability Generating Functions","<p>Abstract TBD</p>","",11-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afec754ffaf2017676e5ed8008ac",,"Atomicity in algebra and combinatorics","<p>Abstract TBD</p>","",13-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afec754ffaf2017676e5ed8008ac",,"Triangles and Equations","<p>Starting with Schur's attempt from a hundred years ago at proving Fermat's Last Theorem, we explore connections between graph theory on one hand, and an area of number theory known as additive combinatorics on the other hand. I will show the proof of Schur's theorem, and take you on a tour through subsequent developments in the century since Schur's work.</p>","",08-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afec754ffaf2017676e5ed8008ac",,"Mathematics of COVID-19 Transmission","<p>Abstract TBD</p>","",27-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afec754ffaf2017676e5ed8008ac",,"History and Geometry of Kepler's Laws","<p>Abstract TBD</p>","",22-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afec754ffaf2017676e5ed8008ac",,"Singularities in geometric flows","<p>The classical heat equation describes how temperature evolves over time as it seeks an equilibrium. The equation is linear and smoothing - solutions become more smooth over time as heat diffuses and becomes more evenly distributed. Geometric flows, such as mean curvature flow and the Ricci flow, describe the evolution of geometric objects over time. [Full abstract here:https://math.mit.edu/academics/iap2021.php]</p>","",04-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afec754ffaf2017676e5ed8008ac",,"What Gauss Knew About Knots and Braids","<p>Abstract TBD</p>","",20-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afec754ffaf2017676e5ed8008ac",,"Title TBD","<p>Abstract TBD</p>","",25-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afec754ffaf2017676e5ed8008ac",,"The notion of topological degree","<p>In this talk we will introduce and explore the notion of topological degree in the specific case of continuous mappings from the circle to itself, as well as the related notion of winding number. As an application, we will give a topological proof of the Fundamental Theorem of Algebra: every non-constant polynomial has a root in the field of complex numbers.</p>","",06-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afec754ffaf2017676e5ed8008ac",,"Surface Tension","<p>Abstract TBD</p>","",15-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afed754ffd4701764dc60736055a",,"","<p>Join us to meet other language enthusiasts, students taking learning languages, and native speakers of languages youd like to practice. This is a great way to find a language partner!</p> <p></p>","Zoom",19-JAN-21,"0100PM","0200PM","Y",28-OCT-24
"9289afed754ffd4701764dc60736055a",,"","<p></p> <p>Join us to meet other language enthusiasts, students taking learning languages, and native speakers of languages youd like to practice. This is a great way to find a language partner!</p> <p>Topic of the Cafe - Welcome toMinnesota</p>","Zoom",08-JAN-21,"1200PM","0100PM","Y",28-OCT-24
"9289afed76e1ff430176f6f1139f007d",,"","","virtual",14-JAN-21,"0500PM","0600PM","Y",28-OCT-24
"9289afed76e1ff430176f6f1139f007d",,"","","",,"","","Y",28-OCT-24
"9289afed76e1ff430176f6f1139f007d",,"","","",,"","","Y",28-OCT-24
"9289afed754ffd470176d06938080c0b",,"Session II: Speculative Sensing","<p>Session II: We will try to collectively experiment with ways to sense across virtual environments.</p>","Virtual",25-JAN-21,"0100PM","0300PM","Y",28-OCT-24
"9289afed754ffd470176d06938080c0b",,"Session I: Tasting Together","<p>Session 1: Introduction and Tasting Activities</p>","Virtual",22-JAN-21,"0100PM","0300PM","Y",28-OCT-24
"9289afec76e200210176fd78bc1001d3",,"","","zoom",19-JAN-21,"1100AM","1200PM","Y",28-OCT-24
"9289afec754ffaf201768c589bfe09df",,"","","On Zoom",12-JAN-21,"1000AM","1100AM","Y",28-OCT-24
"9289afec754ffaf201768c683d2409ea",,"","","On Zoom",15-JAN-21,"1000AM","1100AM","Y",28-OCT-24
"9289afed754ffd4701766da9b52607b5",,"","","On Zoom",28-JAN-21,"0100PM","0230PM","Y",28-OCT-24
"9289afec76e2002101771cddcf430294",,"","","Webinar",26-JAN-21,"0100PM","0200PM","Y",28-OCT-24
"9289afec754ffaf201768c6e46ae09f4",,"","","On Zoom",27-JAN-21,"0200PM","0300PM","Y",28-OCT-24
"9289afec754ffaf20176904ea0440a0c",,"","","",,"","","Y",28-OCT-24
"9289afec754ffaf20176904ea0440a0c",,"","","On Zoom",,"0200PM","0300PM","Y",28-OCT-24
"9289afec754ffaf20176904ea0440a0c",,"","","On Zoom",27-JAN-21,"0100PM","0200PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",06-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",05-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",04-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",22-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",25-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",26-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",29-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",27-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",28-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",21-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",11-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",14-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",13-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",12-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",20-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",19-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",15-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",08-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176afed669a0a96",,"Virtual Nutrition Coaching Registration","<p>Head to the <a href=","Virtual",07-JAN-21,"0800AM","0800PM","Y",28-OCT-24
"9289afed754ffd470176c62e0a760b2e",,"","","Online",16-JAN-21,"1200AM","1145PM","Y",28-OCT-24
"9289afed754ffd470176c62e0a760b2e",,"","","Online",17-JAN-21,"1200AM","1145PM","Y",28-OCT-24
"9289afed754ffd470176c62e0a760b2e",,"","","Online",18-JAN-21,"1200AM","1000AM","Y",28-OCT-24
"9289afed754ffd470176c62e0a760b2e",,"","","Online",15-JAN-21,"1200PM","1145PM","Y",28-OCT-24
"9289afec754ffaf20175b960873200ac",,"Jumps Off-Ice + Intercollegiate Skating","<p>Join us for an off-ice jumping class, followed by an information session on competitive intercollegiate skating. Zoom link:https://mit.zoom.us/5255188791</p>","Zoom",23-JAN-21,"0100PM","0200PM","Y",28-OCT-24
"9289afec754ffaf20175b960873200ac",,"Pilates","<p>Come join us for a pilates class! Make sure you have room to move and a soft floor. Zoom link:https://mit.zoom.us/5255188791</p>","Zoom",30-JAN-21,"0100PM","0200PM","Y",28-OCT-24
"9289afec754ffaf20175b960873200ac",,"How to Watch Skating + US Nationals!","<p>Come learn how to watch figure skating, from how to identify different jumps to understanding the judging system. Then join us to watch the US National Championships and use your new skills! Zoom link is https://mit.zoom.us/5255188791</p>","Zoom",16-JAN-21,"0100PM","0200PM","Y",28-OCT-24
"9289afec754ffaf20175b960873200ac",,"Ballet for Figure Skating","<p>Join our president and resident ice dancer for a ballet class specially meant for figure skaters! Make sure you have room to move and a chair or similar item to use as a barre. Zoom link:https://mit.zoom.us/5255188791</p>","Zoom",09-JAN-21,"0100PM","0200PM","Y",28-OCT-24
"9289afed754ffd470175be2c9d6a00c3",,"","<p>Starting with gentle stretching postures, the class will move through sun salutations and work toward a peak posture that gets you focused and ready for the day. Modifications to postures will be suggested. <br /><br />Go to http://www.mitrecsports.com/work-out/virtual-group-exercise/ to register. A reservation confirmation link will be sent to you. Email fitness@mit.edu for more information!</p> <p></p>","",18-JAN-21,"0800AM","0850AM","Y",28-OCT-24
"9289afed754ffd470175be2c9d6a00c3",,"","<p>Starting with gentle stretching postures, the class will move through sun salutations and work toward a peak posture that gets you focused and ready for the day. Modifications to postures will be suggested. <br /><br />Go to http://www.mitrecsports.com/work-out/virtual-group-exercise/ to register. A reservation confirmation link will be sent to you. Email fitness@mit.edu for more information!</p> <p></p>","Zoom",04-JAN-21,"0800AM","0850AM","Y",28-OCT-24
"9289afed754ffd470175be2c9d6a00c3",,"","<p>Starting with gentle stretching postures, the class will move through sun salutations and work toward a peak posture that gets you focused and ready for the day. Modifications to postures will be suggested. <br /><br />Go to http://www.mitrecsports.com/work-out/virtual-group-exercise/ to register. A reservation confirmation link will be sent to you. Email fitness@mit.edu for more information!</p> <p></p>","Zoom",06-JAN-21,"0800AM","0850AM","Y",28-OCT-24
"9289afed754ffd470175be2c9d6a00c3",,"","<p>Starting with gentle stretching postures, the class will move through sun salutations and work toward a peak posture that gets you focused and ready for the day. Modifications to postures will be suggested. <br /><br />Go to http://www.mitrecsports.com/work-out/virtual-group-exercise/ to register. A reservation confirmation link will be sent to you. Email fitness@mit.edu for more information!</p> <p></p>","Zoom",11-JAN-21,"0800AM","0850AM","Y",28-OCT-24
"9289afed754ffd470175be2c9d6a00c3",,"","<p>Starting with gentle stretching postures, the class will move through sun salutations and work toward a peak posture that gets you focused and ready for the day. Modifications to postures will be suggested. <br /><br />Go to http://www.mitrecsports.com/work-out/virtual-group-exercise/ to register. A reservation confirmation link will be sent to you. Email fitness@mit.edu for more information!</p> <p></p>","Zoom",13-JAN-21,"0800AM","0850AM","Y",28-OCT-24
"9289afed754ffd470175be2c9d6a00c3",,"","<p>Starting with gentle stretching postures, the class will move through sun salutations and work toward a peak posture that gets you focused and ready for the day. Modifications to postures will be suggested. <br /><br />Go to http://www.mitrecsports.com/work-out/virtual-group-exercise/ to register. A reservation confirmation link will be sent to you. Email fitness@mit.edu for more information!</p> <p></p>","Zoom",27-JAN-21,"0800AM","0850AM","Y",28-OCT-24
"9289afed754ffd470175be2c9d6a00c3",,"","<p>Starting with gentle stretching postures, the class will move through sun salutations and work toward a peak posture that gets you focused and ready for the day. Modifications to postures will be suggested. <br /><br />Go to http://www.mitrecsports.com/work-out/virtual-group-exercise/ to register. A reservation confirmation link will be sent to you. Email fitness@mit.edu for more information!</p> <p></p>","Zoom",25-JAN-21,"0800AM","0850AM","Y",28-OCT-24
"9289afed754ffd470175be2c9d6a00c3",,"","<p>Starting with gentle stretching postures, the class will move through sun salutations and work toward a peak posture that gets you focused and ready for the day. Modifications to postures will be suggested. <br /><br />Go to http://www.mitrecsports.com/work-out/virtual-group-exercise/ to register. A reservation confirmation link will be sent to you. Email fitness@mit.edu for more information!</p> <p></p>","Zoom",,"0800AM","0850AM","Y",28-OCT-24
