"VIEW_ID","VIEW_NAME","DESCRIPTION","SENSITIVITY_ID","STATUS","VIEW_TYPE","PRIMARY_PROVIDER_CODE","ADDITIONAL_PROVIDER_INFO"
293,"ESTIMATED_SURCHARGES","Overhead, EB, and Allocation surcharges calculated on expenses for the open period(s) in which Costing Sheets have not run yet.",3,"PRODUCTION","F","SAPUSER",""
313,"FINAID_TERM","Contains information about financial aid terms",2,"PRODUCTION","D","MITSIS",""
314,"FINAID_YEAR","Contains information about financial aid years",2,"PRODUCTION","D","MITSIS",""
315,"FINAID_REQUIREMENT_STATUS","Contains the definitions of all the valid status codes for the tracking of financial aid requirements.",3,"OBSOLETE","D","SUPPRESSED",""
316,"FINAID_REQUIREMENT","Contains the definitions of all the requirement tracking codes for the tracking of financial aid requirements.",3,"OBSOLETE","D","SUPPRESSED",""
317,"FINAID_AWARD_STATUS","Contains all the financial aid award and note statuses.  For each award status (eg. ACTL, CANC, ESTI), there exists all the possible loan promissory note status codes (eg. RECM, SIGN) for promissory loan notes of Federal Direct Loans, Perkins Loans, Parent Loans, and Technology Loans; and also the status codes of outside scholarship checks (eg. wether the checks were received or signed for deposit).",3,"PRODUCTION","D","MITSIS",""
318,"FINAID_FUND_MANAGEMENT","This table contains aid year based financial aid fund rules and management information. Funds/awards are grouped by fund source (Federal, Institutional, Other), fund type (loan, grant, outside scholarship, tuition award, stipend, etc.) and fund category (a more detailed subgroup of fund type).",3,"PRODUCTION","D","MITSIS",""
319,"FINAID_AID_APPLICANT","(Access to this table is restricted to the staff of Student Financial Services. Other authorized users are given access to the FINAID APPLICANT table.) This table contains the yearly status and summary information of all prospective financial aid applicants, including incoming freshmen and applicants, at MIT since financial aid year 1994.  Information includes biographical data, financial aid data, enrollment profile data, admissions data, and summary of award data.  There is one record per aid applicant per financial aid year.",3,"PRODUCTION","D","MITSIS",""
336,"FINAID_AWARD_DETAIL","This table contains financial aid award packages for each of the financial aid applicant since financial aid year 1994.  Data in this table are organized by financial aid terms of an aid year and fund codes -- there is one record for each fund/award an aid applicant receives in a term of an aid year.",3,"PRODUCTION","F","MITSIS",""
337,"FINAID_NEED_ANALYSIS_DETAIL","Contains the current set of need analysis records for a student in an aid year. A set of need analysis records for a student in an aid year consists of one to three entries which reflect the two different methodologies used by MIT: Federal Methodology (FM) and Institutional Methodology (IM).  IM is divided into 2 categories: IMC for custodial parents and IMN for non-custodial parents.  Data since financial aid year 1994 are included in this table.",3,"OBSOLETE","F","SUPPRESSED",""
338,"FINAID_NA_METHODOLOGY","Contains the definitions of need analysis methodologies used by MIT Student Financial Services to determine financial aid eligibility of student financial aid applicants.",2,"OBSOLETE","D","SUPPRESSED",""
339,"FINAID_REQ_TRACKING_DETAIL","Contains the data which track the financial aid requirements of financial aid recipients and applicants.  Data of the three most recent financial aid years are included in this table",3,"OBSOLETE","F","SUPPRESSED",""
340,"FINAID_APPLICANT","This table contains the yearly status and summary information of all prospective financial aid applicants, including incoming freshmen and applicants, at MIT since aid year 1994.  Information includes biographical data, financial aid data, enrollment profile data, admissions data, and summary of award data.  There is one record per aid applicant per financial aid year.",3,"PRODUCTION","D","MITSIS",""
356,"FINAID_BUDGET_COMPONENT","Contains the estimated amount of the standard financial aid budget items (eg. Tuition, Room and Board, Book and Supplies) for the different budget types (FEDR, INST, or PELL), aid periods (eg. Full Academic Year, Fall Term only, Spring Term only)  and budget groups (eg. Regular Undergraduates, International Undergraduates, Regular Graduate Students) of a financial aid year.",2,"PRODUCTION","D","MITSIS",""
382,"FINAID_GRANT","Contains aid year based rules and management information about the MIT Alumni/ae & Friends Funds (ie. MIT Grants or SubFunds).",3,"PRODUCTION","D","MITSIS",""
383,"FINAID_GRANT_PCKG_DETAIL","Contains the detail of the current package of ""MIT Alumni/ae and Friends"" fund assignments for students who have been awarded MIT Grant in a financial aid year. Data since financial aid year 1994 are included in this table.",3,"PRODUCTION","F","MITSIS",""
396,"SPONSORED_BILLING_CUSTOMER","Customer Information which joins with the Sponsor Billing Detail. This is a subset of the Customers from SAP.",2,"PRODUCTION","D","SAPUSER",""
416,"SUBJECT_OFFERED","Contains all enrollable offered subjects in each academic term, since Fall Term of  1994-1995 (1995FA), as maintained on MITSIS.  Data items include master subject number, subject number, section ID, and subject title.  There is one record for each section (eg. Lecture, Recitation, Lab) of a subject in an academic term.  Each of the subjects in this table has a record with section ID '000' that serves as the default record for the subject regardless of whether there is section information in the table for the subject.",2,"PRODUCTION","D","MITSIS",""
417,"SUBJECT_ENROLLMENT_DETAIL","Contains subject registration/enrollment information, ie. The ""Class List"".   In this table, there is one record for a section of a subject which a student has registered for the academic term.  For subjects that do not ""section"" the enrollment of student, the enrollment records are marked with a section ID of '000'.",3,"PRODUCTION","F","MITSIS",""
418,"SUBJECT_ENROLLMENT_MOIRA","View of the SUBJECT OFFERED and SUBJECT ENROLLMENT DETAIL tables for use by MOIRA only to generate Participant Lists.",3,"PRODUCTION","F","SUPPRESSED",""
436,"FINAID_PAY_DIST_TYPE","A dimensional table for the Financial Aid  Campus Work Star Schema.  It contains the following data items: Payroll System (for either undergraduate or graduate students), Distribution Type (Undergraduate Timesheet, Graduate Appointment, Undergraduate Voucher, Adjustments, etc.), Personnel Rank (RA, TA, Instructor, etc.). Personnel Rank is not applicable to the undergraduate payroll system.",2,"PRODUCTION","D","MITSIS",""
437,"FINAID_PAYROLL_DIST_DETAIL","Financial Aid Student Payroll Distribution Detail (""Student Employment"") Table.  It contains detailed distribution transactions of all student payroll data.  Each record represents a single payroll distribution.",3,"PRODUCTION","F","MITSIS",""
502,"STUDENT_DEGREE","This table contains information of MIT degrees that have been awarded to students and degrees that are expected to be received by students. There is one record for a degree a student was awarded or is expected.  Each record contains information such as the type of degree (eg. SB, MS, PHD), the term and date as well as the department (Course of major) of the degree awarded/expected.  The DEGREE STATUS DESC field (which contains values such as 'Degree awarded', 'Degree candidate', 'Degree applicant') differentiates between an awarded and an expected degree. For an awarded degree, there are also various indicators showing if the particular degree was the first undergraduate degree, the first MIT degree, or the highest MIT degree the student received.",3,"PRODUCTION","D","MITSIS",""
522,"SALES_CONTRACT","Sales contract data",3,"PRODUCTION","F","SAPUSER",""
524,"BILLING_PLAN","Billing plan data",3,"PRODUCTION","D","SAPUSER",""
542,"COST_CENTER_HISTORY","Contains the history of Cost Center Data for each fiscal period and fiscal year.",2,"PRODUCTION","D","SAPUSER",""
543,"INTERNAL_ORDER_HISTORY","Contains the history of internal order data by fiscal period and fiscal year.",2,"PRODUCTION","D","SAPUSER",""
2372,"EXTERNAL_CREDIT_SUBJECT","A dimension table for the External Test Credit Result Star Scema.  It contains the generated, applied and registration subject codes and numbers for the credit results.",3,"PRODUCTION","F","MITSIS",""
2392,"DOF_GL_ACCOUNT_GROUP","XXX",3,"???","","SUPPRESSED",""
2412,"POOL_YIELD_HISTORY","XXX",3,"PRODUCTION","D","SAPUSER",""
2432,"PENSION_MIT_MEDICAL_PERSON","This view includes pension annuitants personal data if they subscribe for MIT Medical health plans",3,"PRODUCTION","D","HRUSER",""
2433,"PENSION_MIT_MEDICAL_RECIPIENT","Pension annuitants who subscribe to MIT Medical health plan, and their dependents",3,"PRODUCTION","D","HRUSER",""
2434,"PENSION_MIT_MEDICAL_DETAIL","MIT Medical health plan enrollment records of Pension Annuitants",3,"PRODUCTION","F","HRUSER",""
2452,"PRE_REG_DETAIL","This table contains Student's Pre Registration information for the upcoming academic term.  There is one record per subject a student pre-registers for the term. Pre-registration information about the subject includes the specific sections (Lecture, Recitation, Lab, Design), number of units (for a variable unit subject) the student pre-registers for, and also whether the student pre-registers the subject as a Listener, Pass/Fail, Doctor or Master Thesis, or at a Graduate Level or a Higher Level Graduate.",3,"PRODUCTION","F","MITSIS",""
2453,"PRE_REG_SECTION","This is a dimension table for the Pre Registration Data.  It contains all the possible sections for Lecture, Lab, Recitation, and Design that a student has pre-registered for.",3,"PRODUCTION","D","MITSIS",""
2454,"PRE_REG_STUDENT_STATUS","This is a dimension table for the Pre Registration Data.  There is one record for an academic term that a student has pre-registered.  The record contains the status information of the pre-registration process.",3,"PRODUCTION","D","MITSIS",""
2455,"PRE_REG_SUBJECT","This is a dimension table for the Pre Registration Data.  It contains all the subjects that students have pre-registered for the academic term.",3,"PRODUCTION","D","MITSIS",""
2472,"BALANCE_SHEET_ACCOUNT_REFI","XXX",3,"SUPPRESSED","D","SUPPRESSED",""
2492,"PENSION_ACTION_TYPE","Dimension Table for Pension Action Detail, consists information about Pension Action Types and Action Reasons (Types:Initial Pension Set-up, Pension Termination, etc, Reason: Deceased, Suspension,etc)",3,"PRODUCTION","D","HRUSER",""
2532,"KERBEROS_NAME_CURRENT_STUDENT","This table contains kerberos name (kerberos principal) of all current students.",3,"PRODUCTION","D","MOIRAUSR",""
2552,"SCHOLARSHIP_CHECK","XXX",3,"PRODUCTION","","SUPPRESSED",""
2572,"LIBRARY_BORROWER_STATUS","Includes codes and desciptions about the borrower's status (Graduate student, Boston Library Consortium, etc.) and type (BLC - Umass-Amherst, Undrgraduate Student - Wellesley, etc.).   Use this table to limit Circulation statistics by borrower status or type.",2,"PRODUCTION","D","LIBUSER",""
2573,"LIBRARY_CIRCULATION_DESK","Includess the IP Address of the client (GUI or Web), the 3-digit Code for where the item was checked out (the library or self-check desk), and the Name of the Library or Location to which the item belongs.",2,"PRODUCTION","D","LIBUSER",""
2574,"LIBRARY_CIRCULATION_DETAIL","Includes information about the circulation transaction including dates, hours and staff checking out the item; as well as the type of material (BOOK, ISSUE, etc.).  This data comes from the Aleph Z35 Events Table.  Note:  Do not use this table to determine the Total counts of Circulation prior to 7/9/2001; there is no detail information available in the Circulation Detail table until this date. Refer to the Item Detail table to obtain this data.",2,"PRODUCTION","F","LIBUSER",""
2575,"LIBRARY_CIRC_EVENT_TYPE","Includes codes and desciptions about the event type (return, loan, hold), and the circulation type (i.e., the source such as PC Client, Self-Check, Your Acct).  Excluded are details about active holds (Z37) or active loans (Z36).  If you want a historical report about holds, contact the MIT Libraries Aleph Administrator.  Use this table to limit Circulation statistics by event or circulation types.",2,"PRODUCTION","D","LIBUSER",""
2592,"SUBJECT_ENROLLMENT_OKI","Subject enrollment data for specific classes/subjects for use by the OKI project.",3,"PRODUCTION","F","SUPPRESSED",""
2612,"FINANCIAL_DETAIL_SU","XXX",3,"PRODUCTION","","SUPPRESSED",""
2632,"CREDIT_CARD_DETAIL_SU","XXX",3,"PRODUCTION","","SUPPRESSED",""
2652,"STUDENT_MED_INSURANCE_SUMMARY","This table contains data from MITSIS about student medical insurance charges, with one record per student per academic term.",3,"OBSOLETE","F","SUPPRESSED",""
2672,"HR_POSITION_LIMITED_HISTORY","XXX",3,"PRODUCTION","F","HRUSER",""
2692,"HR_POSITION_LIM_DET_HISTORY","The table contains information about position statuses.  For filled positions, the data specifies who holds them and for what periods of time.  For unfilled positions, it specifies their sub-status.  Unlike HR_POSITION_DETAIL, it does not contain position budgets.",3,"PRODUCTION","F","HRUSER",""
2712,"FIDELITY_DATA","XXX",3,"OBSOLETE","","SUPPRESSED",""
2732,"ALUM_MIT_OCCUPATION","This table contains the Occupation Codes and Descriptions for the Alumni data.",3,"PRODUCTION","D","ALUMUSER",""
2733,"ALUM_MIT_SIC","This table contains the Standard Industrial Codes and Decriptions for the Alumni data",3,"PRODUCTION","D","ALUMUSER",""
2752,"HR_PERSON_EMPLOYEE_ISO","XXX",3,"PRODUCTION","","SUPPRESSED",""
2753,"ACAD_CHAIR_CATEGORY","This table contains information about the various categories of academic chair.",2,"PRODUCTION","D","HRUSER",""
2773,"STUDENT_GRAD_ENROLLMENT","This table contains the enrollment information of all current as well as incoming (for the upcoming academic term) graduate students.  Enrollment status (including registration, degree course, load level) for the current academic term is included as well as the entry term, entrance type, home department, email address, office address, and whether the student is eligible to register for the upcoming term.  New incoming students are marked with a ""Y"" in the ""Is New Incoming Student"" field.",3,"PRODUCTION","D","MITSIS",""
2774,"STUDENT_MED_INSURANCE_DETAIL","This table contains data from MITSIS about student medical insurance charges.  There is one record per student per academic term per detail code.  Detail codes are special codes to identify the various medical insurance charges such as Student Medical Plan, Student Extended Insurance, and Individual and Child Health Fee.",3,"OBSOLETE","F","SUPPRESSED",""
2793,"ALUM_DEGREE_DETAIL","This table contains degree information of MIT Alumni.",3,"PRODUCTION","F","ALUMUSER",""
2794,"ALUM_DEGREE_TYPE","This table contains information about the different degree types available in the ALUM DEGREE DETAIL table.",3,"PRODUCTION","D","ALUMUSER",""
2795,"ALUM_MAJOR","This table contains information about the courses of major as used in the Alumni's system.",3,"PRODUCTION","D","ALUMUSER",""
2796,"ALUM_DEPARTMENT","This table contains information about MIT academic departments as used in the Alumni's system.",3,"PRODUCTION","D","ALUMUSER",""
2797,"ALUM_INSTITUTION","XXX",3,"PRODUCTION","D","ALUMUSER",""
2798,"ALUM_ADDRESS_DETAIL","This is a fact table which contains address information of MIT Alumni.  Join this table to the ALUM_ADDRESS_TYPE table using the ALUM_ADDRESS_TYPE_KEY field to get the specific types of address for the person.",3,"PRODUCTION","F","ALUMUSER",""
2799,"ALUM_ADDRESS_TYPE","This table contains information about the different address types stored in the ALUM ADDRESS DETAIL table.  Some of the Address Types are: Business, Home, Season, Student Term Address, Past Home, Alternate Business, and MIT Employee Campus Address.",3,"PRODUCTION","D","ALUMUSER",""
2800,"ALUM_SIC_DETAIL","XXX",3,"PRODUCTION","F","ALUMUSER",""
2801,"ALUM_OCCUPATION_DETAIL","XXX",3,"PRODUCTION","F","ALUMUSER",""
1939,"ALUM_BIOGRAPHIC","Biographic information of MIT Alumni - there is one record per person.",3,"PRODUCTION","D","ALUMUSER",""
2813,"EHSS_FUNCTION","XXX",3,"PRODUCTION","","SUPPRESSED",""
2814,"EHSS_HAZARD","XXX",3,"PRODUCTION","","SUPPRESSED",""
2815,"EHSS_HAZARD_DETAIL","XXX",3,"PRODUCTION","","SUPPRESSED",""
2816,"EHSS_HAZARD_SARA_COMBO","XXX",3,"PRODUCTION","","SUPPRESSED",""
2817,"EHSS_ROOM","XXX",3,"PRODUCTION","","SUPPRESSED",""
2818,"EHSS_ROOM_FUNCTION_DETAIL","XXX",3,"PRODUCTION","","SUPPRESSED",""
2819,"EHSS_SARA_ROOM_HISTORY","XXX",3,"PRODUCTION","","SUPPRESSED",""
2820,"EHSS_SARA_SUBSTANCE","XXX",3,"PRODUCTION","","SUPPRESSED",""
2821,"EHSS_SARA_SUBSTANCE_DETAIL","XXX",3,"PRODUCTION","","SUPPRESSED",""
2833,"ASA_EARLYRETURN_REQ_DETAIL","Association of Student Activities Early Return Requests",3,"SUPPRESSED","F","SUPPRESSED",""
2834,"ASA_MIDWAY_REQ_DETAIL","Association of Student Activities Midway Requests",3,"SUPPRESSED","F","SUPPRESSED",""
2835,"ASA_OFFICER_DETAIL","Association of Student Activities Student Group Officers",3,"SUPPRESSED","F","SUPPRESSED",""
2836,"ASA_OFFICER_ROLE","Association of Student Activities Student Group Officer Roles",3,"SUPPRESSED","D","SUPPRESSED",""
2837,"ASA_REQUEST_STATUS","Association of Student Activities Request Status",3,"SUPPRESSED","D","SUPPRESSED",""
2838,"ASA_RESOURCE_ALLOC_DETAIL","Association of Student Activities Resource Allocations",3,"SUPPRESSED","F","SUPPRESSED",""
2839,"ASA_RESOURCE_REQ_DETAIL","Association of Student Activities Resource Requests",3,"SUPPRESSED","F","SUPPRESSED",""
2840,"ASA_RESOURCE_TYPE","Association of Student Activities Resource Types (Office, Locker, Mailbox, Bulletin Board)",3,"SUPPRESSED","D","SUPPRESSED",""
2841,"ASA_STUDENT_GROUP","Association of Student Activities Student Groups",3,"SUPPRESSED","D","SUPPRESSED",""
2873,"ALUM_DISPLAY_OPTION","Alumni table with display options (ie. whether to display a field) for specific fields in an alumni record.  '1' in the specific field means to display the information, '0' not to display.",3,"PRODUCTION","F","ALUMUSER",""
2893,"EHSS_SARA_MAX_AMOUNT_RULE","XXX",3,"PRODUCTION","","SUPPRESSED",""
2913,"HR_PERSON_XT","XXX",3,"OBSOLETE","","SUPPRESSED",""
2954,"HR_PERSON_EMPLOYEE_BASIC","This is a simplifed version of HR_PERSON_EMPLOYEE.   It contains information about MIT employees as recorded and maintained in SAP HR.",3,"PRODUCTION","D","HRUSER",""
2973,"EHST_DLC_PI_TRAINEE","XXX",3,"PRODUCTION","","SUPPRESSED",""
2993,"CIS_COURSE_CATALOG","Curricular Information System (CIS) Course Catalog.  This table contains the final version of each active subject for each academic year, whether or not it is enrollable.",2,"PRODUCTION","F","MITSIS",""
3013,"VENDOR_FULL","XXX",3,"PRODUCTION","F","SAPUSER",""
3033,"WORK_ORDER","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3034,"WORK_ORDER_ALL_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
3035,"WORK_ORDER_CONFIRM_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
3036,"WORK_ORDER_MATERIAL","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3037,"WORK_ORDER_MATERIAL_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
3038,"HR_EMPLOYMENT_CIP_DETAIL","Table containing information about MIT employees' CIP(Classification of Instructional Programs) records, 2000 Edition, as published by the National Center for Education Statistics in April 2002.",3,"PRODUCTION","F","HRUSER",""
3039,"HR_EMPLOYMENT_CIP_TYPE","Table containing description about the types of CIP (Classification of Instructional Programs) records for a discipline",2,"PRODUCTION","D","HRUSER",""
3040,"WORK_ORDER_PROBLEM_BLDG","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3058,"WORK_ORDER_LONG_TEXT","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3078,"WORK_ORDER_LONG_TEXT_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
3098,"WORK_ORDER_CONFIRM_STATUS","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3118,"STUDENT_ALL_ENROLLMENT","This table contains registration status information and awarded degree data for all students, including current and graduated students  There is one record per student.",3,"PRODUCTION","D","MITSIS",""
3138,"GRADUATE_AWARD_WORK_AREA","This table contains work area information (such as the the supervisor/faculty for which the graduate student is a TA or RA) about a graudate award.",3,"PRODUCTION","D","MITSIS",""
3158,"REWARDS_RECOGNITION_MAP","Mapping of org units to costs objects used by the Rewards and Recognition Office",2,"PRODUCTION","F","HRUSER",""
3178,"STUDENT_DIRECTORY_OCW","Student directory information for use by OCW",3,"PRODUCTION","D","SUPPRESSED",""
3198,"PROCUREMENT_MITID_PERSON","This table contains all persons with MIT IDs for use by the Procurement Office.",3,"PRODUCTION","D","SUPPRESSED",""
3218,"SIS_MINOR_DESCRIPTION","Descriptions for student's minor programs",2,"PRODUCTION","D","MITSIS",""
3238,"EMPLOYEE_EMERGENCY_CONTACT","Contains emergency contact information for all current employees.  Grant to specific users only.",3,"PRODUCTION","D","SUPPRESSED",""
3258,"EHSI_ANSWER_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
3259,"EHSI_FINDING_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
3278,"EHSI_FINDING","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3279,"EHSI_HEADER","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3298,"OSP_PROPOSAL_DETAIL","XXX",3,"PRODUCTION","F","OSPUSER",""
3318,"EHSI_ACTION_TAKEN_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
3338,"OSP_IDC_RATE_TYPE","XXX",3,"PRODUCTION","D","OSPUSER",""
3339,"OSP_PROPOSAL_TO_AWARD_MAP","XXX",3,"PRODUCTION","D","OSPUSER",""
3358,"EHSI_FINDING_BY_ROOM_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
3359,"EHSI_RC_ACTION","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3360,"EHSI_RC_ACTION_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
3378,"MIT_CARD_PICTURE","This table contains the image file of the picture on the MIT card of students and employees.  There is one record per person.",3,"PRODUCTION","F","CARDUSER",""
3379,"EHSI_ANSWER","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3380,"EHSI_FINDING_TEXT","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3381,"EHSI_FUNCTION","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3382,"EHSI_FUNCTION_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
3383,"EHSI_INVOLVED_ENTITY","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3384,"EHSI_QUESTION","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3385,"EHSI_QUESTION_REGULATION_MAP","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3386,"EHSI_ROOM","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3387,"EHSI_ROOM_SET","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3398,"STUDENT_CURRENT","Contains biographic, enrollment, and address (home, term, and office addresses) data about current students.  Current students are students who are registered or eligible to register for the current academic terms.  There is one record per student.",3,"PRODUCTION","D","MITSIS",""
3418,"MITID_DB_ACTIVE","All people with an active (not obsolete) MIT ID in the MITID database",3,"PRODUCTION","D","MITIDUSR",""
3438,"OSP_PROPOSAL_STATUS","Status for OSP Proposals",3,"PRODUCTION","D","OSPUSER",""
3439,"OSP_PROPOSAL_TYPE","Type of OSP Proposal",3,"PRODUCTION","D","OSPUSER",""
3440,"OSP_INVESTIGATOR","OSP Proposal Investigator information",3,"PRODUCTION","D","OSPUSER",""
3441,"OSP_ACTIVITY_TYPE","Activity type for OSP Proposal",3,"PRODUCTION","D","OSPUSER",""
3468,"OSP_PROPOSAL","OSP Proposals",3,"PRODUCTION","D","OSPUSER",""
3478,"PLANT","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3498,"EHSS_SARA_REPORT_HEADER","XXX",3,"PRODUCTION","","SUPPRESSED",""
3518,"PENSION_FINANCIAL_DETAIL","XXX",3,"PRODUCTION","","SUPPRESSED",""
3519,"PENSION_PAYMENTS","XXX",3,"PRODUCTION","","SUPPRESSED",""
2576,"LIBRARY_CIRC_ITEM_STATUS","Includes codes and descriptions about the item status (2 Day Loan, ILB Loan, 2 Week Loan, etc. Use this table to limit circulation reports by item status.",2,"PRODUCTION","D","LIBUSER",""
3538,"STUDENT_MINOR_DETAIL","This fact table contains all the proposed and completed minors of the students.  It also includes the minor start term and expected graduation term.",3,"PRODUCTION","F","MITSIS",""
3558,"EHSS_CURRENT_SARA_YEAR","XXX",3,"PRODUCTION","","SUPPRESSED",""
3578,"EHSIN_INCIDENT","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3598,"PENSION_PAYROLL_POSTINGS","XXX",3,"PRODUCTION","","SUPPRESSED",""
3618,"EMPLOYEE_PLUS","XXX",3,"OBSOLETE","","SUPPRESSED",""
3638,"CONTROL_HISTORICAL_NEW","XXX",3,"???","","SUPPRESSED",""
3639,"EMPLOYEE_HISTORICAL_NEW","XXX",3,"???","","SUPPRESSED",""
3658,"COEUS_APPOINTMENT","XXX",3,"PRODUCTION","F","SUPPRESSED",""
3678,"PAYROLL_DIST_RULE_DETAIL","This table contains the appointment distribution data (no salary information) for employees and students beginning July 2006.",3,"PRODUCTION","F","HRPAYUSER",""
3679,"PAYROLL_EDACCA_DETAIL","This table contains salary distribution data for employees and students, beginning July 2006.  Records are added to it after every payroll.",3,"PRODUCTION","F","HRPAYUSER",""
3680,"PAYROLL_SALARY_DETAIL","This table contains appointment/salary information for employees (exempts and non-exempts), graduate students, and hourly paid students.",3,"PRODUCTION","F","HRPAYUSER",""
3681,"PAYROLL_SALARY_DIST_DETAIL","This table contains the salary and account distribution (percent and amount) information for employees and students.",3,"PRODUCTION","F","HRPAYUSER",""
3682,"PAYROLL_WORK_HOURS_DETAIL","This table contains the breakdown of gross pay and hours worked  by type of pay, e.g, regular, premium, vacation, etc.  It has records for non-exempt employees and hourly paid students beginning July 2006.  Records are added to this table after every non-exempt payroll.",3,"PRODUCTION","F","HRPAYUSER",""
3698,"PAYROLL_PERSON","This table is used for payroll reporting.  It contains all employees and students at MIT who have been paid through SAP payroll beginning July 2006.",3,"PRODUCTION","D","HRPAYUSER",""
3699,"PAYROLL_POSTINGS_DETAIL","XXX",3,"PRODUCTION","","SUPPRESSED",""
3718,"HR_APPT_ACTION_DETAIL","This table contains one record per personnel action (such as New Hire, Transfer, Annual Salary Review, Salary Change, Leave of Absence, Promotion) pertaining to an appointment for an employee.  This is a new table created in July 2006 to allow an employee more than one personnel action per appointment on the same day. Prior to that, personnel action in the HR_APPT_TX_DETAIL table has always retained only the latest action for an appointment on a particular date.",3,"PRODUCTION","F","HRUSER",""
3738,"PAYROLL_DEDUCTION_DETAIL","This table contains payroll deductions information, including requested deduction amount, the amount taken during the payroll run, arrears/deduction not taken amount, as well as -- for some types of deductions -- the amount paid-to-date and the remaining balance.   The data starts in July 2006 and records are added to this table after every payroll.",3,"PRODUCTION","F","HRPAYUSER",""
3739,"PAYROLL_FOR_PERIOD","Information about payroll FOR-period, including the type of payroll (monthly vs.weekly), service start and end dates, payment date, etc.  ""For-period"" specifies the period for which the employee is paid, as opposed to the ""In-period"" which specifies the period in which the payroll runs.  The two are usually identical, e.g., an employee paid in August 2006 for his work in August 2006, but can be different, as in case of retroactive adjustments, when an August payroll may be recalculated in September.  In this case the For-period will be August, and the In-period, September.",3,"PRODUCTION","D","HRPAYUSER",""
3740,"PAYROLL_IN_PERIOD","Information about payroll IN-period, including the type of payroll (monthly vs.weekly), service start and end dates, payment date, etc.  ""In-period"" specifies the period in which a payroll runs, as opposed to the ""For-period"" which specifies the period for which the person is paid.  The two are usually identical, e.g., an employee paid in August 2006 for his work in August 2006, but can be different, as in case of retroactive adjustments, when an August payroll may be recalculated in September.  In this case the For-period will be August, and the In-period, September.",3,"PRODUCTION","D","HRPAYUSER",""
3741,"PAYROLL_WAGE_TYPE","Most of payroll reporting occurs by wage types and this table contains all wage types used in payroll reporting.  Wage types are combined into Wage Type Categories that have been created to facilitate reporting.  Some of the wage type categories are:  Gross Pay, Deductions, Taxes.  Each deduction, each type of tax, gross pay, and gross pay component is identified as a specific wage type.",3,"PRODUCTION","D","HRPAYUSER",""
3742,"HR_ABSENCE_BALANCE","In this table, for a non-exempt employee, there is one balance quota record for each of these balance quotas: Vacation, Fifth Week Vacation, Sick Leave, and Personal Leave.  For exempt employees, there is one balance quota record for the Vacation quotas, and a balance quota record for the Fifth Week Vacation quotas.",3,"PRODUCTION","F","HRUSER",""
3743,"HR_ABSENCE_BALANCE_TYPE","A dimension table which contains the different types of absence balance quotas for exempt and non-exempt employees.  There are Vacation and 5th Week Vacation quotas for exempt employees; and the quotas for non-exempt employees are: Vacation, 5th Week Vacation, Sick, and Personal.",2,"PRODUCTION","D","HRUSER",""
3744,"HR_ABSENCE_DETAIL","This table contains absence data for non-exempt employees (beginning in July 2006) and exempt employees (beginning in September 2006).  It shows the dates and the number of hours/days taken as an absence day for vacation, fifth week vacation, sick leave, personal leave, etc.",3,"PRODUCTION","F","HRUSER",""
3745,"HR_ABSENCE_TYPE","A dimension table which contains the different types of absences for exempt and non-exempt employees. Eg.: Vacation, Sick, Personal Leave, Bereavement Leave, 5th Week Vacation, Sick - Family, Leave Without Pay.",2,"PRODUCTION","D","HRUSER",""
3758,"PAYROLL_EDACCA_CERT","This table contains e-DACCA Certification information.",3,"PRODUCTION","D","HRPAYUSER",""
3759,"PAYROLL_EDACCA_CERT_DETAIL","This table contains e-DACCA Certification detail information.",3,"PRODUCTION","F","HRPAYUSER",""
3778,"PAYROLL_PAYMENT_DETAIL","XXX",3,"PRODUCTION","","SUPPRESSED",""
