"DEPT_ID","D_CODE","D_NAME","PARENT_ID","PARENT_D_CODE","PARENT_D_NAME","WAREHOUSE_LOAD_DATE"
14761,"D_OCEAN","Ocean Engineering",12259,"D_SCHOOL_ENG","School of Engineering",28-OCT-24
14780,"D_CDO","Computation for Design & Optimization",12259,"D_SCHOOL_ENG","School of Engineering",28-OCT-24
14781,"D_STU_SPECIAL","Special Programs in Student Systems",12336,"D_DUE","Dean for Undergraduate Education",28-OCT-24
14800,"D_SSRC","Sociotechnical Systems Research Center",15680,"D_COLLEGE_COMPU","Stephen A. Schwarzman College of Computing",28-OCT-24
14820,"D_ILP","OSATT - Corporate Relations",15701,"D_OSATT_AREA","Office of Strategic Alliances & Tech Transfer Area",28-OCT-24
14840,"D_MITEI","MIT Energy Initiative",11493,"D_VPRES","VP Research",28-OCT-24
14841,"D_CAA","Chancellor Academic Advancement",11398,"D_PRES_AREA","President's area",28-OCT-24
14860,"D_J-WAFS","Abdul Latif Jameel Water and Food Systems Lab",11493,"D_VPRES","VP Research",28-OCT-24
14900,"D_MITESI","MIT Environmental Solutions Initiative",11493,"D_VPRES","VP Research",28-OCT-24
14920,"D_FACILITIES_AR","Facilities Area",12262,"D_EXECVP_AREA","Executive Vice President's Area",28-OCT-24
14940,"D_TREAS_AREA","Treasurer's Area",12262,"D_EXECVP_AREA","Executive Vice President's Area",28-OCT-24
14941,"D_OTP","Office of Treasury and Planning",14940,"D_TREAS_AREA","Treasurer's Area",28-OCT-24
14960,"D_MITII","MIT INNOVATION INITIATIVE",13630,"D_OFC_PROVOST","Office of the Provost Area",28-OCT-24
14980,"D_IDSS","Institute for Data, Systems, and Society",15680,"D_COLLEGE_COMPU","Stephen A. Schwarzman College of Computing",28-OCT-24
15020,"D_SCM","Supply Chain Management Program",12259,"D_SCHOOL_ENG","School of Engineering",28-OCT-24
15040,"D_D-LAB","D-LAB",15480,"D_OVC_AREA","Office of the Vice Chancellor's Area",28-OCT-24
15041,"D_OVPC","OFFICE OF VICE PRESIDENT FOR COMMUNICATIONS",11398,"D_PRES_AREA","President's area",28-OCT-24
15060,"D_OGC","General Counsel and Risk Management",13620,"D_SC_ENVP","Senior Council and Environmental Programs",28-OCT-24
15080,"D_CLAB","Communication Lab",12259,"D_SCHOOL_ENG","School of Engineering",28-OCT-24
15100,"D_NEWCO","NewCo",12262,"D_EXECVP_AREA","Executive Vice President's Area",28-OCT-24
15120,"D_FINOPS","Financial Operations",14040,"D_FINANCE_AREA","VP Finance Area",28-OCT-24
15140,"D_SSWB","Student Support and Well-being",12335,"D_DSL","Dean for Student Life",28-OCT-24
15160,"D_ATLAS","ATLAS SERVICE CENTER",12262,"D_EXECVP_AREA","Executive Vice President's Area",28-OCT-24
15180,"D_INSURANCE","Office of Insurance",12262,"D_EXECVP_AREA","Executive Vice President's Area",28-OCT-24
15200,"D_OEOP","Office of Engineering Outreach Program",12259,"D_SCHOOL_ENG","School of Engineering",28-OCT-24
15220,"D_RE","Residential Education",12335,"D_DSL","Dean for Student Life",28-OCT-24
15240,"D_RLP","Residential Life Programs",12335,"D_DSL","Dean for Student Life",28-OCT-24
15260,"D_FSILG","FSILG",12335,"D_DSL","Dean for Student Life",28-OCT-24
15261,"D_PPSC","PKG Public Service Center",15480,"D_OVC_AREA","Office of the Vice Chancellor's Area",28-OCT-24
15262,"D_D&CI","Diversity & Community Involvment",12335,"D_DSL","Dean for Student Life",28-OCT-24
15280,"D_SLMPLS","Student Leadership, Multicultural Programs & LBGTQ",12335,"D_DSL","Dean for Student Life",28-OCT-24
15300,"D_HOHP","Head of House Programs",12335,"D_DSL","Dean for Student Life",28-OCT-24
15320,"D_GEO","Global Education Office",12336,"D_DUE","Dean for Undergraduate Education",28-OCT-24
15360,"D_SLP","Student Life programs",12335,"D_DSL","Dean for Student Life",28-OCT-24
15380,"D_OGCR","Office of Government and Community Relations",12262,"D_EXECVP_AREA","Executive Vice President's Area",28-OCT-24
15400,"D_MRL","Materials Research Laboratory",11493,"D_VPRES","VP Research",28-OCT-24
15401,"D_MIT.NANO","MIT NANO",11493,"D_VPRES","VP Research",28-OCT-24
15420,"D_MITIBMAI","MIT IBM AI LABORATORY",15680,"D_COLLEGE_COMPU","Stephen A. Schwarzman College of Computing",28-OCT-24
15440,"D_THEENGINE","The Engine",12262,"D_EXECVP_AREA","Executive Vice President's Area",28-OCT-24
15460,"D_SOLVE","Solve",13630,"D_OFC_PROVOST","Office of the Provost Area",28-OCT-24
15480,"D_OVC_AREA","Office of the Vice Chancellor's Area",12938,"D_PROVOST_AREA","Provost Area",28-OCT-24
15481,"D_OVC","Office of the Vice Chancellor",15480,"D_OVC_AREA","Office of the Vice Chancellor's Area",28-OCT-24
15500,"D_ASOPS","Administrative Services & Operations",14040,"D_FINANCE_AREA","VP Finance Area",28-OCT-24
15501,"D_CONTROLLER","Controller",14040,"D_FINANCE_AREA","VP Finance Area",28-OCT-24
15502,"D_SSC","Strategic Sourcing & Contracts",14040,"D_FINANCE_AREA","VP Finance Area",28-OCT-24
15503,"D_VPFHQ","VPF Headquarters",14040,"D_FINANCE_AREA","VP Finance Area",28-OCT-24
15504,"D_BFA","Budget & Financial Analysis",14040,"D_FINANCE_AREA","VP Finance Area",28-OCT-24
15521,"D_OVCOEL","OVC Office of Experiential Learning",15480,"D_OVC_AREA","Office of the Vice Chancellor's Area",28-OCT-24
15522,"D_REGALL","Registrar All",15480,"D_OVC_AREA","Office of the Vice Chancellor's Area",28-OCT-24
15523,"D_ISO","International Students Office",15480,"D_OVC_AREA","Office of the Vice Chancellor's Area",28-OCT-24
15524,"D_OFY","Office of the First Year",15480,"D_OVC_AREA","Office of the Vice Chancellor's Area",28-OCT-24
15540,"D_QUEST","MIT Quest for Intelligence",15680,"D_COLLEGE_COMPU","Stephen A. Schwarzman College of Computing",28-OCT-24
15560,"D_OVCHQ","Office of the Vice Chancellor HQ",15480,"D_OVC_AREA","Office of the Vice Chancellor's Area",28-OCT-24
15580,"D_RSO","Office of Recoring Secretary",14040,"D_FINANCE_AREA","VP Finance Area",28-OCT-24
15600,"D_JCLINIC","JCCLINIC",15680,"D_COLLEGE_COMPU","Stephen A. Schwarzman College of Computing",28-OCT-24
15640,"D_UROP","Undergraduate Research Opportunities Pro 441420",15480,"D_OVC_AREA","Office of the Vice Chancellor's Area",28-OCT-24
15660,"D_DEANCOMP","Dean School of Computing",15680,"D_COLLEGE_COMPU","Stephen A. Schwarzman College of Computing",28-OCT-24
15680,"D_COLLEGE_COMPU","Stephen A. Schwarzman College of Computing",12938,"D_PROVOST_AREA","Provost Area",28-OCT-24
15700,"D_OSATT","Ofc of Strategic Alliances & Tech Transfer",15701,"D_OSATT_AREA","Office of Strategic Alliances & Tech Transfer Area",28-OCT-24
15701,"D_OSATT_AREA","Office of Strategic Alliances & Tech Transfer Area",11493,"D_VPRES","VP Research",28-OCT-24
15720,"D_CATALYSTS","OSATT - Catalysts",15701,"D_OSATT_AREA","Office of Strategic Alliances & Tech Transfer Area",28-OCT-24
15722,"D_ALLIANCE_MGMT","OSATT - Alliance Management",15701,"D_OSATT_AREA","Office of Strategic Alliances & Tech Transfer Area",28-OCT-24
15740,"D_STRATEG_TRANS","OSATT - Strategic Transactions",15701,"D_OSATT_AREA","Office of Strategic Alliances & Tech Transfer Area",28-OCT-24
15760,"D_EMMGMT","Emergency Management",12262,"D_EXECVP_AREA","Executive Vice President's Area",28-OCT-24
15780,"D_CCSE","Center for Computational Science and Engineering",15680,"D_COLLEGE_COMPU","Stephen A. Schwarzman College of Computing",28-OCT-24
15800,"D_MITTAKEDA","MIT - Takeda Program",12259,"D_SCHOOL_ENG","School of Engineering",28-OCT-24
15820,"D_OPENSPACE","Open Space Programming",12262,"D_EXECVP_AREA","Executive Vice President's Area",28-OCT-24
15840,"D_SERC","Social & Ethical Responsibilities in  Computing",15680,"D_COLLEGE_COMPU","Stephen A. Schwarzman College of Computing",28-OCT-24
15860,"D_MISTI","MISTI",12260,"D_SCHOOL_HUM","School of Humanities & Social Science",28-OCT-24
15880,"D_RAS","Research Administration Services",11493,"D_VPRES","VP Research",28-OCT-24
15900,"D_INDONESIA","INDONESIA",13630,"D_OFC_PROVOST","Office of the Provost Area",28-OCT-24
15920,"D_MCSC","MIT Climate & Sustainability Consortium",12259,"D_SCHOOL_ENG","School of Engineering",28-OCT-24
15940,"D_GRADEL","Graduate Program in Engineering Leadership",12259,"D_SCHOOL_ENG","School of Engineering",28-OCT-24
15960,"D_MITAMAZON","MIT-Amazon Science Hub",15680,"D_COLLEGE_COMPU","Stephen A. Schwarzman College of Computing",28-OCT-24
15980,"D_CSS","Campus Servies and Stewardship",12262,"D_EXECVP_AREA","Executive Vice President's Area",28-OCT-24
16000,"D_CCTR","Center for Clinical & Translational Research",11493,"D_VPRES","VP Research",28-OCT-24
16021,"D_MITOI","MIT OFFICE OF INNOVATION",12259,"D_SCHOOL_ENG","School of Engineering",28-OCT-24
16041,"D_DESIGNACAD","DESIGN ACADEMY",12261,"D_SCHOOL_ARCH","School of Architecture & Planning",28-OCT-24
16080,"D_CGC","Climate Grand Challenges",11493,"D_VPRES","VP Research",28-OCT-24
16101,"D_MITMAD","MORNINGSIDE ACADEMY FOR DESIGN",12261,"D_SCHOOL_ARCH","School of Architecture & Planning",28-OCT-24
16120,"D_IRDF","Independent Residence Development Fund",12335,"D_DSL","Dean for Student Life",28-OCT-24
16140,"D_OBDT","Office of Business & Digital Transformation",12262,"D_EXECVP_AREA","Executive Vice President's Area",28-OCT-24
16160,"D_GRADJUNCTION","GRAD JUNCTION",12335,"D_DSL","Dean for Student Life",28-OCT-24
16180,"D_CS3","Center for Sustainability Science & Strategy",12263,"D_SCHOOL_SCI","School of Science",28-OCT-24
16200,"D_OIS","Office of Innovation and Strategy",13630,"D_OFC_PROVOST","Office of the Provost Area",28-OCT-24
