"MIT_ID","DEPT_COUNT","DEPT_NAMES","NUM_OF_SUPERVISEES","SQFT","RESEARCH_VOLUME","SQFT_PER_SUPERVISEE","SQFT_PER_RES_VOL","RES_VOL_PER_SQFT"
"900022942",1,"D_NUCENG",2,217,0,109,0,0
"900058149",1,"D_CMS",1,61,0,61,0,0
"929644855",1,"D_EAPS",2,379,0,190,0,0
"914395221",2,"D_IDSS,D_LIDS",3,450,153360.06,150,0,340
"927925675",2,"D_ALUM,D_RESDEV",1,128,0,128,0,0
"924801457",1,"D_LIBRARIES",1,54,0,54,0,0
"915658437",1,"D_ECO",1,216,0,216,0,0
"917249543",1,"D_RESDEV",1,0,0,0,0,0
"920435755",2,"D_IDSS,D_LIDS",1,585,649793.02,585,0,1110
"900003808",1,"D_MECHE",2,892,60340.72,446,0,68
"915411933",1,"D_LIDS",1,519,580881.3,519,0,1119
"927627700",1,"D_CMS",1,59,0,59,0,0
"927512514",1,"D_LFEE",1,0,0,0,0,0
"912414861",1,"D_RESDEV",1,77,0,77,0,0
"920402951",1,"D_ALUM",1,117,0,117,0,0
"924496936",1,"D_RESDEV",1,159,0,159,0,0
"921096687",1,"D_DUSP",1,68,0,68,0,0
"916530705",1,"D_MEDIA",2,0,0,0,0,0
"924836376",1,"D_CMS",2,6212,0,3106,0,0
"974486073",1,"D_LFEE",1,142,0,142,0,0
"924790849",1,"D_MCGOVERN",3,245,345328.93,82,0,1411
"941779533",1,"D_LIBRARIES",1,102,0,102,0,0
"926791985",1,"D_CMS",1,114,0,114,0,0
"928143571",1,"D_SLOAN",1,209,0,209,0,0
"920542626",1,"D_LIBRARIES",1,24,0,24,0,0
"900604032",1,"D_RLE",1,0,0,0,0,0
"910993139",1,"D_SLOAN",1,125,0,125,0,0
"910014230",1,"D_AEROASTRO",1,189,0,189,0,0
"926810411",1,"D_LIT",1,157,0,157,0,0
"912401412",1,"D_ECO",1,84,0,84,0,0
"921279967",1,"D_ACT",1,370,0,370,0,0
"900029741",1,"D_CSAIL",3,508,422503.8,169,0,831
"996868648",1,"D_ARCH",1,0,354870.28,0,0,0
"917266238",2,"D_ALUM,D_RESDEV",1,212,0,212,0,0
"957765975",2,"D_PROVOST,D_RLE",3,2299,0,766,0,0
"900016484",1,"D_CSAIL",2,737,1589209.46,368,0,2157
"927448639",1,"D_ALUM",1,93,0,93,0,0
"900004317",1,"D_ECO",1,223,62488.38,223,0,281
"900043974",1,"D_PROVOST",1,413,0,413,0,0
"900054109",1,"D_RESDEV",1,100,0,100,0,0
"900056543",1,"D_ALUM",1,123,0,123,0,0
"924944974",1,"D_RESDEV",1,0,0,0,0,0
"916719195",1,"D_LIBRARIES",1,148,0,148,0,0
"921751708",1,"D_LIBRARIES",1,212,0,212,0,0
"900026982",1,"D_RESDEV",1,0,0,0,0,0
"902437946",1,"D_CMS",1,38,0,38,0,0
"900060050",1,"D_CMS",1,59,0,59,0,0
"923341150",1,"D_ECO",1,222,229035.24,222,0,1031
"900059230",1,"D_ARCH",1,152,119340.68,152,0,787
"922133259",1,"D_RESDEV",1,121,0,121,0,0
"900056718",1,"D_ALUM",1,130,0,130,0,0
"913149917",1,"D_RESDEV",1,0,0,0,0,0
"927023278",1,"D_ALUM",1,45,0,45,0,0
"900018576",1,"D_SLOAN",1,209,0,209,0,0
"982576199",1,"D_ARCH",1,419,0,419,0,0
"919317415",1,"D_IDSS",1,310,617908.42,310,0,1995
"925937634",1,"D_RESDEV",1,0,0,0,0,0
"900054514",1,"D_SLOAN",1,209,0,209,0,0
"925397445",1,"D_DUSP",1,102,0,102,0,0
"909283003",1,"D_DUSP",1,42,0,42,0,0
"900204649",1,"D_DUSP",1,113,0,113,0,0
"927784009",1,"D_NUCENG",6,609,78340.38,101,0,129
"911668865",1,"D_LFEE",1,38,0,38,0,0
"917763548",1,"D_CEE",2,1131,0,565,0,0
"957641194",1,"D_CHEM",1,0,0,0,0,0
"911515488",1,"D_DUSP",1,0,0,0,0,0
"900004742",1,"D_LFEE",1,136,0,136,0,0
"921687944",1,"D_CIS",1,0,0,0,0,0
"900018543",1,"D_DMSE",3,522,576723.74,174,0,1106
"900057513",1,"D_CMS",1,150,7608.07,150,0,51
"900027718",1,"D_MECHE",1,361,3867.75,361,0,11
"900043941",1,"D_LIBRARIES",1,53,0,53,0,0
"900059942",1,"D_CSR",1,624,0,624,0,0
"917678602",1,"D_RESDEV",1,0,0,0,0,0
"910722832",1,"D_LFEE",1,89,0,89,0,0
"900018004",1,"D_SLOAN",1,209,0,209,0,0
"924293728",1,"D_ALUM",1,73,0,73,0,0
"929862729",1,"D_RESDEV",1,0,0,0,0,0
"900015502",1,"D_CEE",1,1496,0,1496,0,0
"952662929",1,"D_STS",1,163,0,163,0,0
"992557791",1,"D_LIBRARIES",1,68,0,68,0,0
"920729975",1,"D_ARCH",1,165,0,165,0,0
"920409600",1,"D_RESDEV",1,83,0,83,0,0
"951830840",1,"D_L&P",1,203,0,203,0,0
"947446107",1,"D_CMS",1,44,0,44,0,0
"920434112",1,"D_POLSCI",1,169,0,169,0,0
"900057890",1,"D_CMS",1,158,0,158,0,0
"900051465",1,"D_L&P",1,198,0,198,0,0
"921154103",1,"D_SLOAN",1,132,0,132,0,0
"900007437",1,"D_LFEE",1,162,0,162,0,0
"989251237",1,"D_DUSP",1,72,0,72,0,0
"926233810",1,"D_ARCH",1,0,0,0,0,0
"920230990",1,"D_CEE",2,0,0,0,0,0
"900014228",1,"D_ARCH",1,350,0,350,0,0
"900591464",1,"D_LIBRARIES",1,106,0,106,0,0
"900024456",1,"D_CHEM",3,3487,0,1162,0,0
"900051775",1,"D_PHYSICS",1,270,0,270,0,0
"993677463",1,"D_LIBRARIES",1,29,0,29,0,0
"927638779",1,"D_CMS",1,117,0,117,0,0
"900020542",1,"D_ECO",1,222,285465.09,222,0,1286
"915927607",1,"D_RESDEV",1,0,0,0,0,0
"900050112",1,"D_ALUM",1,0,0,0,0,0
"916928106",1,"D_LIBRARIES",1,80,0,80,0,0
"902102174",1,"D_LIBRARIES",1,44,0,44,0,0
"924365373",1,"D_MTA",1,135,0,135,0,0
"900004500",1,"D_MECHE",1,343,0,343,0,0
"900043998",1,"D_RESDEV",1,60,0,60,0,0
"927692177",1,"D_ARCH",1,44,0,44,0,0
"921425128",1,"D_SSRC",1,110,0,110,0,0
"900047190",1,"D_CMS",1,0,0,0,0,0
"900059496",1,"D_ANTHRO",1,154,9746.54,154,0,63
"923820820",1,"D_DUSP",1,65,0,65,0,0
"900026670",1,"D_MTA",1,63,0,63,0,0
"921312350",1,"D_ALUM",1,86,0,86,0,0
"900039746",1,"D_SLOAN",1,210,111670.75,210,0,532
"981926825",1,"D_MECHE",5,2515,0,503,0,0
"900012280",1,"D_RESDEV",1,0,0,0,0,0
"954079525",1,"D_ECO",1,88,0,88,0,0
"921255941",1,"D_DMSE",3,1639,0,546,0,0
"919448272",1,"D_ACT",1,196,0,196,0,0
"917476008",1,"D_RESDEV",1,120,0,120,0,0
"929990800",1,"D_LFEE",1,105,0,105,0,0
"900047958",1,"D_CSAIL",3,447,967506.1,149,0,2163
"900015254",1,"D_LIBRARIES",1,43,0,43,0,0
"957635636",1,"D_LFEE",1,0,0,0,0,0
"913297250",1,"D_RESDEV",1,0,0,0,0,0
"927183862",1,"D_LIBRARIES",1,65,0,65,0,0
"900049178",1,"D_LFEE",1,15766,0,15766,0,0
"900049264",1,"D_CSAIL",2,1664,1919076.23,832,0,1154
"900021347",1,"D_BIOENG",3,1242,0,414,0,0
"900029851",1,"D_MECHE",2,149,215909.3,74,0,1449
"925383789",1,"D_RESDEV",1,66,0,66,0,0
"900054835",1,"D_CMS",1,50,0,50,0,0
"926343650",1,"D_ALUM",1,58,0,58,0,0
"924478888",1,"D_ANTHRO",1,149,0,149,0,0
"928885473",2,"D_NUCENG,D_PSFC",3,1434,873619.16,478,0,609
"900053089",1,"D_ECO",1,436,3349.39,436,0,8
"900027057",1,"D_CSAIL",5,1697,369159.72,339,0,218
"928812259",1,"D_ECO",1,219,6719.86,219,0,31
"900024960",1,"D_CSAIL",1,892,519658.63,892,0,582
"976053695",1,"D_DUSP",1,136,0,136,0,0
"900020528",1,"D_LIDS",1,203,34893.95,203,0,172
"927138259",1,"D_LIBRARIES",1,127,0,127,0,0
"981712141",1,"D_MECHE",1,0,0,0,0,0
"911376528",1,"D_RLE",1,1692,410481.6,1692,0,243
"925433206",2,"D_ARCH,D_PROVOST",1,513,0,513,0,0
"928756746",2,"D_DEANARCH,D_RESDEV",1,82,0,82,0,0
"920045101",1,"D_RESDEV",1,0,0,0,0,0
"920648180",1,"D_RESDEV",1,68,0,68,0,0
"900049350",1,"D_ANTHRO",2,231,0,116,0,0
"997970755",1,"D_ACT",1,146,0,146,0,0
"928337541",1,"D_ACT",1,236,0,236,0,0
"900027255",1,"D_DUSP",1,566,0,566,0,0
"915574078",1,"D_ALUM",1,81,0,81,0,0
"900025679",1,"D_BIOLOGY",9,2324,528720.08,258,0,228
"923175623",1,"D_ALUM",1,66,0,66,0,0
"922837236",1,"D_RESDEV",1,0,0,0,0,0
"911829097",1,"D_LIBRARIES",1,107,0,107,0,0
"900044760",1,"D_RLE",6,2253,501370.72,376,0,223
"924923188",1,"D_BIOLOGY",8,1681,625698.86,210,0,372
"929287045",1,"D_KI",5,1151,715615.11,230,0,622
"910284167",1,"D_EAPS",5,1148,211060.92,230,0,184
"927349013",1,"D_MCGOVERN",5,0,162064.41,0,0,0
"900058439",1,"D_EAPS",5,808,829654.46,162,0,1027
"900016541",1,"D_RLE",2,1625,0,813,0,0
"920718676",1,"D_PHYSICS",3,222,544255.04,74,0,2449
"921960386",1,"D_CSR",1,304,372398.23,304,0,1226
"910603467",1,"D_LIBRARIES",1,62,0,62,0,0
"922231799",1,"D_CMS",1,0,0,0,0,0
"900020715",1,"D_MIT.NANO",1,0,0,0,0,0
"900016372",1,"D_CHEM",2,1907,60745.54,953,0,32
"924301791",1,"D_LIT",1,153,0,153,0,0
"900053429",1,"D_LIBRARIES",1,148,0,148,0,0
"994384344",1,"D_SLOAN",1,209,0,209,0,0
"900054950",1,"D_MIT.NANO",1,91,0,91,0,0
"926572274",1,"D_LIBRARIES",1,44,0,44,0,0
"929099239",1,"D_ARCH",1,81,0,81,0,0
"917245228",1,"D_CSR",2,483,128410.53,241,0,266
"924841440",1,"D_CMS",1,44,0,44,0,0
"900012776",1,"D_DUSP",1,34,0,34,0,0
"923742692",1,"D_ARCH",1,24821,0,24821,0,0
"900039766",1,"D_LIT",1,149,0,149,0,0
"924249811",1,"D_DUSP",1,163,0,163,0,0
"900048443",1,"D_LIBRARIES",1,50,0,50,0,0
"900000856",1,"D_CEE",1,196,221871.43,196,0,1131
"913451436",1,"D_ALUM",1,57,0,57,0,0
"900029394",1,"D_SLOAN",1,209,0,209,0,0
"924789585",1,"D_CEE",28,29247,0,1045,0,0
"900054698",1,"D_HAYSTACK",6,40457,0,6743,0,0
"900025890",2,"D_PSFC,D_VPRESOFF",6,46982,1221102.25,7830,0,26
"900027502",1,"D_CHEM",12,6679,1512980.67,557,0,227
"900020158",3,"D_MECHE,D_PSFC,D_VPRESOFF",12,19334,921875.61,1611,0,48
"900019051",1,"D_KI",58,17905,9504854.98,309,0,531
"900011707",1,"D_ECO",122,23971,0,196,0,0
"900055312",1,"D_AEROASTRO",4,0,488872.41,0,0,0
"920321552",1,"D_BIOENG",11,3294,1294480.41,299,0,393
"900047764",1,"D_CEE",13,2651,2458861.11,204,0,928
"900054937",1,"D_CSAIL",2,846,86704.79,423,0,102
"953350758",1,"D_AEROASTRO",16,1049,1142748.99,66,0,1089
"900055756",1,"D_MCGOVERN",15,1803,1730295.82,120,0,960
"900006666",1,"D_IMES",21,4657,2444473.35,222,0,525
"900027272",3,"D_AEROASTRO,D_MEDIA,D_PROVOST",15,1151,-832234.12,77,0,-723
"900045896",1,"D_MEDIA",13,4826,280806.58,371,0,58
"900052791",1,"D_KI",13,3818,1491721.42,294,0,391
"920405858",1,"D_ADM",2,1731,0,866,0,0
"917499851",1,"D_CEE",3,935,460876.74,312,0,493
"924550471",1,"D_CHEM",21,8079,1852004.11,385,0,229
"913066301",1,"D_EAPS",5,0,0,0,0,0
"917331162",1,"D_AEROASTRO",2,628,0,314,0,0
"900020257",1,"D_PSFC",99,39642,5827304.16,400,0,147
"900028868",1,"D_PILM",14,7833,0,560,0,0
"929125023",1,"D_MECHE",12,1903,1561736.28,159,0,821
"925745364",1,"D_PILM",14,2241,1762532.11,160,0,787
"980764896",1,"D_CHEM",5,2377,0,475,0,0
"923585342",1,"D_STS",5,5557,0,1111,0,0
"986358446",1,"D_EAPS",4,0,0,0,0,0
"900057637",2,"D_BIOENG,D_KI",17,3916,1810118.68,230,0,462
"924642284",1,"D_CHEM",11,3445,1593815.54,313,0,463
"900020783",1,"D_AEROASTRO",5,1636,0,327,0,0
"900020963",1,"D_B&CS",8,732,42533.06,91,0,58
"900028631",1,"D_MECHE",3,415,0,138,0,0
"954219285",1,"D_MECHE",10,1406,323604.52,141,0,230
"918045523",1,"D_CSAIL",2,494,92065.46,247,0,186
"900021504",1,"D_ARTS",7,0,0,0,0,0
"900024576",1,"D_BIOLOGY",8,2997,654354.17,375,0,218
"900026677",1,"D_BIOENG",7,2750,867218.35,393,0,315
"925357468",1,"D_EAPS",6,3345,85358.94,557,0,26
"987835498",3,"D_NRL,D_NUCENG,D_VPRESOFF",3,2207,392983.01,736,0,178
"928409476",1,"D_MECHE",11,2308,467612.9,210,0,203
"926693378",1,"D_ECO",12,1956,0,163,0,0
"900022327",2,"D_PSFC,D_VPRESOFF",3,5027,349182.51,1676,0,69
"900025988",1,"D_BIOLOGY",2,3358,0,1679,0,0
"957996996",1,"D_CSR",6,813,858991.7,136,0,1056
"921742699",1,"D_MCGOVERN",7,551,1608283.53,79,0,2917
"994700273",1,"D_CEE",7,2674,1251647.63,382,0,468
"925081426",2,"D_IMES,D_MECHE",19,1174,998287.8,62,0,850
"924778000",2,"D_CEE,D_MECHE",4,1824,525757.52,456,0,288
"961203390",1,"D_KI",13,4438,1024548.41,341,0,231
"951111241",1,"D_CSAIL",6,2744,788455.05,457,0,287
"925277908",2,"D_AEROASTRO,D_LIDS",13,1442,1269299.86,111,0,880
"924614937",1,"D_AEROASTRO",6,306,676813.72,51,0,2210
"971609445",1,"D_CHEM",21,5656,1910818.35,269,0,338
"920376604",1,"D_MCGOVERN",29,3349,1291307.73,115,0,386
"900011226",1,"D_SSRC",6,87,0,15,0,0
"900006194",1,"D_MEDIA",15,2378,181188.43,159,0,76
"900006604",1,"D_BIOENG",7,3880,1550082.06,554,0,399
"900026538",1,"D_CHEM",7,2942,738394.64,420,0,251
"913167910",1,"D_MECHE",11,353,0,32,0,0
"900006051",1,"D_MECHE",2,195,0,97,0,0
"920918947",1,"D_MECHE",19,2323,3137538.06,122,0,1351
"924857491",1,"D_BIOENG",10,4358,2226971.51,436,0,511
"924575441",1,"D_MECHE",6,1261,1813225.9,210,0,1438
"900017862",1,"D_KI",5,2136,144346.19,427,0,68
"900020747",1,"D_MECHE",6,1258,0,210,0,0
"900058740",1,"D_PILM",13,5132,1130443.77,395,0,220
"924914431",1,"D_MECHE",4,0,0,0,0,0
"900024329",1,"D_MECHE",3,366,244770.44,122,0,670
"900004750",1,"D_CTL",14,334,1929664.86,24,0,5770
"900057394",1,"D_MECHE",6,474,804776.34,79,0,1699
"900020424",1,"D_MEDIA",13,8789,520007.87,676,0,59
"920109093",1,"D_BIOLOGY",12,1336,662139.72,111,0,496
"900009641",1,"D_RLE",7,41484,0,5926,0,0
"921121067",1,"D_PSFC",13,2254,459392.06,173,0,204
"900044723",2,"D_IDSS,D_MECHE",7,1203,1053373.03,172,0,876
"916782615",1,"D_CSAIL",2,235,592892.52,118,0,2518
"928941561",1,"D_RLE",10,3160,1626087.22,316,0,515
"900013921",2,"D_PSFC,D_VPRESOFF",4,5206,491878.46,1301,0,94
"922611071",1,"D_KI",10,2919,1723922.19,292,0,591
"900057398",1,"D_RLE",7,2848,1147469.47,407,0,403
"910018222",1,"D_RLE",10,2782,6202562.31,278,0,2229
"923159493",1,"D_CHEM",8,3789,420491.55,474,0,111
"900004358",1,"D_MEDIA",7,2845,1279501.99,406,0,450
"900052229",1,"D_CSAIL",3,1060,1464099.44,353,0,1381
"921308594",1,"D_MCGOVERN",12,2808,1027310.97,234,0,366
"900022251",1,"D_MECHE",9,2009,200918.56,223,0,100
"990946587",1,"D_BIOENG",10,3412,1325611.36,341,0,388
"928241245",1,"D_MEDIA",7,3539,616986.95,506,0,174
"900020460",2,"D_MECHE,D_RLE",11,4384,401313.95,399,0,92
"900022750",1,"D_BIOENG",15,6178,1608804.27,412,0,260
"927494136",1,"D_MEDIA",9,3784,1843985.66,420,0,487
"900012333",1,"D_AEROASTRO",15,2236,1332934.41,149,0,596
"920689007",1,"D_DMSE",12,1770,769418.18,147,0,435
"914080685",1,"D_KI",8,4272,1690030.2,534,0,396
"900017709",1,"D_CSAIL",4,349,0,87,0,0
"900025588",1,"D_MECHE",5,1678,868926.13,336,0,518
"900005609",1,"D_BIOLOGY",4,4243,287398.2,1061,0,68
"920781918",1,"D_MEDIA",6,568,1345040.84,95,0,2369
"988903336",1,"D_AEROASTRO",8,5755,1691600.21,719,0,294
"900049951",1,"D_CSAIL",4,734,735536.06,184,0,1002
"929584462",1,"D_CSR",3,3592,316282.64,1197,0,88
"922096399",1,"D_POLSCI",2,169,125890.11,84,0,746
"923799402",1,"D_RLE",3,975,0,325,0,0
"900004888",1,"D_MECHE",10,2181,8625.5,218,0,4
"900033437",1,"D_EAPS",4,432,0,108,0,0
"900028873",1,"D_CSAIL",4,2016,294473.37,504,0,146
"900022655",1,"D_MEDIA",11,2587,682672.59,235,0,264
"900026259",2,"D_IDSS,D_LIDS",4,805,978431.57,201,0,1216
"924304942",1,"D_MECHE",4,1762,1489032.81,441,0,845
"927342468",1,"D_MEDIA",9,28680,0,3187,0,0
"900026978",1,"D_IDSS",2,174,0,87,0,0
"921037452",1,"D_EAPS",8,629,26400.42,79,0,42
"900003597",1,"D_PSFC",7,4458,2842917.35,637,0,638
"900048116",1,"D_BIOLOGY",10,2623,356185.65,262,0,136
"924727572",1,"D_EAPS",7,680,1003999.26,97,0,1476
"900026888",1,"D_MECHE",3,393,0,131,0,0
"998653548",1,"D_LIDS",2,275,220947.36,137,0,804
"900059226",1,"D_RLE",10,4146,4222057.11,415,0,1018
"900015811",1,"D_BIOLOGY",10,2939,1105774.37,294,0,376
"923682353",1,"D_IMES",2,2643,0,1322,0,0
"900051217",2,"D_CEE,D_IDSS",3,318,630370.76,106,0,1982
"900010245",1,"D_EAPS",7,1725,788746.39,246,0,457
"900028774",1,"D_EAPS",3,4941,255223.76,1647,0,52
"900040996",1,"D_MEDIA",7,3418,462585.36,488,0,135
"924685164",1,"D_NUCENG",6,1471,779920.82,245,0,530
"900025463",1,"D_PILM",7,4225,0,604,0,0
"900021351",1,"D_RLE",4,1270,298109.55,317,0,235
"900003197",1,"D_MECHE",8,3447,287841.44,431,0,83
"900051284",1,"D_MECHE",3,1170,136471.11,390,0,117
"900047553",1,"D_CSAIL",2,1246,551671.68,623,0,443
"922257756",1,"D_KI",2,1571,0,785,0,0
"929071131",1,"D_B&CS",8,1083,229.83,135,5,0
"976071218",1,"D_CSAIL",2,576,1062812.29,288,0,1846
"922680882",1,"D_CEE",5,957,244240.14,191,0,255
"970337718",1,"D_CSAIL",3,611,359671.14,204,0,588
"911485221",1,"D_MEDIA",3,3522,191435.84,1174,0,54
"900026866",1,"D_MCGOVERN",2,0,0,0,0,0
"971725154",1,"D_PHYSICS",4,224,971052.34,56,0,4332
"900026853",1,"D_LIDS",2,598,473178.08,299,0,792
"984564900",1,"D_PHYSICS",2,502,76785.21,251,0,153
"900048475",1,"D_CSAIL",2,316,0,158,0,0
"900010191",1,"D_MECHE",2,1076,0,538,0,0
"900015415",1,"D_MECHE",2,545,237710.98,273,0,436
"900025566",1,"D_KI",4,1538,0,384,0,0
"923590458",2,"D_CSR,D_PHYSICS",2,236,86035.15,118,0,364
"900019330",1,"D_IDSS",2,234,0,117,0,0
"900022457",1,"D_CEE",3,851,0,284,0,0
"900047405",1,"D_CSAIL",3,0,233262.66,0,0,0
"900028244",1,"D_CIS",2,270,0,135,0,0
"910015579",2,"D_AEROASTRO,D_LIDS",4,1014,552727.57,254,0,545
"900024675",1,"D_MECHE",2,517,0,259,0,0
"900020639",1,"D_EAPS",4,638,0,159,0,0
"900005511",1,"D_CEE",1,74,0,74,0,0
"900014982",1,"D_MECHE",2,532,0,266,0,0
"923559031",1,"D_RESDEV",1,92,0,92,0,0
"928813783",1,"D_SSRC",1,71,0,71,0,0
"916697911",1,"D_DUSP",1,48,12119.6,48,0,254
"920408792",1,"D_RESDEV",1,0,0,0,0,0
"900003692",2,"D_ALUM,D_RESDEV",1,49940,0,49940,0,0
"900043957",1,"D_CMS",1,65,0,65,0,0
"913239783",1,"D_RESDEV",1,0,0,0,0,0
"923968125",1,"D_RESDEV",1,82,0,82,0,0
"921941201",1,"D_LIBRARIES",1,38,0,38,0,0
"914005073",1,"D_RESDEV",1,0,0,0,0,0
"927847930",1,"D_ACT",1,23223,0,23223,0,0
"912133626",1,"D_STS",1,149,81035.76,149,0,545
"928696881",1,"D_ARCH",1,0,0,0,0,0
"922488314",1,"D_DUSP",1,149,0,149,0,0
"900007436",1,"D_CSAIL",1,1407,0,1407,0,0
"917082873",1,"D_ACT",1,289,0,289,0,0
"996746116",1,"D_ARCH",1,21,0,21,0,0
"913075048",1,"D_LIBRARIES",1,85,0,85,0,0
"900053381",1,"D_LIBRARIES",1,43,0,43,0,0
"965159761",1,"D_SLOAN",1,204,0,204,0,0
"928841768",1,"D_ARCH",1,52,0,52,0,0
"900058047",1,"D_CMS",1,59,0,59,0,0
"984460927",1,"D_ECO",1,223,2035410.49,223,0,9139
"900017174",1,"D_IDSS",1,174,0,174,0,0
"900041528",1,"D_PROVOST",1,609,0,609,0,0
"927542314",1,"D_RESDEV",1,60,0,60,0,0
"928703800",1,"D_LFEE",1,0,0,0,0,0
"900013444",1,"D_CIS",1,138,0,138,0,0
"912809619",1,"D_ACT",1,153,0,153,0,0
"928931238",1,"D_RESDEV",1,68,0,68,0,0
"927962725",1,"D_DUSP",1,2,0,2,0,0
"922336457",1,"D_LIBRARIES",1,40,0,40,0,0
"900051819",1,"D_MIT.NANO",1,87,0,87,0,0
"900004156",1,"D_RESDEV",1,0,0,0,0,0
"918184378",1,"D_RESDEV",1,0,0,0,0,0
"900043904",1,"D_DUSP",1,93,0,93,0,0
"900013130",1,"D_CMS",1,145,0,145,0,0
"921981182",1,"D_LIBRARIES",1,128,0,128,0,0
"900044107",1,"D_MECHE",1,1361,521540.01,1361,0,383
"900022255",1,"D_MECHE",1,275,0,275,0,0
"920883672",1,"D_CMS",1,145,0,145,0,0
"900051455",1,"D_DUSP",1,19748,0,19748,0,0
"956527902",1,"D_DUSP",1,108,0,108,0,0
"919077565",1,"D_CSAIL",1,702,617480.76,702,0,880
"987041215",1,"D_SSRC",1,108,0,108,0,0
"967986798",1,"D_LIBRARIES",1,125,0,125,0,0
"924981583",1,"D_RESDEV",1,0,0,0,0,0
"966442855",1,"D_DMSE",1,2700,2901.36,2700,1,1
"918031384",1,"D_SLOAN",1,66,0,66,0,0
"900025913",1,"D_ARTS",1,5749,0,5749,0,0
"900029108",1,"D_CSR",1,217,0,217,0,0
"928967327",1,"D_RESDEV",1,0,0,0,0,0
"972386792",1,"D_CMS",1,98,0,98,0,0
"900018915",1,"D_MECHE",1,0,0,0,0,0
"923248432",1,"D_LFEE",1,54,0,54,0,0
"900016261",1,"D_BIOENG",1,4248,0,4248,0,0
"900014645",1,"D_MECHE",2,416,58950.22,208,0,142
"912868384",1,"D_LIBRARIES",1,125,0,125,0,0
"900026547",1,"D_CIS",1,238,0,238,0,0
"900008341",1,"D_AEROASTRO",1,45,0,45,0,0
"991327635",1,"D_ARCH",1,84,0,84,0,0
"929112001",1,"D_ECO",1,81,0,81,0,0
"900050937",1,"D_DMSE",2,859,623647.28,429,0,726
"924971867",1,"D_RESDEV",1,120,0,120,0,0
"939908078",1,"D_FLL",1,82,0,82,0,0
"920417510",1,"D_LIBRARIES",1,84,0,84,0,0
"924680978",1,"D_SSRC",1,183,0,183,0,0
"900056351",1,"D_ARCH",1,157,0,157,0,0
"924900719",1,"D_DUSP",1,0,0,0,0,0
"922557870",1,"D_ALUM",1,119,0,119,0,0
"913670191",1,"D_SSRC",1,69,0,69,0,0
"900052630",1,"D_CSAIL",1,540,1160034.65,540,0,2148
"982662767",1,"D_LIBRARIES",1,65,0,65,0,0
"900022349",1,"D_ECO",1,164,0,164,0,0
"924853864",1,"D_ECO",1,259,0,259,0,0
"925667976",1,"D_RESDEV",1,98,0,98,0,0
"928306894",1,"D_RESDEV",1,118,0,118,0,0
"918874790",1,"D_LFEE",1,126,0,126,0,0
"958188334",1,"D_FLL",1,106,0,106,0,0
"926946450",1,"D_LIBRARIES",1,50,0,50,0,0
"925891461",1,"D_DUSP",1,121,0,121,0,0
"912167748",2,"D_ARCH,D_PROVOST",1,339,0,339,0,0
"925500835",1,"D_LFEE",1,57,0,57,0,0
"966964221",1,"D_DUSP",1,349,19636.47,349,0,56
"922698665",1,"D_RESDEV",1,120,0,120,0,0
"982003038",1,"D_CSAIL",2,551,625847.83,276,0,1136
"974935345",1,"D_ECO",1,90,0,90,0,0
"915314468",1,"D_LFEE",1,165,313620.82,165,0,1900
"913358831",1,"D_LFEE",1,114,0,114,0,0
"925655171",1,"D_CMS",1,38,0,38,0,0
"928997247",1,"D_SLOAN",1,66,0,66,0,0
"920399085",1,"D_ALUM",1,100,0,100,0,0
"900046693",1,"D_ECO",1,91,0,91,0,0
"900041694",2,"D_PSFC,D_VPRESOFF",1,8299,1417356.31,8299,0,171
"957018155",1,"D_LFEE",1,138,0,138,0,0
"900029302",1,"D_CSAIL",1,583,0,583,0,0
"925845879",1,"D_DUSP",1,42,0,42,0,0
"900017152",1,"D_CEE",1,1581,0,1581,0,0
"916417799",1,"D_RESDEV",1,0,0,0,0,0
"900020411",1,"D_MTA",1,144,0,144,0,0
"921465761",1,"D_ADM",1,0,0,0,0,0
"914286496",1,"D_ECO",1,166,119708.18,166,0,721
"924565095",1,"D_ARCH",1,30,0,30,0,0
"963128879",1,"D_ECO",1,119,0,119,0,0
"918499463",1,"D_RESDEV",1,0,0,0,0,0
"929710621",1,"D_ARCH",1,74,0,74,0,0
"900022921",1,"D_EAPS",1,0,108942.75,0,0,0
"927029170",1,"D_RESDEV",1,62,0,62,0,0
"929824483",1,"D_RESDEV",1,74,0,74,0,0
"928242419",1,"D_ARCH",1,2348,0,2348,0,0
"929018057",1,"D_ALUM",1,161,0,161,0,0
"913687838",1,"D_RESDEV",1,60,0,60,0,0
"900012476",1,"D_MECHE",1,322,0,322,0,0
"964668868",1,"D_L&P",1,109,0,109,0,0
"900007786",1,"D_BIOLOGY",1,0,0,0,0,0
"924525778",1,"D_LFEE",1,0,396584.51,0,0,0
"900014650",1,"D_RESDEV",1,155,0,155,0,0
"949233717",1,"D_ARCH",1,746,0,746,0,0
"900052108",1,"D_FLL",1,124,0,124,0,0
"918895872",1,"D_ALUM",1,69,0,69,0,0
"925200892",1,"D_DEANARCH",1,43,0,43,0,0
"917218957",1,"D_RESDEV",1,36,0,36,0,0
"917349246",1,"D_SLOAN",1,123,0,123,0,0
"923653472",1,"D_ARCH",1,0,0,0,0,0
"921376894",1,"D_RESDEV",1,64,0,64,0,0
"927717848",1,"D_ECO",1,36,0,36,0,0
"923803552",1,"D_DEANARCH",1,107,0,107,0,0
