"BUILDING_ROOM","BUILDING_COMPONENT","FLOOR","SPACE_USAGE","SPACE_UNIT_CODE","HR_ORG_UNIT_ID","ACCESS_LEVEL"
"10-067A","10","0","RESEARCH LAB","267000","10000578","2"
"10-069","10","0","OFFICE","267000","10000578","2"
"10-085A","10","0","STORAGE FACILITY","591040","10002459","1"
"10-085J","10","0","CUSTODIAL CLOSET","591000","10000853","1"
"10-086","10","0","STORAGE FACILITY","407000","10003058","2"
"10-086T","10","0","TELECOM CLOSET","591000","10000853","0"
"10-089T","10","0","TELECOM CLOSET","591000","10000853","0"
"10-090","10","0","RESEARCH LAB","267000","10000578","2"
"10-090A","10","0","LABORATORY SVC","267000","10000578","2"
"10-094","10","0","RESEARCH LAB","267000","10000578","2"
"10-094A","10","0","LABORATORY SVC","267000","10000578","2"
"10-094B","10","0","LABORATORY SVC","267000","10000578","2"
"10-097","10","0","OFFICE","267000","10000578","2"
"10-098","10","0","OFFICE","267000","10000578","2"
"10-100","10","1","CONFERENCE ROOM","591024","10002466","2"
"10-100A","10","1","OFFICE SERVICE","591024","10002466","2"
"10-100B","10","1","STORAGE FACILITY","591024","10002466","2"
"10-100C","10","1","OFFICE SERVICE","591024","10002466","2"
"10-100CA","10","1","CORRIDOR","591000","10000853","3"
"10-100CB","10","1","CORRIDOR","591000","10000853","3"
"10-100CC","10","1","CORRIDOR","591000","10000853","3"
"10-100CD","10","1","CORRIDOR","591000","10000853","3"
"10-100CE","10","1","CORRIDOR","591000","10000853","3"
"10-100D","10","1","OFFICE","591024","10002466","2"
"10-100E1","10","1","ELEVATOR","591000","10000853","3"
"10-100E2","10","1","ELEVATOR","591000","10000853","3"
"10-100LA","10","1","LOBBY","591000","10000853","3"
"10-100LB","10","1","LOBBY","591000","10000853","3"
"10-100SA","10","1","STAIRWAY","591000","10000853","3"
"10-100SB","10","1","STAIRWAY","591000","10000853","3"
"10-100SE","10","1","STAIRWAY","591000","10000853","3"
"10-100Z","10","1","SHAFT SPACE","591000","10000853","0"
"10-101","10","1","LIBRARY PROCESS","271000","10000579","2"
"10-101E","10","1","ELECTRIC CLOSET","591000","10000853","0"
"10-101Z","10","1","SHAFT SPACE","591000","10000853","0"
"10-105","10","1","CONFERENCE ROOM","871000","10000910","2"
"10-105A","10","1","OFFICE SERVICE","871000","10000910","2"
"10-105B","10","1","OFFICE SERVICE","871000","10000910","2"
"10-105C","10","1","OFFICE SERVICE","871000","10000910","2"
"10-105D","10","1","OFFICE SERVICE","871000","10000910","2"
"10-105E","10","1","ELECTRIC CLOSET","591000","10000853","0"
"10-105F","10","1","OFFICE SERVICE","871000","10000910","2"
"10-105G","10","1","PVT CIRCULATION","871000","10000910","2"
"10-110","10","1","OFFICE SERVICE","401800","10000603","2"
"10-110A","10","1","OFFICE SERVICE","401800","10000603","2"
"10-110B","10","1","OFFICE SERVICE","401800","10000603","2"
"10-110C","10","1","RECEPTION","401800","10000603","2"
"10-110D","10","1","RECEPTION","401800","10000603","2"
"10-110F","10","1","OFFICE SERVICE","401800","10000603","2"
"10-112","10","1","OFFICE","401800","10000603","2"
"10-114","10","1","OFFICE","401800","10000603","2"
"10-115","10","1","OFFICE SERVICE","440100","10000721","2"
"10-115A","10","1","OFFICE SERVICE","440100","10000721","2"
"10-115AM","10","1","OFFICE","401800","10000603","2"
"10-115B","10","1","OFFICE SERVICE","440100","10000721","2"
"10-115BM","10","1","OFFICE","401800","10000603","2"
"10-115C","10","1","OFFICE SERVICE","440100","10000721","2"
"10-115CM","10","1","CONFERENCE ROOM","401800","10000603","2"
"10-115DM","10","1","OFFICE","401800","10000603","2"
"10-115M","10","1","OFFICE SERVICE","401800","10000603","2"
"10-115S","10","1","PVT CIRCULATION","440100","10000721","2"
"10-115SM","10","1","PVT CIRCULATION","401800","10000603","2"
"10-116","10","1","OFFICE","440100","10000721","2"
"10-118","10","1","OFFICE","440100","10000721","2"
"10-119","10","1","CONFERENCE ROOM","440100","10000721","2"
"10-120","10","1","OFFICE","440100","10000721","2"
"10-121","10","1","OFFICE","440100","10000721","2"
"10-122","10","1","OFFICE","440100","10000721","2"
"10-123","10","1","OFFICE","440100","10000721","2"
"10-140","10","1","PVT CIRCULATION","267000","10000578","2"
"10-140A","10","1","OFFICE SERVICE","267000","10000578","2"
"10-140B","10","1","OFFICE SERVICE","267000","10000578","2"
"10-140C","10","1","CONFERENCE ROOM","267000","10000578","2"
"10-140D","10","1","OFFICE SERVICE","267000","10000578","2"
"10-140F","10","1","OFFICE SERVICE","267000","10000578","2"
"10-140G","10","1","OFFICE","267000","10000578","2"
"10-140H","10","1","OFFICE","267000","10000578","2"
"10-140K","10","1","OFFICE","267000","10000578","2"
"10-140L","10","1","RESEARCH LAB","267000","10000578","2"
"10-140P","10","1","RESEARCH LAB","267000","10000578","2"
"10-145","10","1","EXHIBITION FACIL","591024","10002466","3"
"10-146","10","1","UTILITY/MECH RM","591000","10000853","0"
"10-150","10","1","EXHIBITION FACIL","401811","10000604","3"
"10-150T","10","1","TELECOM CLOSET","591000","10000853","0"
"10-151E","10","1","ELECTRIC CLOSET","591000","10000853","0"
"10-151T","10","1","TELECOM CLOSET","591000","10000853","0"
"10-152T","10","1","TELECOM CLOSET","591000","10000853","0"
"10-156","10","1","OFFICE SERVICE","591024","10002466","2"
"10-156A","10","1","OFFICE SERVICE","591024","10002466","2"
"10-157","10","1","OFFICE SERVICE","591024","10002466","2"
"10-171","10","1","OFFICE SERVICE","267000","10000578","2"
"10-171A","10","1","OFFICE SERVICE","267000","10000578","2"
"10-171B","10","1","OFFICE SERVICE","267000","10000578","2"
"10-171C","10","1","RECEPTION","267000","10000578","2"
"10-171D","10","1","OFFICE SERVICE","267000","10000578","2"
"10-171F","10","1","RECEPTION","267000","10000578","2"
"10-172","10","1","OFFICE","267000","10000578","2"
"10-173","10","1","OFFICE","267000","10000578","2"
"10-174","10","1","OFFICE","267000","10000578","2"
"10-174A","10","1","OFFICE SERVICE","267000","10000578","2"
"10-175","10","1","OFFICE SERVICE","267000","10000578","2"
"10-175A","10","1","OFFICE SERVICE","267000","10000578","2"
"10-175B","10","1","OFFICE SERVICE","267000","10000578","2"
"10-176","10","1","OFFICE","267000","10000578","2"
"10-177","10","1","OFFICE SERVICE","267000","10000578","2"
"10-178","10","1","CONFERENCE ROOM","267000","10000578","2"
"10-179","10","1","UTILITY/MECH RM","591000","10000853","0"
"10-180","10","1","LOUNGE","405500","10000636","2"
"10-180B","10","1","OFFICE SERVICE","591024","10002466","2"
"10-180C","10","1","STORAGE FACILITY","591024","10002466","2"
"10-182","10","1","MERCHAND FACIL","407000","10003058","3"
"10-182A","10","1","MERCHAND FACIL","407000","10003058","3"
"10-182B","10","1","MERCHAND FACIL","407000","10003058","3"
"10-182C","10","1","MERCHAND FACIL","407000","10003058","3"
"10-183","10","1","OFFICE","401813","10000606","2"
"10-183A","10","1","OFFICE","401813","10000606","2"
"10-200","10","2","RECEPTION","401800","10000603","2"
"10-200A","10","2","OFFICE","401800","10000603","2"
"10-200B","10","2","OFFICE SERVICE","401800","10000603","2"
"10-200C","10","2","UTILITY/MECH RM","591000","10000853","0"
"10-200CA","10","2","CORRIDOR","591000","10000853","3"
"10-200CB","10","2","CORRIDOR","591000","10000853","3"
"10-200CC","10","2","CORRIDOR","591000","10000853","3"
"10-200D","10","2","OFFICE SERVICE","401800","10000603","2"
"10-200E1","10","2","ELEVATOR","591000","10000853","3"
"10-200E2","10","2","ELEVATOR","591000","10000853","3"
"10-200LC","10","2","LOBBY","591000","10000853","3"
"10-200SA","10","2","STAIRWAY","591000","10000853","3"
"10-200SB","10","2","STAIRWAY","591000","10000853","3"
"10-200SG","10","2","STAIRWAY","591000","10000853","3"
"10-200Z","10","2","SHAFT SPACE","591000","10000853","0"
"10-203","10","2","OFFICE","591024","10002466","2"
"10-205","10","2","OFFICE","","","2"
"10-206","10","2","OFFICE","","","2"
"10-207","10","2","OFFICE","","","2"
"10-211","10","2","OFFICE","401800","10000603","2"
"10-212","10","2","OFFICE","401000","10000595","2"
"10-213","10","2","RECEPTION","401000","10000595","2"
"10-213A","10","2","OFFICE SERVICE","401000","10000595","2"
"10-213B","10","2","OFFICE SERVICE","401000","10000595","2"
"10-215","10","2","OFFICE","401000","10000595","2"
"10-219","10","2","RECEPTION","401860","10000935","2"
"10-219A","10","2","OFFICE","401860","10000935","2"
"10-219B","10","2","CONFERENCE ROOM","401860","10000935","2"
"10-219C","10","2","OFFICE","401860","10000935","2"
"10-219D","10","2","OFFICE","401860","10000935","2"
"10-225","10","2","OFFICE SERVICE","591024","10002466","2"
"10-226AE","10","2","ELECTRIC CLOSET","591000","10000853","0"
"10-226E","10","2","ELECTRIC CLOSET","591000","10000853","0"
"10-229","10","2","OFFICE SERVICE","401000","10000595","2"
"10-229E","10","2","ELECTRIC CLOSET","591000","10000853","0"
"10-229T","10","2","TELECOM CLOSET","591000","10000853","0"
"10-237","10","2","OFFICE","401860","10000935","2"
"10-250","10","2","LECTURE HALL","446700","10000760","2"
"10-250A","10","2","STORAGE FACILITY","591040","10002459","2"
"10-250B","10","2","UTILITY/MECH RM","591000","10000853","0"
"10-250C","10","2","STORAGE FACILITY","591040","10002459","2"
"10-250E","10","2","ELECTRIC CLOSET","591000","10000853","0"
"10-250J","10","2","CUSTODIAL CLOSET","591000","10000853","1"
"10-256","10","2","PVT CIRCULATION","404500","10000622","2"
"10-256A","10","2","RECEPTION","404500","10000622","2"
"10-256B","10","2","OFFICE","404500","10000622","2"
"10-256C","10","2","OFFICE","404500","10000622","2"
"10-256D","10","2","OFFICE SERVICE","404500","10000622","2"
"10-262","10","2","PVT CIRCULATION","093700","10000365","2"
"10-263","10","2","OFFICE","093700","10000365","2"
"10-264","10","2","OFFICE","093700","10000365","2"
"10-265","10","2","OFFICE","093700","10000365","2"
"10-266","10","2","OFFICE","093700","10000365","2"
"10-267","10","2","OFFICE","093700","10000365","2"
"10-268","10","2","OFFICE","093700","10000365","2"
"10-269","10","2","OFFICE","093700","10000365","2"
"10-270","10","2","OFFICE","093700","10000365","2"
"10-271","10","2","OFFICE","093700","10000365","2"
"10-271T","10","2","TELECOM CLOSET","591000","10000853","0"
"10-272","10","2","OFFICE","093700","10000365","2"
"10-272E","10","2","ELECTRIC CLOSET","591000","10000853","0"
"10-273","10","2","OFFICE","093700","10000365","2"
"10-274","10","2","OFFICE","093700","10000365","2"
"10-275","10","2","OFFICE","093700","10000365","2"
"10-276","10","2","OFFICE","093700","10000365","2"
"10-277","10","2","OFFICE","093700","10000365","2"
"10-278","10","2","OFFICE","093700","10000365","2"
"10-279","10","2","CONFERENCE ROOM","093700","10000365","2"
"10-280","10","2","RECEPTION","401813","10000606","2"
"10-280A","10","2","OFFICE","401813","10000606","2"
"10-280B","10","2","OFFICE SERVICE","404500","10000622","2"
"10-283","10","2","OFFICE","093700","10000365","2"
"10-294","10","2","OFFICE","093700","10000365","2"
"10-295","10","2","OFFICE SERVICE","093700","10000365","2"
"10-296","10","2","OFFICE","093700","10000365","2"
"10-297","10","2","OFFICE","093700","10000365","2"
"10-298","10","2","OFFICE","093700","10000365","2"
"10-298A","10","2","OFFICE","093700","10000365","2"
"10-300","10","3","CONFERENCE ROOM","401000","10000595","2"
"10-300A","10","3","OFFICE SERVICE","401000","10000595","2"
"10-300B","10","3","OFFICE SERVICE","401000","10000595","2"
"10-300C","10","3","PVT LAVATORY","401000","10000595","2"
"10-300CA","10","3","CORRIDOR","591000","10000853","3"
"10-300CB","10","3","CORRIDOR","591000","10000853","3"
"10-300D","10","3","OFFICE SERVICE","401000","10000595","2"
"10-300E1","10","3","ELEVATOR","591000","10000853","3"
"10-300E2","10","3","ELEVATOR","591000","10000853","3"
"10-300SA","10","3","STAIRWAY","591000","10000853","3"
"10-300SB","10","3","STAIRWAY","591000","10000853","3"
"10-300SG","10","3","STAIRWAY","591000","10000853","3"
"10-300Z","10","3","SHAFT SPACE","591000","10000853","0"
"10-301Z","10","3","SHAFT SPACE","591000","10000853","0"
"10-303","10","3","OFFICE SERVICE","031000","10000270","2"
"10-303A","10","3","OFFICE","031000","10000270","2"
"10-303B","10","3","OFFICE","031000","10000270","2"
"10-303C","10","3","OFFICE","031000","10000270","2"
"10-304","10","3","STORAGE FACILITY","591040","10002459","2"
"10-320","10","3","OFFICE SERVICE","401000","10000595","2"
"10-322","10","3","OFFICE SERVICE","031000","10000270","2"
"10-322A","10","3","OFFICE","031000","10000270","2"
"10-322B","10","3","OFFICE","031000","10000270","2"
"10-335","10","3","OFFICE","401800","10000603","2"
"10-337","10","3","PVT CIRCULATION","401800","10000603","2"
"10-337A","10","3","OFFICE","401800","10000603","2"
"10-337B","10","3","OFFICE","401800","10000603","2"
"10-337C","10","3","OFFICE","401800","10000603","2"
"10-337D","10","3","OFFICE","401800","10000603","2"
"10-337F","10","3","OFFICE","401800","10000603","2"
"10-337G","10","3","OFFICE","401800","10000603","2"
"10-337H","10","3","OFFICE SERVICE","401800","10000603","2"
"10-337K","10","3","OFFICE SERVICE","401800","10000603","2"
"10-337L","10","3","OFFICE SERVICE","401800","10000603","2"
"10-337N","10","3","OFFICE SERVICE","401800","10000603","2"
"10-337P","10","3","KITCHENETTE","401800","10000603","2"
"10-337Q","10","3","OFFICE","401800","10000603","1"
"10-337R","10","3","OFFICE","401800","10000603","1"
"10-340","10","3","CONFERENCE ROOM","401000","10000595","2"
"10-340A","10","3","EXHIBITION FACIL","401000","10000595","3"
"10-342","10","3","RECEPTION","401000","10000595","2"
"10-342A","10","3","OFFICE SERVICE","401000","10000595","2"
"10-345","10","3","OFFICE SERVICE","591024","10002466","2"
"10-350","10","3","OFFICE SERVICE","401800","10000603","2"
"10-350A","10","3","CLASSROOM SVC","446700","10000760","2"
"10-350B","10","3","PVT LAVATORY","446700","10000760","2"
"10-350C","10","3","CLASSROOM SVC","446700","10000760","2"
"10-350D","10","3","LECTURE HALL","446700","10000760","2"
"10-350E","10","3","ELECTRIC CLOSET","591000","10000853","0"
"10-350T","10","3","TELECOM CLOSET","591000","10000853","0"
"10-351T","10","3","TELECOM CLOSET","591000","10000853","0"
"10-359","10","3","RECEPTION","591024","10002466","2"
"10-359A","10","3","OFFICE","591024","10002466","2"
"10-359B","10","3","OFFICE","591024","10002466","2"
"10-359C","10","3","OFFICE","591024","10002466","2"
"10-359D","10","3","CONFERENCE ROOM","591024","10002466","2"
"10-363","10","3","OFFICE","591040","10002459","2"
"10-370","10","3","OFFICE SERVICE","401860","10000935","2"
"10-370A","10","3","OFFICE SERVICE","401860","10000935","2"
"10-370B","10","3","OFFICE","401860","10000935","2"
"10-370C","10","3","OFFICE","401860","10000935","2"
"10-370D","10","3","OFFICE","401860","10000935","2"
"10-370F","10","3","OFFICE","401860","10000935","2"
"10-370G","10","3","OFFICE","401860","10000935","2"
"10-370H","10","3","OFFICE","401860","10000935","2"
"10-370K","10","3","OFFICE","401860","10000935","2"
"10-370L","10","3","OFFICE","401860","10000935","2"
"10-370N","10","3","OFFICE","401860","10000935","2"
"10-370P","10","3","OFFICE","401860","10000935","2"
"10-370Q","10","3","OFFICE SERVICE","401860","10000935","2"
"10-370R","10","3","OFFICE SERVICE","401860","10000935","2"
"10-370S","10","3","RECEPTION","401860","10000935","2"
"10-370U","10","3","CONFERENCE ROOM","401860","10000935","2"
"10-370V","10","3","OFFICE","401860","10000935","2"
"10-370W","10","3","OFFICE SERVICE","401860","10000935","2"
"10-382","10","3","CONFERENCE ROOM","401000","10000595","2"
"10-382A","10","3","OFFICE SERVICE","401000","10000595","2"
"10-382Z","10","3","SHAFT SPACE","591000","10000853","0"
"10-382Z1","10","3","SHAFT SPACE","591000","10000853","0"
"10-384","10","3","OFFICE SERVICE","591040","10002459","2"
"10-384A","10","3","PVT LAVATORY","591040","10002459","3"
"10-384AA","10","3","PV NON-ATH SHOWER","591040","10002459","1"
"10-384B","10","3","LACTATION ROOM","591040","10002459","2"
"10-384C","10","3","OFFICE SERVICE","591040","10002459","2"
"10-390","10","3","RECEPTION","031000","10000270","2"
"10-390A","10","3","OFFICE","031000","10000270","2"
"10-390B","10","3","OFFICE","031000","10000270","2"
"10-390C","10","3","OFFICE SERVICE","031000","10000270","2"
"10-390D","10","3","OFFICE SERVICE","031000","10000270","2"
"10-390E","10","3","OFFICE","031000","10000270","2"
"10-390F","10","3","OFFICE","031000","10000270","2"
"10-390G","10","3","OFFICE","031000","10000270","2"
"10-390H","10","3","CONFERENCE ROOM","031000","10000270","2"
"10-390K","10","3","OFFICE SERVICE","031000","10000270","2"
"10-390L","10","3","EXHIBITION FACIL","031000","10000270","3"
"10-390M","10","3","OFFICE","031000","10000270","2"
"10-390N","10","3","OFFICE SERVICE","031000","10000270","2"
"10-390P","10","3","OFFICE SERVICE","031000","10000270","2"
"10-391J","10","3","CUSTODIAL CLOSET","591000","10000853","1"
"10-400","10","4","OFFICE SERVICE","035000","10000273","2"
"10-400A","10","4","OFFICE SERVICE","035000","10000273","2"
"10-400AM","10","4","OFFICE SERVICE","035000","10000273","2"
"10-400BM","10","4","OFFICE SERVICE","030000","10000267","2"
"10-400CA","10","4","CORRIDOR","591000","10000853","3"
"10-400CC","10","4","CORRIDOR","591000","10000853","3"
"10-400CM","10","4","CORRIDOR","591000","10000853","3"
"10-400DM","10","4","OFFICE SERVICE","031000","10000270","2"
"10-400E1","10","4","ELEVATOR","591000","10000853","3"
"10-400E2","10","4","ELEVATOR","591000","10000853","3"
"10-400E3","10","4","ELEVATOR","591000","10000853","3"
"10-400E4","10","4","ELEVATOR","591000","10000853","3"
"10-400E4M","10","4","ELEVATOR","591000","10000853","3"
"10-400SA","10","4","STAIRWAY","591000","10000853","3"
"10-400SB","10","4","STAIRWAY","591000","10000853","3"
"10-400SC","10","4","STAIRWAY","591000","10000853","3"
"10-400SD","10","4","STAIRWAY","591000","10000853","3"
"10-400TM","10","4","TELECOM CLOSET","591000","10000853","0"
"10-400Z","10","4","SHAFT SPACE","591000","10000853","0"
"10-401","10","4","CLASSROOM","035000","10000273","2"
"10-401AZ","10","4","SHAFT SPACE","591000","10000853","0"
"10-401M","10","4","UTILITY/MECH RM","591000","10000853","0"
"10-401Z","10","4","SHAFT SPACE","591000","10000853","0"
"10-402","10","4","OFFICE","035000","10000273","2"
"10-403","10","4","OFFICE","035000","10000273","2"
"10-404","10","4","OFFICE","035000","10000273","2"
"10-405","10","4","OFFICE","271000","10000579","2"
"10-406","10","4","OFFICE","271000","10000579","2"
"10-406A","10","4","RECEPTION","271000","10000579","2"
"10-406B","10","4","PVT CIRCULATION","271000","10000579","2"
"10-407","10","4","OFFICE","271000","10000579","2"
"10-410","10","4","OFFICE SERVICE","271000","10000579","2"
"10-410A","10","4","OFFICE SERVICE","271000","10000579","2"
"10-410AM","10","4","OFFICE SERVICE","031000","10000270","2"
"10-410B","10","4","OFFICE","271000","10000579","2"
"10-410C","10","4","OFFICE","271000","10000579","2"
"10-410D","10","4","OFFICE","271000","10000579","2"
"10-410F","10","4","OFFICE SERVICE","271000","10000579","2"
"10-410M","10","4","OFFICE SERVICE","031000","10000270","2"
"10-411","10","4","OFFICE SERVICE","035000","10000273","2"
"10-411EM","10","4","ELECTRIC CLOSET","591000","10000853","0"
"10-411M","10","4","OFFICE","031000","10000270","2"
"10-417","10","4","OFFICE","031000","10000270","2"
"10-419","10","4","OFFICE","031000","10000270","2"
"10-419A","10","4","OFFICE SERVICE","031000","10000270","2"
"10-421M","10","4","OFFICE","031000","10000270","2"
"10-422M","10","4","OFFICE","031000","10000270","2"
"10-423","10","4","OFFICE","271000","10000579","2"
"10-423A","10","4","OFFICE SERVICE","271000","10000579","2"
"10-424","10","4","STORAGE FACILITY","591040","10002459","2"
"10-424J","10","4","CUSTODIAL CLOSET","591000","10000853","1"
"10-428","10","4","PVT CIRCULATION","271000","10000579","2"
"10-428A","10","4","OFFICE","271000","10000579","2"
"10-428B","10","4","OFFICE","271000","10000579","2"
"10-428C","10","4","OFFICE","271000","10000579","2"
"10-428D","10","4","OFFICE SERVICE","271000","10000579","2"
"10-428E","10","4","ELECTRIC CLOSET","591000","10000853","0"
"10-428F","10","4","OFFICE SERVICE","271000","10000579","2"
"10-428G","10","4","OFFICE","271000","10000579","2"
"10-431M","10","4","OFFICE","031000","10000270","2"
"10-432","10","4","CONFERENCE ROOM","271000","10000579","2"
"10-432M","10","4","OFFICE","031000","10000270","2"
"10-441M","10","4","OFFICE","031000","10000270","2"
"10-442J","10","4","CUSTODIAL CLOSET","591000","10000853","1"
"10-442M","10","4","OFFICE SERVICE","031000","10000270","2"
"10-450","10","4","UTILITY/MECH RM","591000","10000853","0"
"10-455","10","4","UTILITY/MECH RM","591000","10000853","0"
"10-455M","10","4","UTILITY/MECH RM","591000","10000853","0"
"10-455T","10","4","TELECOM CLOSET","591000","10000853","0"
"10-456","10","4","OFFICE SERVICE","271000","10000579","2"
"10-457","10","4","FEMALE LAVATORY","591000","10000853","3"
"10-457A","10","4","FEMALE LAVATORY","591000","10000853","3"
"10-457E","10","4","ELECTRIC CLOSET","591000","10000853","0"
"10-457T","10","4","TELECOM CLOSET","591000","10000853","0"
"10-459","10","4","MALE LAVATORY","591000","10000853","3"
"10-461","10","4","OFFICE","035000","10000273","2"
"10-461M","10","4","OFFICE","031000","10000270","2"
"10-462","10","4","OFFICE SERVICE","035000","10000273","2"
"10-462M","10","4","CONFERENCE ROOM","031000","10000270","2"
"10-463","10","4","OFFICE","035000","10000273","2"
"10-471M","10","4","OFFICE","031000","10000270","2"
"10-472M","10","4","OFFICE","031000","10000270","2"
"10-478T","10","4","TELECOM CLOSET","591000","10000853","0"
"10-480M","10","4","PVT CIRCULATION","035000","10000273","2"
"10-481","10","4","OFFICE","035000","10000273","2"
"10-481M","10","4","OFFICE","031000","10000270","2"
"10-481Z","10","4","SHAFT SPACE","591000","10000853","0"
"10-482M","10","4","OFFICE","031000","10000270","2"
"10-483","10","4","OFFICE","035000","10000273","2"
"10-483M","10","4","OFFICE","031000","10000270","2"
"10-485","10","4","PVT CIRCULATION","035000","10000273","2"
"10-485M","10","4","OFFICE","035000","10000273","2"
"10-486","10","4","STUDIO","035000","10000273","2"
"10-487","10","4","STUDIO","035000","10000273","2"
"10-487M","10","4","OFFICE","035000","10000273","2"
"10-488","10","4","CONFERENCE ROOM","035000","10000273","2"
"10-489","10","4","STUDIO","035000","10000273","2"
"10-491AM","10","4","OFFICE SERVICE","031000","10000270","2"
"10-491BM","10","4","OFFICE SERVICE","031000","10000270","2"
"10-491CM","10","4","RECEPTION","031000","10000270","2"
"10-491M","10","4","RECEPTION","031000","10000270","2"
"10-492","10","4","STUDIO","035000","10000273","2"
"10-493","10","4","STUDIO","035000","10000273","2"
"10-493M","10","4","OFFICE","035000","10000273","2"
"10-495M","10","4","OFFICE","035000","10000273","2"
"10-496","10","4","OFFICE SERVICE","035000","10000273","2"
"10-497","10","4","OFFICE","035000","10000273","2"
"10-497M","10","4","OFFICE","035000","10000273","2"
"10-499","10","4","OFFICE","035000","10000273","2"
"10-500E1","10","5","ELEVATOR","591000","10000853","3"
"10-500E2","10","5","ELEVATOR","591000","10000853","3"
"10-500E3","10","5","ELEVATOR","591000","10000853","3"
"10-500LA","10","5","LOBBY","591000","10000853","3"
"10-500LB","10","5","LOBBY","591000","10000853","3"
"10-500LC","10","5","LOBBY","591000","10000853","3"
"10-500SC","10","5","STAIRWAY","591000","10000853","3"
"10-500SD","10","5","STAIRWAY","591000","10000853","3"
"10-500SE","10","5","STAIRWAY","591000","10000853","3"
"10-500Z","10","5","SHAFT SPACE","591000","10000853","0"
"10-501","10","5","LIBRARY PROCESS","271000","10000579","2"
"10-501E","10","5","ELECTRIC CLOSET","591000","10000853","0"
"10-504","10","5","STORAGE FACILITY","271000","10000579","2"
"10-504A","10","5","OFFICE SERVICE","271000","10000579","2"
"10-513","10","5","STORAGE FACILITY","271000","10000579","2"
"10-513A","10","5","UTILITY/MECH RM","591000","10000853","0"
"10-516","10","5","STORAGE FACILITY","271000","10000579","2"
"10-516E","10","5","ELECTRIC CLOSET","591000","10000853","0"
"10-519","10","5","STORAGE FACILITY","271000","10000579","2"
"10-519A","10","5","PUBLIC LAVATORY","591000","10000853","3"
"10-519B","10","5","PUBLIC LAVATORY","591000","10000853","3"
"10-525","10","5","STORAGE FACILITY","271000","10000579","2"
"10-525J","10","5","CUSTODIAL CLOSET","591000","10000853","1"
"10-528","10","5","STORAGE FACILITY","271000","10000579","2"
"10-528E","10","5","ELECTRIC CLOSET","591000","10000853","0"
"10-531","10","5","STUDY ROOM","271000","10000579","2"
"10-537","10","5","STUDY ROOM","271000","10000579","2"
"10-537A","10","5","UTILITY/MECH RM","591000","10000853","0"
"10-537E","10","5","ELECTRIC CLOSET","591000","10000853","0"
"10-550","10","5","STORAGE FACILITY","271000","10000579","2"
"10-600E1","10","6","ELEVATOR","591000","10000853","3"
"10-600E2","10","6","ELEVATOR","591000","10000853","3"
"10-600E3","10","6","ELEVATOR","591000","10000853","3"
"10-600SD","10","6","STAIRWAY","591000","10000853","3"
"10-600SE","10","6","STAIRWAY","591000","10000853","3"
"10-600Z","10","6","SHAFT SPACE","591000","10000853","0"
"10-601","10","6","STORAGE FACILITY","271000","10000579","2"
"10-604","10","6","STORAGE FACILITY","271000","10000579","2"
"10-604E","10","6","ELECTRIC CLOSET","591000","10000853","0"
"10-607","10","6","STORAGE FACILITY","271000","10000579","2"
"10-613","10","6","STORAGE FACILITY","271000","10000579","2"
"10-616","10","6","STORAGE FACILITY","271000","10000579","2"
"10-616E","10","6","ELECTRIC CLOSET","591000","10000853","0"
"10-619","10","6","STORAGE FACILITY","271000","10000579","2"
"10-625","10","6","STORAGE FACILITY","271000","10000579","2"
"10-625A","10","6","PUBLIC LAVATORY","591000","10000853","3"
"10-628","10","6","STORAGE FACILITY","271000","10000579","2"
"10-628E","10","6","ELECTRIC CLOSET","591000","10000853","0"
"10-631","10","6","STORAGE FACILITY","271000","10000579","2"
"10-637","10","6","STORAGE FACILITY","271000","10000579","2"
"10-640","10","6","STORAGE FACILITY","271000","10000579","2"
"10-640E","10","6","ELECTRIC CLOSET","591000","10000853","0"
"10-700E1","10","7","ELEVATOR","591000","10000853","3"
"10-700E2","10","7","ELEVATOR","591000","10000853","3"
"10-700E3","10","7","ELEVATOR","591000","10000853","3"
"10-700SD","10","7","STAIRWAY","591000","10000853","3"
"10-700SE","10","7","STAIRWAY","591000","10000853","3"
"10-700Z","10","7","SHAFT SPACE","591000","10000853","0"
"10-701","10","7","STORAGE FACILITY","271000","10000579","2"
"10-704","10","7","STORAGE FACILITY","271000","10000579","2"
"10-704E","10","7","ELECTRIC CLOSET","591000","10000853","0"
"10-707","10","7","STORAGE FACILITY","271000","10000579","2"
"10-713","10","7","STORAGE FACILITY","271000","10000579","2"
"10-716","10","7","STORAGE FACILITY","271000","10000579","2"
"10-716E","10","7","ELECTRIC CLOSET","591000","10000853","0"
"10-719","10","7","STORAGE FACILITY","271000","10000579","2"
"10-725","10","7","STORAGE FACILITY","271000","10000579","2"
"10-725A","10","7","PUBLIC LAVATORY","591000","10000853","3"
"10-728","10","7","STORAGE FACILITY","271000","10000579","2"
"10-728E","10","7","ELECTRIC CLOSET","591000","10000853","0"
"10-731","10","7","STORAGE FACILITY","271000","10000579","2"
"10-737","10","7","STORAGE FACILITY","271000","10000579","2"
"10-740","10","7","STORAGE FACILITY","271000","10000579","2"
"10-740E","10","7","ELECTRIC CLOSET","591000","10000853","0"
"10-800E1","10","8","ELEVATOR","591000","10000853","3"
"10-800E2","10","8","ELEVATOR","591000","10000853","3"
"10-800E3","10","8","ELEVATOR","591000","10000853","3"
"10-800SD","10","8","STAIRWAY","591000","10000853","3"
