"CIP_WITH_VERSION_KEY","VERSION","PROGRAM_CODE","PROGRAM_TITLE","CATEGORY_CODE","CATEGORY_TITLE","FOUR_DIGIT_CODE","FOUR_DIGIT_TITLE","WAREHOUSE_LOAD_DATE"
"6005802010","2010","600580","Therapeutic Radiologic Physics Residency Program","60","RESIDENCY PROGRAMS","6005","Medical Residency Programs - Subspecialty Certificates",17-OCT-10
"6005812010","2010","600581","Transplant Hepatology Residency Program","60","RESIDENCY PROGRAMS","6005","Medical Residency Programs - Subspecialty Certificates",17-OCT-10
"6005822010","2010","600582","Undersea and Hyperbaric Medicine Residency Program","60","RESIDENCY PROGRAMS","6005","Medical Residency Programs - Subspecialty Certificates",17-OCT-10
"6005832010","2010","600583","Vascular and Interventional Radiology Residency Program","60","RESIDENCY PROGRAMS","6005","Medical Residency Programs - Subspecialty Certificates",17-OCT-10
"6005842010","2010","600584","Vascular Neurology Residency Program","60","RESIDENCY PROGRAMS","6005","Medical Residency Programs - Subspecialty Certificates",17-OCT-10
"6005992010","2010","600599","Medical Residency Programs - Subspecialty Certificates, Other","60","RESIDENCY PROGRAMS","6005","Medical Residency Programs - Subspecialty Certificates",17-OCT-10
"6006012010","2010","600601","Podiatric Medicine and Surgery - 24 Residency Program","60","RESIDENCY PROGRAMS","6006","Podiatric Medicine Residency Programs",17-OCT-10
"6006022010","2010","600602","Podiatric Medicine and Surgery - 36 Residency Program","60","RESIDENCY PROGRAMS","6006","Podiatric Medicine Residency Programs",17-OCT-10
"1310132000","2000","131013","Education/Teaching of Individuals with Autism","13","EDUCATION","1310","Special Education and Teaching",27-MAR-03
"1310142000","2000","131014","Education/Teaching of Individuals Who are Developmentally Delayed","13","EDUCATION","1310","Special Education and Teaching",27-MAR-03
"1310152000","2000","131015","Education/Teaching of Individuals in Early Childhood Special Education Programs","13","EDUCATION","1310","Special Education and Teaching",27-MAR-03
"1310162000","2000","131016","Education/Teaching of Individuals with Traumatic Brain Injuries","13","EDUCATION","1310","Special Education and Teaching",27-MAR-03
"1310992000","2000","131099","Special Education and Teaching, Other","13","EDUCATION","1310","Special Education and Teaching",27-MAR-03
"1311012000","2000","131101","Counselor Education/School Counseling and Guidance Services","13","EDUCATION","1311","Student Counseling and Personnel Services",27-MAR-03
"1311022000","2000","131102","College Student Counseling and Personnel Services","13","EDUCATION","1311","Student Counseling and Personnel Services",27-MAR-03
"1311992000","2000","131199","Student Counseling and Personnel Services, Other","13","EDUCATION","1311","Student Counseling and Personnel Services",27-MAR-03
"1312012000","2000","131201","Adult and Continuing Education and Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods",27-MAR-03
"1312022000","2000","131202","Elementary Education and Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods",27-MAR-03
"1312032000","2000","131203","Junior High/Intermediate/Middle School Education and Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods",27-MAR-03
"1312052000","2000","131205","Secondary Education and Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods",27-MAR-03
"1312062000","2000","131206","Teacher Education, Multiple Levels","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods",27-MAR-03
"1312072000","2000","131207","Montessori Teacher Education","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods",27-MAR-03
"1312082000","2000","131208","Waldorf/Steiner Teacher Education","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods",27-MAR-03
"1312092000","2000","131209","Kindergarten/Preschool Education and Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods",27-MAR-03
"1312102000","2000","131210","Early Childhood Education and Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods",27-MAR-03
"1312992000","2000","131299","Teacher Education and Professional Development, Specific Levels and Methods, Other","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods",27-MAR-03
"1313012000","2000","131301","Agricultural Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",27-MAR-03
"1313022000","2000","131302","Art Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",27-MAR-03
"1313032000","2000","131303","Business Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",27-MAR-03
"1313042000","2000","131304","Driver and Safety Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",27-MAR-03
"1313052000","2000","131305","English/Language Arts Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",27-MAR-03
"1313062000","2000","131306","Foreign Language Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",27-MAR-03
"1313072000","2000","131307","Health Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",27-MAR-03
"1313082000","2000","131308","Family and Consumer Sciences/Home Economics Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",27-MAR-03
"1313092000","2000","131309","Technology Teacher Education/Industrial Arts Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",27-MAR-03
"1408032010","2010","140803","Structural Engineering","14","ENGINEERING","1408","Civil Engineering",17-OCT-10
"1408042010","2010","140804","Transportation and Highway Engineering","14","ENGINEERING","1408","Civil Engineering",17-OCT-10
"1408052010","2010","140805","Water Resources Engineering","14","ENGINEERING","1408","Civil Engineering",17-OCT-10
"1408992010","2010","140899","Civil Engineering, Other","14","ENGINEERING","1408","Civil Engineering",17-OCT-10
"1409012010","2010","140901","Computer Engineering, General","14","ENGINEERING","1409","Computer Engineering",17-OCT-10
"1409022010","2010","140902","Computer Hardware Engineering","14","ENGINEERING","1409","Computer Engineering",17-OCT-10
"1409032010","2010","140903","Computer Software Engineering","14","ENGINEERING","1409","Computer Engineering",17-OCT-10
"1409992010","2010","140999","Computer Engineering, Other","14","ENGINEERING","1409","Computer Engineering",17-OCT-10
"1410012010","2010","141001","Electrical and Electronics Engineering","14","ENGINEERING","1410","Electrical, Electronics and Communications Engineering",17-OCT-10
"1410032010","2010","141003","Laser and Optical Engineering","14","ENGINEERING","1410","Electrical, Electronics and Communications Engineering",17-OCT-10
"1410042010","2010","141004","Telecommunications Engineering","14","ENGINEERING","1410","Electrical, Electronics and Communications Engineering",17-OCT-10
"1410992010","2010","141099","Electrical, Electronics and Communications Engineering, Other","14","ENGINEERING","1410","Electrical, Electronics and Communications Engineering",17-OCT-10
"1411012010","2010","141101","Engineering Mechanics","14","ENGINEERING","1411","Engineering Mechanics",17-OCT-10
"1412012010","2010","141201","Engineering Physics/Applied Physics","14","ENGINEERING","1412","Engineering Physics",17-OCT-10
"1413012010","2010","141301","Engineering Science","14","ENGINEERING","1413","Engineering Science",17-OCT-10
"1414012010","2010","141401","Environmental/Environmental Health Engineering","14","ENGINEERING","1414","Environmental/Environmental Health Engineering",17-OCT-10
"1418012010","2010","141801","Materials Engineering","14","ENGINEERING","1418","Materials Engineering",17-OCT-10
"1419012010","2010","141901","Mechanical Engineering","14","ENGINEERING","1419","Mechanical Engineering",17-OCT-10
"1420012010","2010","142001","Metallurgical Engineering","14","ENGINEERING","1420","Metallurgical Engineering",17-OCT-10
"1421012010","2010","142101","Mining and Mineral Engineering","14","ENGINEERING","1421","Mining and Mineral Engineering",17-OCT-10
"1422012010","2010","142201","Naval Architecture and Marine Engineering","14","ENGINEERING","1422","Naval Architecture and Marine Engineering",17-OCT-10
"1423012010","2010","142301","Nuclear Engineering","14","ENGINEERING","1423","Nuclear Engineering",17-OCT-10
"1424012010","2010","142401","Ocean Engineering","14","ENGINEERING","1424","Ocean Engineering",17-OCT-10
"1425012010","2010","142501","Petroleum Engineering","14","ENGINEERING","1425","Petroleum Engineering",17-OCT-10
"1427012010","2010","142701","Systems Engineering","14","ENGINEERING","1427","Systems Engineering",17-OCT-10
"1428012010","2010","142801","Textile Sciences and Engineering","14","ENGINEERING","1428","Textile Sciences and Engineering",17-OCT-10
"1432012010","2010","143201","Polymer/Plastics Engineering","14","ENGINEERING","1432","Polymer/Plastics Engineering",17-OCT-10
"1433012010","2010","143301","Construction Engineering","14","ENGINEERING","1433","Construction Engineering",17-OCT-10
"1434012010","2010","143401","Forest Engineering","14","ENGINEERING","1434","Forest Engineering",17-OCT-10
"1435012010","2010","143501","Industrial Engineering","14","ENGINEERING","1435","Industrial Engineering",17-OCT-10
"1436012010","2010","143601","Manufacturing Engineering","14","ENGINEERING","1436","Manufacturing Engineering",17-OCT-10
"1437012010","2010","143701","Operations Research","14","ENGINEERING","1437","Operations Research",17-OCT-10
"1438012010","2010","143801","Surveying Engineering","14","ENGINEERING","1438","Surveying Engineering",17-OCT-10
"1439012010","2010","143901","Geological/Geophysical Engineering","14","ENGINEERING","1439","Geological/Geophysical Engineering",17-OCT-10
"1440012010","2010","144001","Paper Science and Engineering","14","ENGINEERING","1440","Paper Science and Engineering",17-OCT-10
"1441012010","2010","144101","Electromechanical Engineering","14","ENGINEERING","1441","Electromechanical Engineering",17-OCT-10
"1442012010","2010","144201","Mechatronics, Robotics, and Automation Engineering","14","ENGINEERING","1442","Mechatronics, Robotics, and Automation Engineering",17-OCT-10
"1443012010","2010","144301","Biochemical Engineering","14","ENGINEERING","1443","Biochemical Engineering",17-OCT-10
"1444012010","2010","144401","Engineering Chemistry","14","ENGINEERING","1444","Engineering Chemistry",17-OCT-10
"1445012010","2010","144501","Biological/Biosystems Engineering","14","ENGINEERING","1445","Biological/Biosystems Engineering",17-OCT-10
"1499992010","2010","149999","Engineering, Other","14","ENGINEERING","1499","Engineering, Other",17-OCT-10
"1500002010","2010","150000","Engineering Technology, General","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1500","Engineering Technology, General",17-OCT-10
"1501012010","2010","150101","Architectural Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1501","Architectural Engineering Technologies/Technicians",17-OCT-10
"1502012010","2010","150201","Civil Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1502","Civil Engineering Technologies/Technicians",17-OCT-10
"1503032010","2010","150303","Electrical, Electronic and Communications Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1503","Electrical Engineering Technologies/Technicians",17-OCT-10
"1503042010","2010","150304","Laser and Optical Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1503","Electrical Engineering Technologies/Technicians",17-OCT-10
"1503052010","2010","150305","Telecommunications Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1503","Electrical Engineering Technologies/Technicians",17-OCT-10
"1503062010","2010","150306","Integrated Circuit Design","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1503","Electrical Engineering Technologies/Technicians",17-OCT-10
"1503992010","2010","150399","Electrical and Electronic Engineering Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1503","Electrical Engineering Technologies/Technicians",17-OCT-10
"1504012010","2010","150401","Biomedical Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians",17-OCT-10
"1504032010","2010","150403","Electromechanical Technology/Electromechanical Engineering Technology","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians",17-OCT-10
"1504042010","2010","150404","Instrumentation Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians",17-OCT-10
"1504052010","2010","150405","Robotics Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians",17-OCT-10
"1504062010","2010","150406","Automation Engineer Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians",17-OCT-10
"1504992010","2010","150499","Electromechanical and Instrumentation and Maintenance Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians",17-OCT-10
"1505012010","2010","150501","Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1505","Environmental Control Technologies/Technicians",17-OCT-10
"1505032010","2010","150503","Energy Management and Systems Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1505","Environmental Control Technologies/Technicians",17-OCT-10
"1505052010","2010","150505","Solar Energy Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1505","Environmental Control Technologies/Technicians",17-OCT-10
"1505062010","2010","150506","Water Quality and Wastewater Treatment Management and Recycling Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1505","Environmental Control Technologies/Technicians",17-OCT-10
"1505072010","2010","150507","Environmental Engineering Technology/Environmental Technology","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1505","Environmental Control Technologies/Technicians",17-OCT-10
"1505082010","2010","150508","Hazardous Materials Management and Waste Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1505","Environmental Control Technologies/Technicians",17-OCT-10
"1505992010","2010","150599","Environmental Control Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1505","Environmental Control Technologies/Technicians",17-OCT-10
"1506072010","2010","150607","Plastics and Polymer Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1506","Industrial Production Technologies/Technicians",17-OCT-10
"1506112010","2010","150611","Metallurgical Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1506","Industrial Production Technologies/Technicians",17-OCT-10
"1506122010","2010","150612","Industrial Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1506","Industrial Production Technologies/Technicians",17-OCT-10
"1506132010","2010","150613","Manufacturing Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1506","Industrial Production Technologies/Technicians",17-OCT-10
"1506142010","2010","150614","Welding Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1506","Industrial Production Technologies/Technicians",17-OCT-10
"1506152010","2010","150615","Chemical Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1506","Industrial Production Technologies/Technicians",17-OCT-10
"1506162010","2010","150616","Semiconductor Manufacturing Technology","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1506","Industrial Production Technologies/Technicians",17-OCT-10
"1506992010","2010","150699","Industrial Production Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1506","Industrial Production Technologies/Technicians",17-OCT-10
"1507012010","2010","150701","Occupational Safety and Health Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1507","Quality Control and Safety Technologies/Technicians",17-OCT-10
"1507022010","2010","150702","Quality Control Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1507","Quality Control and Safety Technologies/Technicians",17-OCT-10
"1507032010","2010","150703","Industrial Safety Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1507","Quality Control and Safety Technologies/Technicians",17-OCT-10
"1507042010","2010","150704","Hazardous Materials Information Systems Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1507","Quality Control and Safety Technologies/Technicians",17-OCT-10
"1507992010","2010","150799","Quality Control and Safety Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1507","Quality Control and Safety Technologies/Technicians",17-OCT-10
"1508012010","2010","150801","Aeronautical/Aerospace Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1508","Mechanical Engineering Related Technologies/Technicians",17-OCT-10
"1508032010","2010","150803","Automotive Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1508","Mechanical Engineering Related Technologies/Technicians",17-OCT-10
"1508052010","2010","150805","Mechanical Engineering/Mechanical Technology/Technician","15","ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS","1508","Mechanical Engineering Related Technologies/Technicians",17-OCT-10
"0101011990","1990","010101","AGRICULTURAL BUSINESS AND MANAGEMENT, GENERAL","01","AGRICULTURAL BUSINESS AND PRODUCTION","0101","AGRICULTURAL BUSINESS AND MANAGEMENT",09-JAN-02
"0101021990","1990","010102","AGRICULTURAL BUSINESS/AGRIBUSINESS OPERATIONS","01","AGRICULTURAL BUSINESS AND PRODUCTION","0101","AGRICULTURAL BUSINESS AND MANAGEMENT",09-JAN-02
"0101031990","1990","010103","AGRICULTURAL ECONOMICS","01","AGRICULTURAL BUSINESS AND PRODUCTION","0101","AGRICULTURAL BUSINESS AND MANAGEMENT",09-JAN-02
"0101041990","1990","010104","FARM AND RANCH MANAGEMENT","01","AGRICULTURAL BUSINESS AND PRODUCTION","0101","AGRICULTURAL BUSINESS AND MANAGEMENT",09-JAN-02
"0101991990","1990","010199","AGRICULTURAL BUSINESS AND MANAGEMENT, OTHER","01","AGRICULTURAL BUSINESS AND PRODUCTION","0101","AGRICULTURAL BUSINESS AND MANAGEMENT",09-JAN-02
"0102011990","1990","010201","AGRICULTURAL MECHANIZATION, GENERAL","01","AGRICULTURAL BUSINESS AND PRODUCTION","0102","AGRICULTURAL MECHANIZATION",09-JAN-02
"0102041990","1990","010204","AGRICULTURAL POWER MACHINERY OPERATOR","01","AGRICULTURAL BUSINESS AND PRODUCTION","0102","AGRICULTURAL MECHANIZATION",09-JAN-02
"0102991990","1990","010299","AGRICULTURAL MECHANIZATION, OTHER","01","AGRICULTURAL BUSINESS AND PRODUCTION","0102","AGRICULTURAL MECHANIZATION",09-JAN-02
"0103011990","1990","010301","AGRICULTURAL PRODUCTION WORKERS AND MANAGERS, GENERAL","01","AGRICULTURAL BUSINESS AND PRODUCTION","0103","AGRICULTURAL PRODUCTION WORKERS AND MANAGERS",09-JAN-02
"0103021990","1990","010302","AGRICULTURAL ANIMAL HUSBANDRY AND PRODUCTION MANAGEMENT","01","AGRICULTURAL BUSINESS AND PRODUCTION","0103","AGRICULTURAL PRODUCTION WORKERS AND MANAGERS",09-JAN-02
"0103031990","1990","010303","AQUACULTURE OPERATIONS AND PRODUCTION MANAGEMENT","01","AGRICULTURAL BUSINESS AND PRODUCTION","0103","AGRICULTURAL PRODUCTION WORKERS AND MANAGERS",09-JAN-02
"0103041990","1990","010304","CROP PRODUCTION OPERATIONS AND MANAGEMENT","01","AGRICULTURAL BUSINESS AND PRODUCTION","0103","AGRICULTURAL PRODUCTION WORKERS AND MANAGERS",09-JAN-02
"0103991990","1990","010399","AGRICULTURAL PRODUCTION WORKERS AND MANAGERS, OTHER","01","AGRICULTURAL BUSINESS AND PRODUCTION","0103","AGRICULTURAL PRODUCTION WORKERS AND MANAGERS",09-JAN-02
"0104011990","1990","010401","AGRICULTURAL & FOOD PRODUCTS PROCESSING OPERATIONS AND MGMT.","01","AGRICULTURAL BUSINESS AND PRODUCTION","0104","AGRICULTURAL AND FOOD PRODUCTS PROCESSING",09-JAN-02
"0105011990","1990","010501","AGRICULTURAL SUPPLIES RETAILING AND WHOLESALING","01","AGRICULTURAL BUSINESS AND PRODUCTION","0105","AGRICULTURAL SUPPLIES AND RELATED SERVICES",09-JAN-02
"0105051990","1990","010505","ANIMAL TRAINER","01","AGRICULTURAL BUSINESS AND PRODUCTION","0105","AGRICULTURAL SUPPLIES AND RELATED SERVICES",09-JAN-02
"0105071990","1990","010507","EQUESTRIAN/EQUINE STUDIES, HORSE MANAGEMENT AND TRAINING","01","AGRICULTURAL BUSINESS AND PRODUCTION","0105","AGRICULTURAL SUPPLIES AND RELATED SERVICES",09-JAN-02
"0105991990","1990","010599","AGRICULTURAL SUPPLIES AND RELATED SERVICES, OTHER","01","AGRICULTURAL BUSINESS AND PRODUCTION","0105","AGRICULTURAL SUPPLIES AND RELATED SERVICES",09-JAN-02
"0106011990","1990","010601","HORTICULTURE SERVICES OPERATIONS AND MANAGEMENT, GENERAL","01","AGRICULTURAL BUSINESS AND PRODUCTION","0106","HORTICULTURE SERVICES OPERATIONS AND MANAGEMENT",09-JAN-02
"0106031990","1990","010603","ORNAMENTAL HORTICULTURE OPERATIONS AND MANAGEMENT","01","AGRICULTURAL BUSINESS AND PRODUCTION","0106","HORTICULTURE SERVICES OPERATIONS AND MANAGEMENT",09-JAN-02
"0106041990","1990","010604","GREENHOUSE OPERATIONS AND MANAGEMENT","01","AGRICULTURAL BUSINESS AND PRODUCTION","0106","HORTICULTURE SERVICES OPERATIONS AND MANAGEMENT",09-JAN-02
"0106051990","1990","010605","LANDSCAPING OPERATIONS AND MANAGEMENT","01","AGRICULTURAL BUSINESS AND PRODUCTION","0106","HORTICULTURE SERVICES OPERATIONS AND MANAGEMENT",09-JAN-02
"0106061990","1990","010606","NURSERY OPERATIONS AND MANAGEMENT","01","AGRICULTURAL BUSINESS AND PRODUCTION","0106","HORTICULTURE SERVICES OPERATIONS AND MANAGEMENT",09-JAN-02
"0106071990","1990","010607","TURF MANAGEMENT","01","AGRICULTURAL BUSINESS AND PRODUCTION","0106","HORTICULTURE SERVICES OPERATIONS AND MANAGEMENT",09-JAN-02
"0106991990","1990","010699","HORTICULTURE SERVICES OPERATIONS AND MANAGEMENT, OTHER","01","AGRICULTURAL BUSINESS AND PRODUCTION","0106","HORTICULTURE SERVICES OPERATIONS AND MANAGEMENT",09-JAN-02
"0107011990","1990","010701","INTERNATIONAL AGRICULTURE","01","AGRICULTURAL BUSINESS AND PRODUCTION","0107","INTERNATIONAL AGRICULTURE",09-JAN-02
"0199991990","1990","019999","AGRICULTURAL BUSINESS AND PRODUCTION, OTHER","01","AGRICULTURAL BUSINESS AND PRODUCTION","0199","AGRICULTURAL BUSINESS AND PRODUCTION, OTHER",09-JAN-02
"0201011990","1990","020101","AGRICULTURE/AGRICULTURAL SCIENCES, GENERAL","02","AGRICULTURAL SCIENCES","0201","AGRICULTURE/AGRICULTURAL SCIENCES",09-JAN-02
"0201021990","1990","020102","AGRICULTURAL EXTENSION","02","AGRICULTURAL SCIENCES","0201","AGRICULTURE/AGRICULTURAL SCIENCES",09-JAN-02
"0202011990","1990","020201","ANIMAL SCIENCES, GENERAL","02","AGRICULTURAL SCIENCES","0202","ANIMAL SCIENCES",09-JAN-02
"0202021990","1990","020202","AGRICULTURAL ANIMAL BREEDING AND GENETICS","02","AGRICULTURAL SCIENCES","0202","ANIMAL SCIENCES",09-JAN-02
"0202031990","1990","020203","AGRICULTURAL ANIMAL HEALTH","02","AGRICULTURAL SCIENCES","0202","ANIMAL SCIENCES",09-JAN-02
"0202041990","1990","020204","AGRICULTURAL ANIMAL NUTRITION","02","AGRICULTURAL SCIENCES","0202","ANIMAL SCIENCES",09-JAN-02
"0202051990","1990","020205","AGRICULTURAL ANIMAL PHYSIOLOGY","02","AGRICULTURAL SCIENCES","0202","ANIMAL SCIENCES",09-JAN-02
"0202061990","1990","020206","DAIRY SCIENCE","02","AGRICULTURAL SCIENCES","0202","ANIMAL SCIENCES",09-JAN-02
"0202091990","1990","020209","POULTRY SCIENCE","02","AGRICULTURAL SCIENCES","0202","ANIMAL SCIENCES",09-JAN-02
"0202991990","1990","020299","ANIMAL SCIENCES, OTHER","02","AGRICULTURAL SCIENCES","0202","ANIMAL SCIENCES",09-JAN-02
"0203011990","1990","020301","FOOD SCIENCES AND TECHNOLOGY","02","AGRICULTURAL SCIENCES","0203","FOOD SCIENCES AND TECHNOLOGY",09-JAN-02
"0204011990","1990","020401","PLANT SCIENCES, GENERAL","02","AGRICULTURAL SCIENCES","0204","PLANT SCIENCES",09-JAN-02
"0204021990","1990","020402","AGRONOMY AND CROP SCIENCE","02","AGRICULTURAL SCIENCES","0204","PLANT SCIENCES",09-JAN-02
"0204031990","1990","020403","HORTICULTURE SCIENCE","02","AGRICULTURAL SCIENCES","0204","PLANT SCIENCES",09-JAN-02
"0204051990","1990","020405","PLANT BREEDING AND GENETICS","02","AGRICULTURAL SCIENCES","0204","PLANT SCIENCES",09-JAN-02
"0204061990","1990","020406","AGRICULTURAL PLANT PATHOLOGY","02","AGRICULTURAL SCIENCES","0204","PLANT SCIENCES",09-JAN-02
"0204071990","1990","020407","AGRICULTURAL PLANT PHYSIOLOGY","02","AGRICULTURAL SCIENCES","0204","PLANT SCIENCES",09-JAN-02
"0204081990","1990","020408","PLANT PROTECTION (PEST MANAGEMENT)","02","AGRICULTURAL SCIENCES","0204","PLANT SCIENCES",09-JAN-02
"0204091990","1990","020409","RANGE SCIENCE AND MANAGEMENT","02","AGRICULTURAL SCIENCES","0204","PLANT SCIENCES",09-JAN-02
"0204991990","1990","020499","PLANT SCIENCES, OTHER","02","AGRICULTURAL SCIENCES","0204","PLANT SCIENCES",09-JAN-02
"0205011990","1990","020501","SOIL SCIENCES","02","AGRICULTURAL SCIENCES","0205","SOIL SCIENCES",09-JAN-02
"0299991990","1990","029999","AGRICULTURE/AGRICULTURAL SCIENCES, OTHER","02","AGRICULTURAL SCIENCES","0299","AGRICULTURE/AGRICULTURAL SCIENCES, OTHER",09-JAN-02
"0301011990","1990","030101","NATURAL RESOURCES CONSERVATION, GENERAL","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0301","NATURAL RESOURCES CONSERVATION",09-JAN-02
"0301021990","1990","030102","ENVIRONMENTAL SCIENCE/STUDIES","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0301","NATURAL RESOURCES CONSERVATION",09-JAN-02
"0302011990","1990","030201","NATURAL RESOURCES MANAGEMENT AND POLICY","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0302","NATURAL RESOURCES MANAGEMENT AND PROTECTIVE SERVICES",09-JAN-02
"0302031990","1990","030203","NATURAL RESOURCES LAW ENFORCEMENT AND PROTECTIVE SERVICES","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0302","NATURAL RESOURCES MANAGEMENT AND PROTECTIVE SERVICES",09-JAN-02
"0302991990","1990","030299","NATURAL RESOURCES MANAGEMENT AND PROTECTIVE SERVICES, OTHER","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0302","NATURAL RESOURCES MANAGEMENT AND PROTECTIVE SERVICES",09-JAN-02
"0303011990","1990","030301","FISHING AND FISHERIES SCIENCES AND MANAGEMENT","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0303","FISHING AND FISHERIES SCIENCES AND MANAGEMENT",09-JAN-02
"0304011990","1990","030401","FOREST HARVESTING AND PRODUCTION TECH./TECHNICIAN","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0304","FOREST PRODUCTION AND PROCESSING",09-JAN-02
"0304041990","1990","030404","FOREST PRODUCTS TECH./TECHNICIAN","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0304","FOREST PRODUCTION AND PROCESSING",09-JAN-02
