"LIBRARY_SUBJECT_OFFERED_KEY","TERM_CODE","MASTER_COURSE_NUMBER","MASTER_COURSE_NUMBER_SORT","MASTER_COURSE_NUMBER_DESC","MASTER_SUBJECT_ID","MASTER_SUBJECT_ID_SORT","COURSE_NUMBER","COURSE_NUMBER_SORT","COURSE_NUMBER_DESC","SUBJECT_ID","SUBJECT_ID_SORT","SUBJECT_TITLE","OFFER_DEPT_CODE","OFFER_DEPT_NAME","OFFER_SCHOOL_NAME","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","NUM_ENROLLED_STUDENTS","WAREHOUSE_LOAD_DATE"
"1.1462018FA","2018FA","IDS","IDS","Inst for Data, Syst, & Soc","IDS.332","IDS.332","1","  1","Civil and Environmental Eng","1.146","  1.146","Engr Sys Analysis for Design","1","Civil and Environmental Eng","Engineering","De Neufville, Richard","900017174",14,28-OCT-24
"1.1462019FA","2019FA","IDS","IDS","Inst for Data, Syst, & Soc","IDS.332","IDS.332","1","  1","Civil and Environmental Eng","1.146","  1.146","Engr Sys Analysis for Design","1","Civil and Environmental Eng","Engineering","De Neufville, Richard","900017174",7,28-OCT-24
"1.1462020FA","2020FA","IDS","IDS","Inst for Data, Syst, & Soc","IDS.332","IDS.332","1","  1","Civil and Environmental Eng","1.146","  1.146","Engr Sys Analysis for Design","1","Civil and Environmental Eng","Engineering","De Neufville, Richard","900017174",10,28-OCT-24
"1.1462021FA","2021FA","IDS","IDS","Inst for Data, Syst, & Soc","IDS.332","IDS.332","1","  1","Civil and Environmental Eng","1.146","  1.146","Engr Sys Analysis for Design","1","Civil and Environmental Eng","Engineering","De Neufville, Richard","900017174",8,28-OCT-24
"1.1472021SP","2021SP","1","  1","Civil and Environmental Eng","1.004","1.004","1","  1","Civil and Environmental Eng","1.147","  1.147","Startup Sustainable Tech","1","Civil and Environmental Eng","Engineering","Marelli, Benedetto","928195190",13,28-OCT-24
"1.1512012SP","2012SP","1","  1","Civil and Environmental Eng","1.151","1.151","1","  1","Civil and Environmental Eng","1.151","  1.151","Probability & Stats in Eng","1","Civil and Environmental Eng","Engineering","Veneziano, Daniele","900003196",11,28-OCT-24
"1.1512013SP","2013SP","1","  1","Civil and Environmental Eng","1.151","1.151","1","  1","Civil and Environmental Eng","1.151","  1.151","Probability & Stats in Eng","1","Civil and Environmental Eng","Engineering","Veneziano, Daniele","900003196",12,28-OCT-24
"1.1512017SP","2017SP","1","  1","Civil and Environmental Eng","1.151","1.151","1","  1","Civil and Environmental Eng","1.151","  1.151","Probability & Stats in Eng","1","Civil and Environmental Eng","Engineering","Veneziano, Daniele","900003196",18,28-OCT-24
"1.1512018SP","2018SP","1","  1","Civil and Environmental Eng","1.151","1.151","1","  1","Civil and Environmental Eng","1.151","  1.151","Probability & Stats in Eng","1","Civil and Environmental Eng","Engineering","Veneziano, Daniele","900003196",14,28-OCT-24
"1.1532013SP","2013SP","1","  1","Civil and Environmental Eng","1.153","1.153","1","  1","Civil and Environmental Eng","1.153","  1.153","Transportation Policy","1","Civil and Environmental Eng","Engineering","Coughlin, Joseph","900045057",1,28-OCT-24
"1.1532014SP","2014SP","1","  1","Civil and Environmental Eng","1.153","1.153","1","  1","Civil and Environmental Eng","1.153","  1.153","Transportation Policy","1","Civil and Environmental Eng","Engineering","Coughlin, Joseph","900045057",4,28-OCT-24
"1.1532016SP","2016SP","1","  1","Civil and Environmental Eng","1.153","1.153","1","  1","Civil and Environmental Eng","1.153","  1.153","Transportation Policy","1","Civil and Environmental Eng","Engineering","Coughlin, Joseph","900045057",3,28-OCT-24
"1.2012009FA","2009FA","1","  1","Civil and Environmental Eng","1.201","1.201","1","  1","Civil and Environmental Eng","1.201","  1.201","Transportation Systems","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",30,28-OCT-24
"1.2012010FA","2010FA","1","  1","Civil and Environmental Eng","1.201","1.201","1","  1","Civil and Environmental Eng","1.201","  1.201","Transportation Systems","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",25,28-OCT-24
"1.2012011FA","2011FA","1","  1","Civil and Environmental Eng","1.201","1.201","1","  1","Civil and Environmental Eng","1.201","  1.201","Transportation Systems","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",29,28-OCT-24
"1.2012012FA","2012FA","1","  1","Civil and Environmental Eng","1.201","1.201","1","  1","Civil and Environmental Eng","1.201","  1.201","Transportation Systems","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",38,28-OCT-24
"1.2012013FA","2013FA","1","  1","Civil and Environmental Eng","1.201","1.201","1","  1","Civil and Environmental Eng","1.201","  1.201","Transport Syst: Demand & Econ","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",31,28-OCT-24
"1.2012014FA","2014FA","1","  1","Civil and Environmental Eng","1.201","1.201","1","  1","Civil and Environmental Eng","1.201","  1.201","Transport Syst: Demand & Econ","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",34,28-OCT-24
"1.2012015FA","2015FA","1","  1","Civil and Environmental Eng","1.201","1.201","1","  1","Civil and Environmental Eng","1.201","  1.201","Transport Syst: Demand & Econ","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",28,28-OCT-24
"1.2012016FA","2016FA","1","  1","Civil and Environmental Eng","1.201","1.201","1","  1","Civil and Environmental Eng","1.201","  1.201","Transport Syst: Demand & Econ","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",19,28-OCT-24
"1.2012017FA","2017FA","1","  1","Civil and Environmental Eng","1.201","1.201","1","  1","Civil and Environmental Eng","1.201","  1.201","Transport Syst: Demand & Econ","1","Civil and Environmental Eng","Engineering","Lima De Azevedo, Carlos","925132730",30,28-OCT-24
"1.2012018FA","2018FA","1","  1","Civil and Environmental Eng","1.201","1.201","1","  1","Civil and Environmental Eng","1.201","  1.201","Transport Syst: Demand & Econ","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",25,28-OCT-24
"1.2022008SP","2008SP","1","  1","Civil and Environmental Eng","1.202","1.202","1","  1","Civil and Environmental Eng","1.202","  1.202","Demand Modeling","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",18,28-OCT-24
"1.2022009SP","2009SP","1","  1","Civil and Environmental Eng","1.202","1.202","1","  1","Civil and Environmental Eng","1.202","  1.202","Demand Modeling","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",17,28-OCT-24
"1.2022010SP","2010SP","1","  1","Civil and Environmental Eng","1.202","1.202","1","  1","Civil and Environmental Eng","1.202","  1.202","Demand Modeling","1","Civil and Environmental Eng","Engineering","Zhao, J.","924973973",20,28-OCT-24
"1.2022011SP","2011SP","1","  1","Civil and Environmental Eng","1.202","1.202","1","  1","Civil and Environmental Eng","1.202","  1.202","Demand Modeling","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",14,28-OCT-24
"1.2022012SP","2012SP","1","  1","Civil and Environmental Eng","1.202","1.202","1","  1","Civil and Environmental Eng","1.202","  1.202","Demand Modeling","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",17,28-OCT-24
"1.2022013SP","2013SP","1","  1","Civil and Environmental Eng","1.202","1.202","1","  1","Civil and Environmental Eng","1.202","  1.202","Demand Modeling","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",18,28-OCT-24
"1.2022014SP","2014SP","1","  1","Civil and Environmental Eng","1.202","1.202","1","  1","Civil and Environmental Eng","1.202","  1.202","Demand Modeling","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",22,28-OCT-24
"1.2022015SP","2015SP","1","  1","Civil and Environmental Eng","1.202","1.202","1","  1","Civil and Environmental Eng","1.202","  1.202","Demand Modeling","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",20,28-OCT-24
"1.2022017SP","2017SP","1","  1","Civil and Environmental Eng","1.202","1.202","1","  1","Civil and Environmental Eng","1.202","  1.202","Demand Modeling","1","Civil and Environmental Eng","Engineering","Atasoy, Bilge","920711210",16,28-OCT-24
"1.2022019SP","2019SP","1","  1","Civil and Environmental Eng","1.202","1.202","1","  1","Civil and Environmental Eng","1.202","  1.202","Demand Modeling","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",19,28-OCT-24
"1.2022020SP","2020SP","1","  1","Civil and Environmental Eng","1.202","1.202","1","  1","Civil and Environmental Eng","1.202","  1.202","Demand Modeling","1","Civil and Environmental Eng","Engineering","Balakrishna, Ramachandran","922741912",10,28-OCT-24
"1.2022021SP","2021SP","1","  1","Civil and Environmental Eng","1.202","1.202","1","  1","Civil and Environmental Eng","1.202","  1.202","Demand Modeling","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",6,28-OCT-24
"1.2032011FA","2011FA","1","  1","Civil and Environmental Eng","1.203","1.203","1","  1","Civil and Environmental Eng","1.203","  1.203","Logistical &Transport Planning","1","Civil and Environmental Eng","Engineering","Odoni, Amedeo","900004585",13,28-OCT-24
"1.2032012FA","2012FA","1","  1","Civil and Environmental Eng","1.203","1.203","1","  1","Civil and Environmental Eng","1.203","  1.203","Logistical &Transport Planning","1","Civil and Environmental Eng","Engineering","Odoni, Amedeo","900004585",13,28-OCT-24
"1.2032013FA","2013FA","1","  1","Civil and Environmental Eng","1.203","1.203","1","  1","Civil and Environmental Eng","1.203","  1.203","Logistical &Transport Planning","1","Civil and Environmental Eng","Engineering","Odoni, Amedeo","900004585",11,28-OCT-24
"1.2032017SP","2017SP","1","  1","Civil and Environmental Eng","1.203","1.203","1","  1","Civil and Environmental Eng","1.203","  1.203","Logistical &Transport Planning","1","Civil and Environmental Eng","Engineering","Larson, Richard","900019330",13,28-OCT-24
"1.2032019FA","2019FA","15"," 15","Management","15.073","15.073","1","  1","Civil and Environmental Eng","1.203","  1.203","Applied Prob & Stochastic Mdls","1","Civil and Environmental Eng","Engineering","Barnett, Arnold","900018737",11,28-OCT-24
"1.2032020FA","2020FA","15"," 15","Management","15.073","15.073","1","  1","Civil and Environmental Eng","1.203","  1.203","Applied Prob & Stochastic Mdls","1","Civil and Environmental Eng","Engineering","Barnett, Arnold","900018737",13,28-OCT-24
"1.2032021SP","2021SP","15"," 15","Management","15.073","15.073","1","  1","Civil and Environmental Eng","1.203","  1.203","Applied Prob & Stochastic Mdls","1","Civil and Environmental Eng","Engineering","Barnett, Arnold","900018737",8,28-OCT-24
"1.2042008SP","2008SP","1","  1","Civil and Environmental Eng","1.204","1.204","1","  1","Civil and Environmental Eng","1.204","  1.204","Comp Algorithms for Sys Analys","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",14,28-OCT-24
"1.2042009SP","2009SP","1","  1","Civil and Environmental Eng","1.204","1.204","1","  1","Civil and Environmental Eng","1.204","  1.204","Computer Algorithms in Sys Eng","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",10,28-OCT-24
"1.2042010SP","2010SP","1","  1","Civil and Environmental Eng","1.204","1.204","1","  1","Civil and Environmental Eng","1.204","  1.204","Computer Algorithms in Sys Eng","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",5,28-OCT-24
"1.2052011FA","2011FA","1","  1","Civil and Environmental Eng","1.205","1.205","1","  1","Civil and Environmental Eng","1.205","  1.205","Advanced Demand Modeling","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",8,28-OCT-24
"1.2052014FA","2014FA","1","  1","Civil and Environmental Eng","1.205","1.205","1","  1","Civil and Environmental Eng","1.205","  1.205","Advanced Demand Modeling","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",6,28-OCT-24
"1.2072013SP","2013SP","1","  1","Civil and Environmental Eng","1.207","1.207","1","  1","Civil and Environmental Eng","1.207","  1.207","Computer Algorithms","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",16,28-OCT-24
"1.2072014SP","2014SP","1","  1","Civil and Environmental Eng","1.207","1.207","1","  1","Civil and Environmental Eng","1.207","  1.207","Computer Algorithms","1","Civil and Environmental Eng","Engineering","Kocur, George","900024831",11,28-OCT-24
"1.2312010FA","2010FA","1","  1","Civil and Environmental Eng","1.231","1.231","1","  1","Civil and Environmental Eng","1.231","  1.231","Planning & Design:Airport Sys","1","Civil and Environmental Eng","Engineering","De Neufville, Richard","900017174",7,28-OCT-24
"1.2312014FA","2014FA","1","  1","Civil and Environmental Eng","1.231","1.231","1","  1","Civil and Environmental Eng","1.231","  1.231","Planning & Design:Airport Sys","1","Civil and Environmental Eng","Engineering","De Neufville, Richard","900017174",7,28-OCT-24
"1.2312017FA","2017FA","1","  1","Civil and Environmental Eng","1.231","1.231","1","  1","Civil and Environmental Eng","1.231","  1.231","Planning & Design:Airport Sys","1","Civil and Environmental Eng","Engineering","Odoni, Amedeo","900004585",16,28-OCT-24
"1.2312019FA","2019FA","1","  1","Civil and Environmental Eng","1.231","1.231","1","  1","Civil and Environmental Eng","1.231","  1.231","Planning & Design:Airport Sys","1","Civil and Environmental Eng","Engineering","Odoni, Amedeo","900004585",11,28-OCT-24
"1.2322010FA","2010FA","16"," 16","Aeronautics and Astronautics","16.71","16.71","1","  1","Civil and Environmental Eng","1.232","  1.232","Airline Industry","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",7,28-OCT-24
"1.2322011FA","2011FA","16"," 16","Aeronautics and Astronautics","16.71","16.71","1","  1","Civil and Environmental Eng","1.232","  1.232","Airline Industry","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",2,28-OCT-24
"1.2322013FA","2013FA","16"," 16","Aeronautics and Astronautics","16.71","16.71","1","  1","Civil and Environmental Eng","1.232","  1.232","Airline Industry","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",10,28-OCT-24
"1.2322014FA","2014FA","16"," 16","Aeronautics and Astronautics","16.71","16.71","1","  1","Civil and Environmental Eng","1.232","  1.232","Airline Industry","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",3,28-OCT-24
"1.2322015FA","2015FA","16"," 16","Aeronautics and Astronautics","16.71","16.71","1","  1","Civil and Environmental Eng","1.232","  1.232","Airline Industry","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",6,28-OCT-24
"1.2322016FA","2016FA","16"," 16","Aeronautics and Astronautics","16.71","16.71","1","  1","Civil and Environmental Eng","1.232","  1.232","Airline Industry","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",7,28-OCT-24
"1.2322018FA","2018FA","16"," 16","Aeronautics and Astronautics","16.71","16.71","1","  1","Civil and Environmental Eng","1.232","  1.232","Airline Industry","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",3,28-OCT-24
"1.2322019FA","2019FA","16"," 16","Aeronautics and Astronautics","16.71","16.71","1","  1","Civil and Environmental Eng","1.232","  1.232","Airline Industry","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",8,28-OCT-24
"1.2322020FA","2020FA","16"," 16","Aeronautics and Astronautics","16.71","16.71","1","  1","Civil and Environmental Eng","1.232","  1.232","Airline Industry","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",15,28-OCT-24
"1.2322021FA","2021FA","16"," 16","Aeronautics and Astronautics","16.71","16.71","1","  1","Civil and Environmental Eng","1.232","  1.232","Airline Industry","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",2,28-OCT-24
"1.2332016SP","2016SP","16"," 16","Aeronautics and Astronautics","16.763","16.763","1","  1","Civil and Environmental Eng","1.233","  1.233","Air  Trans Operations Research","1","Civil and Environmental Eng","Engineering","Balakrishnan, Hamsa","921331211",4,28-OCT-24
"1.2332020SP","2020SP","16"," 16","Aeronautics and Astronautics","16.763","16.763","1","  1","Civil and Environmental Eng","1.233","  1.233","Air Trans Operations Research","1","Civil and Environmental Eng","Engineering","Balakrishnan, Hamsa","921331211",2,28-OCT-24
"1.2342015SP","2015SP","16"," 16","Aeronautics and Astronautics","16.75","16.75","1","  1","Civil and Environmental Eng","1.234","  1.234","Airline Management","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",1,28-OCT-24
"1.2342017SP","2017SP","16"," 16","Aeronautics and Astronautics","16.75","16.75","1","  1","Civil and Environmental Eng","1.234","  1.234","Airline Management","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",4,28-OCT-24
"1.2342019SP","2019SP","16"," 16","Aeronautics and Astronautics","16.75","16.75","1","  1","Civil and Environmental Eng","1.234","  1.234","Airline Management","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",5,28-OCT-24
"1.2342021SP","2021SP","16"," 16","Aeronautics and Astronautics","16.75","16.75","1","  1","Civil and Environmental Eng","1.234","  1.234","Airline Management","1","Civil and Environmental Eng","Engineering","Belobaba, Peter","900013063",1,28-OCT-24
"1.2512016SP","2016SP","11"," 11","Urban Studies and Planning","11.526","11.526","1","  1","Civil and Environmental Eng","1.251","  1.251","Comparative Land Use","1","Civil and Environmental Eng","Engineering","Zegras, Chris","966964221",7,28-OCT-24
"1.2512017SP","2017SP","11"," 11","Urban Studies and Planning","11.526","11.526","1","  1","Civil and Environmental Eng","1.251","  1.251","Comparative Land Use","1","Civil and Environmental Eng","Engineering","Zegras, Chris","966964221",11,28-OCT-24
"1.2512019SP","2019SP","11"," 11","Urban Studies and Planning","11.526","11.526","1","  1","Civil and Environmental Eng","1.251","  1.251","Comparative Land Use","1","Civil and Environmental Eng","Engineering","Zegras, Chris","966964221",5,28-OCT-24
"1.2512020SP","2020SP","11"," 11","Urban Studies and Planning","11.526","11.526","1","  1","Civil and Environmental Eng","1.251","  1.251","Comparative Land Use","1","Civil and Environmental Eng","Engineering","Duarte De Araujo Silva, Fabio","916697911",2,28-OCT-24
"1.2512021SP","2021SP","11"," 11","Urban Studies and Planning","11.526","11.526","1","  1","Civil and Environmental Eng","1.251","  1.251","Comparative Land Use","1","Civil and Environmental Eng","Engineering","Duarte De Araujo Silva, Fabio","916697911",0,28-OCT-24
"1.2522009FA","2009FA","11"," 11","Urban Studies and Planning","11.540","11.540","1","  1","Civil and Environmental Eng","1.252","  1.252","Urban Transportation Planning","1","Civil and Environmental Eng","Engineering","Salvucci, Frederick","900012776",17,28-OCT-24
"1.2522011FA","2011FA","1","  1","Civil and Environmental Eng","1.252","1.252","1","  1","Civil and Environmental Eng","1.252","  1.252","Urban Transportation Planning","1","Civil and Environmental Eng","Engineering","Salvucci, Frederick","900012776",14,28-OCT-24
"1.2522014FA","2014FA","1","  1","Civil and Environmental Eng","1.252","1.252","1","  1","Civil and Environmental Eng","1.252","  1.252","Urban Transportation Planning","1","Civil and Environmental Eng","Engineering","Salvucci, Frederick","900012776",21,28-OCT-24
"1.2522015FA","2015FA","1","  1","Civil and Environmental Eng","1.252","1.252","1","  1","Civil and Environmental Eng","1.252","  1.252","Urban Transportation Planning","1","Civil and Environmental Eng","Engineering","Salvucci, Frederick","900012776",11,28-OCT-24
"1.2532009SP","2009SP","1","  1","Civil and Environmental Eng","1.253","1.253","1","  1","Civil and Environmental Eng","1.253","  1.253","Trsprtn Policy & Envir Limits","1","Civil and Environmental Eng","Engineering","Coughlin, Joseph","900045057",9,28-OCT-24
"1.2532012SP","2012SP","1","  1","Civil and Environmental Eng","1.253","1.253","1","  1","Civil and Environmental Eng","1.253","  1.253","Trsprtn Policy & Envir Limits","1","Civil and Environmental Eng","Engineering","Coughlin, Joseph","900045057",8,28-OCT-24
"1.2532013SP","2013SP","1","  1","Civil and Environmental Eng","1.153","1.153","1","  1","Civil and Environmental Eng","1.253","  1.253","Transportation Policy","1","Civil and Environmental Eng","Engineering","Coughlin, Joseph","900045057",15,28-OCT-24
"1.2532014SP","2014SP","1","  1","Civil and Environmental Eng","1.153","1.153","1","  1","Civil and Environmental Eng","1.253","  1.253","Transportation Policy","1","Civil and Environmental Eng","Engineering","Coughlin, Joseph","900045057",1,28-OCT-24
"1.2532016SP","2016SP","1","  1","Civil and Environmental Eng","1.153","1.153","1","  1","Civil and Environmental Eng","1.253","  1.253","Transportation Policy","1","Civil and Environmental Eng","Engineering","Coughlin, Joseph","900045057",4,28-OCT-24
"1.2532017SP","2017SP","1","  1","Civil and Environmental Eng","1.153","1.153","1","  1","Civil and Environmental Eng","1.253","  1.253","Transportation Policy","1","Civil and Environmental Eng","Engineering","Coughlin, Joseph","900045057",12,28-OCT-24
"1.2532018SP","2018SP","1","  1","Civil and Environmental Eng","1.153","1.153","1","  1","Civil and Environmental Eng","1.253","  1.253","Transportation Policy","1","Civil and Environmental Eng","Engineering","Coughlin, Joseph","900045057",0,28-OCT-24
"1.2542009SP","2009SP","1","  1","Civil and Environmental Eng","1.254","1.254","1","  1","Civil and Environmental Eng","1.254","  1.254","Transport Modeling Course","1","Civil and Environmental Eng","Engineering","Murga, Mikel","900055347",7,28-OCT-24
"1.2542012SP","2012SP","1","  1","Civil and Environmental Eng","1.254","1.254","1","  1","Civil and Environmental Eng","1.254","  1.254","Transport Modeling Course","1","Civil and Environmental Eng","Engineering","Murga, Mikel","900055347",13,28-OCT-24
"1.2542013SP","2013SP","1","  1","Civil and Environmental Eng","1.254","1.254","1","  1","Civil and Environmental Eng","1.254","  1.254","Transport Modeling Course","1","Civil and Environmental Eng","Engineering","Murga, Mikel","900055347",10,28-OCT-24
"1.2582008SP","2008SP","1","  1","Civil and Environmental Eng","1.258","1.258","1","  1","Civil and Environmental Eng","1.258","  1.258","Public Transport Serv &Ops","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",8,28-OCT-24
"1.2582009SP","2009SP","1","  1","Civil and Environmental Eng","1.258","1.258","1","  1","Civil and Environmental Eng","1.258","  1.258","Public Transportation Systems","1","Civil and Environmental Eng","Engineering","Attanucci, John","989450665",11,28-OCT-24
"1.2582010SP","2010SP","1","  1","Civil and Environmental Eng","1.258","1.258","1","  1","Civil and Environmental Eng","1.258","  1.258","Public Transportation Systems","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",9,28-OCT-24
"1.2582011SP","2011SP","1","  1","Civil and Environmental Eng","1.258","1.258","1","  1","Civil and Environmental Eng","1.258","  1.258","Public Transportation Systems","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",14,28-OCT-24
"1.2582012SP","2012SP","1","  1","Civil and Environmental Eng","1.258","1.258","1","  1","Civil and Environmental Eng","1.258","  1.258","Public Transportation Systems","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",18,28-OCT-24
"1.2582013SP","2013SP","1","  1","Civil and Environmental Eng","1.258","1.258","1","  1","Civil and Environmental Eng","1.258","  1.258","Public Transportation Systems","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",16,28-OCT-24
"1.2582014SP","2014SP","1","  1","Civil and Environmental Eng","1.258","1.258","1","  1","Civil and Environmental Eng","1.258","  1.258","Public Transportation Systems","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",18,28-OCT-24
"1.2602011FA","2011FA","ESD","ESD","Engineering Systems Division","ESD.260","ESD.260","1","  1","Civil and Environmental Eng","1.260","  1.260","Logistics Systems","1","Civil and Environmental Eng","Engineering","Caplice, Christopher","999611620",6,28-OCT-24
"1.2602013FA","2013FA","ESD","ESD","Engineering Systems Division","ESD.260","ESD.260","1","  1","Civil and Environmental Eng","1.260","  1.260","Logistics Systems","1","Civil and Environmental Eng","Engineering","Caplice, Christopher","999611620",9,28-OCT-24
"1.2602014FA","2014FA","ESD","ESD","Engineering Systems Division","ESD.260","ESD.260","1","  1","Civil and Environmental Eng","1.260","  1.260","Logistics Systems","1","Civil and Environmental Eng","Engineering","Caplice, Christopher","999611620",4,28-OCT-24
"1.2602016FA","2016FA","ESD","ESD","Engineering Systems Division","ESD.260","ESD.260","1","  1","Civil and Environmental Eng","1.260","  1.260","Logistics Systems","1","Civil and Environmental Eng","Engineering","Caplice, Christopher","999611620",14,28-OCT-24
"1.2602018FA","2018FA","SCM","SCM","Supply Chain Management","SCM.260","SCM.260","1","  1","Civil and Environmental Eng","1.260","  1.260","Logistics Systems","1","Civil and Environmental Eng","Engineering","Caplice, Christopher","999611620",20,28-OCT-24
"1.2602019FA","2019FA","SCM","SCM","Supply Chain Management","SCM.260","SCM.260","1","  1","Civil and Environmental Eng","1.260","  1.260","Logistics Systems","1","Civil and Environmental Eng","Engineering","Caplice, Christopher","999611620",14,28-OCT-24
"1.2602020FA","2020FA","SCM","SCM","Supply Chain Management","SCM.260","SCM.260","1","  1","Civil and Environmental Eng","1.260","  1.260","Logistics Systems","1","Civil and Environmental Eng","Engineering","Caplice, Christopher","999611620",24,28-OCT-24
"1.2602021FA","2021FA","SCM","SCM","Supply Chain Management","SCM.260","SCM.260","1","  1","Civil and Environmental Eng","1.260","  1.260","Logistics Systems","1","Civil and Environmental Eng","Engineering","Caplice, Christopher","999611620",12,28-OCT-24
"1.2612011SP","2011SP","ESD","ESD","Engineering Systems Division","ESD.261","ESD.261","1","  1","Civil and Environmental Eng","1.261","  1.261","Logistics & Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Byrnes, Jonathan","900015098",0,28-OCT-24
"1.2612013SP","2013SP","ESD","ESD","Engineering Systems Division","ESD.261","ESD.261","1","  1","Civil and Environmental Eng","1.261","  1.261","Logistics & Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Byrnes, Jonathan","900015098",0,28-OCT-24
"1.2612014SP","2014SP","ESD","ESD","Engineering Systems Division","ESD.261","ESD.261","1","  1","Civil and Environmental Eng","1.261","  1.261","Logistics & Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Byrnes, Jonathan","900015098",0,28-OCT-24
"1.2612015SP","2015SP","ESD","ESD","Engineering Systems Division","ESD.261","ESD.261","1","  1","Civil and Environmental Eng","1.261","  1.261","Logistics & Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Byrnes, Jonathan","900015098",1,28-OCT-24
"1.2612016SP","2016SP","ESD","ESD","Engineering Systems Division","ESD.261","ESD.261","1","  1","Civil and Environmental Eng","1.261","  1.261","Logistics & Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Byrnes, Jonathan","900015098",1,28-OCT-24
"1.2612018SP","2018SP","SCM","SCM","Supply Chain Management","SCM.261","SCM.261","1","  1","Civil and Environmental Eng","1.261","  1.261","Logistics & Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Byrnes, Jonathan","900015098",0,28-OCT-24
"1.2612019SP","2019SP","SCM","SCM","Supply Chain Management","SCM.261","SCM.261","1","  1","Civil and Environmental Eng","1.261","  1.261","Logistics & Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Byrnes, Jonathan","900015098",1,28-OCT-24
"1.2612020SP","2020SP","SCM","SCM","Supply Chain Management","SCM.261","SCM.261","1","  1","Civil and Environmental Eng","1.261","  1.261","Logistics & Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Byrnes, Jonathan","900015098",4,28-OCT-24
"1.2612021SP","2021SP","SCM","SCM","Supply Chain Management","SCM.261","SCM.261","1","  1","Civil and Environmental Eng","1.261","  1.261","Logistics & Supply Chain Mgmt","1","Civil and Environmental Eng","Engineering","Byrnes, Jonathan","900015098",7,28-OCT-24
"1.2632019SP","2019SP","SCM","SCM","Supply Chain Management","SCM.293","SCM.293","1","  1","Civil and Environmental Eng","1.263","  1.263","Urban Last-Mile Logistics","1","Civil and Environmental Eng","Engineering","Winkenbach, Matthias","920367959",17,28-OCT-24
